SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuationInTranslation,CorpusName
18,1,12,-5.637844,-5.678452,-3.272605,-2.500991,-0.544068,-3.147691,-4.49099,-5.980581,-1.43785,-3.668677,-4.059361,-1.085591,-0.3587646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10_11],[4_11],cmucssa
19,1,5,-2.791026,-5.695485,-2.147275,-7.164215,-0.9021222,-0.3886348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[4],cmucssa
20,1,4,-4.204697,-4.948145,-4.612288,-0.6088657,-0.095638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[3],cmucssa
21,1,7,-2.715695,-4.139023,-5.214319,-3.53085,-4.531465,-3.727654,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_4_5_6],[5_6],cmucssa
22,1,8,-5.804013,-4.939471,-5.585263,-3.700925,-5.015528,-2.859978,-0.5855799,-4.898229,-1.463427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4],[7],cmucssa
23,1,11,-4.637844,-1.213149,-5.477929,-6.010651,-4.686926,-3.881676,-5.508206,-1.960629,-2.727517,-5.464218,-2.471443,-0.4196835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[10],cmucssa
24,1,27,-5.804013,-3.473792,-3.358351,-3.047658,-2.409312,-6.212926,-2.647845,-7.980577,-0.7641838,-0.799139,#NAME?,-3.763531,-3.800119,-3.715873,-1.98123,-5.376911,-6.235653,-3.589195,-2.219507,#NAME?,-3.763531,-3.800119,-3.715873,-1.98123,-5.376911,-6.431588,-1.034515,-0.364417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26],[1_6_9_26],cmucssa
25,1,16,-2.636784,-5.208936,-2.244044,-1.825154,-0.8829458,-2.80618,-2.275777,-3.728692,-1.283624,#NAME?,-1.197862,-2.404721,-2.04499,-2.718947,-6.129158,-4.027408,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_9_10],[0_4_10_15],cmucssa
26,1,11,-4.562703,-7.041616,-4.013741,-6.440294,-4.612996,-4.039603,-1.467317,-3.048277,-5.527355,-2.314101,-3.42206,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_4],[0_10],cmucssa
27,1,14,-3.222314,-1.591621,-1.601642,-3.04637,-2.053292,-3.379827,-1.532987,-2.57814,-5.729619,-4.276497,-3.368013,-1.451586,-5.637688,-0.7613617,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10_11],[13],cmucssa
28,1,12,-2.328403,-4.13619,-0.8962505,-3.18896,-1.811087,-4.624887,-3.698617,-2.477613,-1.419683,-2.931998,-4.048372,-0.8346568,-4.297296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],,cmucssa
29,1,11,-5.976814,-1.705884,-4.874503,-2.386405,-2.271789,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.655278,-3.219176,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],cmucssa
30,1,12,-6.482378,-2.276336,-2.337307,-5.848589,-1.85848,-5.275753,-6.825455,-0.8922411,-4.948161,-2.290288,-2.268386,-2.668459,-1.919693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7_8],[1_7_11],cmucssa
31,1,6,-3.13938,-4.953151,-3.950269,-2.427328,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5],[5],cmucssa
32,1,10,-4.502182,-3.415618,-5.982479,-5.580818,-5.158195,-1.25178,-2.541054,-3.733818,-4.441464,-1.917528,-0.6232493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_4_5_6],[9],cmucssa
33,1,7,-5.886802,-4.559146,-5.854287,-4.170056,-1.735203,-4.5763,-0.872935,-0.446087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_6],[6],cmucssa
34,1,9,-2.715695,-5.391269,-0.6238034,-4.925349,-4.016434,-2.044362,-4.671454,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_6_7_8],[2_8],cmucssa
35,1,22,-2.715695,-5.679086,-2.246461,-5.10237,-0.5925668,-5.372561,-5.507191,-4.318769,-1.058464,-5.523584,-3.663382,-1.509301,-7.061756,-2.432533,-0.6128892,-4.319332,-4.51813,-3.831482,-0.7667135,-5.8026,-5.740441,-0.9292497,-0.4977357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_9],[4_8_14_18_21],cmucssa
36,1,6,-5.269867,-5.297529,-5.67024,-3.218899,-5.395529,-1.307169,-0.4024876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[5],cmucssa
37,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],cmucssa
38,1,30,-3.238747,-4.355951,-3.495825,-2.558745,-0.29673,-5.131008,-3.697385,-2.821155,-5.757849,-3.382692,-5.774756,-2.559667,-6.153132,-4.331862,-0.6238034,-3.852335,-0.5853691,-3.859222,-2.812119,-0.7207134,-6.616884,-2.363643,-5.188514,-1.180854,-4.251428,-5.360697,-3.417964,-0.7388616,-5.525991,-1.941651,-1.06923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_20_21_22_24],[0_16_27_29],cmucssa
39,1,10,-4.876083,-4.561541,-4.086162,-1.013691,-1.758723,-3.546927,-4.260189,-6.150216,-2.847538,-1.190021,-0.4180338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6],[3_9],cmucssa
40,1,11,#NAME?,-2.461491,-1.455138,-2.791643,-1.703291,-0.3212334,-3.089462,-3.834596,-1.215986,-4.770694,-3.636395,-4.442401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[10],cmucssa
41,1,19,-5.445959,-1.878838,-1.893398,-3.979729,-1.616738,-2.380764,-2.747317,-1.020658,-3.631403,-1.298358,-5.291054,-3.96952,-4.848116,-3.250899,-1.635885,-2.467155,-2.428811,-3.363363,-0.615424,-0.5655746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10],[7_14_18],cmucssa
42,1,9,-5.688997,-5.355896,-2.461978,#NAME?,-1.197862,-4.185379,-6.785342,-3.727654,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7_8],[2_3_4_7_8],cmucssa
43,1,13,#NAME?,-3.97896,-3.881676,-4.792416,-5.854287,-1.45719,-5.266237,-1.576405,-2.851597,-2.630113,-0.1047354,-6.184723,-0.3734569,-0.4401377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[5_12],cmucssa
44,1,20,-4.583487,-3.43317,-6.327454,-2.449478,-0.09691001,-2.167819,-6.990497,-5.549328,-1.073489,-3.858064,-5.296929,-2.483603,-6.407675,-5.682085,-1.600916,-4.355447,-4.605147,-3.440945,-7.145043,-1.116608,-0.39794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_15_16_17],[1_8_19],cmucssa
45,1,16,-3.213507,-3.934522,-5.699054,-4.474885,-5.691077,-0.7665817,-3.608848,-0.5892994,-3.87222,-2.438411,-4.422504,-2.84408,-5.442994,-3.865702,-1.408872,-2.358855,-0.5780441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4],[7_15],cmucssa
46,1,10,-4.772542,-5.323745,-6.185939,-5.143289,-1.736748,-5.847033,-0.9520925,-4.386751,-4.060257,-4.401905,-1.463427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[9],cmucssa
47,1,3,-4.138768,-1.684855,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],,cmucssa
48,1,8,-6.258925,-1.544068,-5.274961,-6.01081,-0.8785416,-5.34306,-3.092052,-1.254242,-0.3608722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[4_7],cmucssa
49,1,11,-5.886802,-3.990607,-4.232983,-2.031714,-1.840524,-4.842676,-4.231431,-1.233011,-0.6812197,-5.503237,-4.93294,-2.53533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[1],cmucssa
50,1,14,-6.100998,-3.270463,-2.99957,-2.70614,-0.2787536,-5.154412,#NAME?,-1.197862,-2.668368,-4.206208,-3.236316,-1.36901,-4.313426,-0.8495072,-0.4744321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[7_13],cmucssa
51,1,17,-4.705596,-5.665961,-1.484861,-4.074765,-2.750908,-4.412321,-4.976379,-2.92272,-3.506058,-5.184478,-6.412414,-5.915904,-1.221664,-3.476567,-0.5853691,-4.904511,-4.912059,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11_15_16],[14_16],cmucssa
52,1,7,-3.23301,-5.395483,-2.853034,-1.492142,-5.223413,-5.623263,-4.529931,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4_5_6],[4_6],cmucssa
53,1,6,-5.100725,-5.668503,-1.859549,-5.150689,-2.683036,-1.249253,-0.5138679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[5],cmucssa
54,1,22,-5.211875,-4.75019,-5.854287,-1.484861,-4.074765,-3.508462,-3.071391,-4.992917,-5.932618,-3.700925,-5.26364,-5.866266,-3.763912,-3.968558,-3.26931,-1.859065,-5.540986,-5.79745,-2.398519,-1.593835,-1.334412,-2.79789,-0.2205153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[16],[7_15_21],cmucssa
55,1,16,-5.688997,-1.447873,-0.447158,-2.557928,-1.814794,-3.557482,-4.185061,-4.632815,-4.829895,-4.424437,-1.962407,-6.321532,-6.252066,-6.248959,-2.933994,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12],[2_10_14_15],cmucssa
56,1,6,-2.715695,-5.391269,-0.6238034,-4.854201,-3.759812,-5.10788,-2.350894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[2],cmucssa
57,1,13,-4.813935,-2.389885,-4.489005,-2.324238,-1.189265,-3.993038,-4.671572,#NAME?,-1.197862,-3.924692,-3.516026,-3.472183,-0.7998947,-0.50515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5_6_7_8_9_10_11_12],[1_4_8_12],cmucssa
58,1,4,-4.678273,-4.320414,-3.011727,-0.3203351,-0.4191293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[3],cmucssa
59,1,2,-5.637844,-5.923702,-3.416403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,cmucssa
60,1,30,-3.699992,-4.707358,-5.698822,-5.334598,-5.520339,-4.339157,-1.409812,-4.717757,-4.794022,-0.955866,-3.007372,-4.618427,-1.169505,-3.196193,-3.679922,-6.717865,-0.605853,-3.36088,-4.15782,-3.831098,-0.30103,-2.580713,-5.58221,-3.036574,-4.334848,-2.31681,-4.933919,-3.750752,-6.119511,-1.163666,-0.4042495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_7_8_9_13_14_15_16_22_26_27_28_29],[0_4_9_12_16_20_25_29],cmucssa
61,1,28,-4.929329,-5.757147,-6.166569,-4.529543,-5.311922,-2.191603,-7.519056,-1.520604,-5.390434,-2.772047,-6.924273,-1.244165,-4.795927,-7.655366,-1.588359,-7.089008,-0.8406437,-7.604123,-1.199107,-7.721479,-1.353351,-3.615288,-4.384911,-1.338908,-6.675121,-3.883179,-5.392839,-0.9991082,-0.4387763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_6_7_8_9_10_11],[0_3_7_11_14_16_18_20_21_27],cmucssa
62,1,26,-5.512905,-2.721907,-1.338366,-1.053606,-5.503237,-3.350423,-4.166602,-1.306866,-1.338908,-0.6962472,-6.954485,-6.483206,-6.454674,-2.329598,-1.13947,-1.940914,-6.059272,-1.748957,-1.555099,-2.230852,-4.266731,-3.600037,-3.54543,-3.374271,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_5_6_8_9_24_25],[9_15_25],cmucssa
63,1,12,-3.699992,-3.631898,-5.229108,-5.279957,-8.503919,-1.378726,-4.356595,-2.111471,-3.437162,-3.153694,-4.004665,-0.9994671,-0.4901549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_4_5],[0_2_5_11],cmucssa
64,1,17,-2.791026,-2.89797,-2.120752,-5.924223,-5.556201,-5.855171,-1.99024,-5.410367,-6.423736,-1.584157,-4.428697,-1.413452,-6.046609,-5.809309,-2.508252,-2.308789,-1.973128,-1.677045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[9_16],cmucssa
65,1,14,-5.114965,-6.266668,-3.270463,-3.241282,-6.137547,-1.822245,-1.214342,-6.575229,-4.981181,-0.858692,-4.590623,-5.058287,-5.872866,-1.163666,-0.4042495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6_7_8_9_10_11_12_13],[6_9_13],cmucssa
66,1,5,-5.512905,-2.080929,-6.338496,-4.565496,-3.472212,-2.354363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],,cmucssa
67,1,8,-4.302052,-2.663521,-4.100472,-5.744014,-2.150431,-0.4045706,-5.26434,-1.225863,-0.5070845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[7],cmucssa
68,1,13,-4.531389,-1.781411,-1.808211,-0.5531858,-2.922842,-3.909211,-0.7833342,-4.544313,-1.185932,-2.945629,-4.850398,-1.571177,-0.8059883,-0.9181671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[3_6_12],cmucssa
69,1,16,-5.194147,-5.250388,-6.208732,-4.069185,-4.178795,-3.183764,-1.148435,-5.263488,-2.746676,-5.869847,-1.079181,-6.134986,-6.14892,-3.148362,-4.082433,-1.293804,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_9_10],[0_2_6_10_15],cmucssa
70,1,25,-5.073573,-5.254291,-2.364113,-4.300967,-0.851682,-4.332047,-1.966781,-4.166722,#NAME?,-3.028441,-5.258429,-1.763615,-3.918458,-5.865962,-2.070382,-4.363698,-1.24388,-3.452379,-3.491117,#NAME?,-2.236219,-4.234692,-1.195017,-5.787484,-1.231957,-0.872935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[19_20_21_22_23_24],[4_16_24],cmucssa
71,1,10,-2.927257,-2.085046,-1.50642,-1.384367,-6.780979,-2.640723,-4.871053,-1.635417,-4.186791,-0.9079973,-0.5374374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_9],[9],cmucssa
72,1,22,-4.495176,-4.810561,-5.512752,-1.138269,-1.95986,-2.751666,-3.409667,-5.39747,-5.555232,-3.329773,-5.056896,-5.476025,-3.132667,-1.625242,-0.962394,-5.390066,-1.758381,-2.553056,-2.315533,-6.453578,-0.4202164,-4.521133,-1.026329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[1_9_14_21],cmucssa
73,1,10,-4.495176,-4.810561,-2.84918,-4.527623,-2.167679,-1.572425,-5.160233,-2.919414,-0.629897,-0.328867,-1.011014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3],[1_9],cmucssa
74,1,19,-5.291057,-1.576246,-6.800278,-4.929692,-1.105224,-4.790916,-2.137929,-1.214342,-5.39811,-3.017792,-6.629788,-5.549328,-1.073489,-6.575229,-4.981181,-2.192048,-2.339303,-2.233789,-0.7383841,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5_6_7_10_11_12_13_14],[4_7_12_18],cmucssa
75,1,13,-4.876083,-2.704796,-5.216713,-7.250482,-4.450627,-2.731372,-0.7125732,-3.707265,-3.069624,-3.585604,-2.042746,-3.525658,-1.655329,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[6_12],cmucssa
76,1,6,-2.791026,-1.386087,-5.349654,-5.400501,-4.979455,-1.138621,-0.437393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3],[5],cmucssa
77,1,13,-4.884516,-1.43321,-5.265726,-4.865503,#NAME?,#NAME?,-3.763531,-6.948446,-6.003788,-4.866878,-4.545292,-4.892569,-1.164418,-0.4311272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4_5_6],[1_5_12],cmucssa
78,1,19,-2.985168,-7.377945,-5.549328,-1.073489,-5.93523,-3.001639,-3.63096,-3.822495,-6.216997,-1.062002,-4.712755,-1.602808,-3.353288,-3.80661,-0.7238251,-0.5320315,-4.7749,-1.918981,-1.400678,-0.6042991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4_5],[3_11_18],cmucssa
79,1,16,-2.636784,-5.208936,-2.244044,-1.825154,-0.8829458,-2.80618,-2.275777,-3.728692,-1.283624,#NAME?,-1.197862,-2.404721,-2.04499,-2.718947,-6.129158,-4.027408,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_9_10],[0_4_10_15],cmucssa
80,1,17,-5.512905,-3.560552,-4.747086,-2.400488,-4.217371,-4.145011,-4.418034,-5.185506,-0.7960479,-5.066821,-4.510297,-2.773866,-0.1125295,-4.099645,-6.696387,-3.727654,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_14_15_16],[8_12_15_16],cmucssa
81,1,5,-4.876083,-2.474347,-7.319565,-5.105405,-3.796915,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4],[4],cmucssa
82,1,4,-4.237978,-4.395012,-2.1269,-5.243668,-2.122592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],,cmucssa
