SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuationInTranslation,CorpusName
30,1,3,-5.804013,-0.9817058,-4.804729,-2.779191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],,pittcssa
31,1,4,-2.791026,-2.244758,-7.338068,-4.49455,-1.493972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3],pittcssa
32,1,3,-6.527233,-7.217231,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2],pittcssa
33,1,9,-5.387967,-3.39245,-4.43531,-2.086884,-2.142624,-3.072737,-1.945539,#NAME?,-3.961602,-1.035246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8],[8],pittcssa
34,1,15,-5.357115,-4.719075,-2.64712,-1.8752,-0.5531858,-5.987764,-5.540469,-1.034936,-3.624691,-4.956104,-0.8285773,-7.289939,-3.583287,-4.321918,-1.755683,-0.5076388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[4_7_10_14],pittcssa
35,1,11,-3.923701,-1.112083,-3.526282,-0.8668415,-4.491324,-4.798965,-8.307958,-1.111237,-3.939548,-3.005411,-0.5835766,-0.4686881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10],[3_7_10],pittcssa
36,1,17,-4.683601,-2.369944,-0.3212334,-1.874156,-1.495947,-5.603167,-4.187814,-1.137887,-3.258853,-3.044491,-2.551134,-5.508824,-4.492096,-1.358299,-3.479455,-4.879942,-0.9102685,-0.3309932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[14_15_16],[2_7_16],pittcssa
37,1,10,-4.575053,-1.56057,#NAME?,-2.909323,-4.737117,-2.002586,-1.88517,-4.121415,-3.177355,-4.547956,-0.5035132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[1_2_3_9],pittcssa
38,1,10,-4.575053,-1.56057,#NAME?,-2.909323,-4.737117,-2.002586,-1.88517,-4.121415,-3.177355,-4.547956,-0.5035132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[1_2_3_9],pittcssa
39,1,7,-6.100998,-5.57728,-1.034936,-4.672647,-1.475048,-4.265797,-1.911091,-1.273245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[2],pittcssa
40,1,3,-6.527233,-5.228036,-6.664607,-2.257039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],,pittcssa
41,1,10,-4.324915,-5.656744,-5.97444,-4.621907,-3.935299,-2.455997,-7.293632,-1.233278,-5.520393,-4.483841,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[7_9],pittcssa
42,1,6,-2.715695,-4.139023,-5.214319,-3.53085,-8.645191,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[5],pittcssa
43,1,10,-3.265751,-2.999386,-2.990328,-1.638486,-3.534575,-4.723527,-0.8662001,-6.066429,-5.540469,-1.226821,-0.3899711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_9],[6_9],pittcssa
44,1,6,-4.948634,-5.108074,-2.967782,-3.521512,-6.395025,-1.80956,-0.6238034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[5],pittcssa
45,1,8,-2.715695,-4.139023,-5.214319,-2.564036,-5.666613,-3.218899,-8.645191,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[7],pittcssa
46,1,12,-5.291057,-4.231919,-3.334284,-6.430908,-4.617442,-7.234916,-5.106707,-5.818611,-2.96453,-2.096306,-4.999743,-2.126294,-3.409958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4],,pittcssa
47,1,12,-5.291057,-4.231919,-3.334284,-6.430908,-4.617442,-7.234916,-5.106707,-5.818611,-2.96453,-2.096306,-4.999743,-2.126294,-3.409958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4],,pittcssa
48,1,8,-5.688997,-5.355896,-1.935639,#NAME?,-4.013168,-6.614247,-3.727654,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6_7],[2_3_6_7],pittcssa
49,1,7,-3.094466,-7.229149,-3.675327,-3.308549,-0.9797242,-5.898095,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6],[4],pittcssa
50,1,14,-3.991114,-3.577481,-4.00455,-1.807514,-2.211831,-5.509356,-4.723318,-3.84675,-1.692693,-0.7850661,-5.61245,-4.034255,-2.843004,-0.1716821,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[8_13],pittcssa
51,1,4,-5.001022,-2.256122,-3.319186,-4.398984,-2.457587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],,pittcssa
52,1,23,-5.073573,-1.546351,#NAME?,-3.346175,-5.455811,-1.477121,-3.141263,-1.518191,-1.334454,-5.088958,-2.374408,-4.696365,-3.417427,-1.50013,-5.566385,-6.59416,-4.71381,-5.2824,-2.128535,-1.354182,-6.439818,-4.334501,-1.28392,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[15],[5_19_22],pittcssa
53,1,8,-5.688997,-5.355896,-1.935639,#NAME?,-4.013168,-6.614247,-3.727654,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6_7],[2_3_6_7],pittcssa
54,1,8,-4.505727,-5.797798,-8.253864,-1.149231,-6.250772,-0.6238034,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_6_7],[3_5_7],pittcssa
55,1,13,-5.313333,-9.242627,-3.342998,-7.223143,-3.257259,#NAME?,-2.919058,-2.406542,#NAME?,-2.909323,#NAME?,-5.283167,-3.413151,-0.5035132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7_8_9_10_11_12],[2_4_6_7_8_9_12],pittcssa
56,1,4,-4.138768,-0.0713013,-7.067801,-4.194413,-2.135652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[1],pittcssa
57,1,4,-3.527254,-4.040179,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3],pittcssa
58,1,7,-3.550299,-7.168925,-4.976171,-0.9557478,-4.437732,-3.497491,-5.433252,-2.394627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],,pittcssa
59,1,24,-5.073573,-1.546351,#NAME?,-3.346175,-5.455811,-1.477121,-3.141263,-1.518191,-1.334454,-5.088958,-2.374408,-4.696365,-3.417427,-1.50013,-5.566385,-1.666518,-5.463182,-3.193323,-5.2824,-2.128535,-1.354182,-6.439818,-4.334501,-1.28392,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[15_16],[5_20_23],pittcssa
60,1,6,-6.600883,#NAME?,-5.366747,-3.435238,-5.279712,-4.735135,-1.207226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[5],pittcssa
61,1,7,-7.229271,-4.175512,-2.291282,-5.654571,-5.424785,-5.172407,-3.242847,-3.846463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],,pittcssa
62,1,15,-3.535944,-3.893368,-2.693243,-4.741318,-0.9633739,-5.846612,-4.494708,-1.529454,-2.749784,-4.600102,-1.708996,-5.329865,-6.462592,-5.334102,-0.8554134,-0.3777366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12_13_14],[7_14],pittcssa
63,1,19,-4.662668,-1.472956,-2.066374,-4.338625,-5.707129,-4.349709,-4.881721,-6.160999,-3.157831,-3.728621,-6.150895,-5.46598,-3.366416,-4.653283,-5.058244,-4.294365,-4.008955,-5.502794,-6.137983,-2.779623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11_14_15],,pittcssa
64,1,7,-3.052509,-4.735093,-4.348203,-1.30377,-5.431229,-6.771548,-4.677289,-2.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[3_6],pittcssa
65,1,19,-4.374603,-6.205552,-2.588093,-4.547883,-3.056889,-0.243038,-2.904368,-2.95128,-3.048307,-5.382283,-1.655634,-4.811984,-1.166786,-4.979954,#NAME?,-3.982676,-0.871152,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[14_15_16_17_18],[2_6_10_12_16_18],pittcssa
66,1,9,-4.867811,-5.261273,-4.673604,-3.516475,-4.785169,-4.855608,-4.367727,-5.531188,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4_5_6_7_8],[7],pittcssa
67,1,8,-5.637844,-4.227761,-4.918825,-5.164112,-3.321688,-3.733919,-1.776025,-5.057027,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_3_4_5_6_7],[7],pittcssa
68,1,6,-4.192413,-3.161448,-6.376675,-5.987721,-3.312393,-1.013983,-3.330381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[5],pittcssa
69,1,10,-4.673008,-1.192925,-3.950389,-1.569684,-4.445182,-3.28424,-0.3227735,-6.006279,-2.813873,-0.7326171,-3.229778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4_7_8_9],[1_3_9],pittcssa
70,1,7,-5.637844,-3.373586,-6.439807,-4.791936,-0.8752214,-3.285035,-4.649423,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[6],pittcssa
71,1,24,-2.988942,-4.112615,-0.3853509,-3.470431,-4.537677,-4.73736,-5.883604,-0.478038,-3.888114,-4.797632,-5.388691,-4.424437,-0.7251962,-3.243994,-1.269655,-3.923579,-5.571827,#NAME?,-2.104872,-4.574755,-0.9863015,-0.7621061,-5.426821,-1.941651,-1.06923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[7_12_17_18_20_21_23],pittcssa
72,1,12,-4.180467,-2.439457,-4.574919,-5.526776,-0.9808539,-6.163177,-0.7995435,-4.875108,-1.999467,-5.078473,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_10_11],[1_4_6_8_11],pittcssa
73,1,13,-4.317929,-0.5337952,-2.68457,-2.4078,-1.088136,-3.094632,-5.565155,-1.489827,-4.496161,-3.371908,-4.450145,-4.012224,-2.131696,-1.197643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6],[12],pittcssa
74,1,13,-3.601304,-5.26184,-2.582988,-1.254587,-4.383782,-4.00049,-1.974171,-2.088535,-2.081445,-2.378103,-6.571217,-1.239373,-1.303162,-0.2896079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10],[9_12],pittcssa
75,1,5,-2.328403,-0.8585079,-4.662374,-1.264781,-4.176259,-2.890564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_4],,pittcssa
76,1,6,-5.336814,-2.46796,-4.733877,-6.183188,-5.772264,-2.54538,-0.5743356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[1_5],pittcssa
77,1,23,-5.445959,-4.471926,-2.862683,-1.629897,-3.314623,-3.078321,-2.205507,-1.224629,-5.222569,-1.680709,-4.059026,-1.065817,-3.902416,-1.640911,-2.755885,-4.02336,-2.346434,-3.327142,-4.389883,-2.403482,-1.287954,-3.587107,-1.797702,-4.410071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8],[4_11_16_19],pittcssa
78,1,21,-3.692266,-4.781333,-3.540101,-0.963562,-3.717324,-0.6883416,-5.160846,-4.072638,-1.400924,-6.224725,-1.077932,-5.193528,-5.162158,-4.323524,-1.8919,-1.455655,-1.411744,-0.7888751,-3.166684,-4.296021,-0.930927,-0.5539613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_9_10],[5_10_17_20],pittcssa
79,1,14,-3.597769,-4.32804,-6.874395,-1.399516,-2.472634,-2.289213,#NAME?,-3.573972,-3.272603,-1.532987,-4.10713,-7.344725,-3.944801,-0.7031823,-0.4625835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_10_11],[3_13],pittcssa
80,1,16,-5.804013,-2.292074,-0.622718,-5.139892,-5.023422,-5.236643,-2.341764,-3.75325,-1,-1.482261,-2.93976,-1.233221,-3.462196,-0.69897,-0.2915108,-1.093286,-0.4570663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[9_15],pittcssa
81,1,6,-4.505727,-2.38723,-4.510212,#NAME?,-5.301732,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_2_3],[5],pittcssa
82,1,7,-3.98786,-5.869531,#NAME?,-2.104872,-3.487941,-7.001029,-1.545616,-1.694315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3],[1_3_6],pittcssa
83,1,15,-4.157517,-2.359228,-3.750218,-2.805109,-3.34417,-4.154616,-2.030474,-1.384947,-3.05295,-4.556144,-4.66086,-1.207754,-4.014977,-3.048748,-1.6119,-0.5622041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10],[7_14],pittcssa
84,1,9,-3.380966,-0.5362594,#NAME?,-4.942298,-4.651306,-4.473965,-0.871152,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[6_7_8],pittcssa
85,1,11,-3.699992,-5.171102,-5.435797,-1.801321,-7.944151,-5.014745,-4.021388,-1.100402,-5.2608,-4.810941,-2.940381,-2.97276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_4],[0_2_3_7],pittcssa
86,1,23,-5.886802,-1.079592,-4.822628,-3.894545,-0.5049582,-2.988673,-1.057827,-3.552071,-4.031106,-4.201299,-2.932194,-0.4508813,-2.988673,-1.057827,-3.859195,-1.640911,-4.528366,-1.068375,-1.879311,-4.248898,-1.802527,-1.817623,-0.9616036,-0.4083428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[16],[6_13_22],pittcssa
87,1,21,-5.804013,-5.144502,-1.062056,-2.090073,-1.784538,-4.074584,-0.4121805,#NAME?,#NAME?,-4.068853,-5.733654,-0.7724688,-3.077022,-5.721376,-6.079682,-1.729289,-2.579444,-0.4972777,-0.8467364,-3.100009,-0.30103,-0.5128034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_9_10_11],[11_20],pittcssa
88,1,2,-5.512905,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],,pittcssa
89,1,21,-6.100998,-5.57728,-1.034936,-4.614394,-1.21703,-1.719119,-2.307343,-3.567245,-0.9511624,-6.56672,-2.1993,-0.7904912,-3.216484,-2.411652,-0.4076274,-1.687134,-1.828428,-2.816904,-4.272262,-5.991019,-1.546234,-0.3467875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[2_8_11_14_20],pittcssa
