source,sentence id,word id,word form,punct switch,freq,surp,pos tag,head,dep rel
,,6,房子,0,5.697592533566408E-17,5.728323,NN,7,dep
,,7,没有,0,2.8149881134280104E-15,3.018248,VE,2,conj
,,8,空调,0,1.2345653500640462E-17,3.679737,NN,7,dobj
,,9,，,1,,0.544068,PU,2,punct
,,10,之前,0,2.1728109720762964E-16,4.143966,NT,11,compound:nn
,,11,夏天,0,2.7871386606104533E-17,5.331597,NT,13,nmod:tmod
,,12,我,0,5.506971700550334E-15,4.056154,PN,13,nsubj
,,13,是,0,1.9796253661710535E-14,1.447474,VC,2,conj
,,14,用,0,1.4794661068847302E-15,3.005185,P,21,case
,,15,一,0,1.3474564558635294E-14,1.770077,CD,21,nummod
,,16,个,0,4.571657372707505E-15,5.667714,M,15,mark:clf
,,17,落地,0,3.846726093468008E-18,5.57337,JJ,19,amod
,,18,的,0,1.122713139757776E-13,1.25625,DEG,17,case
,,19,移动,0,5.738192423795697E-17,3.836735,NN,21,compound:nn
,,20,小,0,7.748387054945583E-16,4.27653,JJ,21,amod
,,21,空调,0,1.2345653500640462E-17,5.319258,NN,13,nmod:prep
,,22,，,1,,1.500031,PU,2,punct
,,23,所以,0,8.573118606800775E-16,2.539254,AD,27,advmod
,,24,温度,0,3.942659240927416E-17,3.645386,NN,27,nsubj
,,25,也,0,5.4476054718648106E-15,1.998903,AD,27,advmod
,,26,还,0,2.8420918174349612E-15,3.472953,AD,27,advmod
,,27,算,0,1.2827768404413772E-16,6.121415,VV,2,conj
,,28,凉快,0,4.723757900830882E-19,7.065207,VA,27,ccomp
,,29,。,1,,0.8091855,PU,2,punct

CMU,48,CMU_718,TRUE
,,1,可以,0,2.856512995643701E-15,3.535944,VV,5,dep
,,2,一,0,1.3474564558635294E-14,2.465631,CD,4,nummod
,,3,个,0,4.571657372707505E-15,5.689569,M,2,mark:clf
,,4,人,0,8.075616574839426E-15,1.958433,NN,5,nsubj
,,5,用,0,1.4794661068847302E-15,2.679791,VV,0,root
,,6,一,0,1.3474564558635294E-14,2.038394,CD,8,nummod
,,7,个,0,4.571657372707505E-15,5.667714,M,6,mark:clf
,,8,卫生间,0,4.0469758276828704E-18,4.93294,NN,5,dobj
,,9,（,1,,2.53533,PU,12,punct
,,10,卫生间,0,4.0469758276828704E-18,5.898289,NN,12,nsubj
,,11,不,0,8.491289141164867E-15,3.720179,AD,12,neg
,,12,在,0,1.880388846275893E-14,3.866924,VV,5,dep
,,13,屋内,0,7.053023929499691E-19,4.52629,NN,12,dobj
,,14,）,1,,3.285568,PU,12,punct
,,15,。,1,,0.863662,PU,5,punct

CMU,53,CMU_1234,TRUE
,,1,新装,0,1.920645303255118E-19,6.100998,NN,3,nmod:assmod
,,2,的,0,1.122713139757776E-13,1.990388,DEG,1,case
,,3,窗子,0,8.242436369670998E-19,5.7235,NN,0,root
,,4,。,1,,1.258286,PU,3,punct

CMU,64,CMU_1180,TRUE
,,1,出租,0,4.4952564238166815E-17,5.886802,NN,5,nmod:assmod
,,2,的,0,1.122713139757776E-13,1.31969,DEG,1,case
,,3,两,0,2.2846574348347108E-15,2.679885,CD,5,nummod
,,4,间,0,1.7419233586852072E-15,2.333816,M,3,mark:clf
,,5,卧室,0,3.3312820626077486E-18,2.529841,NN,9,dep
,,6,共用,0,4.0104941181604114E-18,Infinity,JJ,9,amod
,,7,一,0,1.3474564558635294E-14,2.366728,CD,9,nummod
,,8,个,0,4.571657372707505E-15,5.279712,M,7,mark:clf
,,9,卫生间,0,4.0469758276828704E-18,4.93294,NN,0,root
,,10,。,1,,0.966715,PU,9,punct

CMU,65,CMU_1347,TRUE
,,1,每,0,9.508670145689131E-16,3.568012,DT,3,det
,,2,个,0,4.571657372707505E-15,4.638288,M,1,mark:clf
,,3,卧室,0,3.3312820626077486E-18,4.779879,NN,5,nsubj
,,4,都,0,3.5373854325946997E-15,2.791571,AD,5,advmod
,,5,有,0,1.0111497814599467E-14,1.13947,VE,0,root
,,6,两,0,2.2846574348347108E-15,2.112528,CD,9,nummod
,,7,个,0,4.571657372707505E-15,0.4321387,M,6,mark:clf
,,8,不同,0,1.5938871040274196E-15,1.83977,JJ,9,amod
,,9,方向,0,2.9025295724405777E-16,1.974397,NN,11,nmod:assmod
,,10,的,0,1.122713139757776E-13,0.4253783,DEG,9,case
,,11,窗户,0,4.8215966660707805E-18,4.625391,NN,5,dobj
,,12,，,1,,0.6959645,PU,5,punct
,,13,视野,0,3.131051512464502E-17,5.056637,NN,15,conj
,,14,和,0,1.591811265979484E-14,1.891776,CC,15,cc
,,15,采光,0,1.7812410495146097E-19,4.791681,NN,16,nsubj
,,16,良好,0,2.2313492482043405E-16,1.802127,VA,5,conj
,,17,。,1,,0.4977793,PU,5,punct

CMU,70,CMU_1081,TRUE
,,1,房子,0,5.697592533566408E-17,5.512905,NN,3,nsubj
,,2,共,0,2.612185043228008E-16,4.35849,AD,3,advmod
,,3,有,0,1.0111497814599467E-14,3.044444,VE,0,root
,,4,三,0,3.169924772301475E-15,2.11923,CD,6,nummod
,,5,个,0,4.571657372707505E-15,0.4863122,M,4,mark:clf
,,6,厕所,0,2.6548197239866645E-18,4.61709,NN,3,dobj
,,7,。,1,,1.203928,PU,3,punct

CMU,74,CMU_1174,TRUE
,,1,一,0,1.3474564558635294E-14,2.791026,CD,2,dep
,,2,楼,0,1.0392695826094025E-16,5.695485,NN,3,dep
,,3,有,0,1.0111497814599467E-14,2.147275,VE,0,root
,,4,厨房,0,1.6016077975960497E-17,5.076678,NN,6,conj
,,5,和,0,1.591811265979484E-14,1.448304,CC,6,cc
,,6,厕所,0,2.6548197239866645E-18,0.8880262,NN,3,dobj
,,7,。,1,,0.69897,PU,3,punct

CMU,77,CMU_1692,TRUE
,,1,一,0,1.3474564558635294E-14,2.791026,CD,6,nsubj
,,2,楼,0,1.0392695826094025E-16,5.695485,M,1,mark:clf
,,3,出门,0,1.0172417921112406E-17,6.309048,VV,6,xcomp
,,4,就,0,3.725609279809303E-15,1.783384,AD,6,advmod
,,5,是,0,1.9796253661710535E-14,2.294847,VC,6,cop
,,6,阳台,0,4.390786364488302E-18,6.252996,NN,0,root
,,7,。,1,,0.8616973,PU,6,punct

CMU,83,CMU_610,TRUE
,,1,本人,0,6.273511152849787E-17,5.073573,PN,3,nsubj
,,2,很,0,2.0648311228989252E-15,2.727612,AD,3,advmod
,,3,和善,0,5.476732711745782E-19,3.744676,VV,0,root
,,4,，,1,,0.2729289,PU,3,punct
,,5,好,0,1.7275837767277398E-15,4.01179,AD,6,advmod
,,6,说话,0,4.618360611374412E-17,5.576811,VV,3,ccomp
,,7,，,1,,0.6720093,PU,3,punct
,,8,热心肠,0,5.556986078004653E-20,8.429308,VV,3,conj
,,9,。,1,,1.704822,PU,3,punct

CMU,142,CMU_685,TRUE
,,1,公寓,0,1.0986334132859738E-17,4.876083,NN,2,compound:nn
,,2,附近,0,9.393263247132661E-17,2.704796,NN,3,compound:nn
,,3,社区,0,1.3786063939140608E-16,3.171581,NN,5,nsubj
,,4,很,0,2.0648311228989252E-15,4.516026,AD,5,advmod
,,5,安全,0,4.749614832023531E-16,3.114697,VA,0,root
,,6,，,1,,0.3357921,PU,5,punct
,,7,周围,0,8.555648312249441E-17,4.207994,NN,8,compound:nn
,,8,环境,0,9.761413255065941E-16,4.735251,NN,10,nsubj
,,9,很,0,2.0648311228989252E-15,3.42335,AD,10,advmod
,,10,好,0,1.7275837767277398E-15,3.595524,VA,5,conj
,,11,。,1,,1.655329,PU,5,punct

CMU,156,CMU_1594,TRUE
,,1,公共,0,2.730796960682403E-16,4.455366,JJ,2,amod
,,2,区域,0,3.232230224572687E-16,2.399191,NN,3,compound:nn
,,3,家具,0,1.1562112068951269E-17,5.932817,NN,6,dep
,,4,+,1,,4.663384,PU,6,punct
,,5,生活,0,1.7391325878403708E-15,4.325984,NN,6,compound:nn
,,6,用品,0,2.9975495580910804E-17,6.419239,NN,8,nsubj
,,7,全部,0,3.6418523585247157E-16,3.553723,AD,8,advmod
,,8,齐全,0,2.5371766021488605E-17,5.970677,VA,0,root
,,9,，,1,,0.370216,PU,8,punct
,,10,入住,0,7.816869714330135E-19,5.249908,VV,11,xcomp
,,11,方便,0,8.598185793711912E-17,4.753297,VA,8,conj
,,12,。,1,,1.137055,PU,8,punct

CMU,161,CMU_353,TRUE
,,1,房间,0,3.803945613765072E-17,5.415995,NN,3,nmod:assmod
,,2,的,0,1.122713139757776E-13,0.719628,DEG,1,case
,,3,大小,0,1.1611619763100763E-16,2.333497,NN,20,nsubj
,,4,从,0,2.9188444103584997E-15,2.15899,P,8,case
,,5,十六,0,8.171135570166104E-19,4.446467,CD,8,nummod
,,6,平米,0,1.2467088673967629E-18,7.11376,M,5,mark:clf
,,7,到,0,5.417550873961938E-15,3.310599,CC,8,cc
,,8,十三,0,7.005383484987453E-19,3.800866,CD,20,nmod:prep
,,9,平米,0,1.2467088673967629E-18,7.052241,M,8,mark:clf
,,10,不等,0,3.8815771569031346E-20,3.310599,AD,8,advmod
,,11,，,1,,0.4885161,PU,20,punct
,,12,一,0,1.3474564558635294E-14,2.711052,CD,20,dep
,,13,楼,0,1.0392695826094025E-16,5.759132,M,12,mark:clf
,,14,是,0,1.9796253661710535E-14,1.85848,VC,20,cop
,,15,餐厅,0,6.782848254245725E-18,4.810866,NN,20,dep
,,16,，,1,,0.640978,PU,20,punct
,,17,客厅,0,6.200291946183327E-18,5.965428,NN,20,dep
,,18,，,1,,0.8803964,PU,20,punct
,,19,和,0,1.591811265979484E-14,2.84147,CC,20,cc
,,20,厨房,0,1.6016077975960497E-17,4.364685,NN,0,root
,,21,.,1,,3.936557,PU,20,punct

CMU,162,CMU_1579,TRUE
,,1,二,0,3.429608678788833E-15,3.222314,OD,5,nummod
,,2,楼,0,1.0392695826094025E-16,1.591621,M,1,mark:clf
,,3,四,0,1.6912167879535428E-15,3.194597,CD,5,nummod
,,4,个,0,4.571657372707505E-15,1.28311,M,3,mark:clf
,,5,卧室,0,3.3312820626077486E-18,4.290241,NN,11,dep
,,6,，,1,,0.7998947,PU,11,punct
,,7,三,0,3.169924772301475E-15,1.65748,CD,11,nummod
,,8,楼,0,1.0392695826094025E-16,1.964543,M,7,mark:clf
,,9,两,0,2.2846574348347108E-15,2.874027,CD,11,nummod
,,10,个,0,4.571657372707505E-15,0.9657912,M,9,mark:clf
,,11,卧室,0,3.3312820626077486E-18,4.601481,NN,0,root
,,12,.,1,,3.862113,PU,11,punct

CMU,166,CMU_1246,TRUE
,,1,房间,0,3.803945613765072E-17,5.415995,NN,2,nsubj
,,2,属于,0,2.522578802587446E-16,4.161771,VV,0,root
,,3,专门,0,2.324209107390919E-16,4.372456,AD,4,advmod
,,4,翻修,0,4.0241787559129204E-19,6.333132,VV,9,acl
,,5,过,0,1.2230433966516772E-15,1.902003,AS,4,aux:asp
,,6,的,0,1.122713139757776E-13,0.4094886,DEC,4,mark
,,7,，,1,,1.826877,PU,9,punct
,,8,整体,0,2.279824839300914E-16,4.203354,JJ,9,amod
,,9,感觉,0,1.8780809640923854E-16,3.140528,NN,12,nsubj
,,10,算,0,1.2827768404413772E-16,5.478996,AD,12,advmod
,,11,比较,0,8.650831362508677E-16,2.914542,AD,12,advmod
,,12,新,0,2.311372597444539E-15,3.287162,VA,14,dep
,,13,的,0,1.122713139757776E-13,2.045513,DEC,12,mark
,,14,那,0,1.0540036530261934E-15,3.990206,DT,2,dobj
,,15,种,0,6.554006643641779E-15,4.974262,M,14,mark:clf
,,16,，,1,,0.8724324,PU,2,punct
,,17,暖气,0,2.1934747750825843E-18,7.46269,NN,19,nsubj
,,18,很,0,2.0648311228989252E-15,4.247849,AD,19,advmod
,,19,足,0,7.853261898185053E-17,4.090488,VA,2,conj
,,20,。,1,,1.764531,PU,2,punct

CMU,169,CMU_1893,TRUE
,,1,免费,0,2.6921007698264426E-17,4.772542,JJ,2,amod
,,2,停车场,0,4.105391325752574E-20,2.791923,NN,6,dep
,,3,/,1,,4.74333,PU,6,punct
,,4,泳池,0,1.798826448495637E-19,5.984725,NN,6,dep
,,5,/,1,,3.764412,PU,6,punct
,,6,健身房,0,5.439323772095233E-19,6.484246,NN,0,root

CMU,180,CMU_754,TRUE
,,1,，,1,,2.772477,PU,2,punct
,,2,是,0,1.9796253661710535E-14,0.2660908,VC,0,root
,,3,独,0,5.2834723742895605E-17,5.828066,NN,7,nsubj
,,4,栋,0,1.1028922771846518E-18,3.272605,M,5,nummod
,,5,房屋,0,1.0600254691594456E-16,9.615643,NN,7,nmod:assmod
,,6,的,0,1.122713139757776E-13,1.587938,DEG,5,case
,,7,一,0,1.3474564558635294E-14,1.8501,CD,2,dep
,,8,层,0,1.858352064842834E-16,2.751666,M,7,mark:clf
,,9,。,1,,1.40792,PU,2,punct

CMU,184,CMU_1886,TRUE
,,1,户型,0,2.5665090476492143E-19,6.482378,NN,2,compound:nn
,,2,设计,0,4.2190307318441883E-16,1.492913,NN,5,nsubj
,,3,很,0,2.0648311228989252E-15,3.378262,AD,5,advmod
,,4,容易,0,2.2645798970569976E-16,0.9657912,AD,3,dep
,,5,隔断,0,2.8907198579539735E-19,7.19598,VV,0,root
,,6,，,1,,0.7857044,PU,5,punct
,,7,进,0,7.14631351189046E-16,3.982136,VV,5,conj
,,8,房间,0,3.803945613765072E-17,3.199564,NN,12,conj
,,9,、,1,,1.890573,PU,12,punct
,,10,浴室,0,2.839754174361687E-18,4.633838,NN,12,conj
,,11,、,1,,0.4244149,PU,12,punct
,,12,厨房,0,1.6016077975960497E-17,1.472956,NN,7,dobj
,,13,都,0,3.5373854325946997E-15,2.753911,AD,16,advmod
,,14,不,0,8.491289141164867E-15,1.833992,AD,16,neg
,,15,需要,0,1.3006553080897865E-15,1.805946,VV,16,xcomp
,,16,经过,0,4.393410745485325E-16,2.113665,VV,7,conj
,,17,客厅,0,6.200291946183327E-18,6.021493,NN,16,dobj
,,18,。,1,,1.281693,PU,5,punct

CMU,186,CMU_1367,TRUE
,,1,购物,0,1.3436012184369547E-17,5.160723,NN,6,nsubj
,,2,吃饭,0,3.0640479450015184E-17,4.094334,VV,6,xcomp
,,3,上学,0,1.1953211342289316E-17,5.989446,VV,6,xcomp
,,4,都,0,3.5373854325946997E-15,3.65275,AD,6,advmod
,,5,很,0,2.0648311228989252E-15,2.045587,AD,6,advmod
,,6,方便,0,8.598185793711912E-17,2.366112,VA,0,root
,,7,，,1,,0.9254708,PU,6,punct
,,8,而且,0,1.0460398333232872E-15,1.883661,AD,12,advmod
,,9,附近,0,9.393263247132661E-17,3.313417,NN,12,nsubj
,,10,是,0,1.9796253661710535E-14,2.377338,VC,12,cop
,,11,犹太,0,1.0905057616114699E-17,4.137915,NN,12,compound:nn
,,12,社区,0,1.3786063939140608E-16,1.916613,NN,15,dep
,,13,所以,0,8.573118606800775E-16,4.641257,AD,15,advmod
,,14,非常,0,4.303792994401794E-16,3.286391,AD,15,advmod
,,15,安全,0,4.749614832023531E-16,3.200032,VA,6,conj
,,16,。,1,,0.6939341,PU,6,punct

CMU,187,CMU_1593,TRUE
,,1,三,0,3.169924772301475E-15,2.927257,CD,3,nummod
,,2,个,0,4.571657372707505E-15,1.338494,M,1,mark:clf
,,3,人,0,8.075616574839426E-15,1.862088,NN,4,nsubj
,,4,住,0,3.8834763799930854E-16,3.400505,VV,8,dep
,,5,所以,0,8.573118606800775E-16,4.511127,AD,8,advmod
,,6,价格,0,6.70167852883268E-16,3.300632,NN,8,nsubj
,,7,相对,0,2.994474990880143E-16,2.310911,AD,8,advmod
,,8,便宜,0,2.0926368999801042E-17,1.009687,VA,0,root
,,9,。,1,,0.7149581,PU,8,punct

CMU,193,CMU_1847,TRUE
,,1,也,0,5.4476054718648106E-15,3.370151,AD,3,advmod
,,2,可以,0,2.856512995643701E-15,1.017816,VV,3,aux:modal
,,3,单个,0,1.5625170543338606E-17,5.447842,VV,0,root
,,4,房间,0,3.803945613765072E-17,2.830298,NN,5,compound:nn
,,5,出租,0,4.4952564238166815E-17,3.376956,NN,3,dobj
,,6,，,1,,1.081215,PU,3,punct
,,7,价钱,0,2.7825856409470016E-18,5.213349,NN,9,nsubj
,,8,可以,0,2.856512995643701E-15,3.580025,VV,9,aux:modal
,,9,商量,0,1.6786062663707954E-17,5.033401,VV,3,dep
,,10,。,1,,1.119376,PU,3,punct

CMU,202,CMU_668,TRUE
,,1,另,0,6.604392904324367E-16,3.093914,AD,2,advmod
,,2,有,0,1.0111497814599467E-14,4.112612,VE,0,root
,,3,几,0,1.142972343020061E-15,2.407217,CD,5,nummod
,,4,家,0,1.2934721522078271E-15,1.820259,M,3,mark:clf
,,5,中餐,0,1.6907561783940507E-19,7.004071,NN,7,compound:nn
,,6,外卖,0,4.6073745330291737E-20,2.475567,JJ,7,amod
,,7,都会,0,7.105671416703618E-17,4.565304,NN,8,nsubj
,,8,送到,0,7.737575551652048E-21,3.712434,VV,2,ccomp
,,9,公寓,0,1.0986334132859738E-17,4.098329,NN,10,compound:nn
,,10,门口,0,7.711996789497826E-18,3.141065,NN,8,dobj
,,11,。,1,,1.401356,PU,2,punct

CMU,212,CMU_644,TRUE
,,1,加,0,5.396625783900244E-16,3.602192,VV,0,root
,,2,一百,0,4.936701095764778E-20,5.693194,CD,7,nummod
,,3,元,0,2.0012281239705345E-15,1.710154,M,2,mark:clf
,,4,包,0,7.364867408302884E-17,4.324809,NN,7,compound:nn
,,5,煤气,0,8.319812125187518E-18,6.347363,NN,7,compound:nn
,,6,水,0,2.6411843253513027E-16,4.382315,NN,7,compound:nn
,,7,电网,0,8.936548054178494E-18,4.916832,NN,1,dobj
,,8,。,1,,1.153328,PU,1,punct

CMU,214,CMU_523,TRUE
,,1,整个,0,4.4346641730876536E-16,3.732348,DT,2,det
,,2,房子,0,5.697592533566408E-17,4.488641,NN,5,compound:nn
,,3,六,0,1.108079650149528E-15,4.125166,CD,5,nummod
,,4,个,0,4.571657372707505E-15,1.028991,M,3,mark:clf
,,5,卧室,0,3.3312820626077486E-18,4.770694,NN,8,compound:nn
,,6,两,0,2.2846574348347108E-15,3.576522,CD,8,nummod
,,7,个,0,4.571657372707505E-15,0.6215063,M,6,mark:clf
,,8,厨房,0,1.6016077975960497E-17,4.601481,NN,11,nsubj
,,9,三,0,3.169924772301475E-15,3.184296,CD,11,dep
,,10,个,0,4.571657372707505E-15,1.213134,M,9,mark:clf
,,11,卫生间,0,4.0469758276828704E-18,5.087897,VV,0,root
,,12,。,1,,0.966715,PU,11,punct

CMU,245,CMU_1643,TRUE
,,1,开始,0,1.0083580322274579E-15,4.221019,VV,7,dep
,,2,时间,0,9.879974654465082E-16,3.579732,NN,1,dobj
,,3,，,1,,0.7781513,PU,1,punct
,,4,结束,0,2.1997255850840224E-16,3.844597,VV,1,conj
,,5,时间,0,9.879974654465082E-16,2.255698,NN,4,dobj
,,6,还,0,2.8420918174349612E-15,3.212818,AD,7,advmod
,,7,有,0,1.0111497814599467E-14,2.468591,VE,0,root
,,8,价格,0,6.70167852883268E-16,4.806568,NN,10,nsubj
,,9,均,0,2.4974272057612E-16,2.928772,AD,10,advmod
,,10,可,0,1.426493034012033E-15,3.206865,VV,7,ccomp
,,11,刀,0,7.598235244816925E-18,5.760411,NN,10,dobj
,,12,。,1,,1.197489,PU,7,punct

CMU,247,CMU_102,TRUE
,,1,公寓,0,1.0986334132859738E-17,4.876083,NN,2,compound:nn
,,2,情况,0,1.6402590977244295E-15,4.643316,NN,3,nsubj
,,3,良好,0,2.2313492482043405E-16,2.763081,VA,0,root
,,4,，,1,,0.2272438,PU,3,punct
,,5,房间,0,3.803945613765072E-17,5.170988,NN,7,nsubj
,,6,规整,0,3.719471751750755E-19,7.096891,AD,7,advmod
,,7,宽敞,0,1.4901227627468747E-18,6.341167,VA,3,conj
,,8,，,1,,0.6608993,PU,3,punct
,,9,拎包,0,5.061397561266608E-20,Infinity,AD,10,advmod
,,10,入住,0,7.816869714330135E-19,5.243498,VV,3,conj
,,11,。,1,,0.9292497,PU,3,punct

CMU,252,CMU_15,TRUE
,,1,有,0,1.0111497814599467E-14,2.715695,VE,0,root
,,2,专人,0,1.0438437047516311E-17,4.54617,NN,3,nsubj
,,3,负责,0,4.187898820426285E-16,0.7067953,VV,1,ccomp
,,4,接受,0,3.9305425812949613E-16,3.939587,VV,3,advmod:rcomp
,,5,、,1,,2.828663,PU,3,punct
,,6,保管,0,1.70753584636722E-17,4.906217,VV,3,conj
,,7,包裹,0,4.9036085722277535E-18,5.613455,NN,6,dobj
,,8,，,1,,1.186566,PU,1,punct
,,9,提供,0,8.46885509597679E-16,3.360188,VV,1,conj
,,10,免费,0,2.6921007698264426E-17,2.139819,AD,11,advmod
,,11,上门,0,5.575850415093391E-18,6.675167,VV,9,conj
,,12,维修,0,3.644781766260428E-17,2.343532,NN,13,compound:nn
,,13,活动,0,1.521476761767182E-15,3.123587,NN,11,dobj
,,14,。,1,,0.4196835,PU,1,punct

CMU,258,CMU_1385,TRUE
,,1,两,0,2.2846574348347108E-15,3.065489,CD,3,nummod
,,2,个,0,4.571657372707505E-15,0.6650633,M,1,mark:clf
,,3,卫生间,0,4.0469758276828704E-18,4.908605,NN,5,nsubj
,,4,非常,0,4.303792994401794E-16,4.547202,AD,5,advmod
,,5,干净,0,1.1508204827711246E-17,3.527501,VA,0,root
,,6,。,1,,1.14178,PU,5,punct

CMU,269,CMU_910,TRUE
,,1,一,0,1.3474564558635294E-14,2.791026,CD,2,dep
,,2,楼,0,1.0392695826094025E-16,5.695485,NN,8,nsubj
,,3,为,0,6.560245559518815E-15,1.326596,VC,8,cop
,,4,餐厅,0,6.782848254245725E-18,2.573732,NN,8,conj
,,5,、,1,,0.5920758,PU,8,punct
,,6,客厅,0,6.200291946183327E-18,4.96812,NN,8,conj
,,7,和,0,1.591811265979484E-14,0.7939455,CC,8,cc
,,8,厨房,0,1.6016077975960497E-17,1.44281,NN,0,root
,,9,，,1,,0.6255411,PU,8,punct
,,10,带,0,5.490937877308129E-16,4.027502,VV,8,conj
,,11,洗手间,0,8.535952665390691E-19,6.200928,NN,10,dobj
