real_spend: $495.10
Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
3W41L0HXOSUZTXSAHYLIS24E1WXSWP,2019-11-29 18:05:01 -0800,2019-11-30 00:38:44 -0800,AssignmentPayment,,ASC0F4W1UMR3R,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,30LB5CDZNDPA6C33FGUWQC10UT5Z0V
310TKVG1T4W2CZPLK2Q36ZNCLH3OH0,2019-11-29 18:05:01 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,30LB5CDZNDPA6C33FGUWQC10UT5Z0V
3Z5S39MAJ9WQL5PU14PLK32RNBCAR9,2019-11-29 18:05:01 -0800,2019-11-29 23:13:28 -0800,AssignmentPayment,,A12V2IEWROX7ZQ,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,31LVTDXBL8PE1H6YUSM22TRPOC1RLB
3HS25E3UVTWL6L81YEQ8E845NP56CL,2019-11-29 18:05:01 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,31LVTDXBL8PE1H6YUSM22TRPOC1RLB
3VWYYZAAMU831K2M5TUGKI39BW9ATM,2019-11-29 18:05:01 -0800,2019-11-30 01:33:57 -0800,AssignmentPayment,,A20QXCW2IQ1JTI,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,31T4R4OBOTVBGUSD81VXUTA1SOM7CW
3RVGK178EHP03JSFU5W34W4881I6EE,2019-11-29 18:05:01 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,31T4R4OBOTVBGUSD81VXUTA1SOM7CW
3LV7ZK55RWCDGEXTGUJROS1Y2MKDLO,2019-11-29 18:05:01 -0800,2019-11-30 00:08:00 -0800,AssignmentPayment,,A2C33799VENPIP,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,30X31N5D64596DF7CQXHJPGAG90AST
33WLDF6B8BDJ8N1YMUGHCI3XH42967,2019-11-29 18:05:01 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,30X31N5D64596DF7CQXHJPGAG90AST
3EA4X4J1I2734E0ES7Z61K5N7HKDNQ,2019-11-29 18:05:01 -0800,2019-11-30 01:00:42 -0800,AssignmentPayment,,AACQ1P1IWRQXL,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,31JLPPHS2V9UO0OTWU1YCCS3D2IO3B
3OKEKM2LBPS6C1KMF9DFWWZONZS98T,2019-11-29 18:05:01 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,31JLPPHS2V9UO0OTWU1YCCS3D2IO3B
36UTK6F2U5E6SWC7KAWXZCEK5JO1SZ,2019-11-29 18:05:02 -0800,2019-11-30 01:22:55 -0800,AssignmentPayment,,AWIVX59AEP746,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,326O153BMJD6U1D1V54EK9K0ZB2EDP
3NTGWL7OTX98USYBZXU9YRZ75TEXD4,2019-11-29 18:05:02 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,326O153BMJD6U1D1V54EK9K0ZB2EDP
3X0OAUF5FHRM794B9FRXEDW8QG91UF,2019-11-29 18:05:02 -0800,2019-11-30 00:26:16 -0800,AssignmentPayment,,A2UVGAF2KK0894,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,32KTQ2V7REUS3ZSX0NNVBL6KICO9M9
3Q7VJPL7HQO5SCC7Q3PZMR2SH6UXFF,2019-11-29 18:05:02 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,32KTQ2V7REUS3ZSX0NNVBL6KICO9M9
31YD7H9E272NXMB3G2URGBB0QZ9BVX,2019-11-29 18:05:02 -0800,2019-11-30 02:48:27 -0800,AssignmentPayment,,A3VOMP0WOJTB4I,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,323Q6SJS8JVFCVIZCC7ATCKZ47FHFX
3OCPVFXLSEIHRX2BJARJADPGGSG7GU,2019-11-29 18:05:02 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,323Q6SJS8JVFCVIZCC7ATCKZ47FHFX
3RMDA2LRIMFF1BGYGHV94W8L6AHBX0,2019-11-29 18:05:02 -0800,2019-11-29 23:18:10 -0800,AssignmentPayment,,A3FZLNLVMRPO5Y,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,32VNZTT0A8JI39ZDO0NLGCPE2ZH4RO
3BG3E3Q0PC2VNO869YRMVP2WV587IM,2019-11-29 18:05:02 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,32VNZTT0A8JI39ZDO0NLGCPE2ZH4RO
37AW5H3GJQSPM2YRYCJ9Z8Q0V6K6QE,2019-11-29 18:05:02 -0800,2019-11-30 01:42:58 -0800,AssignmentPayment,,A4V8G43TEWKER,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,32M8BPYGAU1LMQPETEVDB9LQ5ARGI7
3HBCO4PQSYSEEFXUXCIADBHBPZ32BT,2019-11-29 18:05:02 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,32M8BPYGAU1LMQPETEVDB9LQ5ARGI7
3L6NBCT4JTD1ZID4QG8EU851DU56S3,2019-11-29 18:05:02 -0800,2019-11-29 23:28:18 -0800,AssignmentPayment,,AQ8J14431IR7Z,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,3300DTYQT3W0JAH60RAYK8R0JUOQEE
3DLF2JCU6HG7TCVEB89G815BSKF2D0,2019-11-29 18:05:02 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,3300DTYQT3W0JAH60RAYK8R0JUOQEE
31ROMZDVY7OIEC6BAOUVL0RU8HPAV2,2019-11-29 18:05:02 -0800,2019-11-30 02:59:33 -0800,AssignmentPayment,,AH3W6E7W1EU0D,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,339ANSOTR6HQOCLXJ5GS91DJCGEIKW
35A3OFQW7WMYNXO600MR4ZPKLHX6GV,2019-11-29 18:05:02 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,339ANSOTR6HQOCLXJ5GS91DJCGEIKW
3B8OB0A7DSV37ZCR8MCY59AI7WLDPM,2019-11-29 18:05:02 -0800,2019-11-30 00:24:56 -0800,AssignmentPayment,,A171ARPSKRJB93,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,338JKRMM27EKG41R1WLIFB976OXAHZ
3HRLGW5ZQCWKVPD1C7XTSN5JDNS9AX,2019-11-29 18:05:02 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,338JKRMM27EKG41R1WLIFB976OXAHZ
3766MIBW98LLRAYNL3MCLXF2FPDEUB,2019-11-29 18:05:03 -0800,2019-11-30 00:50:56 -0800,AssignmentPayment,,A1BF1W2XN5BWFQ,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,33TIN5LC05PSXGHBJQB65GTRR51Y9P
3NMZRIK1FSDTWZ4EFTXL2JRUGLMAFP,2019-11-29 18:05:03 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,33TIN5LC05PSXGHBJQB65GTRR51Y9P
3K446CUD35M3I2NAWZ36DZPUC4XSYO,2019-11-29 18:05:03 -0800,2019-11-30 02:25:41 -0800,AssignmentPayment,,A1XE81PDQ4YPE,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,33SA9F9TRY9537DSC094CX9M74YWEZ
35EC8OVYROAY35KB82TOIC3RY97OJ5,2019-11-29 18:05:03 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,33SA9F9TRY9537DSC094CX9M74YWEZ
333KFK51DJJ70744DRXNVCRW2AWT0D,2019-11-29 18:05:03 -0800,2019-11-30 02:48:12 -0800,AssignmentPayment,,A23NESSAWIXYA5,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,34T446B1C1TXYJSTN2AOFE0EKAGC01
3O25NLTI5K14YV8BBN51YRGJ2YCOL7,2019-11-29 18:05:03 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,34T446B1C1TXYJSTN2AOFE0EKAGC01
3CCI10T745QHEV58FL3E99NPYRQ6UJ,2019-11-29 18:05:03 -0800,2019-11-30 00:38:41 -0800,AssignmentPayment,,A3GPHENAT5DWHG,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,3570Y55XZQY7CQ4JXWHGXXFEVIXYGH
3GZUPNQDUAV4RW9A2E46W18W4XV2FB,2019-11-29 18:05:03 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,3570Y55XZQY7CQ4JXWHGXXFEVIXYGH
3RFOPKP8EM1AI1B6A3VD9LOFOSXAX5,2019-11-29 18:05:03 -0800,2019-11-30 01:21:13 -0800,AssignmentPayment,,AMEO4HBYM9LDY,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,33IZTU6J82GL2QN0N0PV3XR8HPPSXL
3SEH73JB4U6CJOU1QOMUPB200UP6IN,2019-11-29 18:05:03 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,33IZTU6J82GL2QN0N0PV3XR8HPPSXL
3VMK265X1SYOJCS6LEGNA4AX8E9DRE,2019-11-29 18:05:03 -0800,2019-11-30 01:22:33 -0800,AssignmentPayment,,A5WAWW70PYRP,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,33TIN5LC05PSXGHBJQB65GTQQ2S9YI
3ONVJAKMUQF8O4AZWLTKYIV7DQD9CZ,2019-11-29 18:05:03 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,33TIN5LC05PSXGHBJQB65GTQQ2S9YI
3CLYHXW37NHARCLC8E2UFH5M9E9G2C,2019-11-29 18:05:03 -0800,2019-11-29 23:07:40 -0800,AssignmentPayment,,A3JC5R5HMP1XSA,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,3483FV8BEFYFECM6SY1ZC21KMO1626
3IX1RTVQ1BPA31MNJVGU5ZK90UUBNT,2019-11-29 18:05:03 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,3483FV8BEFYFECM6SY1ZC21KMO1626
3L2ISIKWEUDKUQ0ZCSLI8W2KTS5G48,2019-11-29 18:05:03 -0800,2019-11-30 02:46:43 -0800,AssignmentPayment,,A2GYHE0G2PMHF7,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,35GCEFQ6I636N420Y3CFSAZ7X7BZ3G
3FVL5PMWW1DA6MY0ZATM9OP409VBPP,2019-11-29 18:05:03 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,35GCEFQ6I636N420Y3CFSAZ7X7BZ3G
3IE8B24MQ9A1DOKC4EEP2WI8B149L2,2019-11-29 18:05:04 -0800,2019-11-30 01:47:27 -0800,AssignmentPayment,,A22PI3R7TAKVVA,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,37M28K1J0RSG7AWHPWO3ROPNKXEJAR
34IQDCPCKTC070ZMJ43002YVV8I56B,2019-11-29 18:05:04 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,37M28K1J0RSG7AWHPWO3ROPNKXEJAR
3O9TW4GM1CQEWH7ISE11E0KBZ8GT2X,2019-11-29 18:05:04 -0800,2019-11-30 00:20:20 -0800,AssignmentPayment,,A2JSIDRTDGDC7T,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,379J5II41PVPSD1T8M223MS6922LED
3HH2L57EWQWUMVBWN0LGBJK87TCON9,2019-11-29 18:05:04 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,379J5II41PVPSD1T8M223MS6922LED
372613EJHL5U6ZUDALIFRX8MJ716WI,2019-11-29 18:05:04 -0800,2019-11-30 01:09:00 -0800,AssignmentPayment,,ACZY7EMNLRDUX,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,379J5II41PVPSD1T8M223MS69Q1ELH
3VMY36E697TO5S0GX4S6ZMK9KC82H9,2019-11-29 18:05:04 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,379J5II41PVPSD1T8M223MS69Q1ELH
3RI91X5NRE5ZNWBLBLJY664QWSVAZ2,2019-11-29 18:05:04 -0800,2019-11-29 23:53:39 -0800,AssignmentPayment,,A2Z5Z53HZL34C3,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,3634BBTX0P9F8QTJIUPVTOLE4JHFI9
36X50IG9O823PJKPQR762RHDSYE6KY,2019-11-29 18:05:04 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,3634BBTX0P9F8QTJIUPVTOLE4JHFI9
3VUNO87V9ZM7BAV59OA29N4K1V3B19,2019-11-29 18:05:04 -0800,2019-11-30 02:16:37 -0800,AssignmentPayment,,A2LQGFJ4I8B9VU,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,36TFCYNS45PWCH9KC6DWZJK68R3XHQ
3UQKXG0NKZ8YF7KSB3KMH49HH396M3,2019-11-29 18:05:04 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,36TFCYNS45PWCH9KC6DWZJK68R3XHQ
3RDQXWTX4DA1ZR5YP3LIAJBFWZ6DTR,2019-11-29 18:05:04 -0800,2019-11-30 02:24:36 -0800,AssignmentPayment,,A1IAMFWEE5O3RG,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,36DSNE9QZ6D59EQIZFTLSJ9S90XJOD
3YQ9YXO0DE8NL2UDSCZFO6VAY2Q9ES,2019-11-29 18:05:04 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,36DSNE9QZ6D59EQIZFTLSJ9S90XJOD
3X8GLWWIGQQGCJ9NUYLXB1Z0TKMDV7,2019-11-29 18:05:04 -0800,2019-11-30 01:11:45 -0800,AssignmentPayment,,A1O6NAOVMJ1XVC,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,378XPAWRUDSKCZCB7E33FNAN76DIAE
3C5W2B7O6T5L5GQ4Y7P3O9GMBI59G9,2019-11-29 18:05:04 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,378XPAWRUDSKCZCB7E33FNAN76DIAE
3NWGOH8VW538G8EIUDMFZMWL9VUDXA,2019-11-29 18:05:04 -0800,2019-11-29 23:22:31 -0800,AssignmentPayment,,A36SU2WSQH4JQH,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,37QW5D2ZRH1VNPMSFSD3NYAFQRH8SG
3Z9ALZ033RPZ17WZOVP69LT2QVX9I1,2019-11-29 18:05:04 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,37QW5D2ZRH1VNPMSFSD3NYAFQRH8SG
3SQCAX0HSX6ZZDTG4F6YW1H5BWK1WE,2019-11-29 18:05:05 -0800,2019-11-30 02:09:09 -0800,AssignmentPayment,,AH9NHR1PJODG1,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,384PI804XTGD50HPKO0OUJ4X7HKS04
35UZX890WNMP683DLTDZPCE5XL7XHD,2019-11-29 18:05:05 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,384PI804XTGD50HPKO0OUJ4X7HKS04
3GQFV9DX7AY3OIOGJGOMHY2LM4K1YD,2019-11-29 18:05:05 -0800,2019-11-30 02:01:26 -0800,AssignmentPayment,,ALJU932AER3OI,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,38F71OA9GUB149JA39NNLHSVLAIMFD
398IL1OXU70LXEY39TGK1PUKADBXJI,2019-11-29 18:05:05 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,38F71OA9GUB149JA39NNLHSVLAIMFD
3RPYMF16VEJ466GDHZJU1HOWEAFBZX,2019-11-29 18:05:05 -0800,2019-11-29 23:56:33 -0800,AssignmentPayment,,A654E8ZVRD6GM,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,37W3JXSD67N39CUJC1LYJ012P57YWY
3PZR7INY9QYMTJYU91CY85H9N9X7KX,2019-11-29 18:05:05 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,37W3JXSD67N39CUJC1LYJ012P57YWY
32WUMLW8MO0YJENSG31D3L0Z05OEWA,2019-11-29 18:05:05 -0800,2019-11-29 23:05:26 -0800,AssignmentPayment,,A1QDQU3TJHQYAU,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,37TRT2X24R6LQK19VAOZMZ9T2K6JB3
3293518UUPBDAVVKAJLL5437W0ZAHN,2019-11-29 18:05:05 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,37TRT2X24R6LQK19VAOZMZ9T2K6JB3
3XQD7P4F8JMOZVM5WSKP7FH9JMCT4T,2019-11-29 18:05:05 -0800,2019-11-29 23:27:59 -0800,AssignmentPayment,,A29BLVQALSAGAP,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,37XITHEISXOLYDCSHFT3ZA11T0NCR7
3EFMZ1YKRGKUPGN93FY8F8P378DOP5,2019-11-29 18:05:05 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,37XITHEISXOLYDCSHFT3ZA11T0NCR7
3V29MFRZWYXYV4PDPM03CUT2UF16YH,2019-11-29 18:05:05 -0800,2019-11-30 00:48:28 -0800,AssignmentPayment,,A3F19XZ6NM6AR7,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,382M9COHEIUSB3ONH0U3U9OPMDYEU7
3Z0HRZT37R7KWYV6L4VRBZ0OX4C2JE,2019-11-29 18:05:05 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,382M9COHEIUSB3ONH0U3U9OPMDYEU7
3180IHRU6UEK297X0OUMQGZEDD670G,2019-11-29 18:05:05 -0800,2019-11-29 23:34:00 -0800,AssignmentPayment,,AHLS6AZ1VTNH7,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,38SKSKU7R2C18I3F45STO1QY1FVIL9
3IOA6WRNLNYQROJ6OP74REDG1TH2LG,2019-11-29 18:05:06 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,38SKSKU7R2C18I3F45STO1QY1FVIL9
31348JSJ26T3LD9KWSOLXGJHZFHB31,2019-11-29 18:05:05 -0800,2019-11-30 00:28:45 -0800,AssignmentPayment,,A2AWT3MLF4ZBVA,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,37TD41K0AIOXZSC5W4T8PK6YGJHCS7
39NIHUWEQUYMFA54OJZZ98YMC3O6OI,2019-11-29 18:05:05 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,37TD41K0AIOXZSC5W4T8PK6YGJHCS7
3BT59MIIHF5R1ONXGRU4FOMXGW49N4,2019-11-29 18:05:06 -0800,2019-11-30 00:48:29 -0800,AssignmentPayment,,A3VMNOYU4TNDNS,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,39PAAFCODNFUD1VKCLT3PHQ93VRTV0
3P6JKJLMN7RNBEIACJ0YKGUM13858X,2019-11-29 18:05:06 -0800,2019-11-30 00:35:09 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,39PAAFCODNFUD1VKCLT3PHQ93VRTV0
32J864QZ9DRQLFNBNO6XK7A2JG2C1G,2019-11-29 18:05:06 -0800,2019-11-30 00:33:03 -0800,AssignmentPayment,,A24NA8ASZY358P,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,3907X2AHF1KNOI4B7U08I2S1H552PA
3DS64G7C5H4HJ7YXUDPENI9DCES7M2,2019-11-29 18:05:06 -0800,2019-11-30 00:35:08 -0800,FeePayment,,Mechanical Turk,-0.040,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,3907X2AHF1KNOI4B7U08I2S1H552PA
3QWX7X9O11S28JISV4J1OILFBDOEY9,2019-11-29 18:05:06 -0800,2019-11-30 01:27:42 -0800,AssignmentPayment,,A3HMJTA2S4Q3NQ,-0.100,39WSF6KUV20UCE6WVBDT7J0AFRKEOS,39ASUFLU6YMKS7IIM55QEGNSFTHEXU
