MTurk IDS,Date,Amount Paid out
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:10 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:10 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:10 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:10 -0800,0.04
,2019-11-30 00:35:10 -0800,0.04
,2019-11-30 00:35:10 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:10 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:10 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:09 -0800,0.04
,2019-11-30 00:35:10 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-11-30 00:35:08 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,0.04
,2019-12-01 19:42:15 -0800,1.2
,2019-12-01 19:42:15 -0800,1.2
,2019-12-01 19:42:15 -0800,1.2
,2019-12-01 19:42:15 -0800,1.2
,2019-12-01 19:42:15 -0800,1.2
,2019-12-01 19:42:15 -0800,1.2
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-06 17:15:34 -0800,0.01
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.3
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.4
,2019-12-07 02:23:47 -0800,0.6
,2019-12-07 02:23:47 -0800,0.6
,2019-12-07 02:23:47 -0800,0.8
,2019-12-07 02:23:47 -0800,0.6
,2019-12-10 02:26:55 -0800,0.3
,2019-12-10 02:26:55 -0800,0.3
,2019-12-10 02:26:55 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.01
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:51 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:51 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:51 -0800,0.4
,2019-12-10 13:38:51 -0800,0.4
,2019-12-10 13:38:50 -0800,0.4
,2019-12-10 13:38:51 -0800,0.4
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:50 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.3
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
,2019-12-10 13:38:51 -0800,0.04
total:,87.74999999999996,
A1M2QISNG1O7K8,,
,2019-11-30 00:43:04 -0800,0.1
total:,0.1,
A15YV1SQ5GJGP9,,
,2019-11-30 00:13:03 -0800,0.1
total:,0.1,
AQ4PB1PVI9U7V,,
,2019-11-30 02:11:37 -0800,0.1
,2019-12-06 18:17:39 -0800,0.01
,2019-12-07 01:21:25 -0800,1.5
,2019-12-07 01:21:25 -0800,1.5
,2019-12-07 01:21:25 -0800,1.5
,2019-12-07 01:21:25 -0800,2.0
,2019-12-07 01:21:25 -0800,1.5
,2019-12-07 01:21:25 -0800,1.5
,2019-12-07 01:21:25 -0800,2.0
,2019-12-07 01:21:25 -0800,1.5
,2019-12-10 12:56:51 -0800,0.01
total:,13.12,
A1X5U8WTTXMS87,,
,2019-11-30 00:12:03 -0800,0.1
,2019-12-07 01:28:17 -0800,1.5
,2019-12-07 01:28:17 -0800,1.5
,2019-12-07 01:28:17 -0800,1.5
,2019-12-07 01:28:17 -0800,2.0
,2019-12-07 01:28:17 -0800,1.5
,2019-12-07 01:28:17 -0800,1.5
,2019-12-07 01:28:17 -0800,2.0
,2019-12-07 01:28:17 -0800,1.5
,2019-12-07 01:28:17 -0800,2.0
total:,15.1,
A4PFF3LK637YM,,
,2019-11-30 01:44:08 -0800,0.1
total:,0.1,
ASC0F4W1UMR3R,,
,2019-11-30 00:38:44 -0800,0.1
total:,0.1,
A12V2IEWROX7ZQ,,
,2019-11-29 23:13:28 -0800,0.1
,2019-12-01 17:11:21 -0800,6.0
,2019-12-01 17:11:21 -0800,6.0
total:,12.1,
A20QXCW2IQ1JTI,,
,2019-11-30 01:33:57 -0800,0.1
,2019-12-10 11:24:46 -0800,0.1
total:,0.2,
A2C33799VENPIP,,
,2019-11-30 00:08:00 -0800,0.1
total:,0.1,
AACQ1P1IWRQXL,,
,2019-11-30 01:00:42 -0800,0.1
total:,0.1,
AWIVX59AEP746,,
,2019-11-30 01:22:55 -0800,0.1
total:,0.1,
A2UVGAF2KK0894,,
,2019-11-30 00:26:16 -0800,0.1
total:,0.1,
A3VOMP0WOJTB4I,,
,2019-11-30 02:48:27 -0800,0.1
,2019-12-01 20:30:47 -0800,6.0
,2019-12-01 20:30:47 -0800,6.0
,2019-12-06 17:46:52 -0800,0.01
,2019-12-10 13:34:12 -0800,0.01
total:,12.12,
A3FZLNLVMRPO5Y,,
,2019-11-29 23:18:10 -0800,0.1
total:,0.1,
A4V8G43TEWKER,,
,2019-11-30 01:42:58 -0800,0.1
total:,0.1,
AQ8J14431IR7Z,,
,2019-11-29 23:28:18 -0800,0.1
total:,0.1,
AH3W6E7W1EU0D,,
,2019-11-30 02:59:33 -0800,0.1
total:,0.1,
A171ARPSKRJB93,,
,2019-11-30 00:24:56 -0800,0.1
