Word Index,Word Form,Surprisal
2,家具,5.585263
3,全,3.700925
4,free,6.551909
5,无线,4.879352
6,上网,2.322977
7,!,4.898229

CMU,25
0,对比,4.759578
1,其他,1.553222
2,地方,1.825154
3,，,0.8829458
4,可能,2.80618
5,和,2.275777
6,很多,3.728692
7,人,1.283624
8,share,7.689631
9,，,1.510387
10,并且,2.404721
11,还,2.04499
12,很,2.718947
13,贵,6.129158
14,！,4.027408

CMU,26
0,房东,6.258925
1,非常,4.013741
2,无敌,6.440294
3,nice,7.554397
4,还,3.547736
5,会,1.467317
6,帮忙,3.048277
7,丢,5.527355
8,垃圾,2.314101
9,！,3.42206

CMU,29
0,门口,5.976814
1,有,1.705884
2,bus,6.869287
3,到,3.320458
4,中国,2.271789
5,超市,4.830029
6,，,0.7621061
7,餐馆,5.364427
8,和,0.4281348
9,downtown,7.521236
10,.,3.356404

CMU,30
0,户型,6.482378
1,：,2.276336
2,一,2.337307
3,楼,5.848589
4,是,1.85848
5,超大,5.275753
6,living,7.66401
7,room,6.84141
8,，,1.492913
9,dining,8.684247
10,room,6.715804
11,及,3.074846
12,厨房,4.083581
13,；,2.668459

CMU,31
0,长,3.13938
1,租,4.953151
2,all,6.102291
3,gone,7.204593
4,！,4.216531

CMU,33
0,暑期,5.886802
1,短,4.559146
2,租,5.854287
3,还,2.365675
4,available,7.44945
5,哦,6.564876
6,。,1.335792

CMU,35
0,有,2.715695
1,pet,8.21476
2,可以,3.24825
3,商量,5.033401
4,正规,5.394323
5,物业,5.486727
6,管理,4.318769
7,，,1.058464
8,pa,7.271643
9,法律,4.278254
10,规定,1.509301
11,租房,7.061756
12,合同,2.432533
13,，,0.6128892
14,保护,4.319332
15,双方,4.51813
16,权益,3.831482
17,，,0.7667135
18,安心,5.8026
19,入住,5.740441
20,。,0.9292497

CMU,36
0,欢迎,5.269867
1,email,7.809753
2,联系,4.526069
3,咨询,5.395529
4,。,1.307169

CMU,45
0,所有,3.213507
1,想,3.934522
2,寄,5.699054
3,想,4.474885
4,return,6.894258
5,的,1.827163
6,东西,3.338525
7,，,0.5892994
8,直接,3.87222
9,放在,2.438411
10,公寓,4.422504
11,一,2.84408
12,楼,5.442994
13,就,3.865702
14,可以,1.408872
15,。,2.358855

CMU,46
0,免费,4.772542
1,送,5.323745
2,顶楼,6.185939
3,view,6.659468
4,和,2.765322
5,顶楼,5.782343
6,的,0.9520925
7,阳光,4.386751
8,普照,4.060257
9,!,4.401905

CMU,49
0,bathroom,8.677697
1,:,3.520392
2,二,4.232983
3,楼,2.031714
4,和,1.840524
5,地下室,4.842676
6,各,4.231431
7,有,1.233011
8,一,0.6812197
9,个,5.503237
10,卫生间,4.93294

CMU,53
0,适合,5.100725
1,couple,7.602685
2,或,3.310513
3,单身,4.8292
4,居住,2.683036
5,。,1.249253

CMU,54
0,暑假,5.211875
1,短,4.75019
2,租,5.854287
3,的,1.484861
4,同学,4.074765
5,看,3.508462
6,过来,3.071391
7,～,4.992917
8,家具,5.932618
9,全,3.700925
10,齐,5.26364
11,入住,5.866266
12,即,3.763912
13,可,3.968558
14,用,3.26931
15,，,1.859065
16,full,6.652212
17,size,2.580595
18,床,5.451459
19,都,2.398519
20,可以,1.593835
21,用,1.334412
22,。,2.79789

CMU,56
0,有,2.715695
1,车库,5.391269
2,，,0.6238034
3,off,7.656644
4,street,6.775088
5,parking,7.808864
6,.,3.353593

CMU,57
0,要求,4.813935
1,：,2.389885
2,no,5.632965
3,smoking,7.750368
4,，,1.413264
5,no,6.039918
6,pets,8.896957
7,，,1.501139
8,no,6.039918
9,parties,7.859169
10,.,1.333086

CMU,61
0,#,4.929329
1,家具,5.757147
2,齐全,6.166569
3,:,4.529543
4,房间,5.311922
5,有,2.191603
6,double,6.373428
7,size,6.529846
8,床,5.451459
9,，,0.7628116
10,walk,7.737174
11,in,1.578599
12,closet,8.757195
13,，,1.384074
14,挂,4.795927
15,衣架,7.655366
16,，,1.588359
17,书桌,7.089008
18,，,0.8406437
19,台灯,7.604123
20,，,1.199107
21,转椅,7.721479
22,，,1.353351
23,（,3.615288
24,还,4.384911
25,可,1.338908
26,低价,6.675121
27,出,3.883179
28,显示器,5.392839
29,。,0.9991082

CMU,62
0,house,6.020651
1,里面,4.944368
2,有,1.115042
3,一,1.053606
4,个,5.503237
5,shared,7.257512
6,kitchen,7.529588
7,和,2.425296
8,dining,8.188133
9,room,6.715804
10,，,1.492913
11,烤箱,6.983512
12,微波炉,6.483206
13,洗衣机,6.454674
14,都,2.329598
15,有,1.13947
16,，,1.940914
17,餐具,6.059272
18,也,1.748957
19,可以,1.555099
20,和,2.230852
21,家,4.266731
22,里,3.600037
23,其他,3.54543
24,人,3.374271
25,share,7.671462
26,。,1.740222

CMU,63
0,【,3.699992
1,其他,3.631898
2,】,5.229108
3,包,5.279957
4,utility,7.466129
5,fee,7.631576
6,，,1.590573
7,价格,4.356595
8,和,2.111471
9,时间,3.437162
10,可,3.153694
11,议,4.004665
12,。,0.9994671

CMU,64
0,一,2.791026
1,层,2.89797
2,有,2.120752
3,<unk>,Infinity
4,帮忙,5.013268
5,开门,5.855171
6,和,1.99024
7,收发,5.410367
8,快递,6.423736
9,，,1.584157
10,不用,4.428697
11,担心,1.413452
12,快递,6.046609
13,丢失,5.809309
14,等,2.508252
15,问题,2.308789
16,；,1.973128

CMU,67
0,八月,4.302052
1,开始,2.663521
2,可,4.100472
3,签,5.744014
4,一,2.150431
5,年,0.4045706
6,lease,9.760489
7,。,1.801575

CMU,68
0,性格,4.531389
1,非常,1.781411
2,nice,8.07799
3,好,4.281077
4,相处,3.757492
5,，,0.7833342
6,绝对,4.544313
7,不,1.185932
8,会,2.945629
9,打扰,4.850398
10,你,1.571177
11,。,0.8059883

CMU,69
0,［,5.194147
1,治安,5.250388
2,］,6.208732
3,附近,4.069185
4,治安,4.178795
5,好,3.183764
6,，,1.148435
7,公寓,5.263488
8,有,2.746676
9,<unk>,Infinity
10,，,1.197862
11,收发,6.112469
12,快递,6.14892
13,也,3.148362
14,方便,4.082433
15,。,1.293804

CMU,76
0,an,6.527233
1,<unk>,Infinity
2,shopping,7.050694
3,经历,4.461705
4,。,1.138621

CMU,79
0,（,2.636784
1,对比,5.208936
2,其他,2.244044
3,地方,1.825154
4,，,0.8829458
5,可能,2.80618
6,和,2.275777
7,很多,3.728692
8,人,1.283624
9,share,7.689631
10,，,1.510387
11,并且,2.404721
12,还,2.04499
13,很,2.718947
14,贵,6.129158
15,！,4.027408

CMU,83
0,附近,4.302052
1,neighborhood,8.132814
2,非常,3.970682
3,安静,3.362691
4,也,3.304013
5,非常,2.780048
6,安全,3.275451
7,，,0.7766016
8,临近,4.697981
9,富人,5.747021
10,区,1.320391
11,。,0.5314789

CMU,84
0,房子,5.512905
1,目前,4.075258
2,half,7.167589
3,furnished,8.632604
4,，,1.388033

CMU,85
0,房子,5.512905
1,目前,4.075258
2,几乎,3.372431
3,是,1.533199
4,fully,7.249063
5,furnished,8.505795
6,，,1.388033
7,含,4.248606
8,电视,3.965559
9,，,2.017993
10,床,5.858712
11,，,1.459201
12,书桌,7.222059
13,，,0.8406437
14,餐厅,4.891411
15,大,3.85801
16,桌子,4.925744
17,，,0.7938639
18,椅子,5.752962
19,，,1.504958
20,生活,3.040445
21,用品,7.434418
22,基本,4.700052
23,齐全,3.899776
24,。,0.8626629

CMU,87
0,想,4.705596
1,找,2.133937
2,<unk>,Infinity
3,间,3.511236
4,带,3.61004
5,家具,4.988709
6,的,1.33685
7,house,7.515215
8,room,6.994512
9,或者,4.256212
10,apartment,7.491257
11,room,6.689688
12,，,1.492913

CMU,89
0,房间,5.415995
1,是,2.180871
2,一,1.200952
3,栋,2.67354
4,house,6.841587
5,的,1.672529
6,顶层,4.949627
7,，,0.8002014
8,非常,4.018915
9,宽敞,4.17708
10,。,1.303684

CMU,92
0,budget,7.104332
1,灵活,5.304704
2,。,1.057211

CMU,93
0,客厅,6.258925
1,超大,6.321009
2,，,2.144395
3,<unk>,Infinity
4,closet,7.991573
5,也,2.774262
6,很,2.325765
7,大,3.476881
8,。,1.896284

CMU,95
0,如果,2.949325
1,感,5.120474
2,兴趣,4.206441
3,，,0.547029
4,请,3.865889
5,通过,4.282516
6,email,4.52909
7,联系,4.526069
8,<unk>,Infinity

CMU,96
0,出门,6.100998
1,走,4.722382
2,一,1.918558
3,分钟,3.688233
4,不到,3.80085
5,就,2.884655
6,有,1.422639
7,<unk>,Infinity
8,bus,6.392683
9,。,2.409303

CMU,97
0,<unk>,Infinity
1,office,6.378596
2,就,3.532774
3,在,1.308287
4,lobby,8.255867
5,，,1.467502
6,员工,4.487344
7,也,2.387231
8,非常,2.789711
9,好,2.029384
10,，,0.5531858
11,有,2.337913
12,什么,2.820983
13,问题,1.689087
14,随时,6.610256
15,可以,1.330245
16,找,3.746214
17,他们,2.568305
18,沟通,4.054883
19,解决,3.555143
20,。,1.194873

CMU,98
0,<unk>,Infinity
1,很,3.645963
2,nice,8.150622
3,。,1.729814

CMU,99
0,由,2.736628
1,正规,5.054559
2,公司,3.455236
3,管理,2.731372
4,，,0.7125732
5,欢迎,5.000037
6,email,7.379078
7,联系,4.526069
8,咨询,5.395529
9,详细,5.34878
10,。,1.984262

CMU,100
0,半夜,5.512905
1,两,2.348716
2,点,2.660213
3,走,4.764717
4,block,6.817145
5,都,3.377202
6,不怕,4.043722
7,。,1.350056

CMU,102
0,卧室,6.527233
1,内,1.467137
2,家具,5.110596
3,齐全,6.166569
4,，,0.370216
5,queen,7.296867
6,size,6.556989
7,床,5.451459
8,，,0.7628116
9,<unk>,Infinity
10,入住,5.243498
11,。,0.9292497

CMU,103
0,有,2.715695
1,indoor,6.74462
2,和,2.42639
3,outdoor,7.774368
4,的,1.587414
5,停车场,4.396441
6,，,0.6882755
7,而且,2.88387
8,周围,3.898997
9,的,0.5708259
10,街区,3.0234
11,都,1.897645
12,可以,1.602715
13,免费,2.222576
14,<unk>,Infinity
15,。,1.427697

CMU,107
0,我,3.527254
1,是,1.29398
2,刚,4.810775
3,毕业,1.513105
4,没,5.460276
5,多久,6.227167
6,的,1.322219
7,young,6.92563
8,professional,6.965602
9,，,1.438936
10,安静,5.676741
11,好,4.72127
12,相处,3.757492
13,，,0.7833342
14,会,3.047284
15,居家,6.876254
16,也,2.990236
17,爱,3.829176
18,出去,5.053157
19,浪,5.78364
20,。,1.460633

CMU,108
0,整个,3.732348
1,公寓,4.220335
2,总共,5.209058
3,两,2.902849
4,人,1.009909
5,share,7.598176
6,，,1.510387
7,两,2.692784
8,人,0.4726976
9,比较,4.174567
10,好,1.9546
11,协调,5.860777
12,。,1.257738

CMU,110
0,户型,6.482378
1,：,2.276336
2,一,2.337307
3,楼,5.848589
4,是,1.85848
5,超大,5.275753
6,living,7.66401
7,room,6.84141
8,，,1.492913
9,dining,8.684247
10,room,6.715804
11,，,1.492913
12,sun,7.766935
13,room,6.882624
14,及,3.074846
15,厨房,4.083581
16,。,0.6127838

CMU,117
0,还有,3.674056
1,其他,1.284562
2,utility,7.612117
3,吗,5.110136
4,？,0.1054398

CMU,119
0,大家,4.683601
1,住,3.948543
2,过,1.569363
3,house,6.818467
4,就,3.561497
5,知道,2.741894
6,房东,6.385777
7,有,2.764953
8,多,2.151057
9,重要,3.05338
10,了,2.957633
11,！,4.494481

CMU,121
0,也,3.370151
1,有,0.5101284
2,parking,7.92891
3,。,1.646249

CMU,123
0,房子,5.512905
1,干净,6.083847
2,，,0.69897
3,家具,5.426782
4,全,3.763882
5,，,2.04961
6,网络,4.248945
7,全,4.092438
8,，,2.329117
9,有,2.35942
10,免费,3.917893
11,试用,3.003099
12,的,1.676899
13,washer,8.612341
14,<unk>,Infinity
15,，,1.197862
16,可,2.753981
17,包,5.309001
18,utility,7.466129
19,，,1.848201
20,queen,7.209595
21,床,5.261133
22,，,0.7628116
23,厨具,6.61774
24,和,1.806718
25,床上,5.782343
26,用品,5.671571
27,都,2.149219
28,可以,1.626132
29,提供,2.711596
30,。,2.729739

CMU,124
0,house,6.020651
1,出租,5.587082
2,<unk>,Infinity
3,.,3.135041

CMU,125
0,房型,7.042348
1,：,1.927382
2,house,6.319632
3,一,2.83559
4,层,2.296043
5,，,0.9225406
6,与,2.266255
7,二,3.328064
8,层,1.938254
9,完全,4.093063
10,独立,1.923676
11,。,0.7017931

CMU,127
0,周边,4.583487
1,有,0.9672075
2,一,1.8136
3,个,5.503237
4,pizza,8.147676
5,店,4.668117
6,，,0.9827647
7,一,2.469364
8,个,5.656124
9,墨西哥,4.596832
10,菜,3.109409
11,。,1.493903

CMU,134
0,餐厅,5.144928
1,和,1.378013
2,deck,7.191987
3,之前,4.334134
4,是,1.97509
5,全,3.285253
6,景,4.461344
7,玻璃,5.595474
8,门,4.230506
9,。,1.224649

CMU,136
0,非常,4.495176
1,宽敞,4.291955
2,，,0.3227735
3,可以,2.077055
4,放,3.485494
5,两,2.53146
6,张,2.21993
7,full-size,8.899132
8,床,5.189134
9,，,0.7628116
10,还有,3.1193
11,<unk>,Infinity
12,closet,7.991573
13,！,4.132453

CMU,140
0,风水,5.336814
1,宝地,6.935758
2,，,0.5571634
3,楼,5.147001
4,主,3.516645
5,正是,5.659071
6,在,1.167076
7,这里,1.243038
8,面试,6.052634
9,并,1.998695
10,拿到,3.975261
11,玄学,6.499482
12,公司,3.699607
13,的,1.003824
14,offer,7.724916
15,！,4.319985

CMU,143
0,需要,3.98786
1,房子,6.059936
2,的,1.138269
3,朋友,3.408282
4,请,3.764669
5,联系,3.53085
6,我,4.016349
7,呀,3.705003
8,，,1.027943
9,这个,3.133736
10,房子,3.727603
11,依然,4.957556
12,available,6.954102
13,。,2.055822

CMU,145
0,且,4.478143
1,在,1.523432
2,寒冷,4.078807
3,的,0.2972036
4,匹兹堡,5.597507
5,cover,7.124671
6,所有,3.792967
7,暖气,6.460869
8,费,5.315121
9,！,4.565931

CMU,146
0,租,5.387967
1,新房,6.984185
2,还,3.83045
3,得,2.606419
4,大,3.141396
5,冬天,5.783376
6,往返,5.260828
7,宜家,6.322951
8,搬家,6.306211
9,具,2.666735
10,组装,4.852299
11,家具,2.242083
12,，,0.8346568
13,折腾,6.85567
14,一,1.869645
15,遍,3.29836
16,签,5.560625
17,合同,5.506878
18,接,5.148793
19,电网,4.47236
20,的,0.8859069
21,手续,4.998147
22,，,0.4808174
23,来,3.513138
24,这,3.827591
25,直接,3.61388
26,<unk>,Infinity
27,入住,5.243498
28,，,1.059009
29,so,6.693045
30,easy,2.617291
31,！,4.309319

CMU,150
0,房间,5.415995
1,宽敞,3.491162
2,，,0.1978347
3,客厅,5.857444
4,更大,5.036211
5,，,1.069954
6,可,2.541571
7,开,4.427718
8,party,4.331685
9,，,1.054358
10,卧室,6.250772
11,里,1.132881
12,各,3.38425
13,式,3.613105
14,家具,4.31197
15,齐全,6.23632
16,，,0.370216
17,<unk>,Infinity
18,入住,5.243498
19,。,0.9292497

CMU,151
0,欢迎,5.269867
1,text,7.410343
2,，,1.74261
3,不,2.902905
4,能,2.9051
5,时时,4.680795
6,接,4.609364
7,电话,4.746593
8,。,1.274458

CMU,156
0,utility,6.910512
1,不,3.373445
2,包,4.372074
3,。,1.307

CMU,160
0,价格,5.177113
1,：,2.86002
2,<unk>,Infinity
3,/,3.159547
4,月,3.459783
5,，,0.7323937
6,包含,4.045518
7,所有,2.242328
8,utility,7.409564
9,。,1.821492

CMU,162
0,门口,5.976814
1,有,1.705884
2,bus,6.869287
3,到,3.320458
4,中国,2.271789
5,店,5.736878
6,等,1.791321
7,。,0.5152113

CMU,164
0,路由器,5.886802
1,是,1.933993
2,dual,6.924527
3,band,6.416826
4,！,4.398809

CMU,165
0,价格,5.177113
1,公道,6.661258
2,，,0.8634612
3,附近,4.018546
4,其他,2.891562
5,房子,5.077678
6,算,5.481734
7,utility,7.430696
8,fee,7.631576
9,都,3.378495
10,要,1.920648
11,大概,5.50965
12,<unk>,Infinity
13,左右,3.969365
14,。,0.7867529

CMU,169
0,（,2.636784
1,utility,6.13282
2,全,4.303212
3,包,4.892569
4,）,2.038888
5,。,0.6901961

CMU,170
0,main,6.527233
1,office,6.7154
2,就,3.532774
3,在,1.308287
4,地下,3.671516
5,一,1.075697
6,楼,7.34467
7,，,0.9246232
8,咨询,5.387879
9,非常,4.534698
10,方便,2.645809
11,。,0.2552725

CMU,171
0,我,3.527254
1,希望,2.50674
2,租,5.712935
3,一,2.043456
4,个,5.461759
5,房间,3.134434
6,前,3.748026
7,一,1.618153
8,整,7.181557
9,年,2.648843
10,lease,9.464703
11,。,1.801575

CMU,177
0,全新,4.867811
1,的,0.493827
2,宜家,5.645515
3,买,5.603597
4,的,1.21779
5,twin,7.477777
6,size,6.569867
7,的,1.723743
8,床,4.804729
9,和,1.692756
10,书桌,6.067103
11,柜子,6.854295
12,，,0.9378521
13,房间,5.043272
14,内,4.138082
15,有,2.289129
16,closet,8.412333
17,。,1.613909

CMU,178
0,<unk>,Infinity
1,call,6.175633
2,或者,4.232491
3,text,6.362388
4,都,3.530532
5,阔,5.863269
6,以,3.189283
7,。,4.390965

CMU,179
0,只用,5.688997
1,交,5.013639
2,electronic,7.025341
3,utility,7.215276
4,，,1.848201
5,三,3.09241
6,人,0.9569654
7,平分,3.953922
8,。,1.157025

CMU,180
0,我俩,6.740252
1,都,2.018463
2,是,0.7527016
3,刚,4.602773
4,毕业,1.513105
5,没,5.460276
6,多久,6.227167
7,的,1.322219
8,young,6.92563
9,professional,6.965602
10,，,1.438936
11,安静,5.676741
12,好,4.72127
13,相处,3.757492
14,，,0.7833342
15,会,3.047284
16,居家,6.876254
17,也,2.990236
18,爱,3.829176
19,出去,5.053157
20,浪,5.78364
21,。,1.460633

CMU,184
0,另,3.093914
1,有,4.112612
2,全套,4.890234
3,基本,4.401374
4,家具,5.889269
5,（,2.209271
6,full,4.891201
7,size,2.617038
8,床,5.451459
9,/,3.803022
10,书桌,6.968766
11,/,3.679151
12,柜子,6.938504
13,/,3.657772
14,空调,5.642438
15,）,2.260453
16,如,4.278776
17,需要,3.485904
18,可,3.371923
19,低价,6.477604
20,转让,2.149022
21,。,1.327884

CMU,185
0,可以,3.535944
1,share,7.926919
2,大部分,4.168691
3,家用,4.945819
4,电器,5.755992
5,，,1.327359
6,厨房,5.47368
7,用品,5.769539
8,，,0.7493532
9,家具,5.460982
10,等,1.84075
11,。,0.6264194

CMU,190
0,一,2.791026
1,楼,5.695485
2,还,3.15267
3,有,2.490356
4,一,1.687232
5,个,5.503237
6,健身房,5.305063
7,，,0.909708
8,及,3.095779
9,<unk>,Infinity
10,machine,6.20871
11,+,4.480122
12,小,3.741002
13,食品,4.253869
14,店,3.286403
15,，,0.622718
16,深夜,5.246314
17,饿,6.657206
18,了,0.6548733
19,买,5.906562
20,吃,4.072104
21,的,1.23278
22,方便,4.903565
23,。,0.7897331

CMU,192
0,utility,6.910512
1,公寓,5.113366
2,全,4.623842
3,包,4.892569
4,，,0.9694159
5,网,5.009804
6,费,5.728293
7,三,4.08875
8,人,1.569363
9,均摊,8.167748
10,。,1.655019

CMU,193
0,家具,5.804013
1,：,2.665972
2,整个,4.296204
3,house,6.504113
4,家具,5.569921
5,齐全,6.166569
6,，,0.370216
7,出租,5.525131
8,卧室,6.347696
9,家具,5.781268
10,齐全,6.166569
11,，,0.370216
12,可以,2.75564
13,打包,4.946935
14,低价,2.996804
15,转让,2.149022
16,，,1.28792
17,方便,3.941525
18,<unk>,Infinity
19,入住,5.243498
20,。,0.9292497

CMU,194
0,次,4.221019
1,卧室,5.991967
2,也,3.268258
3,不,1.933663
4,小,4.884268
5,，,1.34525
6,可以,2.347655
7,放,3.485494
8,full,6.753412
9,size,2.580595
10,bed,7.357062
11,，,1.897419
12,面向,4.315643
13,后院,6.096973
14,安静,5.753567
15,。,1.220016

CMU,198
0,这个,2.896868
1,房间,3.500424
2,在,2.439874
3,夏季,3.509236
4,是,1.856234
5,整,4.358219
6,个,3.671169
7,house,6.659907
8,最,3.74827
9,凉爽,4.457043
10,的,0.4196835
11,屋子,5.177216
12,，,0.6704146
13,最,3.346987
14,热,5.698401
15,的,1.384513
16,时候,2.097392
17,也,2.074563
18,可以,1.31527
19,不,2.445148
20,开,5.348697
21,风扇,4.826053
22,。,1.228663

CMU,199
0,房间,5.415995
1,/,3.491162
2,客厅,5.642438
3,/,3.74669
4,share,5.127323
5,都,3.565352
6,可以,1.575163
7,，,2.359414
8,有,2.548715
9,张,3.77959
10,床,3.23419
11,就,3.147584
12,行,3.407831
13,。,0.3741371

CMU,201
0,卧室,6.527233
1,里,1.176091
2,有,1.784423
3,一,1.141674
4,个,5.503237
5,queen,7.532735
6,bed,7.166736
7,，,1.897419
8,凉台,7.583176
9,上,1.491654
10,又,3.09885
11,一,1.486237
12,个,5.773007
13,twin,7.549768
14,bed,7.179614
15,。,1.705427

CMU,203
0,两,3.065489
1,个,0.6650633
2,block,6.919896
3,内,3.644454
4,有,2.289129
5,各,3.662312
6,种,4.273322
7,吃,4.942069
8,=,4.879489
9,的,3.842176
10,，,2.064798
11,银行,5.002532
12,和,1.467361
13,小,3.210176
14,超市,4.357368
15,。,1.163666

CMU,204
0,about,6.527233
1,apt,7.946698
2,：,2.709637
3,两,3.234934
4,室,4.138452
5,一,0.9280026
6,厅,0.2688453
7,，,0.7224511
8,一,3.329988
9,个,5.656124
10,卫生间,4.93294
11,，,0.4988647
12,空间,4.588156
13,很大,3.54528
14,，,0.2684461
15,朝向,5.158253
16,为,2.890626
17,南,0.1978347
18,，,2.706355
19,所以,2.357018
20,有,1.867235
21,充足,3.785034
22,的,0.1846491
23,阳光,1.70907
24,。,0.9042435

CMU,206
0,bedroom,7.791553
1,，,1.383973
2,den,7.604123
3,，,2.022864
4,和,2.78472
5,hallway,8.790505
6,均,3.731068
7,有,1.074826
8,closet,8.519929
9,<unk>,Infinity
10,.,3.135041

CMU,207
0,bedroom,7.791553
1,和,2.42233
2,den,5.935241
3,之间,3.700178
4,有,1.612563
5,一,1.170521
6,扇,2.878793
7,滑动,4.025109
8,门,4.420696
9,地图,4.875218
10,：,2.66008

CMU,208
0,同,3.740217
1,问,5.280564
2,楼主,6.778114
3,这个,3.618119
4,house,6.695312
5,现在,4.085075
6,还,2.067125
7,在,0.8171276
8,招租,6.434515
9,吗,5.264658
10,？,0.1054398

CMU,209
0,洗,4.876083
1,<unk>,Infinity
2,春天,4.91445
3,刚,5.083631
4,<unk>,Infinity
5,过,3.422899
6,很,3.384758
7,干净,3.89113
8,。,0.9248334

CMU,210
0,公寓,4.876083
1,有,2.750553
2,free,6.309658
3,parking,7.638057
4,。,1.646249

CMU,211
0,manager,6.509112
1,很,4.005034
2,nice,8.150622
3,，,1.36651
4,有,2.332879
5,问题,3.498763
6,会,3.390483
7,及时,4.525898
8,给,3.986188
9,解决,4.155018
10,。,1.116909

CMU,212
0,洗衣房,6.405363
1,在,2.529057
2,basement,7.957244
3,；,3.030322

CMU,214
0,楼道,6.665
1,building,6.586025
2,manager,7.023069
3,和蔼可亲,6.733073
4,。,1.18965

CMU,216
0,room,6.482378
1,:,3.750154
2,超大,6.262372
3,空间,2.694814
4,，,0.8293946
5,包,5.264576
6,家具,5.71883
7,，,0.9882128
8,直接,3.67124
9,入住,5.204004
10,。,0.9292497

CMU,218
0,附近,4.302052
1,house,7.123766
2,的,1.672529
3,地下室,4.601766
4,或者,4.488944
5,车库,5.58965
6,都,3.558686
