Word Index,Word Form,Surprisal
CMU,22
0,精装,5.804013
1,修,4.939471
2,家具,5.585263
3,全,3.700925
4,免费,5.015528
5,无线,2.859978
6,上网,0.5855799
7,！,4.771749

CMU,25
0,对比,4.759578
1,其他,1.553222
2,地方,1.825154
3,，,0.8829458
4,可能,2.80618
5,和,2.275777
6,很多,3.728692
7,人,1.283624
8,<unk>,Infinity
9,，,1.197862
10,并且,2.404721
11,还,2.04499
12,很,2.718947
13,贵,6.129158
14,！,4.027408

CMU,26
0,房东,6.258925
1,非常,4.013741
2,无敌,6.440294
3,好,4.612996
4,<unk>,Infinity
5,帮忙,5.013268
6,丢,5.531311
7,垃圾,2.314101
8,！,3.42206

CMU,29
0,门口,5.976814
1,有,1.705884
2,公交车,4.874503
3,到,2.386405
4,中国,2.271789
5,超市,4.830029
6,，,0.7621061
7,餐馆,5.364427
8,和,0.4281348
9,市中心,4.655278
10,。,1.296286

CMU,30
0,户型,6.482378
1,：,2.276336
2,一,2.337307
3,楼,5.848589
4,是,1.85848
5,超大,5.275753
6,客厅,6.825455
7,，,0.8922411
8,餐厅,4.948161
9,及,2.290288
10,厨房,2.268386
11,；,2.668459

CMU,31
0,长,3.13938
1,租,4.953151
2,全部,4.537052
3,租出,4.4051
4,！,4.382312

CMU,33
0,暑期,5.886802
1,短,4.559146
2,租,5.854287
3,还,2.365675
4,有,2.547122
5,<unk>,Infinity
6,哦,5.936751
7,。,1.335792

CMU,35
0,有,2.715695
1,宠物,5.679086
2,可以,2.246461
3,商量,5.10237
4,正规,5.394323
5,物业,5.486727
6,管理,4.318769
7,，,1.058464
8,宾,5.382254
9,州,4.218911
10,法律,3.197847
11,规定,1.394795
12,租房,7.061756
13,合同,2.432533
14,，,0.6128892
15,保护,4.319332
16,双方,4.51813
17,权益,3.831482
18,，,0.7667135
19,安心,5.8026
20,入住,5.740441
21,。,0.9292497

CMU,36
0,欢迎,5.269867
1,发,5.297529
2,邮件,5.67024
3,联系,3.218899
4,咨询,5.395529
5,。,1.307169

CMU,45
0,所有,3.213507
1,想,3.934522
2,寄,5.699054
3,想,4.474885
4,退还,6.251147
5,的,1.292597
6,东西,3.490744
7,，,0.5892994
8,直接,3.87222
9,放在,2.438411
10,公寓,4.422504
11,一,2.84408
12,楼,5.442994
13,就,3.865702
14,可以,1.408872
15,。,2.358855

CMU,46
0,免费,4.772542
1,送,5.323745
2,顶楼,6.185939
3,景观,5.143289
4,和,1.736748
5,顶楼,5.847033
6,的,0.9520925
7,阳光,4.386751
8,普照,4.060257
9,！,4.275425

CMU,49
0,浴室,5.886802
1,：,3.196947
2,二,3.777291
3,楼,1.955524
4,和,1.840524
5,地下室,4.842676
6,各,4.231431
7,有,1.233011
8,一,0.6812197
9,个,5.503237
10,卫生间,4.93294

CMU,53
0,适合,5.100725
1,情侣,5.668503
2,或,1.859549
3,单身,5.150689
4,居住,2.683036
5,。,1.249253

CMU,54
0,暑假,5.211875
1,短,4.75019
2,租,5.854287
3,的,1.484861
4,同学,4.074765
5,看,3.508462
6,过来,3.071391
7,～,4.992917
8,家具,5.932618
9,全,3.700925
10,齐,5.26364
11,入住,5.866266
12,即,3.763912
13,可,3.968558
14,用,3.26931
15,，,1.859065
16,单人床,7.552095
17,都,3.269687
18,可以,1.575163
19,用,1.334412
20,。,2.79789

CMU,56
0,有,2.715695
1,车库,5.391269
2,，,0.6238034
3,路,4.854201
4,外,3.759812
5,停车场,5.10788
6,。,0.794089

CMU,57
0,要求,4.813935
1,：,2.389885
2,禁止,4.489005
3,吸烟,2.324238
4,，,1.189265
5,禁止,3.993038
6,宠物,4.671572
7,<unk>,Infinity
8,，,1.197862
9,禁止,3.924692
10,举办,3.516026
11,派对,3.472183
12,。,0.7998947

CMU,61
0,#,4.929329
1,家具,5.757147
2,齐全,6.166569
3,：,2.788236
4,房间,5.749864
5,有,2.191603
6,双人床,7.519056
7,，,1.520604
8,步入,5.390434
9,式,2.772047
10,衣柜,6.924273
11,，,1.244165
12,挂,4.795927
13,衣架,7.655366
14,，,1.588359
15,书桌,7.089008
16,，,0.8406437
17,台灯,7.604123
18,，,1.199107
19,转椅,7.721479
20,，,1.353351
21,（,3.615288
22,还,4.384911
23,可,1.338908
24,低价,6.675121
25,出,3.883179
26,显示器,5.392839
27,。,0.9991082

CMU,62
0,房子,5.512905
1,里面,2.721907
2,有,1.338366
3,一,1.053606
4,个,5.503237
5,公共,3.350423
6,厨房,4.166602
7,和,1.306866
8,餐厅,1.338908
9,，,0.6962472
10,烤箱,6.954485
11,微波炉,6.483206
12,洗衣机,6.454674
13,都,2.329598
14,有,1.13947
15,，,1.940914
16,餐具,6.059272
17,也,1.748957
18,可以,1.555099
19,和,2.230852
20,家,4.266731
21,里,3.600037
22,其他,3.54543
23,人,3.374271
24,<unk>,Infinity
25,。,1.427697

CMU,63
0,【,3.699992
1,其他,3.631898
2,】,5.229108
3,包,5.279957
4,物业费,8.503919
5,，,1.378726
6,价格,4.356595
7,和,2.111471
8,时间,3.437162
9,可,3.153694
10,议,4.004665
11,。,0.9994671

CMU,64
0,一,2.791026
1,层,2.89797
2,有,2.120752
3,门卫,5.924223
4,帮忙,5.556201
5,开门,5.855171
6,和,1.99024
7,收发,5.410367
8,快递,6.423736
9,，,1.584157
10,不用,4.428697
11,担心,1.413452
12,快递,6.046609
13,丢失,5.809309
14,等,2.508252
15,问题,2.308789
16,；,1.973128

CMU,67
0,八月,4.302052
1,开始,2.663521
2,可,4.100472
3,签,5.744014
4,一,2.150431
5,年,0.4045706
6,租约,5.26434
7,。,1.225863

CMU,68
0,性格,4.531389
1,非常,1.781411
2,好好,6.455507
3,相处,2.012454
4,，,0.2729289
5,绝对,4.544313
6,不,1.185932
7,会,2.945629
8,打扰,4.850398
9,你,1.571177
10,。,0.8059883

CMU,69
0,［,5.194147
1,治安,5.250388
2,］,6.208732
3,附近,4.069185
4,治安,4.178795
5,好,3.183764
6,，,1.148435
7,公寓,5.263488
8,有,2.746676
9,门卫,5.869847
10,，,1.079181
11,收发,6.134986
12,快递,6.14892
13,也,3.148362
14,方便,4.082433
15,。,1.293804

CMU,76
0,一,2.791026
1,次,1.386087
2,露天,5.349654
3,购物,5.400501
4,经历,4.979455
5,。,1.138621

CMU,79
0,（,2.636784
1,对比,5.208936
2,其他,2.244044
3,地方,1.825154
4,，,0.8829458
5,可能,2.80618
6,和,2.275777
7,很多,3.728692
8,人,1.283624
9,<unk>,Infinity
10,，,1.197862
11,并且,2.404721
12,还,2.04499
13,很,2.718947
14,贵,6.129158
15,！,4.027408

CMU,83
0,附近,4.302052
1,街区,4.005742
2,非常,4.259539
3,安静,3.362691
4,也,3.304013
5,非常,2.780048
6,安全,3.275451
7,，,0.7766016
8,临近,4.697981
9,富人,5.747021
10,区,1.320391
11,。,0.5314789

CMU,84
0,房子,5.512905
1,目前,4.075258
2,装修,5.853029
3,了,2.06606
4,一半,3.584112
5,，,0.5963829

CMU,85
0,房子,5.512905
1,目前,4.075258
2,几乎,3.372431
3,是,1.533199
4,完整,2.684045
5,装修,6.224767
6,，,0.7697079
7,含,4.372197
8,电视,3.965559
9,，,2.017993
10,床,5.858712
11,，,1.459201
12,书桌,7.222059
13,，,0.8406437
14,餐厅,4.891411
15,大,3.85801
16,桌子,4.925744
17,，,0.7938639
18,椅子,5.752962
19,，,1.504958
20,生活,3.040445
21,用品,7.434418
22,基本,4.700052
23,齐全,3.899776
24,。,0.8626629

CMU,87
0,想,4.705596
1,找,2.133937
2,<unk>,Infinity
3,间,3.511236
4,带,3.61004
5,家具,4.988709
6,的,1.33685
7,住宅,3.890894
8,房间,4.52844
9,或者,3.219029
10,公寓,4.965261
11,房间,2.552972
12,，,1.107018

CMU,89
0,房间,5.415995
1,是,2.180871
2,一,1.200952
3,套,2.08277
4,房子,2.530627
5,的,1.075016
6,顶层,5.059387
7,，,0.8002014
8,非常,4.018915
9,宽敞,4.17708
10,。,1.303684

CMU,92
0,资金,5.637844
1,灵活,4.456716
2,。,1.057211

CMU,93
0,客厅,6.258925
1,超大,6.321009
2,，,2.144395
3,步入,5.390434
4,式,2.772047
5,衣柜,6.924273
6,也,3.261696
7,很,2.325765
8,大,3.476881
9,。,1.896284

CMU,95
0,如果,2.949325
1,感,5.120474
2,兴趣,4.206441
3,，,0.547029
4,请,3.865889
5,通过,4.282516
6,邮箱,4.955325
7,联系,4.667508
8,<unk>,Infinity

CMU,96
0,出门,6.100998
1,走,4.722382
2,一,1.918558
3,分钟,3.688233
4,不到,3.80085
5,就,2.884655
6,有,1.422639
7,<unk>,Infinity
8,-,2.785588
9,<unk>,Infinity
10,路,3.652034
11,公交,2.951502
12,。,0.9797242

CMU,97
0,租约,6.527233
1,办公室,4.914629
2,就,2.867431
3,在,0.5183236
4,大堂,4.624774
5,，,0.9808132
6,员工,4.682058
7,也,2.387231
8,非常,2.789711
9,好,2.029384
10,，,0.5531858
11,有,2.337913
12,什么,2.820983
13,问题,1.689087
14,随时,6.610256
15,可以,1.330245
16,找,3.746214
17,他们,2.568305
18,沟通,4.054883
19,解决,3.555143
20,。,1.194873

CMU,98
0,<unk>,Infinity
1,很,3.645963
2,好,3.559633
3,。,1.655329

CMU,99
0,由,2.736628
1,正规,5.054559
2,公司,3.455236
3,管理,2.731372
4,，,0.7125732
5,欢迎,5.000037
6,发,4.866854
7,邮件,5.67024
8,联系,3.218899
9,咨询,5.395529
10,详细,5.34878
11,。,1.984262

CMU,100
0,半夜,5.512905
1,两,2.348716
2,点,2.660213
3,<unk>,Infinity
4,街区,5.066843
5,都,2.284882
6,不怕,4.071274
7,。,1.350056

CMU,102
0,卧室,6.527233
1,内,1.467137
2,家具,5.110596
3,齐全,6.166569
4,，,0.370216
5,标准,4.384405
6,双人床,8.131271
7,，,1.520604
8,<unk>,Infinity
9,入住,5.243498
10,。,0.9292497

CMU,103
0,有,2.715695
1,室内,4.671109
2,和,2.146345
3,室外,0.1856366
4,的,0.903634
5,停车场,4.423057
6,，,0.6882755
7,而且,2.88387
8,周围,3.898997
9,的,0.5708259
10,街区,3.0234
11,都,1.897645
12,可以,1.602715
13,免费,2.222576
14,<unk>,Infinity
15,。,1.427697

CMU,107
0,我,3.527254
1,是,1.29398
2,刚,4.810775
3,毕业,1.513105
4,没,5.460276
5,多久,6.227167
6,的,1.322219
7,年轻,3.864295
8,工作者,4.438061
9,，,0.7901119
10,安静,5.789106
11,好,4.72127
12,相处,3.757492
13,，,0.7833342
14,会,3.047284
15,居家,6.876254
16,也,2.990236
17,爱,3.829176
18,出去,5.053157
19,浪,5.78364
20,。,1.460633

CMU,108
0,整个,3.732348
1,公寓,4.220335
2,总共,5.209058
3,两,2.902849
4,人,1.009909
5,<unk>,Infinity
6,，,1.197862
7,两,2.692784
8,人,0.4726976
9,比较,4.174567
10,好,1.9546
11,协调,5.860777
12,。,1.257738

CMU,110
0,户型,6.482378
1,：,2.276336
2,一,2.337307
3,楼,5.848589
4,是,1.85848
5,超大,5.275753
6,客厅,6.825455
7,，,0.8922411
8,餐厅,4.948161
9,，,0.8645111
10,阳光,5.011185
11,房及,7.009802
12,厨房,2.467295
13,。,1.231964

CMU,117
0,还有,3.674056
1,其他,1.284562
2,设施,3.005598
3,或,2.843339
4,服务,2.929498
5,吗,4.827384
6,？,0.328867

CMU,119
0,大家,4.683601
1,住,3.948543
2,过,1.569363
3,整套,6.517437
4,房子,5.147523
5,就,2.278888
6,知道,2.837215
7,房东,6.385777
8,有,2.764953
9,多,2.151057
10,重要,3.05338
11,了,2.957633
12,！,4.494481

CMU,121
0,也,3.370151
1,有,0.5101284
2,停车,5.480387
3,坪,2.824252
4,。,1.319609

CMU,123
0,房子,5.512905
1,干净,6.083847
2,，,0.69897
3,家具,5.426782
4,全,3.763882
5,，,2.04961
6,网络,4.248945
7,全,4.092438
8,，,2.329117
9,有,2.35942
10,免费,3.917893
11,试用,3.003099
12,的,1.676899
13,洗衣机,5.573737
14,和,1.408048
15,烘干机,1.14178
16,，,0.7381655
17,可,2.753981
18,包,5.309001
19,物业费,8.503919
20,，,1.378726
21,标准,4.297133
22,双人床,8.131271
23,，,1.520604
24,厨具,6.484689
25,和,1.806718
26,床上,5.782343
27,用品,5.671571
28,都,2.149219
29,可以,1.626132
30,提供,2.711596
31,。,2.729739

CMU,124
0,房屋,8.677697
1,出租,5.308383
2,<unk>,Infinity
3,。,1.427697

CMU,125
0,房型,7.042348
1,：,1.927382
2,房屋,8.976678
3,一,2.55689
4,层,2.296043
5,与,2.484833
6,二,2.465588
7,层,1.938254
8,完全,4.093063
9,独立,1.923676
10,。,0.7017931

CMU,127
0,周边,4.583487
1,有,0.9672075
2,一,1.8136
3,个,5.503237
4,<unk>,Infinity
5,，,1.197862
6,一,2.585954
7,个,5.656124
8,墨西哥,4.596832
9,菜,3.109409
10,。,1.493903

CMU,134
0,餐厅,5.144928
1,和,1.378013
2,露台,5.55037
3,之前,4.229301
4,是,1.97509
5,全,3.285253
6,景,4.461344
7,玻璃,5.595474
8,门,4.230506
9,。,1.224649

CMU,136
0,非常,4.495176
1,宽敞,4.291955
2,，,0.3227735
3,可以,2.077055
4,放,3.485494
5,两,2.53146
6,张,2.21993
7,单人床,2.674542
8,，,1.297433
9,还有,2.986249
10,步入,5.55668
11,式,2.669868
12,衣柜,6.924273
13,！,4.619887

CMU,140
0,风水,5.336814
1,宝地,6.935758
2,，,0.5571634
3,楼,5.147001
4,主,3.516645
5,正是,5.659071
6,在,1.167076
7,这里,1.243038
8,面试,6.052634
9,并,1.998695
10,拿到,3.975261
11,玄学,6.499482
12,公司,3.699607
13,的,1.003824
14,录取,5.249349
15,！,4.715149

CMU,143
0,需要,3.98786
1,房子,6.059936
2,的,1.138269
3,朋友,3.408282
4,请,3.764669
5,联系,3.53085
6,我,4.016349
7,呀,3.705003
8,，,1.027943
9,这个,3.133736
10,房子,3.727603
11,依然,4.957556
12,可,2.768356
13,租,6.025867
14,。,1.742426

CMU,145
0,且,4.478143
1,在,1.523432
2,寒冷,4.078807
3,的,0.2972036
4,匹兹堡,5.597507
5,包含,4.39348
6,所有,2.135292
7,暖气,6.517469
8,费,5.315121
9,！,4.565931

CMU,146
0,租,5.387967
1,新房,6.984185
2,还,3.83045
3,得,2.606419
4,大,3.141396
5,冬天,5.783376
6,往返,5.260828
7,宜家,6.322951
8,搬家,6.306211
9,具,2.666735
10,组装,4.852299
11,家具,2.242083
12,，,0.8346568
13,折腾,6.85567
14,一,1.869645
15,遍,3.29836
16,签,5.560625
17,合同,5.506878
18,接,5.148793
19,电网,4.47236
20,的,0.8859069
21,手续,4.998147
22,，,0.4808174
23,来,3.513138
24,这,3.827591
25,直接,3.61388
26,<unk>,Infinity
27,入住,5.243498
28,，,1.059009
29,很,3.673991
30,方便,2.741679
31,！,5.295875

CMU,150
0,房间,5.415995
1,宽敞,3.491162
2,，,0.1978347
3,客厅,5.857444
4,更大,5.036211
5,，,1.069954
6,可,2.541571
7,开,4.427718
8,派对,2.93414
9,，,0.31627
10,卧室,6.309508
11,里,1.132881
12,各,3.38425
13,式,3.613105
14,家具,4.31197
15,齐全,6.23632
16,，,0.370216
17,<unk>,Infinity
18,入住,5.243498
19,。,0.9292497

CMU,151
0,欢迎,5.269867
1,来,3.011078
2,短信,6.385708
3,，,0.9125659
4,不,2.972998
5,能,2.9051
6,时时,4.680795
7,接,4.609364
8,电话,4.746593
9,。,1.274458

CMU,156
0,公用,5.688997
1,事业,4.815551
2,不,3.204154
3,包,4.425554
4,。,1.307

CMU,160
0,价格,5.177113
1,：,2.86002
2,<unk>,Infinity
3,/,3.159547
4,月,3.459783
5,，,0.7323937
6,包含,4.045518
7,所有,2.242328
8,水电气,7.904415
9,等,2.842651
10,服务费,6.963549
11,。,0.7226339

CMU,162
0,门口,5.976814
1,有,1.705884
2,公交,4.538711
3,到,3.104786
4,中国,2.386387
5,店,5.736878
6,等,1.791321
7,。,0.5152113

CMU,164
0,路由器,5.886802
1,是,1.933993
2,<unk>,Infinity
3,！,3.946241

CMU,165
0,价格,5.177113
1,公道,6.661258
2,，,0.8634612
3,附近,4.018546
4,其他,2.891562
5,房子,5.077678
6,算,5.481734
7,服务费,6.708063
8,都,3.488003
9,要,1.920648
10,大概,5.50965
11,<unk>,Infinity
12,左右,3.969365
13,。,0.7867529

CMU,169
0,（,2.636784
1,水电气,7.876046
2,费,4.866289
3,全,4.529107
4,包,4.892569
5,）,2.038888
6,。,0.6901961

CMU,170
0,总,3.760217
1,办公室,3.822767
2,就,2.97911
3,在,0.5183236
4,地下,3.671516
5,一,1.075697
6,楼,7.34467
7,，,0.9246232
8,咨询,5.387879
9,非常,4.534698
10,方便,2.645809
11,。,0.2552725

CMU,171
0,我,3.527254
1,希望,2.50674
2,租,5.712935
3,一,2.043456
4,个,5.461759
5,房间,3.134434
6,前,3.748026
7,一,1.618153
8,整,7.181557
9,年,2.648843
10,的,1.578519
11,租期,4.615898
12,。,2.034511

CMU,177
0,全新,4.867811
1,的,0.493827
2,宜家,5.645515
3,买,5.603597
4,的,1.21779
5,小,3.264341
6,单人床,7.843886
7,的,1.68071
8,床,4.804729
9,和,1.692756
10,书桌,6.067103
11,柜子,6.854295
12,，,0.9378521
13,房间,5.043272
14,内,4.138082
15,有,2.289129
16,衣柜,6.486927
17,。,1.382467

CMU,178
0,<unk>,Infinity
1,打,4.118957
2,电话,3.741679
3,或者,2.905676
4,发,4.181838
5,短信,5.907889
6,都,2.712943
7,阔,5.863269
8,以,3.189283
9,。,4.390965

CMU,179
0,只用,5.688997
1,<unk>,Infinity
2,，,1.197862
3,三,3.09241
4,人,0.9569654
5,平分,3.953922
6,。,1.157025

CMU,180
0,我俩,6.740252
1,都,2.018463
2,是,0.7527016
3,刚,4.602773
4,毕业,1.513105
5,没,5.460276
6,多久,6.227167
7,的,1.322219
8,年轻,3.864295
9,职员,4.438061
10,，,0.9570133
11,安静,5.765639
12,好,4.72127
13,相处,3.757492
14,，,0.7833342
15,会,3.047284
16,居家,6.876254
17,也,2.990236
18,爱,3.829176
19,出去,5.053157
20,浪,5.78364
21,。,1.460633

CMU,184
0,另,3.093914
1,有,4.112612
2,全套,4.890234
3,基本,4.401374
4,家具,5.889269
5,（,2.209271
6,单人床,7.247342
7,/,3.44345
8,书桌,6.968766
9,/,3.679151
10,柜子,6.938504
11,/,3.657772
12,空调,5.642438
13,）,2.260453
14,如,4.278776
15,需要,3.485904
16,可,3.371923
17,低价,6.477604
18,转让,2.149022
19,。,1.327884

CMU,185
0,可以,3.535944
1,<unk>,Infinity
2,大部分,3.856166
3,家用,4.945819
4,电器,5.755992
5,，,1.327359
6,厨房,5.47368
7,用品,5.769539
8,，,0.7493532
9,家具,5.460982
10,等,1.84075
11,。,0.6264194

CMU,190
0,一,2.791026
1,楼,5.695485
2,还,3.15267
3,有,2.490356
4,一,1.687232
5,个,5.503237
6,健身房,5.305063
7,，,0.909708
8,及,3.095779
9,自动,4.121259
10,售卖,4.600164
11,<unk>,Infinity
12,小,3.482728
13,食品,4.163713
14,店,3.286403
15,，,0.622718
16,深夜,5.246314
17,饿,6.657206
18,了,0.6548733
19,买,5.906562
20,吃,4.072104
21,的,1.23278
22,方便,4.903565
23,。,0.7897331

CMU,192
0,水电气,7.405363
1,等,2.842651
2,费用,3.787066
3,公寓,5.809193
4,全,4.623842
5,包,4.892569
6,，,0.9694159
7,网,5.009804
8,费,5.728293
9,三,4.08875
10,人,1.569363
11,均摊,8.167748
12,。,1.655019

CMU,193
0,家具,5.804013
1,：,2.665972
2,整个,4.296204
3,房子,4.421189
4,家具,5.760885
5,齐全,6.166569
6,，,0.370216
7,出租,5.525131
8,卧室,6.347696
9,家具,5.781268
10,齐全,6.166569
11,，,0.370216
12,可以,2.75564
13,打包,4.946935
14,低价,2.996804
15,转让,2.149022
16,，,1.28792
17,方便,3.941525
18,<unk>,Infinity
19,入住,5.243498
20,。,0.9292497

CMU,194
0,次,4.221019
1,卧室,5.991967
2,也,3.268258
3,不,1.933663
4,小,4.884268
5,，,1.34525
6,可以,2.347655
7,放,3.485494
8,单人床,7.653296
9,，,1.165595
10,面向,4.315643
11,后院,6.096973
12,安静,5.753567
13,。,1.220016

CMU,198
0,这个,2.896868
1,房间,3.500424
2,在,2.439874
3,夏季,3.509236
4,是,1.856234
5,整个,3.289275
6,房子,4.448017
7,最,3.939233
8,凉爽,4.457043
9,的,0.4196835
10,屋子,5.177216
11,，,0.6704146
12,最,3.346987
13,热,5.698401
14,的,1.384513
15,时候,2.097392
16,也,2.074563
17,可以,1.31527
18,不,2.445148
19,开,5.348697
20,风扇,4.826053
21,。,1.228663

CMU,199
0,房间,5.415995
1,/,3.491162
2,客厅,5.642438
3,/,3.74669
4,<unk>,Infinity
5,都,2.985784
6,可以,1.575163
7,，,2.359414
8,有,2.548715
9,张,3.77959
10,床,3.23419
11,就,3.147584
12,行,3.407831
13,。,0.3741371

CMU,201
0,卧室,6.527233
1,里,1.176091
2,有,1.784423
3,一,1.141674
4,个,5.503237
5,标准,3.223251
6,双人床,7.978053
7,，,1.520604
8,凉台,7.583176
9,上,1.491654
10,又,3.09885
11,一,1.486237
12,个,5.773007
13,单人床,7.717259
14,。,1.165595

CMU,203
0,两,3.065489
1,个,0.6650633
2,街区,3.227555
3,内,2.15314
4,有,2.459326
5,各,3.662312
6,种,4.273322
7,吃,4.942069
8,=,4.879489
9,的,3.842176
10,，,2.064798
11,银行,5.002532
12,和,1.467361
13,小,3.210176
14,超市,4.357368
15,。,1.163666

CMU,204
0,关于,3.119623
1,公寓,4.956363
2,：,2.926869
3,两,3.234934
4,室,4.138452
5,一,0.9280026
6,厅,0.2688453
7,，,0.7224511
8,一,3.329988
9,个,5.656124
10,卫生间,4.93294
11,，,0.4988647
12,空间,4.588156
13,很大,3.54528
14,，,0.2684461
15,朝向,5.158253
16,为,2.890626
17,南,0.1978347
18,，,2.706355
19,所以,2.357018
20,有,1.867235
21,充足,3.785034
22,的,0.1846491
23,阳光,1.70907
24,。,0.9042435

CMU,206
0,卧室,6.527233
1,，,0.6956164
2,小,3.758186
3,房间,4.714793
4,，,0.6998174
5,和,2.324504
6,门廊,5.540215
7,都,3.269938
8,有,1.13947
9,衣柜,6.660219
10,。,1.382467

CMU,207
0,房间,5.415995
1,和,1.894904
2,之间,4.006723
3,有,1.89969
4,一,1.170521
5,扇,2.878793
6,滑动,4.025109
7,门,4.420696
8,地图,4.875218
9,：,2.66008

CMU,208
0,同,3.740217
1,问,5.280564
2,楼主,6.778114
3,这个,3.618119
4,房子,3.927536
5,现在,2.757845
6,还,2.19558
7,在,0.8171276
8,招租,6.434515
9,吗,5.264658
10,？,0.1054398

CMU,209
0,洗,4.876083
1,<unk>,Infinity
2,春天,4.91445
3,刚,5.083631
4,改造,4.834916
5,过,2.301717
6,很,3.998808
7,干净,3.89113
8,。,0.9248334

CMU,210
0,公寓,4.876083
1,有,2.750553
2,免费,3.934701
3,停车场,1.720713
4,。,0.7519113

CMU,211
0,经理,6.100998
1,很,3.288638
2,好,3.559633
3,，,1.364868
4,有,2.337913
5,问题,3.498763
6,会,3.390483
7,及时,4.525898
8,给,3.986188
9,解决,4.155018
10,。,1.116909

CMU,212
0,洗衣房,6.405363
1,在,2.529057
2,地下室,4.429139
3,；,3.0515

CMU,214
0,楼道,6.665
1,物业,4.992622
2,经理,2.955853
3,和蔼可亲,6.842708
4,。,1.18965

CMU,216
0,房间,5.415995
1,：,2.870081
