SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence
19, nine west tote bag 全 新 $25,1,nine west tote bag,玖熙手包,,,,,,,,, 玖熙手包 全 新 $25
20, hello ~ 下面 先 列 个 列表 ， 包括 物品 、 价格 、 赠品 。,1,hello,嘿,,,,,,,,, 嘿 ~ 下面 先 列 个 列表 ， 包括 物品 、 价格 、 赠品 。
21, blender ： 原价 $ 39.,1,blender,搅拌机,,,,,,,,, 搅拌机： 原价 $ 39.
22, tx-instrument financial instrument : actuarial exam fm/mle : 原价 84.,2,financial instrument,金融用品,actuarial exam,精算考试,,,,,,, tx-instrument 金融用品 : 精算考试 : 原价 84.
24, 照片 请 看 下边 google drive 的 链接 ：,1,google drive,谷歌云盘,,,,,,,,, 照片 请 看 下边 谷歌云盘 的 链接 ：
25, 出 闲置 ， 有 兴趣 请 email 联系,1,email,电子邮件,,,,,,,,, 出 闲置 ， 有 兴趣 请电子邮件 联系
26, 车子 状况 非常 好 ， clean title ， 无 事故 ， 省心 省 油 。,1,clean title,干净标题,,,,,,,,, 车子 状况 非常 好 ，干净标题 ， 无 事故 ， 省心 省 油 。
27, 红色 ， 第一 任 车主 ， clean title ， 基本 配置 。,1,clean title,干净标题,,,,,,,,, 红色 ， 第一 任 车主 ，干净标题 ， 基本 配置 。
28, tx-instrument financial instrument : actuarial exam fm/mle : 原价 84.,2,financial instrument,金融用品,actuarial exam,精算考试,,,,,,, tx-instrument金融用品 : 精算考试 : 原价 84.
30, 电梯 直达 [ url = ] [/url ],1,url,统一资源定位符,,,,,,,,, 电梯 直达 [ 统一资源定位符 = ] [/统一资源定位符 ]
31, king size king size king size 床,1,king size king size king size,超大号,,,,,,,,, 超大号超大号超大号的 床
32, queen size size size 床,1,queen size size size,大号,,,,,,,,, 大号的 床
33, 一 张 work bench ;,1,work bench,工作台,,,,,,,,, 一 张 工作台;
34, 邮箱 wood em@0,1,wood,伍德,,,,,,,,, 邮箱 wood em@0
35, 楼 主 你 是 不 是 在 sq hill ？,1,sq hill,sq （松鼠）山,,,,,,,,, 楼 主 你 是 不 是 在 松鼠山？
36, 车子 状况 非常 好 ， clean title ， 无 事故 ， 省心 省 油 。,1,clean title,干净标题,,,,,,,,, 车子 状况 非常 好 ，干净标题， 无 事故 ， 省心 省 油 。
37, 没有 任何 故障 ， 车辆 非常 省心 ， 非常 reliable 。,1,reliable,可靠的,,,,,,,,, 没有 任何 故障 ， 车辆 非常 省心 ， 非常 可靠。
38, 大家 好 ， 我 是 匹 大学生 ， 希望 加入 一 个 手机 的 family plan 。,1,family plan,家庭套餐,,,,,,,,, 大家 好 ， 我 是 匹 大学生 ， 希望 加入 一 个 手机 的 家庭套餐。
39, cell : pn-1 ( 电话 或 短信 均 可 ),1,cell,电话,,,,,,,,, 电话 : pn-1 ( 电话 或 短信 均 可 )
40, cell : pn-1 ( 电话 或 短信 均 可 ),1,cell,电话,,,,,,,,, 电话 : pn-1 ( 电话 或 短信 均 可 )
41, clean title ， 随时 可 交 车,1,clean title,干净标题,,,,,,,,, 干净标题 ， 随时 可 交 车
42, 微波炉 搬家 sale,1,sale,出售,,,,,,,,, 搬家 出售微波炉
43, 无线 激光 打印机 brother 牌子 可以 复印 ， 扫描 ！,1,brother,兄弟,,,,,,,,, 无线 激光 打印机 兄弟牌 可以 复印 ， 扫描 ！
44, 有 兴趣 请 联系 rent em@1,1,rent,出租,,,,,,,,, 有 兴趣 请 联系 rent em@1
45, 使用 至今 没有 任何 事故 记录 ， clean title 。,1,clean title,干净标题,,,,,,,,, 使用 至今 没有 任何 事故 记录 ， 干净标题 。
46, 写 paper 写 作业 必备 。,1,paper,文章,,,,,,,,, 写 文章 写 作业 必备 。
47, 有 兴趣 请 先 邮件 联系 rent em@1,1,rent,出租,,,,,,,,, 有 兴趣 请 先 邮件 联系 rent em@1
48, 豪华 suv 包车 往返 pit 机场 及 匹兹堡 市区,2,suv,城市功能越野车,pit,匹兹堡,,,,,,, 豪华城市功能越野车 包车 往返 匹兹堡 机场 及 匹兹堡 市区
49, 豪华 suv 包车 往返 pit 机场 及 匹兹堡 市区,2,suv,城市功能越野车,pit,匹兹堡,,,,,,, 豪华城市功能越野车 包车 往返 匹兹堡 机场 及 匹兹堡 市区
50, 联系 电话 ： pn-2 email : em@2,1,email,电子邮箱,,,,,,,,, 联系 电话 ： pn-2 电子邮箱 : em@2
51, 小 电风扇 已 出 ， 屏风 on hold,1,on hold,等待,,,,,,,,, 小 电风扇 已 出 ， 屏风待出
52, hello 你 可以 直接 微 信 我 ， 我 发给 你 吗 ？,1,hello,你好,,,,,,,,, 你好 你 可以 直接 微 信 我 ， 我 发给 你 吗 ？
53, 最好 在 north oakland,1,north oakland,北奥克兰,,,,,,,,, 最好 在 北奥克兰
54, 本人 是 第三 任 车主 ， 前 两 位 车主 及 本人 均 在 奥迪 dealer 店 定期 保养 ， 车况 好 。,1,dealer,卖家,,,,,,,,, 本人 是 第三 任 车主 ， 前 两 位 车主 及 本人 均 在 奥迪卖家 店 定期 保养 ， 车况 好 。
55, 联系 电话 ： pn-2 email : em@2,1,email,电子邮箱,,,,,,,,, 联系 电话 ： pn-2 电子邮箱 : em@2
56, amazon fire tv stick ， 原价 $ 39.,1,amazon fire tv stick,亚马逊火焰电视棒,,,,,,,,, 亚马逊火焰电视棒 ， 原价 $ 39.
57, 宜家 立柜 / 书柜 ( like new ) : $25 ( multiple available ),2,like new,半新,multiple available,多个可得,,,,,,, 宜家 立柜 / 书柜 ( 半新 ) : $25 ( 多个可得 )
58, 地址 ： frick park,1,frick park,弗里克公园,,,,,,,,, 地址 ：弗里克公园
59, 我 住 n craig st 。,1,n craig st,北克列戈街,,,,,,,,, 我 住 北克列戈街 。
60, 以上 queen size 已 出 啦,1,queen size,大号尺寸的,,,,,,,,, 以上 大号尺寸的 已 出 啦
61, 本人 是 第三 任 车主 ， 前 两 位 车主 及 本人 均 在 奥迪 dealer 店 定期 保养 ， 车况 好 。,1,dealer,卖家,,,,,,,,, 本人 是 第三 任 车主 ， 前 两 位 车主 及 本人 均 在 奥迪 的专卖 店 定期 保养 ， 车况 好 。
62, 求购 bread toaster 一 个 ！,1,bread toaster,烤面包机,,,,,,,,, 求购烤面包机一 个 ！
63, cloth horse 是 啥 啊 楼 主,1,cloth horse,晾衣架,,,,,,,,, 晾衣架 是 啥 啊 楼 主
64, 可以 暂时 用 国内 的 驾照 开 ， 不过 最好 是 考 learner permit 。,1,learner permit,学习者许可证,,,,,,,,, 可以 暂时 用 国内 的 驾照 开 ， 不过 最好 是 考 学习者许可证。
65, 平时 都 很 爱惜 车子 经常 保养 车主 不 吸烟 clean title 可 送 aux 线 手机 支架,2,clean title,干净标题,aux,辅助接口,,,,,,, 平时 都 很 爱惜 车子 经常 保养 车主 不 吸烟 干净标题 可 送 辅助接口 线 手机 支架
66, 因 relocate 需要 ， 出手 小车 ~,1,relocate,搬家,,,,,,,,, 因 搬家 需要 ， 出手 小车 ~
67, 自动 挡 （ 手 自 一体 ） 两 门 蓝 （ 灰 ） 色 coupe ， 2.,1,coupe,双开门车,,,,,,,,, 自动 挡 （ 手 自 一体 ） 两 门 蓝 （ 灰 ） 色 双开门车 ， 2.
68, 全新 gre og$20,1,gre,研究生标准考试,,,,,,,,, 全新 研究生标准考试 官方指导书$20
69, 物品 condition 大部分 excellent to like new .,2,condition,状态,excellent to like new,完美到较新,,,,,,, 物品状态大部分完美到较新 .
70, 带 三 档 fan control ，,1,fan control,风扇控制,,,,,,,,, 带 三 档风扇控制 ，
71, front ， top ， bottom 都 有 dust filter ，,4,front,前面,top,上,bottom,下,dust filter,粉尘过滤器,,, 前面，上面 ， 下面 都 有 粉尘过滤器 ，
72, 出售 二手 full size 床 ！,1,full size,全尺寸大小,,,,,,,,, 出售 二手 全尺寸大小的 床 ！
73, 对 您 的 tv stand 感兴趣 ， 请 提供 联系 方式 ， 我 的 联系 电话 pn-3 （ 杨 ） ， 谢谢 ！,1,tv stand,电视站脚,,,,,,,,, 对 您 的 电视站脚 感兴趣 ， 请 提供 联系 方式 ， 我 的 联系 电话 pn-3 （ 杨 ） ， 谢谢 ！
74, 包含 ： 电 吉他 ， 音箱 ， cable ， 输入 3.,1,cable,线,,,,,,,,, 包含 ： 电 吉他 ， 音箱 ， 线， 输入 3.
75, 具体 的 信息 也 可以 参考 amazon 的 页面 或者 短信 我 。,1,amazon,亚马逊,,,,,,,,, 具体 的 信息 也 可以 参考 亚马逊 的 页面 或者 短信 我 。
76, 十 分钟 可 达 买 吃 一 条 街 - walnut street 。,1,walnut street,核桃街,,,,,,,,, 十 分钟 可 达 买 吃 一 条 街 - 核桃街 。
77, 这 是 amazon 的 link,2,amazon,亚马逊,link,链接,,,,,,, 这 是 亚马逊 的 链接
78, png 回国 转让 家具 ：,1,png,图片？,,,,,,,,, 图片： 回国 转让 家具 ：
79, 小区 环境 非常 幽静 ： 有 多 处 playground 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,1,playground,操场,,,,,,,,, 小区 环境 非常 幽静 ： 有 多 处 操场 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在
80, 今天 刚 做 的 inspection ， 去年 做 过 alignment ， 轮胎 刚 用 一 年 多 ， 很 新 。,2,inspection,检查,alignment,校准,,,,,,, 今天 刚 做 的 检查， 去年 做 过校准 ， 轮胎 刚 用 一 年 多 ， 很 新 。
81, 正值 壮年 ， 因为 是 timing chain 所以 不用 担心 timing belt 问题 。,2,timing chain,时间链,timing belt,同步带,,,,,,, 正值 壮年 ， 因为 是时间链 所以 不用 担心 同步带问题 。
82, 家具 都 是 宜家 或者 amazon 上 购买 的 ， 使用 了 不到 一 年 。,1,amazon,亚马逊,,,,,,,,, 家具 都 是 宜家 或者 亚马逊 上 购买 的 ， 使用 了 不到 一 年 。
83, amazon 上 marcy 健身 椅$15,2,amazon,亚马逊,marcy,,,,,,,, 亚马逊 上 马西牌 健身 椅$15
84, ask for$19500 （ 可 小刀 ）,1,ask,需要,,,,,,,,, 需要$19500 （ 可 小刀 ）
85, 系统 及 功能 就 不用 说 了 ， 用 mac 的 都 知道 。,1,mac,苹果电脑,,,,,,,,, 系统 及 功能 就 不用 说 了 ， 用 苹果电脑 的 都 知道 。
86, 就 在 south oakland 随时 看 车 ， pn-4 。,1,south oakland,南奥克兰,,,,,,,,, 就 在 南奥克兰 随时 看 车 ， pn-4 。
87, 【 物业 】 ： meyers management 公司 ， 物业 反应 迅速,1,meyers management,迈耶斯物业,,,,,,,,, 【 物业 】 ：迈耶斯物业 公司 ， 物业 反应 迅速
88, 盒子 里 本身 两 个 游戏 ， 再 多 送 两 个 游戏 ， 很 适合 party 的 时候 大家 一起 玩 。,1,party,聚会,,,,,,,,, 盒子 里 本身 两 个 游戏 ， 再 多 送 两 个 游戏 ， 很 适合 聚会的 时候 大家 一起 玩 。
89, 小朋友 不到 一 岁 就 换 了 convertible car seat ， 这个 在家 闲置 了 几 个 月 了 。,1,convertible car seat,可转换汽车座椅,,,,,,,,, 小朋友 不到 一 岁 就 换 了 可转换式汽车座椅 ， 这个 在家 闲置 了 几 个 月 了 。
90, king size 的,1,king size,超大号,,,,,,,,, 超大号的
91, clean title ， 从未 有 过 任何 事故 ， 车况 良好 ， 性能 稳定 ， 并 有 其他 附件 赠送 。,1,clean title,干净标题,,,,,,,,, 干净标题 ， 从未 有 过 任何 事故 ， 车况 良好 ， 性能 稳定 ， 并 有 其他 附件 赠送 。
92, 两 个 car seater 都 出 了 ， 谢谢 关注 ！,1,car seater,汽车座椅,,,,,,,,, 两 个 汽车座椅 都 出 了 ， 谢谢 关注 ！
93, room essentials 风扇 。,1,room essentials,房间必须,,,,,,,,, 房需牌 风扇 。
94, modem 和 wireless router 套餐 。,2,modem,猫（调制解调器）,wireless router,无线路由器,,,,,,, 调制解调器 和 无线路由器 套餐 。
96, 联系 方式 ： pn-5 ( text ),1,text,信息,,,,,,,,, 联系 方式 ： pn-5 ( 短信 )
97, 发动机 强劲 smooth ， 驾驶 舒适 ， 视线 好 ， 跑 长途 毫无 问题 。,1,smooth,平稳,,,,,,,,, 发动机 强劲平稳， 驾驶 舒适 ， 视线 好 ， 跑 长途 毫无 问题 。
98, 型号 ： hamilton beach 331414-quart .,1,hamilton beach,汉密尔顿碧池,,,,,,,,, 型号 ：汉密尔顿碧池 331414-quart .
99, amazon 链接 ( 原价 $ 19.,1,amazon,亚马逊,,,,,,,,, 亚马逊 链接 ( 原价 $ 19.
100, 转让 玻璃 茶几 ， 包括 一 个 coffee table 和 两 个 side tables 。,2,coffee table,咖啡桌,side tables,茶几,,,,,,, 转让 玻璃 茶几 ， 包括 一 个咖啡桌 和 两 个茶几 。
101, 一 个 night stand ， 一 个 小 书桌 免费 赠送 。,1,night stand,床头柜,,,,,,,,, 一 个床头柜， 一 个 小 书桌 免费 赠送 。
102, 联系 方式 ： email : sum em@3,2,email,电子邮件,sum,和,,,,,,, 联系 方式 ： 电子邮件: sum em@3
103, 我 刚刚 仔细 看 了 一下 空调 的 介绍 ， 这个 空调 好像 不 适合 standard window ， 如果 给 大家 造成 误导 ， 十分 抱歉 。,1,standard window,标准窗,,,,,,,,, 我 刚刚 仔细 看 了 一下 空调 的 介绍 ， 这个 空调 好像 不 适合 标准窗 ， 如果 给 大家 造成 误导 ， 十分 抱歉 。
104, 地址 ： near frick park,1,near frick park,近弗里克公园,,,,,,,,, 地址 ：近弗里克公园
105, thx 已 出,1,thx,谢谢,,,,,,,,, 谢谢 已 出
106, 利用 closet 下方 空间 的 整理 架 免费,1,closet,衣橱,,,,,,,,, 利用 衣橱 下方 空间 的 整理 架 免费
107, 地址 在 frick park 附近 。,1,frick park,弗里克公园,,,,,,,,, 地址 在弗里克公园 附近 。
108, 或者 请 查看 word 附件 ～,1,word,文档,,,,,,,,, 或者 请 查看文档附件 ～
109, （ 坐标 ： south oakland ， 联系 方式 ： em@4,1,south oakland,南奥克兰,,,,,,,,, （ 坐标 ： 南奥克兰， 联系 方式 ： em@4
110, 每 三千 迈 用 最 好 的 mobil-1 synthetic oil 细心 保养,1,synthetic oil,合成油,,,,,,,,, 每 三千 迈 用 最 好 的 汽车一号 合成油 细心 保养
111, 仅 后面 bumper 和 左 后 车门 有 少许 dents,2,bumper,保险杠,dents,凹痕,,,,,,, 仅 后面保险杠 和 左 后 车门 有 少许凹痕
112, 坐标 ： squirrel hill .,1,squirrel hill,松鼠山,,,,,,,,, 坐标 ：松鼠山
113, 免费 的 桌子 ， baby seat ， high chair ， queen size mattress and box .,3,baby seat,婴儿座椅,high chair,高脚凳,queen size mattress and box,大号席梦思和盒子,,,,, 免费 的 桌子 ， 婴儿座椅，高脚凳 ， 大号席梦思和盒子
115, 八月 初 到 匹兹堡 ， 需要 一 张 queen size 的 床 ， 桌子 ， 椅子 各 种 家具,1,queen size,大号,,,,,,,,, 八月 初 到 匹兹堡 ， 需要 一 张 大号 的 床 ， 桌子 ， 椅子 各 种 家具
116, 利用 closet 下方 空间 的 整理 架 免费,1,closet,衣橱,,,,,,,,, 利用 衣橱 下方 空间 的 整理 架 免费
117, 我 的 地址 在 fifth ave and aiken ave 附近 。,1,fifth ave and aiken ave,五街和艾肯街,,,,,,,,, 我 的 地址 在 五街和艾肯街 附近 。
118, 有 兴趣 的 朋友 请 联系 [ url = mailtoynch.,1,url,统一资源定位符,,,,,,,,, 有 兴趣 的 朋友 请 联系 [ 统一资源定位符 = mailtoynch.
119, 打印机 为 brother hl-2270 dw ， 状态 良好,2,brother,兄弟,dw,,,,,,,, 打印机 为 兄弟牌 hl-2270 dw ， 状态 良好
120, 东西 在 north oakland,1,north oakland,北奥克兰,,,,,,,,, 东西 在 北奥克兰
121, 地点 位于 s highland ave 和 elwood st 交界,2,s highland ave,南高地街,elwood st,埃尔伍德街,,,,,,, 地点 位于 南高地街 和 埃尔伍德街 交界
122, 你 转账 后 ， 我 给 你 完整 的 report .,1,report,报告,,,,,,,,, 你 转账 后 ， 我 给 你 完整 的 报告
123, queen size 睡 两 人 很 宽敞 ， 舒服 ！,1,queen size,大号床,,,,,,,,, 大号床 睡 两 人 很 宽敞 ， 舒服 ！
124, 微波炉 ， danby 0.,1,danby,丹比,,,,,,,,, 微波炉 ，丹比0.
125, 人 在 centre giant eagle 附近 ~,1,centre giant eagle,中大老鹰,,,,,,,,, 人 在 中 大老鹰 附近 ~
126, 求购 window machine,1,window machine,窗口机,,,,,,,,, 求购 窗口机
127, 白板 [ size = 14.,1,size,大小,,,,,,,,, 白板 [ 大小= 14.
128, 可以 支撑 起来 看 视频 的 case,1,case,外壳,,,,,,,,, 可以 支撑 起来 看 视频 的 外壳
130, 有 兴趣 邮件 betty em@5,1,betty,贝蒂,,,,,,,,, 有 兴趣 邮件 betty em@5
131, 验证 码 [ url = ] 换 一 个 [/url ],1,url,统一资源定位符,,,,,,,,, 验证 码 [ 统一资源定位符 = ] 换 一 个 [/统一资源定位符 ]
132, dish dryer : 有 专门 可以 放 筷子 的 地方 。,1,dish dryer,晾碗框,,,,,,,,, 晾碗框 : 有 专门 可以 放 筷子 的 地方 。
133, 或 发 邮件 到 ： cap em@6,1,cap,帽子,,,,,,,,, 或 发 邮件 到 ： cap em@6
134, 所有 保养 ， inspection ， 换 轮胎 全 都 是 在 奔驰 dealer 做 的 。,2,inspection,检查,dealer,卖家,,,,,,, 所有 保养 ，检查 ， 换 轮胎 全 都 是 在 奔驰 卖家做 的 。
135, 半 年 前 换 了 四 个 break rotors ， 和 两 个 front breaks ，,2,break rotors,brake rotor 刹车转子,front breaks,front brake前刹,,,,,,, 半 年 前 换 了 四 个 刹车转子 ， 和 两 个前刹，
136, 最好 在 centre ， market district giant eagle 附近 。,2,centre,中 ,market district giant eagle,市场区大老鹰,,,,,,, 最好 在 中大老鹰超市区 附近 。
137, 需要 自己 来 pick up ， 谢谢 ！,1,pick up,拿,,,,,,,,, 需要 自己 来拿， 谢谢 ！
138, 回国 出 高端 音响 beats by dr.,1,beats by,beats,,,,,,,,, 回国 出 高端 音响 beats by dr.
139, 电话 ： 412-六五二－6177 （ 最好 message ）,1,message,短信,,,,,,,,, 电话 ： 412-六五二－6177 （ 最好 短信 ）
140, 顶上 的 mic 不 能 调节 方向 ， 但是 对 录音 效果 并 无 影响 ，,1,mic,麦克风,,,,,,,,, 顶上 的 麦克风 不 能 调节 方向 ， 但是 对 录音 效果 并 无 影响 ，
141, 一 个 厚 被子 ， queen size 。,1,queen size,大号的,,,,,,,,, 一 个 厚 被子 ， 大号的。
142, 搅拌机 ， $5--- sold,1,sold,已出售,,,,,,,,, 搅拌机 ， $5---已出售
143, 买 两 件 以上 送 phipps conservatory and botanical gardens 门票 一 张 ， 买 三 件 以上,1,phipps conservatory and botanical gardens,菲普斯温室植物园,,,,,,,,, 买 两 件 以上 送 菲普斯温室植物园 门票 一 张 ， 买 三 件 以上
144, wireless chiclet-style keyboard ， optical mouse ， 赠送 键盘 和 鼠标 ；,3,wireless,无线的,keyboard,键盘,optical mouse,光学鼠标,,,,, 无线的方块键盘 ，光学鼠标 ， 赠送 键盘 和 鼠标 ；
145, 操作 系统 ： windows 8.,1,windows,视窗,,,,,,,,, 操作 系统 ： 视窗 8.
146, 显卡 ： integrated ;,1,integrated,集成,,,,,,,,, 显卡 ：集成 ;
147, 给 自己 ding 一下 ！,1,ding,顶,,,,,,,,, 给 自己 顶 一下 ！
148, 今天 随手 一 试 发现 code 能用 ， 真是 意外 惊喜 。,1,code,代码,,,,,,,,, 今天 随手 一 试 发现代码 能用 ， 真是 意外 惊喜 。
149, honeywell 电 风扇 ， amazon 23.,2,honeywell,哈尼维尔,amazon,亚马逊,,,,,,, 哈尼维尔电 风扇 ， 亚马逊 23.
150, 毕业 甩卖 家具 （ 具体 价格 图片 见 google doc ）,1,google doc,谷歌文档,,,,,,,,, 毕业 甩卖 家具 （ 具体 价格 图片 见 谷歌文档 ）
151, 位置 在 hobart street ， squirrel hill .,2,hobart street,霍巴特街,squirrel hill,松鼠山,,,,,,, 位置 在霍巴特街 ，松鼠山.
152, 楼主 发现 amazon 刚刚 匹配 了 $ 33.,1,amazon,亚马逊,,,,,,,,, 楼主 发现 亚马逊 刚刚 匹配 了 $ 33.
153, sony 的 2.,1,sony,索尼,,,,,,,,, 索尼 的 2.
154, amazon 原价 23.,1,amazon,亚马逊,,,,,,,,, 亚马逊 原价 23.
155, 这 款 面 包机 在 amazon 卖 $ 54.,1,amazon,亚马逊,,,,,,,,, 这 款 面 包机 在 亚马逊 卖 $ 54.
156, target （ 电子 产品 ， 家居 ， 衣物 等 。,1,target,塔吉特,,,,,,,,, 塔吉特 （ 电子 产品 ， 家居 ， 衣物 等 。
157, apple watch 送 $100 礼品 卡 （ 相当于 $249 ） ;,1,apple watch,苹果手表,,,,,,,,, 苹果手表送 $100 礼品 卡 （ 相当于 $249 ） ;
158, best buy 的 电视 deal 每 年 都 是 最 划算 的 ， 但是 要 去 店 门口 排队 ， 没有 把握 拿到,2,best buy,百思买,deal,促销,,,,,,, 百思买的 电视 促销 每 年 都 是 最 划算 的 ， 但是 要 去 店 门口 排队 ， 没有 把握 拿到
159, staples （ 电器 ， 电子 产品 ）,1,staples,订书机？（应该是个电子产品的牌子？）,,,,,,,,, 订书机 （ 电器 ， 电子 产品 ）
160, kindle paperwhite$99 ( 原价 $ 119.,1,kindle,电子书,,,,,,,,, 电子书 $99 ( 原价 $ 119.
161, ebay （ 综合 类 。,1,ebay,易趣,,,,,,,,, 易趣（ 综合 类 。
162, jc penney （ 主要 是 衣服 ， 很多 冬装 9.,1,jc penney,杰西盘尼,,,,,,,,, 杰西盘尼 （ 主要 是 衣服 ， 很多 冬装 9.
163, 差不多 算是 全新 的 了 ， 适合 full-size stove 的 公寓 或 house 使用 。,2,stove,壁炉,house,住宅,,,,,,, 差不多 算是 全新 的 了 ， 适合 带全壁炉 的 公寓 或 独栋住宅使用 。
164, 具体 联系 ： lig em@7,1,lig,李哥,,,,,,,,, 具体 联系 ： lig em@7
165, 高清 图片 见 google doc,1,google doc,谷歌文档,,,,,,,,, 高清 图片 见 谷歌文档
166, 可以 轻松 在 cmos 里 超频 。,1,cmos,计算机芯片,,,,,,,,, 可以 轻松 在 计算机芯片 里 超频 。
167, id=0b2acusdjp9ogqzhpeejstc1quuu&usp = sharing ， 有 兴趣 欢迎 联系 ， 电话 pn-6 ， 邮件 em@8,1,sharing,分享,,,,,,,,, id=0b2acusdjp9ogqzhpeejstc1quuu&usp = sharing ， 有 兴趣 欢迎 联系 ， 电话 pn-6 ， 邮件 em@8
168, html （ 价格 可以 商量 ）,1,html,超文字标记语言,,,,,,,,, 超文字标记语言 （ 价格 可以 商量 ）
169, update : 依然 有效 ， 现在 $ 25.,1,update,更新,,,,,,,,, 更新 : 依然 有效 ， 现在 $ 25.
170, amazon 上 买 的 新 书 ， 除了 用 铅笔 划 过 几 条 线 以外 就 跟 新 的 一样 。,1,amazon,亚马逊,,,,,,,,, 亚马逊 上 买 的 新 书 ， 除了 用 铅笔 划 过 几 条 线 以外 就 跟 新 的 一样 。
171, dell st 201020-inch 16:9 aspect ratio flat panel monitor + 音响 $40,2,dell st,戴尔街,aspect ratio flat panel monitor,宽高比平板显示屏,,,,,,, 戴尔 2010款 20英寸 16:9 平板显示器 + 音响 $40
172, 平时 用 的 很 仔细 ， condition 很好 。,1,condition,状态,,,,,,,,, 平时 用 的 很 仔细 ， 状态 很好 。
173, 感兴趣 的 请 email 至 em@9,1,email,电子邮件,,,,,,,,, 感兴趣 的 请 发电子邮件 至 em@9
174, hello ， 大家 好,1,hello,嘿,,,,,,,,, 嘿 ， 大家 好
175, 轻薄 便捷 ， usb 连接,1,usb,通用串行总线,,,,,,,,, 轻薄 便捷 ，通用串行总线 连接
176, 电磁场 与 电磁波 david k .,1,david k,大卫k,,,,,,,,, 电磁场 与 电磁波 大卫 k .
177, 动态 系统 的 数字 控制 gene f.,1,gene,基因,,,,,,,,, 动态 系统 的 数字 控制 基因 f.
178, 仍然 available :,1,available,有效,,,,,,,,, 仍然 有效 :
179, 坐标 craig 上 的 cvs 附近,2,craig,克列戈,cvs,超市,,,,,,, 坐标 克列戈街 上 的 cvs（超市名） 附近
