SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,CodeSwitch6,Translation6,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation
50,去 专业 机构 quote 以后 重新 定价,1,quote,,,,,,,,,,,,6,1,0,[0_1_2_4_5_6],[3],
51,小区 的 设施 还 包括 健身房 ， 游泳池 ， 还 有 一 个 reading room 。,1,reading room,,,,,,,,,,,,11,2,3,[0_1_2_3_4_5_7_9_10_11_12],[13_14],[6_8_15]
52,usp = sharing 引用,1,usp = sharing,,,,,,,,,,,,1,2,1,[3],[0_2],[1]
53,爱 干净 ， 不 开 party ， 好 相处 。,1,party,,,,,,,,,,,,6,1,3,[0_1_3_4_7_8],[5],[2_6_9]
54,房东 的 rental,1,rental,,,,,,,,,,,,2,1,0,[0_1],[2],
55,而且 位于 downtown ， 周边 不 远 处 商店 林立 。,1,downtown,,,,,,,,,,,,8,1,2,[0_1_4_5_6_7_8_9],[2],[3_10]
56,bryn 出租 ?,1,bryn,,,,,,,,,,,,1,1,1,[1],[0],[2]
57,提前 renew 房租 比 现在 找 office 租 便宜 。,2,renew,,office,,,,,,,,,,7,2,1,[0_2_3_4_5_7_8],[1_6],[9]
58,房间 全部 为 fully furnished 。,1,fully furnished,,,,,,,,,,,,3,2,1,[0_1_2],[3_4],[5]
59,距离 车站 2-3 分钟 走路 时间 ， w ， nv 和 we 经过 车站 。,2,w ， nv,,we,,,,,,,,,,8,3,4,[0_1_3_4_5_10_12_13],[7_9_11],[2_6_8_14]
60,房间 全部 为 fully furnished 。,1,fully furnished,,,,,,,,,,,,3,2,1,[0_1_2],[3_4],[5]
61,距离 车站 2-3 分钟 走路 时间 ， w ， nv 和 we 经过 车站 。,2,w ， nv,,we,,,,,,,,,,8,3,4,[0_1_3_4_5_10_12_13],[7_9_11],[2_6_8_14]
62,copper beech aaron dr 有 兴趣 吗 ?,1,copper beech aaron dr,,,,,,,,,,,,3,4,1,[4_5_6],[0_1_2_3],[7]
63,没有 基础 ， 希望 利用 summer 时间 能够 集中 学习 一下 。,1,summer,,,,,,,,,,,,9,1,2,[0_1_3_4_6_7_8_9_10],[5],[2_11]
64,随时 可以 签 lease ， 今年 七月 底 或者 8.,1,lease,,,,,,,,,,,,7,1,2,[0_1_2_5_6_7_8],[3],[4_9]
65,我 希望 找 妹子 火速 去 office 商量 这 件 事 。,1,office,,,,,,,,,,,,10,1,1,[0_1_2_3_4_5_7_8_9_10],[6],[11]
66,garden 一 室 一 厅 出租 。,1,garden,,,,,,,,,,,,5,1,1,[1_2_3_4_5],[0],[6]
67,楼主 已 不再 往返 boston 。,1,boston,,,,,,,,,,,,4,1,1,[0_1_2_3],[4],[5]
68,电气 和 暖气 等 utility 的 费用 ， 均 摊 到 每人 大约 20-60 刀 / 月 。,1,utility,,,,,,,,,,,,13,1,4,[0_1_2_3_5_6_8_9_10_11_12_14_16],[4],[7_13_15_17]
69,会 优先 考虑 graduate student 和 女生 。,1,graduate student,,,,,,,,,,,,5,2,1,[0_1_2_5_6],[3_4],[7]
70,房型 是 两 人 间 ， 需要 和 一 位 男生 phd share bathroom 。,1,phd share bathroom,,,,,,,,,,,,10,3,2,[0_1_2_3_4_6_7_8_9_10],[11_12_13],[5_14]
71,二 层 corner unit ， 采光 好 。,1,corner unit,,,,,,,,,,,,4,2,2,[0_1_5_6],[2_3],[4_7]
72,房东 的 rental,1,rental,,,,,,,,,,,,2,1,0,[0_1],[2],
73,而且 位于 downtown ， 周边 不 远 处 商店 林立 。,1,downtown,,,,,,,,,,,,8,1,2,[0_1_4_5_6_7_8_9],[2],[3_10]
74,leasing office 有 健身房 和 游泳池 。,1,leasing office,,,,,,,,,,,,4,2,1,[2_3_4_5],[0_1],[6]
75,本人 在 penn state 做 博 后 。,1,penn state,,,,,,,,,,,,5,2,1,[0_1_4_5_6],[2_3],[7]
76,本人 第二 年 的 phd ， 有 一 只 超级 可爱 的 小 母 猫 ， 我 自己 话 不 多 ， 但是 遇到 投缘 的 人 或者 事情 ， 话 可以 很多 。,1,phd,,,,,,,,,,,,28,1,5,[0_1_2_3_6_7_8_9_10_11_12_13_14_16_17_18_19_20_22_23_24_25_26_27_28_30_31_32],[4],[5_15_21_29_33]
77,希望 可以 在 giant food store 附近 ， 因为 认识 的 师兄 都 在 那 附近 住 。,1,giant food store,,,,,,,,,,,,13,3,2,[0_1_2_6_8_9_10_11_12_13_14_15_16],[3_4_5],[7_17]
78,二 层 corner unit ， 采光 好 。,1,corner unit,,,,,,,,,,,,4,2,2,[0_1_5_6],[2_3],[4_7]
79,有 free parking 。,1,free parking,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
80,而且 位于 downtown ， 周边 不 远 处 商店 林立 。,1,downtown,,,,,,,,,,,,8,1,2,[0_1_4_5_6_7_8_9],[2],[3_10]
81,两 个 独立 浴室 ， 厅 非常 大 ， lion's gate apartment,1,gate apartment,,,,,,,,,,,,7,2,3,[0_1_2_3_5_6_7],[10_11],[4_8_9]
82,房间 很 大 ， 自 带 walk-in closet 和 卫生间 。,1,closet,,,,,,,,,,,,7,1,3,[0_1_2_4_5_8_9],[7],[3_6_10]
83,别的 没有 任何 catch 啦 。,1,catch,,,,,,,,,,,,4,1,1,[0_1_2_4],[3],[5]
84,甩 干 机 洗衣机 in unit 。,1,in unit,,,,,,,,,,,,4,2,1,[0_1_2_3],[4_5],[6]
85,我 今年 在 美国 读 高 四 ， 申请 了 uw madison and penn state .,1,uw madison and penn state,,,,,,,,,,,,9,5,2,[0_1_2_3_4_5_6_8_9],[10_11_12_13_14],[7_15]
86,同 summer 新生 。,1,summer,,,,,,,,,,,,2,1,1,[0_2],[1],[3]
87,： ） 感觉 fitness 最 容易 。,1,fitness,,,,,,,,,,,,3,1,3,[2_4_5],[3],[0_1_6]
88,请 联系 sunflower em14,1,sunflower em14,,,,,,,,,,,,2,1,0,[0_1],[2_3],
89,我 自己 有 tv mount （ 电视 挂 墙 上 的 架子 ） 。,1,tv mount,,,,,,,,,,,,9,2,3,[0_1_2_6_7_8_9_10_11],[3_4],[5_12_13]
90,出 greyhound bus 票 ， 3.,1,greyhound bus,,,,,,,,,,,,2,2,2,[0_3],[1_2],[4_5]
91,tel ： pn28 ( 请 注明 是 租房 ) email : em96,2,tel ： pn28,,email : em96,,,,,,,,,,4,2,4,[4_5_6_7],[0_2_9_11],[1_3_8_10]
92,本人 有 车 ， 去 学校 、 购物 、 玩耍 可 提供 ride 。,1,ride,,,,,,,,,,,,9,1,4,[0_1_2_4_5_7_9_10_11],[12],[3_6_8_13]
93,可以 提前 来看 房间 ， 如 需要 ， 可 ride 你 过来 。,1,ride,,,,,,,,,,,,9,1,3,[0_1_2_3_5_6_8_10_11],[9],[4_7_12]
94,1，3，4，5，6，10，15，20，21，36，83，84，95 gone 了,1,gone,,,,,,,,,,,,1,1,1,[2],[1],[0]
95,discover 信用卡 discover 可 作为 入门 信用卡 ， 要求 门槛 低 ， 适合 学生 等 没有 信用 记录 的 群体 。,2,discover,,discover,,,,,,,,,,16,2,3,[1_3_4_5_6_8_9_10_12_13_14_15_16_17_18_19],[0_2],[7_11_20]
96,还有 其他 几 张 信用卡 后面 再加 ， 各 个 信用卡 都 有 不同 的 福利 ， 比如 租车 保险 ， purchase cash back 等等 ， 感兴趣 的 请 自行 google 。,2,purchase cash back,,google,,,,,,,,,,23,4,5,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_15_17_18_19_24_26_27_28_29],[21_22_23_30],[7_16_20_25_31]
97,discover 信用卡 discover 可 作为 入门 信用卡 ， 要求 门槛 低 ， 适合 学生 等 没有 信用 记录 的 群体 。,2,discover,,discover,,,,,,,,,,16,2,3,[1_3_4_5_6_8_9_10_12_13_14_15_16_17_18_19],[0_2],[7_11_20]
98,还有 其他 几 张 信用卡 后面 再加 ， 各 个 信用卡 都 有 不同 的 福利 ， 比如 租车 保险 ， purchase cash back 等等 ， 感兴趣 的 请 自行 google 。,2,purchase cash back,,google,,,,,,,,,,23,4,5,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_15_17_18_19_24_26_27_28_29],[21_22_23_30],[7_16_20_25_31]
99,best 评为 a 级 。,2,best,,a,,,,,,,,,,2,2,1,[1_3],[0_2],[4]
100,将 这个 电子 保单 和 email 里 的 保险 确认 信 visa letter 发给 学校 ， 证明 你 已经 购买 符合 学校 标准 的 保险 。,2,email,,visa letter,,,,,,,,,,21,3,2,[0_1_2_3_4_6_7_8_9_10_13_14_16_17_18_19_20_21_22_23_24],[5_11_12],[15_25]
101,优点 ： state college 性价比 最高 的 一 室 一 厅 。,1,state college,,,,,,,,,,,,8,2,2,[0_4_5_6_7_8_9_10],[2_3],[1_11]
102,汽车 现在 是 学期 中 可以 坐 n v w ne nv vn ， 不 是 学期 中 坐 n v w a 。,2,n v w ne nv vn,,n v w a,,,,,,,,,,12,10,2,[0_1_2_3_4_5_6_14_15_16_17_18],[7_8_9_10_11_12_19_20_21_22],[13_23]
103,公寓 在 二 楼 ， college court 比较 靠 里 的 building ， 很 安静 。,2,college court,,building,,,,,,,,,,10,3,3,[0_1_2_3_7_8_9_10_13_14],[5_6_11],[4_12_15]
104,联系 方式 贺 女士 tel : pn33 ( messages only ) ;,1,tel : pn33 ( messages only,,,,,,,,,,,,4,3,4,[0_1_2_3],[4_6_8_9],[5_7_10_11]
105,vv 有 clubhouse ， 可以 健身 ， 夏季 可以 游泳 。,2,vv,,clubhouse,,,,,,,,,,6,2,3,[1_4_5_7_8_9],[0_2],[3_6_10]
106,本人 有 车 ， 去 学校 、 购物 、 玩耍 可 提供 ride 。,1,ride,,,,,,,,,,,,9,1,4,[0_1_2_4_5_7_9_10_11],[12],[3_6_8_13]
107,家 附近 有 公交 v ， ve 和 vn 。,2,v ， ve,,vn,,,,,,,,,,5,3,2,[0_1_2_3_7],[4_6_8],[5_9]
108,家 附近 有 公交 v ， ve 和 vn 。,2,v ， ve,,vn,,,,,,,,,,5,3,2,[0_1_2_3_7],[4_6_8],[5_9]
109,newark 也 接,1,newark,,,,,,,,,,,,2,1,0,[1_2],[0],
110,提供 费城 单程 或 往返 ride .,1,ride,,,,,,,,,,,,5,1,1,[0_1_2_3_4],[5],[6]
111,get your own room and share a bathroom 可以 签 半 年 或者 一 年 lease 。,2,get your own room and share a bathroom,,lease,,,,,,,,,,7,9,1,[8_9_10_11_12_13_14],[0_1_2_3_4_5_6_7_15],[16]
112,可以 给 1-2 个 人 提供 ride 。,1,ride,,,,,,,,,,,,5,1,2,[0_1_3_4_5],[6],[2_7]
113,费用 依 目的地 而 定 ， 但 希望 离 charlottesville 越 近 越 好 。,1,charlottesville,,,,,,,,,,,,12,1,2,[0_1_2_3_4_6_7_8_10_11_12_13],[9],[5_14]
114,欢迎 男生 （ master or phd ） 咨询,1,master or phd,,,,,,,,,,,,3,3,2,[0_1_7],[3_4_5],[2_6]
115,至少 需要 两 间 卧室 （ 一 男 一 女 都 是 phd ） ， 或者 整 套 房子 。,1,phd,,,,,,,,,,,,15,1,4,[0_1_2_3_4_6_7_8_9_10_11_15_16_17_18],[12],[5_13_14_19]
116,位于 bolton ave 。,1,bolton ave,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
117,房间 有 书桌 ， 衣柜 ， queen size 床 。,1,queen size,,,,,,,,,,,,5,2,3,[0_1_2_4_8],[6_7],[3_5_9]
118,现在 已经 有 两 个 phd ， 一 男 一 女 ( 不 是 couple ) 。,2,phd,,couple,,,,,,,,,,11,2,4,[0_1_2_3_4_7_8_9_10_12_13],[5_14],[6_11_15_16]
119,【 提供 ride 】 3-7 本 周三 下午 费城 ！,1,ride,,,,,,,,,,,,5,1,4,[1_5_6_7_8],[2],[0_3_4_9]
120,转 lease 的 $300 我 出 ！,1,lease,,,,,,,,,,,,4,1,2,[0_2_4_5],[1],[3_6]
121,park crest 属于 村里 性价比 很 高 的 小区 ， 很 难 申请 到 ， 当时 花 了 不少 时间 和 精力 申请 。,1,park crest,,,,,,,,,,,,19,2,3,[2_3_4_5_6_7_8_10_11_12_13_15_16_17_18_19_20_21_22],[0_1],[9_14_23]
122,park crest 属于 村里 性价比 很 高 的 小区 ， 很 难 申请 到 ， 当时 花 了 不少 时间 和 精力 申请 。,1,park crest,,,,,,,,,,,,19,2,3,[2_3_4_5_6_7_8_10_11_12_13_15_16_17_18_19_20_21_22],[0_1],[9_14_23]
123,jfk 不 去 了 ， 离 自己 的 目的地 太 远 。,1,jfk,,,,,,,,,,,,9,1,2,[1_2_3_5_6_7_8_9_10],[0],[4_11]
124,在 state college 买 菜 上学 等 代步 ， 性价比 高 。,1,state college,,,,,,,,,,,,8,2,2,[0_3_4_5_6_7_9_10],[1_2],[8_11]
125,无 事故 记录 （ clean title ， 可 提 供 vin 报告 ） ！,2,clean title,,vin,,,,,,,,,,6,3,5,[0_1_2_7_9_11],[4_5_10],[3_6_8_12_13]
126,hello ， 房东 微 信 一直 加 不 上 ， 有 什么 别的 联系 方式 吗 ？,1,hello,,,,,,,,,,,,13,1,3,[2_3_4_5_6_7_8_10_11_12_13_14_15],[0],[1_9_16]
127,直接 与 office 签约 。,1,office,,,,,,,,,,,,3,1,1,[0_1_3],[2],[4]
128,tel ： pn28 ( 请 注明 是 租房 ) email : em96,2,tel ： pn28,,email : em96,,,,,,,,,,4,2,4,[4_5_6_7],[0_2_9_11],[1_3_8_10]
129,小区 楼 间距 大 ， 采光 好 ， 有 很多 parking space ， 并且 没有 party ， 邻居 都 很 安静 。,2,parking space,,party,,,,,,,,,,14,3,5,[0_1_2_3_5_6_8_9_13_14_17_18_19_20],[10_11_15],[4_7_12_16_21]
130,价格 便宜 ， 暂定 $400 全 包 （ 可 协商 ） ， 不 需要 支付 任何 额外 费用 ， 包括 所有 utilities ， 定价 透明 清楚 。,1,utilities,,,,,,,,,,,,18,1,8,[0_1_3_5_6_8_9_12_13_14_15_16_17_19_20_23_24_25],[21],[2_4_7_10_11_18_22_26]
131,tel ： pn28 ( 请 注明 是 租房 ) email : em96,2,tel ： pn28,,email : em96,,,,,,,,,,4,2,4,[4_5_6_7],[0_2_9_11],[1_3_8_10]
132,请 短信 联系 814-777 - one five five zero,1,one five five zero,,,,,,,,,,,,3,4,2,[0_1_2],[5_6_7_8],[3_4]
133,大家 都 知道 park crest 是 村里 高 性价比 小区 之一 。,1,park crest,,,,,,,,,,,,9,2,1,[0_1_2_5_6_7_8_9_10],[3_4],[11]
134,走路 即 可 到 giant ， 东方 超市 购物 。,1,giant,,,,,,,,,,,,7,1,2,[0_1_2_3_6_7_8],[4],[5_9]
135,坐标 ： college court ， 东方 超市 旁边 ， giant 超市 对面 。,2,college court,,giant,,,,,,,,,,6,3,4,[0_5_6_7_10_11],[2_3_9],[1_4_8_12]
136,好 房 短 租 park forest apartment 两 室 一 厅 ， 入住 时间 可 商议 。,1,park forest apartment,,,,,,,,,,,,12,3,2,[0_1_2_3_7_8_9_10_12_13_14_15],[4_5_6],[11_16]
137,小区 的 设施 还 包括 健身房 ， 游泳池 ， 还 有 一 个 reading room 。,1,reading room,,,,,,,,,,,,11,2,3,[0_1_2_3_4_5_7_9_10_11_12],[13_14],[6_8_15]
138,最好 可以 签 lease 。,1,lease,,,,,,,,,,,,3,1,1,[0_1_2],[3],[4]
139,cherry red 是 不 是 比较 吵 ?,1,cherry red,,,,,,,,,,,,5,2,1,[2_3_4_5_6],[0_1],[7]
140,cherry red 是 不 是 比较 吵 ?,1,cherry red,,,,,,,,,,,,5,2,1,[2_3_4_5_6],[0_1],[7]
141,cherry red 是 不 是 比较 吵 ?,1,cherry red,,,,,,,,,,,,5,2,1,[2_3_4_5_6],[0_1],[7]
142,park crest 属于 村里 性价比 很 高 的 小区 ， 当时 申请 也 花 了 不少 时间 功夫 。,1,park crest,,,,,,,,,,,,15,2,2,[2_3_4_5_6_7_8_10_11_12_13_14_15_16_17],[0_1],[9_18]
143,车 在 state college pa 。,1,state college pa,,,,,,,,,,,,2,3,1,[0_1],[2_3_4],[5]
144,jsp ） 注册 报名 。,1,jsp,,,,,,,,,,,,2,1,2,[2_3],[0],[1_4]
145,park crest 优先 ！,1,park crest,,,,,,,,,,,,1,2,1,[2],[0_1],[3]
146,小区 楼 间距 大 ， 采光 好 ， 有 很多 parking space ， 并且 没有 party ， 邻居 都 很 安静 。,2,parking space,,party,,,,,,,,,,14,3,5,[0_1_2_3_5_6_8_9_13_14_17_18_19_20],[10_11_15],[4_7_12_16_21]
147,小区 楼 间距 大 ， 采光 好 ， 有 很多 parking space ， 并且 没有 party ， 邻居 都 很 安静 。,2,parking space,,party,,,,,,,,,,14,3,5,[0_1_2_3_5_6_8_9_13_14_17_18_19_20],[10_11_15],[4_7_12_16_21]
148,html 一 年 前 收到 的 吧 。,1,html,,,,,,,,,,,,6,1,1,[1_2_3_4_5_6],[0],[7]
149,tel ： 814-8269093 ( 请 注明 是 租房 ) email : em145,2,tel,,email : em145,,,,,,,,,,4,2,5,[4_5_6_7],[0_9_11],[1_2_3_8_10]
150,地下室 改造 成 了 独立 的 studio ， 有 独立 的 出口 ， 厨房 和 卫浴 。,1,studio,,,,,,,,,,,,13,1,3,[0_1_2_3_4_5_8_9_10_11_13_14_15],[6],[7_12_16]
151,hi 各位 ， 组团 去 boston ， 租车 或 开 我 的 车 。,2,hi,,boston,,,,,,,,,,9,2,3,[1_3_4_7_8_9_10_11_12],[0_5],[2_6_13]
152,4-17 ， labor day 假期 。,1,labor day,,,,,,,,,,,,1,2,3,[4],[2_3],[0_1_5]
153,本人 有 车 ， 去 学校 、 购物 、 玩耍 可 提供 ride 。,1,ride,,,,,,,,,,,,9,1,4,[0_1_2_4_5_7_9_10_11],[12],[3_6_8_13]
154,超 好 的 house,1,house,,,,,,,,,,,,3,1,0,[0_1_2],[3],
155,【 update 】 房间 还在,1,update,,,,,,,,,,,,2,1,2,[3_4],[1],[0_2]
156,phd 最后 半 年 ， 女生 。,1,phd,,,,,,,,,,,,4,1,2,[1_2_3_5],[0],[4_6]
157,现 住 在 park crest terrace 。,1,park crest terrace,,,,,,,,,,,,3,3,1,[0_1_2],[3_4_5],[6]
158,我 有 个 apartment 在 downtown ， 感兴趣 联系 我 哦 pn48,3,apartment,,downtown,,pn48,,,,,,,,8,2,1,[0_1_2_4_7_8_9_10],[3_5_11],[6]
159,mid march 起 ， 一 年 。,1,mid march,,,,,,,,,,,,3,2,2,[2_4_5],[0_1],[3_6]
160,申请 费$35/人 ， 需要 和 office 签约 。,1,office,,,,,,,,,,,,4,1,3,[0_3_4_6],[5],[1_2_7]
161,药房 ： rite aid,1,rite aid,,,,,,,,,,,,1,2,1,[0],[2_3],[1]
162,健身 ： ymca （ 可以 游泳 、 攀岩 、 健身 、 打球 ） 。,1,ymca,,,,,,,,,,,,6,1,7,[0_4_5_7_9_11],[2],[1_3_6_8_10_12_13]
163,也 可以 直接 咨询 park forest apartment office 。,1,park forest apartment office,,,,,,,,,,,,4,4,1,[0_1_2_3],[4_5_6_7],[8]
164,房间 还 available 吗 想 租 谢谢,1,available,,,,,,,,,,,,6,1,0,[0_1_3_4_5_6],[2],
