SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Word9,Word10,Word11,Word12,Word13,Word14,Word15,Word16,Word17,Word18,Word19,Word20,Word21,Word22,Word23,Word24,Word25,Word26,Word27,Word28,Word29,Word30,Word31,Word32,Word33,Word34,Word35,Word36,Word37,Word38,Word39,Word40,Word41,Word42,Word43,Word44,Word45,Word46,Word47,Word48,Word49,Word50,Word51,Word52,Word53,Word54,Word55,Word56,Word57,Word58,Word59,Word60,CorpusName
10,1,4,-6.258925,-2.914741,-5.749864,-2.909734,-2.344855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,后院,：,露天,阳台,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
11,1,12,-3.535944,-1.71372,-4.346101,-4.471957,-3.898206,-2.315778,-1.041393,-1.281286,-1.788091,-2.823456,-Infinity,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,可以,从,地下室,直接,走,出去,的,，,所以,叫,<unk>,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
12,1,7,-4.678273,-2.639703,-3.890076,-3.354254,-6.480124,-3.727654,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网页,可以,发送,至,邮箱,:,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
13,1,8,-5.445959,-3.517004,-5.82538,-2.047275,-0.6465095,-1.845845,-4.911385,-1.231957,-0.7476568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,空调,有,窗口,式,冷气机,和,暖气,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
14,1,7,-5.976814,-3.558488,-5.42058,-0.7122998,-1.506279,-3.80937,-4.813555,-3.558488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,入住,时间,灵活,，,可,长期,入住,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
15,1,21,-7.042348,-0.4746102,-4.199065,-0.765377,-4.921011,-5.679813,-1.964966,-2.43689,-4.056521,-5.244545,-1.039642,-6.265025,-2.432533,-1.712326,-0.6021351,-4.027341,-4.666379,-2.487469,-1.699935,-1.931871,-2.022749,-0.5719218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,感兴趣,的,同学,，,欢迎,发送,邮件,（,请,注明,“,租房,”,）,，,请,简单,介绍,一下,自己,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
16,1,14,-3.222314,-1.591621,-1.601642,-3.04637,-2.053292,-3.379827,-1.532987,-2.57814,-5.729619,-4.276497,-3.368013,-1.451586,-5.637688,-0.7613617,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,二,楼,是,三,间,卧室,和,一,个,设施,完全,的,卫生间,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
17,1,12,-2.715695,-4.139023,-3.022636,-0.6238034,-3.313639,-5.355831,-1.836648,-4.805568,-3.053878,-1.931871,-4.49036,-0.7784541,-0.4244689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,兴趣,者,，,请,发送,短信,介绍,一下,自己,情况,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
18,1,12,-5.637844,-5.678452,-3.272605,-2.500991,-0.544068,-3.147691,-4.49099,-5.980581,-1.43785,-3.668677,-4.059361,-1.085591,-0.3587646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,半山,独,栋,别墅,，,自,带,车库,和,私人,车道,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
19,1,5,-2.791026,-5.695485,-2.147275,-7.164215,-0.9021222,-0.3886348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一,楼,有,盥洗室,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
20,1,4,-4.204697,-4.948145,-4.612288,-0.6088657,-0.095638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,民间,图书馆,旁边,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
21,1,7,-2.715695,-4.139023,-5.214319,-3.53085,-4.531465,-3.727654,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,兴趣,请,联系,邮箱,:,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
22,1,8,-5.804013,-4.939471,-5.585263,-3.700925,-5.015528,-2.859978,-0.5855799,-4.898229,-1.463427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,精装,修,家具,全,免费,无线,上网,!,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
23,1,11,-4.637844,-1.213149,-5.477929,-6.010651,-4.686926,-3.881676,-5.508206,-1.960629,-2.727517,-5.464218,-2.471443,-0.4196835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奥克兰,的,干净,精致,好,房,您,不,能,错过,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
24,1,27,-5.804013,-3.473792,-3.358351,-3.047658,-2.409312,-6.212926,-2.647845,-7.980577,-0.7641838,-0.799139,-Infinity,-3.763531,-3.800119,-3.715873,-1.98123,-5.376911,-6.235653,-3.589195,-2.219507,-Infinity,-3.763531,-3.800119,-3.715873,-1.98123,-5.376911,-6.431588,-1.034515,-0.364417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,停车,：,我们,提供,免费,室外,/,路外,停车场,，,<unk>,美元,每,月,的,预留,室外,停车位,和,<unk>,美元,每,月,的,预留,车库,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
25,1,16,-2.636784,-5.208936,-2.244044,-1.825154,-0.8829458,-2.80618,-2.275777,-3.728692,-1.283624,-Infinity,-1.197862,-2.404721,-2.04499,-2.718947,-6.129158,-4.027408,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,（,对比,其他,地方,，,可能,和,很多,人,<unk>,，,并且,还,很,贵,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
26,1,11,-4.562703,-7.041616,-4.013741,-6.440294,-4.612996,-4.039603,-1.467317,-3.048277,-5.527355,-2.314101,-3.42206,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,）,房东,非常,无敌,好,还,会,帮忙,丢,垃圾,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
27,1,14,-3.222314,-1.591621,-1.601642,-3.04637,-2.053292,-3.379827,-1.532987,-2.57814,-5.729619,-4.276497,-3.368013,-1.451586,-5.637688,-0.7613617,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,二,楼,是,三,间,卧室,和,一,个,设施,完全,的,卫生间,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
28,1,12,-2.328403,-4.13619,-0.8962505,-3.18896,-1.811087,-4.624887,-3.698617,-2.477613,-1.419683,-2.931998,-4.048372,-0.8346568,-4.297296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这,附近,的,公寓,的,租金,至少,都,是,这个,房子,的,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
29,1,11,-5.976814,-1.705884,-4.874503,-2.386405,-2.271789,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.655278,-3.219176,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,门口,有,公交车,到,中国,超市,，,餐馆,和,市中心,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
30,1,12,-6.482378,-2.276336,-2.337307,-5.848589,-1.85848,-5.275753,-6.825455,-0.8922411,-4.948161,-2.290288,-2.268386,-2.668459,-1.919693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,户型,：,一,楼,是,超大,客厅,，,餐厅,及,厨房,；,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
31,1,6,-3.13938,-4.953151,-3.950269,-2.427328,-Infinity,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,长,租,已,全部,<unk>,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
32,1,10,-4.502182,-3.415618,-5.982479,-5.580818,-5.158195,-1.25178,-2.541054,-3.733818,-4.441464,-1.917528,-0.6232493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,含,双,人大,床,房,的,房间,已,租,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
33,1,7,-5.886802,-4.559146,-5.854287,-4.170056,-1.735203,-4.5763,-0.872935,-0.446087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,暑期,短,租,仍,可,预订,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
34,1,9,-2.715695,-5.391269,-0.6238034,-4.925349,-4.016434,-2.044362,-4.671454,-Infinity,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,车库,，,私人,车道,和,路边,<unk>,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
35,1,22,-2.715695,-5.679086,-2.246461,-5.10237,-0.5925668,-5.372561,-5.507191,-4.318769,-1.058464,-5.523584,-3.663382,-1.509301,-7.061756,-2.432533,-0.6128892,-4.319332,-4.51813,-3.831482,-0.7667135,-5.8026,-5.740441,-0.9292497,-0.4977357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,宠物,可以,商量,，,正规,物业,管理,，,宾夕法尼亚州,法律,规定,租房,合同,，,保护,双方,权益,，,安心,入住,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
36,1,6,-5.269867,-5.297529,-5.67024,-3.218899,-5.395529,-1.307169,-0.4024876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,欢迎,发,邮件,联系,咨询,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
37,1,1,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
38,1,30,-3.238747,-4.355951,-3.495825,-2.558745,-0.29673,-5.131008,-3.697385,-2.821155,-5.757849,-3.382692,-5.774756,-2.559667,-6.153132,-4.331862,-0.6238034,-3.852335,-0.5853691,-3.859222,-2.812119,-0.7207134,-6.616884,-2.363643,-5.188514,-1.180854,-4.251428,-5.360697,-3.417964,-0.7388616,-5.525991,-1.941651,-1.06923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(,由于,可,接受,的,附件,大,小,太,小,放,不,下,我,的,照片,，,请,点击,以下,谷歌,云,盘,的,链接,观看,照片,，,谢谢,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
39,1,10,-4.876083,-4.561541,-4.086162,-1.013691,-1.758723,-3.546927,-4.260189,-6.150216,-2.847538,-1.190021,-0.4180338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公寓,位置,方便,，,在,市场,区,超市,附近,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
40,1,11,-Infinity,-2.461491,-1.455138,-2.791643,-1.703291,-0.3212334,-3.089462,-3.834596,-1.215986,-4.770694,-3.636395,-4.442401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<unk>,有,一,栋,三,层,楼,六,个,卧室,(,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
41,1,19,-5.445959,-1.878838,-1.893398,-3.979729,-1.616738,-2.380764,-2.747317,-1.020658,-3.631403,-1.298358,-5.291054,-3.96952,-4.848116,-3.250899,-1.635885,-2.467155,-2.428811,-3.363363,-0.615424,-0.5655746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小区,居民,是,学生,和,年轻,学者,，,学校,的,班车,从,门前,经过,，,而且,很,频繁,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
42,1,9,-5.688997,-5.355896,-2.461978,-Infinity,-1.197862,-4.185379,-6.785342,-3.727654,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,联系,电话,:,<unk>,，,电子,邮箱,:,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
43,1,13,-Infinity,-3.97896,-3.881676,-4.792416,-5.854287,-1.45719,-5.266237,-1.576405,-2.851597,-2.630113,-0.1047354,-6.184723,-0.3734569,-0.4401377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<unk>,好,房,短,租,，,租,的,时间,越,长,越好,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
44,1,20,-4.583487,-3.43317,-6.327454,-2.449478,-0.09691001,-2.167819,-6.990497,-5.549328,-1.073489,-3.858064,-5.296929,-2.483603,-6.407675,-5.682085,-1.600916,-4.355447,-4.605147,-3.440945,-7.145043,-1.116608,-0.39794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,周边,：,步行,五,分钟,到,巨鹰,超市,，,十,分钟,到,熊猫,超市,和,来,德,爱,药店,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
45,1,16,-3.213507,-3.934522,-5.699054,-4.474885,-5.691077,-0.7665817,-3.608848,-0.5892994,-3.87222,-2.438411,-4.422504,-2.84408,-5.442994,-3.865702,-1.408872,-2.358855,-0.5780441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,所有,想,寄,想,退化,的,东西,，,直接,放在,公寓,一,楼,就,可以,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
46,1,10,-4.772542,-5.323745,-6.185939,-5.143289,-1.736748,-5.847033,-0.9520925,-4.386751,-4.060257,-4.401905,-1.463427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,免费,送,顶楼,景观,和,顶楼,的,阳光,普照,!,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
47,1,3,-4.138768,-1.684855,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地址,位于,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
48,1,8,-6.258925,-1.544068,-5.274961,-6.01081,-0.8785416,-5.34306,-3.092052,-1.254242,-0.3608722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,后院,有,私家,车库,，,灯塔,路,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
49,1,11,-5.886802,-3.990607,-4.232983,-2.031714,-1.840524,-4.842676,-4.231431,-1.233011,-0.6812197,-5.503237,-4.93294,-2.53533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浴室,:,二,楼,和,地下室,各,有,一,个,卫生间,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
50,1,14,-6.100998,-3.270463,-2.99957,-2.70614,-0.2787536,-5.154412,-Infinity,-1.197862,-2.668368,-4.206208,-3.236316,-1.36901,-4.313426,-0.8495072,-0.4744321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,走路,一,分钟,有,一,家,<unk>,，,可以,买,日用品,和,药品,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
51,1,17,-4.705596,-5.665961,-1.484861,-4.074765,-2.750908,-4.412321,-4.976379,-2.92272,-3.506058,-5.184478,-6.412414,-5.915904,-1.221664,-3.476567,-0.5853691,-4.904511,-4.912059,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,想,租,的,同学,可以,看看,论坛,里,其他,发,谢尔,伍德,的,照片,，,顶,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
52,1,7,-3.23301,-5.395483,-2.853034,-1.492142,-5.223413,-5.623263,-4.529931,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,最后,顶,一,次,~,顶,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
53,1,6,-5.100725,-5.668503,-1.859549,-5.150689,-2.683036,-1.249253,-0.5138679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,适合,情侣,或,单身,居住,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
54,1,22,-5.211875,-4.75019,-5.854287,-1.484861,-4.074765,-3.508462,-3.071391,-4.992917,-5.932618,-3.700925,-5.26364,-5.866266,-3.763912,-3.968558,-3.26931,-1.859065,-5.540986,-5.79745,-2.398519,-1.593835,-1.334412,-2.79789,-0.2205153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,暑假,短,租,的,同学,看,过来,～,家具,全,齐,入住,即,可,用,，,单人,床,都,可以,用,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
55,1,16,-5.688997,-1.447873,-0.447158,-2.557928,-1.814794,-3.557482,-4.185061,-4.632815,-4.829895,-4.424437,-1.962407,-6.321532,-6.252066,-6.248959,-2.933994,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,坡度,大,，,不,适合,自行车,骑,行,联系,方式,：,房东,史蒂夫,邮箱,：,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
