SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Word9,Word10,Word11,Word12,Word13,Word14,Word15,Word16,Word17,Word18,Word19,Word20,Word21,Word22,Word23,Word24,Word25,Word26,Word27,Word28,Word29,Word30,Word31,Word32,Word33,Word34,Word35,Word36,Word37,Word38,Word39,Word40,Word41,Word42,Word43,Word44,Word45,Word46,Word47,Word48,Word49,Word50,Word51,Word52,Word53,Word54,Word55,Word56,Word57,Word58,Word59,Word60,CorpusName
10,1,9,-4.138768,-2.748619,-Infinity,-1.197862,-3.573279,-3.301296,-5.302172,-Infinity,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地址,在,<unk>,，,请,联系,电话,<unk>,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
11,1,9,-5.177113,-3.566697,-3.548679,-6.142554,-3.469426,-1.620301,-5.591191,-Infinity,-2.796102,-1.847712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,坐,几,站,公交,就,能,到,<unk>,；,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
12,1,14,-5.073573,-3.010159,-3.998955,-4.622731,-6.009845,-4.78354,-4.922184,-4.369606,-5.010024,-2.328877,-0.2325726,-6.272097,-2.738063,-1.653725,-0.4409206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本人,因,做,毕业,论文,离开,匹兹堡,现,出售,自己,的,别克,世纪,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
13,1,5,-4.766012,-1.853912,-5.188514,-5.403131,-1.184286,-1.456918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,谷歌,云,盘,地址,：,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
14,1,15,-5.804013,-5.05223,-5.773085,-4.194867,-4.536052,-3.353552,-4.146863,-1.519199,-1.450506,-4.895009,-1.557391,-4.446468,-0.7814289,-7.018813,-0.6317819,-0.3467875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘿,~,下面,先,列,个,列表,，,包括,物品,、,价格,、,赠品,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
15,1,6,-6.527233,-7.680973,-3.68037,-5.531367,-5.638311,-4.765574,-2.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,顶顶,顶顶,自己,顶,一下,~,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
16,1,5,-Infinity,-7.175633,-5.464374,-1.899164,-5.313296,-2.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<unk>,顶顶,一下,自己,~,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
17,1,6,-2.896868,-5.853621,-2.341764,-0.674956,-3.613366,-0.6246814,-3.309983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这个,亚马逊,上,的,链接,，,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
18,1,13,-5.177113,-1.909006,-4.124506,-0.3909664,-5.092532,-4.408408,-0.7251962,-3.326661,-2.133425,-5.901578,-5.517832,-4.682392,-2.358853,-0.3496353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,价格,、,照片,、,联系,方式,，,请,看,谷歌,文档,文件,：,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
19,1,5,-Infinity,-7.096452,-4.075711,-4.377453,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<unk>,手包,全,新,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
20,1,15,-5.804013,-5.05223,-5.773085,-4.194867,-4.536052,-3.353552,-4.146863,-1.519199,-1.450506,-4.895009,-1.557391,-4.446468,-0.7814289,-7.018813,-0.6317819,-0.3467875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘿,~,下面,先,列,个,列表,，,包括,物品,、,价格,、,赠品,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
21,1,6,-7.042348,-2.940044,-6.5904,-1.311749,-Infinity,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,搅拌机,：,原价,$,<unk>,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
22,1,10,-Infinity,-4.489355,-6.016187,-4.069859,-6.675687,-1.855264,-4.073811,-7.005006,-Infinity,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<unk>,金融,用品,:,精算,考试,:,原价,<unk>,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
23,1,10,-5.249664,-4.662549,-2.227534,-4.728325,-5.545288,-2.363643,-5.188514,-1.180854,-4.251428,-2.406264,-0.5026754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,照片,请,看,下边,谷歌,云,盘,的,链接,：,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
24,1,9,-4.41311,-5.985698,-0.8220435,-2.443552,-3.876105,-5.214319,-4.376154,-4.005394,-3.218899,-2.780173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,出,闲置,，,有,兴趣,请,电子,邮件,联系,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
25,1,15,-5.357115,-4.719075,-2.64712,-1.8752,-0.5531858,-5.987764,-5.540469,-1.034936,-3.624691,-4.956104,-0.8285773,-7.289939,-3.583287,-4.321918,-1.755683,-0.5076388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,车子,状况,非常,好,，,干净,标题,，,无,事故,，,省心,省,油,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
26,1,12,-4.387967,-1.075421,-3.324119,-1.70325,-5.982294,-1.477121,-5.871642,-5.540469,-1.034936,-4.152372,-3.407534,-1.239627,-0.4756185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,红色,，,第一,任,车主,，,干净,标题,，,基本,配置,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
27,1,10,-Infinity,-4.489355,-6.016187,-4.069859,-6.675687,-1.855264,-4.073811,-7.005006,-Infinity,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<unk>,金融,用品,:,精算,考试,:,原价,<unk>,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
28,1,15,-5.592087,-2.386662,-4.98229,-4.525735,-2.518744,-0.3222193,-0.05999793,-2.899605,-5.188821,-2.124687,-4.968578,-5.127323,-2.518744,-Infinity,-4.313223,-0.8954861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电梯,直达,[,统一,资源,定位,符,=,],[,/,统一,资源,<unk>,],</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
29,1,5,-Infinity,-Infinity,-Infinity,-1.397776,-4.804729,-2.779191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<unk>,<unk>,<unk>,的,床,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
30,1,3,-5.804013,-0.9817058,-4.804729,-2.779191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大号,的,床,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
31,1,4,-2.791026,-2.244758,-7.338068,-4.49455,-1.493972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一,张,工作台,;,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
32,1,3,-6.527233,-7.217231,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,邮箱,wood,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
33,1,9,-5.387967,-3.39245,-4.43531,-2.086884,-2.142624,-3.072737,-1.945539,-Infinity,-3.961602,-1.035246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,楼,主,你,是,不,是,在,<unk>,？,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
34,1,15,-5.357115,-4.719075,-2.64712,-1.8752,-0.5531858,-5.987764,-5.540469,-1.034936,-3.624691,-4.956104,-0.8285773,-7.289939,-3.583287,-4.321918,-1.755683,-0.5076388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,车子,状况,非常,好,，,干净,标题,，,无,事故,，,省心,省,油,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
35,1,11,-3.923701,-1.112083,-3.526282,-0.8668415,-4.491324,-4.798965,-8.307958,-1.111237,-3.939548,-3.005411,-0.5835766,-0.4686881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,没有,任何,故障,，,车辆,非常,省心,，,非常,可靠,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
36,1,17,-4.683601,-2.369944,-0.3212334,-1.874156,-1.495947,-5.603167,-4.187814,-1.137887,-3.258853,-3.044491,-2.551134,-5.508824,-4.492096,-1.358299,-3.479455,-4.879942,-0.9102685,-0.3309932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大家,好,，,我,是,匹,大学生,，,希望,加入,一,个,手机,的,家庭,套餐,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
37,1,10,-4.575053,-1.56057,-Infinity,-2.909323,-4.737117,-2.002586,-1.88517,-4.121415,-3.177355,-4.547956,-0.5035132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电话,:,<unk>,(,电话,或,短信,均,可,),</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
38,1,10,-4.575053,-1.56057,-Infinity,-2.909323,-4.737117,-2.002586,-1.88517,-4.121415,-3.177355,-4.547956,-0.5035132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电话,:,<unk>,(,电话,或,短信,均,可,),</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
39,1,7,-6.100998,-5.57728,-1.034936,-4.672647,-1.475048,-4.265797,-1.911091,-1.273245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,干净,标题,，,随时,可,交,车,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
40,1,3,-6.527233,-5.228036,-6.664607,-2.257039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,搬家,出售,微波炉,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
41,1,10,-4.324915,-5.656744,-5.97444,-4.621907,-3.935299,-2.455997,-7.293632,-1.233278,-5.520393,-4.483841,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,无线,激光,打印机,兄弟,牌,可以,复印,，,扫描,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
42,1,6,-2.715695,-4.139023,-5.214319,-3.53085,-8.645191,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,兴趣,请,联系,rent,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
43,1,10,-3.265751,-2.999386,-2.990328,-1.638486,-3.534575,-4.723527,-0.8662001,-6.066429,-5.540469,-1.226821,-0.3899711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,使用,至今,没有,任何,事故,记录,，,干净,标题,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
44,1,6,-4.948634,-5.108074,-2.967782,-3.521512,-6.395025,-1.80956,-0.6238034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,写,文章,写,作业,必备,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
45,1,8,-2.715695,-4.139023,-5.214319,-2.564036,-5.666613,-3.218899,-8.645191,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,兴趣,请,先,邮件,联系,rent,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
46,1,12,-5.291057,-4.231919,-3.334284,-6.430908,-4.617442,-7.234916,-5.106707,-5.818611,-2.96453,-2.096306,-4.999743,-2.126294,-3.409958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,豪华,城市,功能,越野,车,包车,往返,匹兹堡,机场,及,匹兹堡,市区,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
47,1,12,-5.291057,-4.231919,-3.334284,-6.430908,-4.617442,-7.234916,-5.106707,-5.818611,-2.96453,-2.096306,-4.999743,-2.126294,-3.409958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,豪华,城市,功能,越野,车,包车,往返,匹兹堡,机场,及,匹兹堡,市区,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
48,1,8,-5.688997,-5.355896,-1.935639,-Infinity,-4.013168,-6.614247,-3.727654,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,联系,电话,：,<unk>,电子,邮箱,:,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
49,1,7,-3.094466,-7.229149,-3.675327,-3.308549,-0.9797242,-5.898095,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小,电风扇,已,出,，,屏风,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
50,1,14,-3.991114,-3.577481,-4.00455,-1.807514,-2.211831,-5.509356,-4.723318,-3.84675,-1.692693,-0.7850661,-5.61245,-4.034255,-2.843004,-0.1716821,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你,好,你,可以,直接,微,信,我,，,我,发给,你,吗,？,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
51,1,4,-5.001022,-2.256122,-3.319186,-4.398984,-2.457587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,最好,在,北,奥克兰,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
52,1,23,-5.073573,-1.546351,-Infinity,-3.346175,-5.455811,-1.477121,-3.141263,-1.518191,-1.334454,-5.088958,-2.374408,-4.696365,-3.417427,-1.50013,-5.566385,-6.59416,-4.71381,-5.2824,-2.128535,-1.354182,-6.439818,-4.334501,-1.28392,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本人,是,<unk>,任,车主,，,前,两,位,车主,及,本人,均,在,奥迪,卖家,店,定期,保养,，,车况,好,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
53,1,8,-5.688997,-5.355896,-1.935639,-Infinity,-4.013168,-6.614247,-3.727654,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,联系,电话,：,<unk>,电子,邮箱,:,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
54,1,8,-4.505727,-5.797798,-8.253864,-1.149231,-6.250772,-0.6238034,-Infinity,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,亚马逊,火焰,电视棒,，,原价,$,<unk>,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
55,1,13,-5.313333,-9.242627,-3.342998,-7.223143,-3.257259,-Infinity,-2.919058,-2.406542,-Infinity,-2.909323,-Infinity,-5.283167,-3.413151,-0.5035132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜家,立柜,/,书柜,(,<unk>,),:,<unk>,(,<unk>,可得,),</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
56,1,4,-4.138768,-0.0713013,-7.067801,-4.194413,-2.135652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地址,：,弗里克,公园,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
57,1,4,-3.527254,-4.040179,-Infinity,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,住,<unk>,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
58,1,7,-3.550299,-7.168925,-4.976171,-0.9557478,-4.437732,-3.497491,-5.433252,-2.394627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,以上,大号,尺寸,的,已,出,啦,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
59,1,24,-5.073573,-1.546351,-Infinity,-3.346175,-5.455811,-1.477121,-3.141263,-1.518191,-1.334454,-5.088958,-2.374408,-4.696365,-3.417427,-1.50013,-5.566385,-1.666518,-5.463182,-3.193323,-5.2824,-2.128535,-1.354182,-6.439818,-4.334501,-1.28392,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本人,是,<unk>,任,车主,，,前,两,位,车主,及,本人,均,在,奥迪,的,专卖,店,定期,保养,，,车况,好,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pittcssa
