SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Word9,Word10,Word11,Word12,Word13,Word14,Word15,Word16,Word17,Word18,Word19,Word20,Word21,Word22,Word23,Word24,Word25,Word26,Word27,Word28,Word29,Word30,Word31,Word32,Word33,Word34,Word35,Word36,Word37,Word38,Word39,Word40,Word41,Word42,Word43,Word44,Word45,Word46,Word47,Word48,Word49,Word50,Word51,Word52,Word53,Word54,Word55,Word56,Word57,Word58,Word59,Word60,CorpusName
10,1,7,-5.144928,-Infinity,-3.159547,-2.787343,-1.174385,-3.102793,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$,<unk>,/,年,的,活动,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
11,1,14,-5.230359,-0.9052646,-4.361975,-5.834631,-3.63096,-0.8231873,-5.386065,-6.309819,-5.512712,-0.5778652,-3.447756,-4.679292,-6.061276,-1.08715,-0.446087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,坐标,：,东方,超市,旁,，,伟大,超市,对面,的,大学,场,小区,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
12,1,18,-5.445959,-4.471926,-6.066541,-0.5811261,-6.743435,-3.575725,-5.557072,-0.6000642,-5.092704,-0.3399481,-4.106143,-2.76503,-1.844058,-0.6363446,-3.094163,-1.773585,-1.791265,-0.5694761,-0.3379421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小区,环境,优美,，,活动室,有,健身房,、,泳池,、,并且,提供,免费,的,咖啡,等,饮品,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
13,1,8,-2.715695,-3.533183,-Infinity,-3.64181,-5.553385,-4.433753,-5.631822,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,人,<unk>,去,肯尼迪,机场,吗,？,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
14,1,6,-5.194147,-3.383354,-5.560592,-4.073381,-4.633928,-6.476148,-1.196219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,［,其他,以及,附加,条件,］,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
15,1,8,-2.715695,-Infinity,-3.648424,-4.638446,-4.683456,-1.120794,-5.037756,-0.08122981,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,<unk>,前往,肯尼迪,机场,的,吗,？,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
16,1,7,-3.740217,-5.280564,-Infinity,-5.064819,-4.433753,-1.120794,-6.226812,-2.14446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,同,求,<unk>,肯尼迪,机场,的,顺风车,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
17,1,30,-6.100998,-5.138783,-6.047688,-1.729367,-1.231957,-3.701792,-7.134601,-3.429709,-3.581408,-1.988681,-2.276253,-1.650132,-2.931971,-4.030036,-1.081215,-5.089531,-9.133636,-1.379099,-2.332879,-5.243366,-3.057694,-6.340495,-0.8406437,-4.061492,-4.094131,-0.4988647,-5.363309,-2.23444,-1.201748,-1.929806,-0.4801905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,库帕,海滩,橡树,山,（,小,区名,),二,楼,一,间,房间,出租,，,房间,敞亮,，,有,床,有,书桌,，,独立,浴室,，,家具,都,有,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
18,1,20,-4.313333,-2.623149,-Infinity,-5.540149,-4.184024,-6.90789,-3.690835,-4.795682,-4.819387,-2.362786,-5.955676,-1.048248,-3.364056,-3.064915,-2.270574,-4.739304,-5.06757,-4.006697,-6.179185,-0.6721706,-0.2649546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,路线,有,<unk>,公家,路线,ve,号,公交,路线,有,车子,的,朋友,可以,和,物业,办公室,申请,车位,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
19,1,14,-5.230359,-0.9052646,-4.361975,-5.834631,-3.63096,-0.8231873,-5.386065,-6.309819,-5.512712,-0.5778652,-3.447756,-4.679292,-6.061276,-1.08715,-0.446087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,坐标,：,东方,超市,旁,，,伟大,超市,对面,的,大学,场,小区,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
20,1,4,-4.683601,-2.369944,-0.9576563,-6.184306,-2.022527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大家,好,！,各位,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
21,1,17,-5.073573,-3.756039,-3.085189,-1.086305,-1.887457,-3.913224,-1.112657,-2.186743,-3.917893,-6.882114,-5.77699,-1.928201,-6.150942,-5.241616,-4.07773,-4.680199,-0.2502018,-0.328325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,去年,刚,建成,，,在,市中心,，,有,免费,健身房,露天,游泳池,桌,游,室,等等,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
22,1,6,-5.073573,-4.787452,-0.9776595,-2.126294,-5.509263,-2.699108,-2.355744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本人,男,，,在,帕克,校区,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
23,1,10,-3.991114,-2.14451,-1.11764,-2.32804,-5.591045,-2.277609,-1.470472,-5.028502,-Infinity,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你,需要,的,所有,超市,都,在,公交车,<unk>,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
24,1,4,-4.910845,-1.819218,-3.96417,-4.015345,-3.730667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,秋季,学期,已,出租,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
25,1,8,-4.495176,-5.918941,-0.6656599,-4.030322,-4.049328,-1.249259,-2.450948,-7.102565,-2.12492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,顶,一下,，,持续,有效,，,可,小刀,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
26,1,10,-6.258925,-4.036985,-3.802671,-0.3125786,-2.743031,-2.369576,-1.044888,-2.169584,-0.6473594,-0.9193354,-0.4570663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,床垫,很,新,，,就,用,了,半,年,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
27,1,4,-5.445959,-2.439656,-4.968927,-3.413104,-1.847384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小区,提供,访客,停车位,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
28,1,6,-5.073573,-4.539603,-2.515487,-7.604423,-6.298467,-4.934178,-2.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本人,住,在,海慈,小区,~,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
29,1,7,-5.073573,-6.119634,-5.266549,-4.237864,-0.7833342,-4.474973,-3.794274,-3.527629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本人,安静,易,相处,，,性格,友善,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
30,1,10,-3.991114,-2.14451,-1.11764,-2.32804,-5.591045,-2.277609,-1.470472,-5.028502,-Infinity,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你,需要,的,所有,超市,都,在,公交车,<unk>,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
31,1,7,-5.976814,-1.725711,-6.187607,-3.660847,-4.875474,-5.22249,-1.355821,-0.4786751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,旁边,是,健身房,可以,健身,游泳,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
32,1,5,-5.073573,-4.539603,-2.515487,-7.604423,-6.298467,-2.041393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本人,住,在,海慈,小区,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
33,1,6,-5.073573,-4.539603,-2.515487,-7.604423,-6.298467,-4.934178,-2.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本人,住,在,海慈,小区,~,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
34,1,12,-3.657084,-6.782089,-6.857709,-2.432533,-2.367437,-5.019664,-Infinity,-3.028441,-4.36904,-4.877995,-Infinity,-3.961602,-1.035246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,所以,请问,租房,合同,是,八月,<unk>,开始,还是,六月,<unk>,？,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
35,1,12,-3.657084,-6.782089,-6.857709,-2.432533,-2.367437,-5.019664,-Infinity,-3.028441,-4.36904,-4.877995,-Infinity,-3.961602,-1.035246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,所以,请问,租房,合同,是,八月,<unk>,开始,还是,六月,<unk>,？,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
36,1,6,-5.073573,-4.483484,-4.120953,-3.614912,-1.320477,-2.275354,-0.4589973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本人,女,博士生,一,名,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
37,1,14,-5.230359,-0.9052646,-4.361975,-5.834631,-3.63096,-0.8231873,-5.386065,-6.309819,-5.512712,-0.5778652,-3.447756,-4.679292,-6.061276,-1.08715,-0.446087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,坐标,：,东方,超市,旁,，,伟大,超市,对面,的,大学,场,小区,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
38,1,8,-5.001022,-4.400099,-4.338762,-1.79749,-2.513418,-3.508462,-3.071391,-5.337768,-2.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,研究生,要,毕业,的,同学,看,过来,~,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
39,1,18,-2.764911,-6.003726,-2.596012,-4.127165,-1.170725,-0.2610248,-4.246794,-1.679428,-2.924167,-1.310717,-3.829819,-0.6579286,-0.6990303,-1.293506,-6.592924,-0.7857044,-1.783712,-0.6260602,-0.4857556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,与,巡查,人员,协商,后,，,对方,表示,可以,在,六,个,月,内,转手,给,他人,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
40,1,12,-4.159117,-1.773695,-2.415294,-1.997949,-5.507558,-2.161867,-4.782952,-3.418036,-3.254669,-3.219434,-4.747678,-0.9782887,-0.4081399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,而且,还,有,一些,签证,等,文书,材料,需要,提前,处理,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
41,1,29,-7.042348,-1.927382,-3.234934,-2.176815,-1.133798,-5.896154,-5.25786,-0.745909,-3.526158,-5.892019,-0.6956164,-2.14178,-5.656124,-3.930655,-0.4522977,-2.499394,-0.8886713,-3.500557,-6.545397,-3.371948,-4.238281,-1.249173,-6.521395,-3.521939,-0.9032488,-2.690568,-0.8886713,-6.174617,-1.281693,-0.9008504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房型,：,两,层,的,独栋,房子,，,四,卧室,，,一,个,办公室,，,两,个,全,浴室,(,都,有,浴缸,),，,两,个,客厅,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
42,1,6,-5.688997,-4.478161,-1.962407,-5.893716,-1.447158,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,联系,方式,：,杰夫,，,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
43,1,7,-4.097932,-3.051793,-2.756767,-6.860132,-7.012242,-2.432533,-4.780769,-1.035246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,能,不,能,续签,租房,合同,？,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
44,1,12,-7.042348,-Infinity,-3.159547,-3.459783,-0.7323937,-4.170457,-2.284848,-3.944299,-Infinity,-3.159547,-3.459783,-0.96393,-0.3707161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,原价,<unk>,/,月,，,现,只,需,<unk>,/,月,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
45,1,8,-5.445959,-4.9006,-6.613907,-6.994667,-0.9149892,-4.474871,-3.656272,-1.337984,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小区,免费,活动室,健身房,，,环境,好,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
46,1,16,-7.042348,-5.832642,-2.747465,-1.048421,-1.676426,-Infinity,-3.064954,-4.140643,-5.560804,-Infinity,-1.397776,-3.465116,-3.209546,-6.092184,-4.328659,-1.036119,-0.4105291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,爸,妈,两,人,，,<unk>,号,晚上,大概,<unk>,的,飞机,到,纽瓦克,机场,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
47,1,7,-4.43675,-5.359173,-2.49738,-6.46239,-4.414654,-3.088845,-4.30614,-2.356764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,去,专业,机构,报价,以后,重新,定价,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
48,1,16,-5.445959,-1.421461,-3.839086,-3.20892,-1.107018,-6.176573,-0.9149892,-5.726803,-0.5081555,-2.849535,-2.409096,-1.687232,-5.503237,-5.305063,-2.799943,-1.089744,-0.3920057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小区,的,设施,还,包括,健身房,，,游泳池,，,还,有,一,个,读书,室,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
49,1,10,-3.612083,-3.583895,-0.3454795,-1.887929,-5.319402,-2.913393,-0.31627,-4.02003,-3.909211,-1.169474,-0.5717984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,爱,干净,，,不,开,派对,，,好,相处,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
50,1,3,-6.258925,-1.014779,-4.642157,-3.698617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房东,的,租金,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
51,1,11,-4.159117,-3.414949,-2.846311,-0.9135835,-2.67592,-3.716029,-5.673309,-3.032765,-4.434278,-2.145304,-0.5762527,-0.4954101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,而且,位于,市中心,，,周边,不,远,处,商店,林立,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
52,1,4,-Infinity,-5.356089,-5.643872,-5.425982,-0.9936768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<unk>,小区,出租,?,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
53,1,11,-5.550694,-7.128982,-6.360046,-2.846461,-2.473811,-4.509931,-5.456226,-4.985111,-5.771676,-5.667158,-0.8685571,-0.3709212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,提前,续租,房租,比,现在,找,物业,办公室,租,便宜,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
54,1,8,-5.415995,-3.333235,-1.777108,-5.313958,-4.638631,-3.171589,-1.258286,-1.929806,-0.4801905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房间,全部,为,全家,具,都,有,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
55,1,19,-4.152754,-3.116768,-Infinity,-3.923638,-6.580376,-3.988114,-1.048893,-Infinity,-6.364953,-0.644349,-Infinity,-6.364953,-1.921918,-6.565766,-3.798048,-5.547664,-2.437033,-3.579608,-0.9764861,-0.3944347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,距离,车站,<unk>,分钟,走路,时间,，,<unk>,公交线,，,<unk>,公交线,和,we,线,公交线,经过,车站,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
56,1,8,-5.415995,-3.333235,-1.777108,-5.313958,-4.638631,-3.171589,-1.258286,-1.929806,-0.4801905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房间,全部,为,全家,具,都,有,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
