word index,word form,pos-tag,head,dep rel,frequency
9,full,NN,11,compound:nn,null
10,卫生间,NN,0,root,4.0469758276828704E-18
11,。,PU,11,punct,

CMU,17
0,有,VE,0,root,1.0111497814599467E-14
1,兴趣,NN,3,compound:nn,1.4573480553296168E-16
2,者,NN,1,dobj,2.516275684017403E-15
3,，,PU,1,punct,
4,请,VV,1,conj,1.9298971415262998E-16
5,email,NN,7,compound:nn,null
6,短信,NN,5,dobj,2.9060671152465068E-18
7,介绍,VV,5,ccomp,2.9580111864911923E-16
8,一下,AD,8,advmod,1.814688478376524E-16
9,自己,PN,11,compound:nn,2.4365235336029444E-15
10,情况,NN,8,dobj,1.6402590977244295E-15
11,。,PU,1,punct,

CMU,18
0,半山,NN,2,compound:nn,4.668443827672378E-19
1,独,NN,4,compound:nn,5.2834723742895605E-17
2,栋,M,4,nummod,1.1028922771846518E-18
3,别墅,NN,7,nsubj,6.7421780224205126E-18
4,，,PU,7,punct,
5,自,AD,7,advmod,7.103193474119927E-16
6,带,VV,0,root,5.490937877308129E-16
7,车库,NN,10,conj,9.993622373654396E-19
8,和,CC,10,cc,1.591811265979484E-14
9,driveway,NN,7,dobj,null
10,。,PU,7,punct,

CMU,19
0,一,CD,2,dep,1.3474564558635294E-14
1,楼,NN,3,dep,1.0392695826094025E-16
2,有,VE,0,root,1.0111497814599467E-14
3,half,NN,5,compound:nn,null
4,bath,NN,3,dobj,null
5,。,PU,3,punct,

CMU,22
0,精装,AD,2,advmod,4.404023373903112E-19
1,修,VV,0,root,3.11995032968957E-17
2,家具,NN,2,dobj,1.1562112068951269E-17
3,全,DT,5,det,1.027375905836027E-15
4,free,NN,7,compound:nn,null
5,无线,JJ,7,amod,1.1950141890830811E-17
6,上网,NN,8,compound:nn,8.906397088289205E-18
7,!,NN,2,dep,

CMU,25
0,对比,P,3,case,6.277315993720226E-17
1,其他,DT,3,det,1.1789080738643377E-15
2,地方,NN,9,nmod:prep,1.0411402214326461E-15
3,，,PU,9,punct,
4,可能,AD,9,advmod,1.4116134843854898E-15
5,和,P,8,case,1.591811265979484E-14
6,很多,CD,8,dep,3.6152913719037716E-16
7,人,NN,9,nmod:prep,8.075616574839426E-15
8,share,VV,0,root,null
9,，,PU,9,punct,
10,并且,CC,9,cc,3.642283360667014E-16
11,还,AD,14,advmod,2.8420918174349612E-15
12,很,AD,14,advmod,2.0648311228989252E-15
13,贵,VA,9,conj,2.8479457729415766E-17
14,！,PU,9,punct,

CMU,26
0,房东,NN,3,nsubj,4.215699737542655E-19
1,非常,AD,3,advmod,4.303792994401794E-16
2,无敌,VV,0,root,3.0684922549258143E-19
3,nice,VA,3,ccomp,null
4,还,AD,8,advmod,2.8420918174349612E-15
5,会,VV,8,aux:modal,3.4522441887023265E-15
6,帮忙,VV,8,xcomp,1.1969773590784175E-17
7,丢,VV,3,conj,5.738467395488855E-18
8,垃圾,NN,8,dobj,2.3959434669143258E-17
9,！,PU,3,punct,

CMU,29
0,门口,NN,2,nsubj,7.711996789497826E-18
1,有,VE,0,root,1.0111497814599467E-14
2,bus,NN,2,dobj,null
3,到,VV,2,conj,5.417550873961938E-15
4,中国,NR,10,nmod:assmod,4.332728905141852E-15
5,超市,NN,10,conj,3.831698570702402E-18
6,，,PU,10,punct,
7,餐馆,NN,10,conj,4.095479555417813E-18
8,和,CC,10,cc,1.591811265979484E-14
9,downtown,NN,4,dobj,null
10,.,PU,2,punct,

CMU,30
0,户型,NN,8,dep,2.5665090476492143E-19
1,：,PU,8,punct,
2,一,CD,8,dep,1.3474564558635294E-14
3,楼,M,3,mark:clf,1.0392695826094025E-16
4,是,VC,8,cop,1.9796253661710535E-14
5,超大,JJ,7,amod,1.2806007272511067E-18
6,living,NN,8,compound:nn,null
7,room,NN,0,root,null
8,，,PU,8,punct,
9,dining,VV,8,conj,null
10,room,NN,13,conj,null
11,及,CC,13,cc,1.6105979011834887E-15
12,厨房,NN,10,dobj,1.6016077975960497E-17
13,；,PU,8,punct,

CMU,31
0,长,AD,2,advmod,1.2175250984514307E-15
1,租,VV,0,root,1.6208430267360243E-17
2,all,DT,4,det,null
3,gone,NN,2,dobj,null
4,！,PU,2,punct,

CMU,33
0,暑期,NN,2,nsubj,2.4631388750934663E-18
1,短,VA,7,dep,1.1806382852833547E-16
2,租,VV,5,xcomp,1.6208430267360243E-17
3,还,AD,5,advmod,2.8420918174349612E-15
4,available,VA,2,conj,null
5,哦,SP,7,discourse,5.4925275973760136E-18
6,。,PU,0,root,

CMU,35
0,有,VE,0,root,1.0111497814599467E-14
1,pet,NN,4,nsubj,null
2,可以,VV,4,aux:modal,2.856512995643701E-15
3,商量,VV,1,ccomp,1.6786062663707954E-17
4,正规,JJ,6,amod,3.273915293786368E-17
5,物业,NN,7,compound:nn,1.9654944653472762E-17
6,管理,NN,4,dobj,2.5457442724793226E-15
7,，,PU,1,punct,
8,pa,VV,1,conj,null
9,法律,NN,11,compound:nn,9.489323648933785E-16
10,规定,NN,13,compound:nn,1.4733028082233125E-15
11,租房,NN,13,compound:nn,2.2563665565292767E-18
12,合同,NN,9,dobj,3.8270195756353415E-16
13,，,PU,1,punct,
14,保护,VV,1,conj,6.356595448610075E-16
15,双方,PN,17,compound:nn,2.473293643668692E-16
16,权益,NN,15,dobj,1.0567417955678974E-16
17,，,PU,1,punct,
18,安心,AD,20,advmod,6.637177203777433E-18
19,入住,VV,1,conj,7.816869714330135E-19
20,。,PU,1,punct,

CMU,36
0,欢迎,VV,0,root,1.387922818559682E-16
1,email,NN,1,dobj,null
2,联系,VV,1,ccomp,6.045679839404027E-16
3,咨询,NN,3,dobj,1.1978675000013846E-16
4,。,PU,1,punct,

CMU,45
0,所有,DT,7,det,6.50211110809828E-16
1,想,VV,7,acl,6.309533723591577E-16
2,寄,VV,2,ccomp,1.2948225190088539E-17
3,想,VV,3,advmod:rcomp,6.309533723591577E-16
4,return,NN,3,dobj,null
5,的,DEC,2,mark,1.122713139757776E-13
6,东西,NN,10,nsubj,4.282457748888958E-16
7,，,PU,10,punct,
8,直接,AD,10,advmod,7.023124914417621E-16
9,放在,VV,0,root,4.444309924296011E-20
10,公寓,NN,13,compound:nn,1.0986334132859738E-17
11,一,CD,13,dep,1.3474564558635294E-14
12,楼,NN,10,dobj,1.0392695826094025E-16
13,就,AD,15,advmod,3.725609279809303E-15
14,可以,VV,10,conj,2.856512995643701E-15
15,。,PU,10,punct,

CMU,46
0,免费,AD,2,advmod,2.6921007698264426E-17
1,送,VV,8,acl,9.483485935941139E-17
2,顶楼,NN,4,compound:nn,4.628477011806406E-19
3,view,NN,6,conj,null
4,和,CC,6,cc,1.591811265979484E-14
5,顶楼,NN,2,dobj,4.628477011806406E-19
6,的,DEC,2,mark,1.122713139757776E-13
7,阳光,NN,9,nsubj,3.512507592470409E-17
8,普照,VV,0,root,2.361878950415441E-19
9,!,NN,9,dobj,

CMU,49
0,bathroom,NN,8,nmod:topic,null
1,:,PU,8,punct,
2,二,OD,4,amod:ordmod,3.429608678788833E-15
3,楼,NN,6,conj,1.0392695826094025E-16
4,和,CC,6,cc,1.591811265979484E-14
5,地下室,NN,8,nsubj,2.702524115404288E-18
6,各,AD,8,advmod,2.6393840281239834E-15
7,有,VE,0,root,1.0111497814599467E-14
8,一,CD,11,nummod,1.3474564558635294E-14
9,个,M,9,mark:clf,4.571657372707505E-15
10,卫生间,NN,8,dobj,4.0469758276828704E-18

CMU,53
0,适合,VV,0,root,8.665195755865434E-17
1,couple,NN,5,conj,null
2,或,CC,5,cc,1.7884783684254306E-15
3,单身,JJ,5,amod,3.034792235787627E-18
4,居住,NN,1,dobj,1.2198307041251068E-16
5,。,PU,1,punct,

CMU,54
0,暑假,NN,15,nmod:topic,8.286431840576259E-18
1,短,JJ,5,amod,1.1806382852833547E-16
2,租,VV,5,acl,1.6208430267360243E-17
3,的,DEC,3,mark,1.122713139757776E-13
4,同学,NN,15,nsubj,3.672956772773303E-17
5,看,VV,15,dep,2.0665056365633513E-15
6,过来,VV,6,dep,5.184105278010948E-17
7,～,PU,6,punct,
8,家具,NN,6,dobj,1.1562112068951269E-17
9,全,AD,15,advmod,1.027375905836027E-15
10,齐,AD,15,advmod,2.407997458579503E-17
11,入住,VV,15,xcomp,7.816869714330135E-19
12,即,AD,15,advmod,7.945873643378736E-16
13,可,VV,15,aux:modal,1.426493034012033E-15
14,用,VV,0,root,1.4794661068847302E-15
15,，,PU,15,punct,
16,full,NR,19,nmod:assmod,null
17,size,NN,19,compound:nn,null
18,床,NN,22,nsubj,1.3271221009190973E-17
19,都,AD,22,advmod,3.5373854325946997E-15
20,可以,VV,22,aux:modal,2.856512995643701E-15
21,用,VV,15,conj,1.4794661068847302E-15
22,。,PU,15,punct,

CMU,56
0,有,VE,0,root,1.0111497814599467E-14
1,车库,NN,1,dobj,9.993622373654396E-19
2,，,PU,1,punct,
3,off,VV,1,conj,null
4,street,NN,6,compound:nn,null
5,parking,NN,4,dobj,null
6,.,PU,1,punct,

CMU,57
0,要求,VV,0,root,1.357784066529322E-15
1,：,PU,1,punct,
2,no,NN,4,nsubj,null
3,smoking,VV,1,ccomp,null
4,，,PU,1,punct,
5,no,NN,7,compound:nn,null
6,pets,NN,10,nmod:topic,null
7,，,PU,10,punct,
8,no,NN,10,nsubj,null
9,parties,VV,1,dep,null
10,.,PU,1,punct,

CMU,61
0,#,NN,2,compound:nn,
1,家具,NN,3,nsubj,1.1562112068951269E-17
2,齐全,VA,0,root,2.5371766021488605E-17
3,:,PU,3,punct,
4,房间,NN,6,nsubj,3.803945613765072E-17
5,有,VE,3,conj,1.0111497814599467E-14
6,double,NN,9,compound:nn,null
7,size,NN,9,compound:nn,null
8,床,NN,6,dobj,1.3271221009190973E-17
9,，,PU,6,punct,
10,walk,VV,6,conj,null
11,in,P,13,case,null
12,closet,NN,11,nmod:prep,null
13,，,PU,6,punct,
14,挂,VV,6,conj,1.3480263442896349E-17
15,衣架,NN,15,dobj,3.0819211050567803E-19
16,，,PU,6,punct,
17,书桌,VV,6,conj,9.782917320408995E-19
18,，,PU,6,punct,
19,台灯,VV,6,conj,6.359519740593356E-20
20,，,PU,3,punct,
21,转椅,NN,28,nsubj,5.624130328659484E-20
22,，,PU,22,punct,
23,（,PU,22,parataxis:prnmod,
24,还,AD,28,advmod,2.8420918174349612E-15
25,可,VV,28,aux:modal,1.426493034012033E-15
26,低价,AD,28,advmod,1.3492797036351918E-20
27,出,VV,3,conj,2.200679864753091E-15
28,显示器,NN,28,dobj,3.2684862015191346E-18
29,。,PU,3,punct,

CMU,62
0,house,NN,2,compound:nn,null
1,里面,NN,3,dep,4.905654873200091E-17
2,有,VE,0,root,1.0111497814599467E-14
3,一,CD,10,nummod,1.3474564558635294E-14
4,个,M,4,mark:clf,4.571657372707505E-15
5,shared,NN,10,compound:nn,null
6,kitchen,NN,10,conj,null
7,和,CC,10,cc,1.591811265979484E-14
8,dining,NN,10,compound:nn,null
9,room,NN,3,dobj,null
10,，,PU,3,punct,
11,烤箱,NN,14,compound:nn,1.422818644828579E-20
12,微波炉,NN,14,compound:nn,3.919625565607539E-19
13,洗衣机,NN,16,nsubj,9.631427101550618E-18
14,都,AD,16,advmod,3.5373854325946997E-15
15,有,VE,3,conj,1.0111497814599467E-14
16,，,PU,3,punct,
17,餐具,NN,26,nsubj,2.4689900169362444E-19
18,也,AD,26,advmod,5.4476054718648106E-15
19,可以,VV,26,aux:modal,2.856512995643701E-15
20,和,P,25,case,1.591811265979484E-14
21,家,NN,25,dep,1.2934721522078271E-15
22,里,LC,22,case,1.0602477486025659E-15
23,其他,DT,25,det,1.1789080738643377E-15
24,人,NN,26,nmod:prep,8.075616574839426E-15
25,share,VV,3,conj,null
26,。,PU,3,punct,

CMU,63
0,【,PU,6,punct,
1,其他,DT,4,det,1.1789080738643377E-15
2,】,PU,4,dep,
3,包,NN,6,nsubj,7.364867408302884E-17
4,utility,AD,6,advmod,null
5,fee,VA,0,root,null
6,，,PU,6,punct,
7,价格,NN,10,conj,6.70167852883268E-16
8,和,CC,10,cc,1.591811265979484E-14
9,时间,NN,12,nsubj,9.879974654465082E-16
10,可,VV,12,aux:modal,1.426493034012033E-15
11,议,VV,6,conj,1.2632589659795981E-16
12,。,PU,6,punct,

CMU,64
0,一,CD,3,dep,1.3474564558635294E-14
1,层,M,1,mark:clf,1.858352064842834E-16
2,有,VE,0,root,1.0111497814599467E-14
3,doorman,AD,5,advmod,null
4,帮忙,VV,16,acl,1.1969773590784175E-17
5,开门,NN,9,conj,2.4046914035710696E-18
6,和,CC,9,cc,1.591811265979484E-14
7,收发,NN,9,compound:nn,2.2525617156588364E-18
8,快递,NN,5,dobj,2.011641749618761E-18
9,，,PU,5,punct,
10,不用,AD,12,advmod,5.891485945385947E-17
11,担心,VV,5,conj,6.170447925439889E-17
12,快递,NN,14,nsubj,2.011641749618761E-18
13,丢失,VV,12,ccomp,1.2997560227593494E-17
14,等,ETC,5,dep,2.527334342100254E-15
15,问题,NN,3,dobj,3.2402758963144866E-15
16,；,PU,3,punct,

CMU,67
0,八月,NT,4,advmod:loc,2.4159140854662344E-19
1,开始,LC,1,case,1.0083580322274579E-15
2,可,VV,4,aux:modal,1.426493034012033E-15
3,签,VV,0,root,1.8885183779894154E-17
4,一,CD,7,nummod,1.3474564558635294E-14
5,年,M,5,mark:clf,1.3771818103346435E-14
6,lease,NN,4,dobj,null
7,。,PU,4,punct,

CMU,68
0,性格,NN,3,nsubj,6.447542655856572E-17
1,非常,AD,3,advmod,4.303792994401794E-16
2,nice,VA,0,root,null
3,好,VA,3,compound:vc,1.7275837767277398E-15
4,相处,VV,3,conj,1.2521635384261508E-17
5,，,PU,3,punct,
6,绝对,AD,10,advmod,1.6311627783271452E-16
7,不,AD,10,neg,8.491289141164867E-15
8,会,VV,10,aux:modal,3.4522441887023265E-15
9,打扰,VV,3,conj,2.6706465830695893E-18
10,你,PN,10,ccomp,1.6284495750785415E-15
11,。,PU,3,punct,

CMU,69
0,［,PU,2,punct,
1,治安,NN,6,dep,5.369052517767048E-17
2,］,PU,2,punct,
3,附近,NN,5,compound:nn,9.393263247132661E-17
4,治安,NN,6,nsubj,5.369052517767048E-17
5,好,VA,0,root,1.7275837767277398E-15
6,，,PU,6,punct,
7,公寓,NN,9,dep,1.0986334132859738E-17
8,有,VE,6,conj,1.0111497814599467E-14
9,doorman,NN,9,dobj,null
10,，,PU,6,punct,
11,收发,NN,13,compound:nn,2.2525617156588364E-18
12,快递,NN,15,nsubj,2.011641749618761E-18
13,也,AD,15,advmod,5.4476054718648106E-15
14,方便,VA,6,conj,8.598185793711912E-17
15,。,PU,6,punct,

CMU,76
0,an,AD,2,advmod,null
1,open-air,VV,0,root,
2,shopping,NN,4,compound:nn,null
3,经历,NN,2,dobj,1.8677976622373344E-16
4,。,PU,2,punct,

CMU,79
0,（,PU,10,punct,
1,对比,P,4,case,6.277315993720226E-17
2,其他,DT,4,det,1.1789080738643377E-15
3,地方,NN,10,nmod:prep,1.0411402214326461E-15
4,，,PU,10,punct,
5,可能,AD,10,advmod,1.4116134843854898E-15
6,和,P,9,case,1.591811265979484E-14
7,很多,CD,9,dep,3.6152913719037716E-16
8,人,NN,10,nmod:prep,8.075616574839426E-15
9,share,VV,0,root,null
10,，,PU,10,punct,
11,并且,CC,10,cc,3.642283360667014E-16
12,还,AD,15,advmod,2.8420918174349612E-15
13,很,AD,15,advmod,2.0648311228989252E-15
14,贵,VA,10,conj,2.8479457729415766E-17
15,！,PU,10,punct,

CMU,83
0,附近,NN,2,compound:nn,9.393263247132661E-17
1,neighborhood,NN,4,nsubj,null
2,非常,AD,4,advmod,4.303792994401794E-16
3,安静,VA,0,root,1.5639174915618042E-17
4,也,AD,7,advmod,5.4476054718648106E-15
5,非常,AD,7,advmod,4.303792994401794E-16
6,安全,VA,4,dep,4.749614832023531E-16
7,，,PU,4,punct,
8,临近,VV,4,conj,6.569521377879516E-18
9,富人,NN,11,compound:nn,5.6912745793143164E-21
10,区,NN,9,dobj,7.471972719602202E-16
11,。,PU,4,punct,

CMU,84
0,房子,NN,3,nsubj,5.697592533566408E-17
1,目前,NT,3,nmod:tmod,5.97288907700365E-16
2,half,VV,0,root,null
3,furnished,NN,3,dobj,null
4,，,PU,3,punct,

CMU,85
0,房子,NN,6,nsubj,5.697592533566408E-17
1,目前,NT,6,nmod:tmod,5.97288907700365E-16
2,几乎,AD,6,advmod,2.3433215584725536E-16
3,是,VC,6,cop,1.9796253661710535E-14
4,fully,NN,6,compound:nn,null
5,furnished,NN,0,root,null
6,，,PU,6,punct,
7,含,VV,6,conj,3.6473588265474654E-17
8,电视,NN,8,dobj,2.252771461508501E-16
9,，,PU,6,punct,
10,床,NN,24,nmod:topic,1.3271221009190973E-17
11,，,PU,24,punct,
12,书桌,NN,24,nmod:topic,9.782917320408995E-19
13,，,PU,24,punct,
14,餐厅,NN,17,compound:nn,6.782848254245725E-18
15,大,JJ,17,amod,4.037706755720687E-15
16,桌子,NN,24,nmod:topic,1.2475465718573138E-17
17,，,PU,24,punct,
18,椅子,NN,24,nmod:topic,1.1183546389068788E-17
19,，,PU,24,punct,
20,生活,NN,22,compound:nn,1.7391325878403708E-15
21,用品,NN,24,nsubj,2.9975495580910804E-17
22,基本,AD,24,advmod,1.2640805558199918E-15
23,齐全,VA,6,conj,2.5371766021488605E-17
24,。,PU,6,punct,

CMU,87
0,想,VV,0,root,6.309533723591577E-16
1,找,VV,1,ccomp,1.5710514083266166E-16
2,1-2,CD,12,nummod,
3,间,M,3,mark:clf,1.7419233586852072E-15
4,带,VV,12,acl,5.490937877308129E-16
5,家具,NN,5,dobj,1.1562112068951269E-17
6,的,DEC,5,mark,1.122713139757776E-13
7,house,NN,12,compound:nn,null
8,room,NN,12,conj,null
9,或者,CC,12,cc,6.810390825864337E-16
10,apartment,NN,12,compound:nn,null
11,room,NN,2,dobj,null
12,，,PU,1,punct,

CMU,89
0,房间,NN,7,nsubj,3.803945613765072E-17
1,是,VC,7,cop,1.9796253661710535E-14
2,一,CD,5,nummod,1.3474564558635294E-14
3,栋,M,3,mark:clf,1.1028922771846518E-18
4,house,NN,7,nmod:assmod,null
5,的,DEG,5,case,1.122713139757776E-13
6,顶层,NN,0,root,1.1129319413301837E-18
7,，,PU,7,punct,
8,非常,AD,10,advmod,4.303792994401794E-16
9,宽敞,VA,7,conj,1.4901227627468747E-18
10,。,PU,7,punct,

CMU,92
0,budget,AD,2,advmod,null
1,灵活,VA,0,root,8.674698266005727E-17
2,。,PU,2,punct,

CMU,93
0,客厅,NN,5,compound:nn,6.200291946183327E-18
1,超大,JJ,5,amod,1.2806007272511067E-18
2,，,PU,2,punct,
3,walk-in,JJ,2,dep,
4,closet,NN,8,nsubj,null
5,也,AD,8,advmod,5.4476054718648106E-15
6,很,AD,8,advmod,2.0648311228989252E-15
7,大,VA,0,root,4.037706755720687E-15
8,。,PU,8,punct,

CMU,95
0,如果,CS,2,advmod,1.1944875223703255E-15
1,感,VV,8,dep,1.881871736643641E-16
2,兴趣,NN,2,dobj,1.4573480553296168E-16
3,，,PU,8,punct,
4,请,VV,8,xcomp,1.9298971415262998E-16
5,通过,P,7,case,1.480600109331385E-15
6,email,NN,8,nmod:prep,null
7,联系,VV,0,root,6.045679839404027E-16
8,em@7,CD,8,nmod:range,

CMU,96
0,出门,VV,2,xcomp,1.0172417921112406E-17
1,走,VV,7,dep,4.303551275099437E-16
2,一,CD,2,nmod:range,1.3474564558635294E-14
3,分钟,M,3,mark:clf,8.384027607575692E-17
4,不到,AD,3,advmod,4.8855435714563343E-20
5,就,AD,7,advmod,3.725609279809303E-15
6,有,VE,0,root,1.0111497814599467E-14
7,81-83,CD,9,dep,
8,bus,NN,7,dobj,null
9,。,PU,7,punct,

CMU,97
0,leasing,NN,2,compound:nn,null
1,office,NN,10,nmod:topic,null
2,就,AD,10,nmod:prep,3.725609279809303E-15
3,在,P,5,case,1.880388846275893E-14
4,lobby,NN,3,dep,null
5,，,PU,10,punct,
6,员工,NN,10,nsubj,6.264347561308037E-17
7,也,AD,10,advmod,5.4476054718648106E-15
8,非常,AD,10,advmod,4.303792994401794E-16
9,好,VA,0,root,1.7275837767277398E-15
10,，,PU,10,punct,
11,有,VE,10,conj,1.0111497814599467E-14
