word index,word form,pos-tag,head,dep rel,frequency
5,卧室,NN,10,conj,3.3312820626077486E-18
6,和,CC,10,cc,1.591811265979484E-14
7,一,CD,10,nummod,1.3474564558635294E-14
8,个,M,8,mark:clf,4.571657372707505E-15
9,设施,NN,13,dep,2.40665521303546E-16
10,完全,JJ,13,amod,6.076128797872412E-16
11,的,DEG,11,case,1.122713139757776E-13
12,卫生间,NN,0,root,4.0469758276828704E-18
13,。,PU,13,punct,

CMU,17
0,有,VE,3,dep,1.0111497814599467E-14
1,兴趣,NN,1,dobj,1.4573480553296168E-16
2,者,NN,6,nsubj,2.516275684017403E-15
3,，,PU,6,punct,
4,请,VV,6,xcomp,1.9298971415262998E-16
5,发送,VV,0,root,1.586852049178333E-17
6,短信,NN,6,dobj,2.9060671152465068E-18
7,介绍,VV,6,conj,2.9580111864911923E-16
8,一下,AD,8,advmod,1.814688478376524E-16
9,自己,PN,11,compound:nn,2.4365235336029444E-15
10,情况,NN,8,dobj,1.6402590977244295E-15
11,。,PU,6,punct,

CMU,18
0,半山,NN,2,compound:nn,4.668443827672378E-19
1,独,NN,4,compound:nn,5.2834723742895605E-17
2,栋,M,4,nummod,1.1028922771846518E-18
3,别墅,NN,7,nsubj,6.7421780224205126E-18
4,，,PU,7,punct,
5,自,AD,7,advmod,7.103193474119927E-16
6,带,VV,0,root,5.490937877308129E-16
7,车库,NN,11,conj,9.993622373654396E-19
8,和,CC,11,cc,1.591811265979484E-14
9,私人,JJ,11,amod,1.0342216138982669E-16
10,车道,NN,7,dobj,1.6090959802166982E-18
11,。,PU,7,punct,

CMU,19
0,一,CD,2,dep,1.3474564558635294E-14
1,楼,NN,3,dep,1.0392695826094025E-16
2,有,VE,0,root,1.0111497814599467E-14
3,半,CD,5,dep,1.1302116741034682E-16
4,浴室,NN,3,dobj,2.839754174361687E-18
5,。,PU,3,punct,

CMU,22
0,精装,NN,2,nsubj,4.404023373903112E-19
1,修,VV,0,root,3.11995032968957E-17
2,家具,NN,2,dobj,1.1562112068951269E-17
3,全,DT,7,det,1.027375905836027E-15
4,免费,JJ,7,amod,2.6921007698264426E-17
5,无线,JJ,7,amod,1.1950141890830811E-17
6,上网,NN,2,dobj,8.906397088289205E-18
7,！,PU,2,punct,

CMU,25
0,对比,P,3,case,6.277315993720226E-17
1,其他,DT,3,det,1.1789080738643377E-15
2,地方,NN,14,nmod:prep,1.0411402214326461E-15
3,，,PU,14,punct,
4,可能,AD,14,advmod,1.4116134843854898E-15
5,和,P,8,case,1.591811265979484E-14
6,很多,CD,8,dep,3.6152913719037716E-16
7,人,NN,14,nmod:prep,8.075616574839426E-15
8,共用,JJ,14,dep,4.0104941181604114E-18
9,，,PU,14,punct,
10,并且,AD,14,advmod,3.642283360667014E-16
11,还,AD,14,advmod,2.8420918174349612E-15
12,很,AD,14,advmod,2.0648311228989252E-15
13,贵,VA,0,root,2.8479457729415766E-17
14,！,PU,14,punct,

CMU,26
0,房东,NR,5,nmod,4.215699737542655E-19
1,非常,AD,3,advmod,4.303792994401794E-16
2,无敌,JJ,5,amod,3.0684922549258143E-19
3,好,JJ,5,amod,1.7275837767277398E-15
4,还会,NN,7,nsubj,3.027885970005987E-20
5,帮忙,VV,7,xcomp,1.1969773590784175E-17
6,丢,VV,0,root,5.738467395488855E-18
7,垃圾,NN,7,dobj,2.3959434669143258E-17
8,！,PU,7,punct,

CMU,29
0,门口,NN,2,nsubj,7.711996789497826E-18
1,有,VE,0,root,1.0111497814599467E-14
2,公交车,NN,2,dobj,
3,到,VV,2,conj,5.417550873961938E-15
4,中国,NR,10,nmod:assmod,4.332728905141852E-15
5,超市,NN,10,conj,3.831698570702402E-18
6,，,PU,10,punct,
7,餐馆,NN,10,conj,4.095479555417813E-18
8,和,CC,10,cc,1.591811265979484E-14
9,市中心,NN,4,dobj,
10,。,PU,2,punct,

CMU,30
0,户型,NN,11,dep,2.5665090476492143E-19
1,：,PU,11,punct,
2,一,CD,11,dep,1.3474564558635294E-14
3,楼,M,3,mark:clf,1.0392695826094025E-16
4,是,VC,11,cop,1.9796253661710535E-14
5,超大,JJ,7,amod,1.2806007272511067E-18
6,客厅,NN,11,dep,6.200291946183327E-18
7,，,PU,11,punct,
8,餐厅,NN,11,conj,6.782848254245725E-18
9,及,CC,11,cc,1.6105979011834887E-15
10,厨房,NN,0,root,1.6016077975960497E-17
11,；,PU,11,punct,

CMU,31
0,长,AD,2,advmod,1.2175250984514307E-15
1,租,VV,0,root,1.6208430267360243E-17
2,全部,DT,4,det,3.6418523585247157E-16
3,租出,NN,2,dobj,
4,！,PU,2,punct,

CMU,33
0,暑期,NN,2,nsubj,2.4631388750934663E-18
1,短,VA,5,dep,1.1806382852833547E-16
2,租,VV,5,xcomp,1.6208430267360243E-17
3,还,AD,5,advmod,2.8420918174349612E-15
4,有,VE,8,dep,1.0111497814599467E-14
5,空的,NN,5,dobj,
6,哦,SP,8,discourse,5.4925275973760136E-18
7,。,PU,0,root,

CMU,35
0,有,VE,0,root,1.0111497814599467E-14
1,宠物,NN,4,nsubj,1.7091089402397049E-18
2,可以,VV,4,aux:modal,2.856512995643701E-15
3,商量,VV,1,ccomp,1.6786062663707954E-17
4,正规,JJ,6,amod,3.273915293786368E-17
5,物业,NN,7,compound:nn,1.9654944653472762E-17
6,管理,NN,4,dobj,2.5457442724793226E-15
7,，,PU,1,punct,
8,宾,NN,10,compound:nn,8.942910771264357E-18
9,州,NN,12,compound:nn,1.1822235290678625E-16
10,法律,NN,12,compound:nn,9.489323648933785E-16
11,规定,NN,13,nsubj,1.4733028082233125E-15
12,租房,VV,1,dep,2.2563665565292767E-18
13,合同,NN,13,dobj,3.8270195756353415E-16
14,，,PU,13,punct,
15,保护,VV,13,conj,6.356595448610075E-16
16,双方,PN,18,compound:nn,2.473293643668692E-16
17,权益,NN,16,dobj,1.0567417955678974E-16
18,，,PU,13,punct,
19,安心,AD,21,advmod,6.637177203777433E-18
20,入住,VV,13,conj,7.816869714330135E-19
21,。,PU,1,punct,

CMU,36
0,欢迎,VV,0,root,1.387922818559682E-16
1,发,VV,1,ccomp,6.769271047294264E-16
2,邮件,NN,2,dobj,2.0515574079604243E-17
3,联系,VV,1,conj,6.045679839404027E-16
4,咨询,NN,4,dobj,1.1978675000013846E-16
5,。,PU,1,punct,

CMU,45
0,所有,DT,7,det,6.50211110809828E-16
1,想,VV,7,acl,6.309533723591577E-16
2,寄,VV,2,ccomp,1.2948225190088539E-17
3,想,VV,2,conj,6.309533723591577E-16
4,退还,VV,4,ccomp,1.0013541834681997E-17
5,的,DEC,2,mark,1.122713139757776E-13
6,东西,NN,10,nsubj,4.282457748888958E-16
7,，,PU,10,punct,
8,直接,AD,10,advmod,7.023124914417621E-16
9,放在,VV,0,root,4.444309924296011E-20
10,公寓,NN,13,compound:nn,1.0986334132859738E-17
11,一,CD,13,dep,1.3474564558635294E-14
12,楼,NN,10,dobj,1.0392695826094025E-16
13,就,AD,15,advmod,3.725609279809303E-15
14,可以,VV,10,conj,2.856512995643701E-15
15,。,PU,10,punct,

CMU,46
0,免费,AD,2,advmod,2.6921007698264426E-17
1,送,VV,8,acl,9.483485935941139E-17
2,顶楼,NN,4,compound:nn,4.628477011806406E-19
3,景观,NN,6,conj,2.00819501141848E-17
4,和,CC,6,cc,1.591811265979484E-14
5,顶楼,NN,2,dobj,4.628477011806406E-19
6,的,DEC,2,mark,1.122713139757776E-13
7,阳光,NN,9,nsubj,3.512507592470409E-17
8,普照,VV,0,root,2.361878950415441E-19
9,！,PU,9,punct,

CMU,49
0,浴室,NN,8,nmod:topic,2.839754174361687E-18
1,：,PU,8,punct,
2,二,OD,4,amod:ordmod,3.429608678788833E-15
3,楼,NN,6,conj,1.0392695826094025E-16
4,和,CC,6,cc,1.591811265979484E-14
5,地下室,NN,8,nsubj,2.702524115404288E-18
6,各,AD,8,advmod,2.6393840281239834E-15
7,有,VE,0,root,1.0111497814599467E-14
8,一,CD,11,nummod,1.3474564558635294E-14
9,个,M,9,mark:clf,4.571657372707505E-15
10,卫生间,NN,8,dobj,4.0469758276828704E-18

CMU,53
0,适合,VV,0,root,8.665195755865434E-17
1,情侣,NN,5,conj,1.2269812470853196E-18
2,或,CC,5,cc,1.7884783684254306E-15
3,单身,JJ,5,amod,3.034792235787627E-18
4,居住,NN,1,dobj,1.2198307041251068E-16
5,。,PU,1,punct,

CMU,54
0,暑假,NN,15,nmod:topic,8.286431840576259E-18
1,短,JJ,5,amod,1.1806382852833547E-16
2,租,VV,5,acl,1.6208430267360243E-17
3,的,DEC,3,mark,1.122713139757776E-13
4,同学,NN,15,nsubj,3.672956772773303E-17
5,看,VV,15,dep,2.0665056365633513E-15
6,过来,VV,6,dep,5.184105278010948E-17
7,～,PU,6,punct,
8,家具,NN,6,dobj,1.1562112068951269E-17
9,全,AD,15,advmod,1.027375905836027E-15
10,齐,AD,15,advmod,2.407997458579503E-17
11,入住,VV,15,xcomp,7.816869714330135E-19
12,即,AD,15,advmod,7.945873643378736E-16
13,可,VV,15,aux:modal,1.426493034012033E-15
14,用,VV,0,root,1.4794661068847302E-15
15,，,PU,15,punct,
16,单人床,NN,20,nsubj,
17,都,AD,20,advmod,3.5373854325946997E-15
18,可以,VV,20,aux:modal,2.856512995643701E-15
19,用,VV,15,conj,1.4794661068847302E-15
20,。,PU,15,punct,

CMU,56
0,有,VE,0,root,1.0111497814599467E-14
1,车库,NN,1,dobj,9.993622373654396E-19
2,，,PU,1,punct,
3,路,NN,6,compound:nn,2.4567659265027416E-16
4,外,NN,6,compound:nn,1.065148191802977E-15
5,停车场,NN,1,dep,4.105391325752574E-20
6,。,PU,1,punct,

CMU,57
0,要求,VV,0,root,1.357784066529322E-15
1,：,PU,1,punct,
2,禁止,VV,1,ccomp,9.114819237012342E-17
3,吸烟,VV,3,ccomp,1.812894767680459E-20
4,，,PU,1,punct,
5,禁止,VV,1,conj,9.114819237012342E-17
6,宠物,NN,6,dobj,1.7091089402397049E-18
7,入内,VV,6,ccomp,
8,，,PU,1,punct,
9,禁止,VV,1,conj,9.114819237012342E-17
10,举办,VV,10,ccomp,1.469493491069495E-16
11,派对,NN,11,dobj,1.734751649299312E-18
12,。,PU,1,punct,

CMU,61
0,#,NN,2,compound:nn,
1,家具,NN,3,nsubj,1.1562112068951269E-17
2,齐全,VA,0,root,2.5371766021488605E-17
3,：,PU,3,punct,
4,房间,NN,6,nsubj,3.803945613765072E-17
5,有,VE,3,conj,1.0111497814599467E-14
6,双人床,NN,6,dobj,
7,，,PU,6,punct,
8,步入,VV,6,conj,1.0807027010158645E-20
9,式,NN,11,compound:nn,3.5506244243635766E-16
10,衣柜,NN,9,dobj,4.723438166303955E-19
11,，,PU,6,punct,
12,挂,VV,6,conj,1.3480263442896349E-17
13,衣架,NN,13,dobj,3.0819211050567803E-19
14,，,PU,6,punct,
15,书桌,VV,6,conj,9.782917320408995E-19
16,，,PU,6,punct,
17,台灯,VV,6,conj,6.359519740593356E-20
18,，,PU,3,punct,
19,转椅,NN,26,nsubj,5.624130328659484E-20
20,，,PU,20,punct,
21,（,PU,20,parataxis:prnmod,
22,还,AD,26,advmod,2.8420918174349612E-15
23,可,VV,26,aux:modal,1.426493034012033E-15
24,低价,AD,26,advmod,1.3492797036351918E-20
25,出,VV,3,conj,2.200679864753091E-15
26,显示器,NN,26,dobj,3.2684862015191346E-18
27,。,PU,3,punct,

CMU,62
0,房子,NN,2,compound:nn,5.697592533566408E-17
1,里面,NN,3,dep,4.905654873200091E-17
2,有,VE,0,root,1.0111497814599467E-14
3,一,CD,9,nummod,1.3474564558635294E-14
4,个,M,4,mark:clf,4.571657372707505E-15
5,公共,JJ,9,amod,2.730796960682403E-16
6,厨房,NN,9,conj,1.6016077975960497E-17
7,和,CC,9,cc,1.591811265979484E-14
8,餐厅,NN,3,dobj,6.782848254245725E-18
9,，,PU,3,punct,
10,烤箱,NN,13,compound:nn,1.422818644828579E-20
11,微波炉,NN,13,compound:nn,3.919625565607539E-19
12,洗衣机,NN,15,nsubj,9.631427101550618E-18
13,都,AD,15,advmod,3.5373854325946997E-15
14,有,VE,3,conj,1.0111497814599467E-14
15,，,PU,3,punct,
16,餐具,NN,19,nsubj,2.4689900169362444E-19
17,也,AD,19,advmod,5.4476054718648106E-15
18,可以,VV,3,conj,2.856512995643701E-15
19,和,P,24,case,1.591811265979484E-14
20,家,NN,24,dep,1.2934721522078271E-15
21,里,LC,21,case,1.0602477486025659E-15
22,其他,DT,24,det,1.1789080738643377E-15
23,人,NN,19,nmod:prep,8.075616574839426E-15
24,共用,JJ,24,dep,4.0104941181604114E-18
25,。,PU,3,punct,

CMU,63
0,【,PU,5,punct,
1,其他,DT,4,det,1.1789080738643377E-15
2,】,PU,4,dep,
3,包,NN,5,nsubj,7.364867408302884E-17
4,物业费,VA,0,root,
5,，,PU,5,punct,
6,价格,NN,9,conj,6.70167852883268E-16
7,和,CC,9,cc,1.591811265979484E-14
8,时间,NN,11,nsubj,9.879974654465082E-16
9,可,VV,11,aux:modal,1.426493034012033E-15
10,议,VV,5,conj,1.2632589659795981E-16
11,。,PU,5,punct,

CMU,64
0,一,CD,3,dep,1.3474564558635294E-14
1,层,M,1,mark:clf,1.858352064842834E-16
2,有,VE,0,root,1.0111497814599467E-14
3,门卫,NN,5,nsubj,3.064335706075753E-19
4,帮忙,VV,16,acl,1.1969773590784175E-17
5,开门,NN,9,conj,2.4046914035710696E-18
6,和,CC,9,cc,1.591811265979484E-14
7,收发,NN,9,compound:nn,2.2525617156588364E-18
8,快递,NN,5,dobj,2.011641749618761E-18
9,，,PU,5,punct,
10,不用,AD,12,advmod,5.891485945385947E-17
11,担心,VV,5,conj,6.170447925439889E-17
12,快递,NN,14,nsubj,2.011641749618761E-18
13,丢失,VV,12,ccomp,1.2997560227593494E-17
14,等,ETC,5,dep,2.527334342100254E-15
15,问题,NN,3,dobj,3.2402758963144866E-15
16,；,PU,3,punct,

CMU,67
0,八月,NT,4,advmod:loc,2.4159140854662344E-19
1,开始,LC,1,case,1.0083580322274579E-15
2,可,VV,4,aux:modal,1.426493034012033E-15
3,签,VV,0,root,1.8885183779894154E-17
4,一,CD,7,nummod,1.3474564558635294E-14
5,年,M,5,mark:clf,1.3771818103346435E-14
6,租约,NN,4,dobj,8.761685241401696E-19
7,。,PU,4,punct,

CMU,68
0,性格,NN,4,nsubj,6.447542655856572E-17
1,非常,AD,4,advmod,4.303792994401794E-16
2,好好,AD,4,advmod,2.2160288486120693E-17
3,相处,VV,0,root,1.2521635384261508E-17
4,，,PU,4,punct,
5,绝对,AD,9,advmod,1.6311627783271452E-16
6,不,AD,9,neg,8.491289141164867E-15
7,会,VV,9,aux:modal,3.4522441887023265E-15
8,打扰,VV,4,conj,2.6706465830695893E-18
9,你,PN,9,ccomp,1.6284495750785415E-15
10,。,PU,4,punct,

CMU,69
0,［,PU,2,punct,
1,治安,NN,6,dep,5.369052517767048E-17
2,］,PU,2,punct,
3,附近,NN,5,compound:nn,9.393263247132661E-17
4,治安,NN,6,nsubj,5.369052517767048E-17
5,好,VA,0,root,1.7275837767277398E-15
6,，,PU,6,punct,
7,公寓,NN,9,dep,1.0986334132859738E-17
8,有,VE,6,conj,1.0111497814599467E-14
9,门卫,NN,9,dobj,3.064335706075753E-19
10,，,PU,6,punct,
11,收发,NN,13,compound:nn,2.2525617156588364E-18
12,快递,NN,15,nsubj,2.011641749618761E-18
13,也,AD,15,advmod,5.4476054718648106E-15
14,方便,VA,6,conj,8.598185793711912E-17
15,。,PU,6,punct,

CMU,76
0,一,CD,4,nummod,1.3474564558635294E-14
1,次,M,1,mark:clf,1.3834246653410514E-15
2,露天,JJ,4,amod,2.3696804728724787E-18
3,购物,NN,5,dep,1.3436012184369547E-17
4,经历,NN,0,root,1.8677976622373344E-16
5,。,PU,5,punct,

CMU,79
0,（,PU,15,punct,
1,对比,P,4,case,6.277315993720226E-17
2,其他,DT,4,det,1.1789080738643377E-15
3,地方,NN,15,nmod:prep,1.0411402214326461E-15
4,，,PU,15,punct,
5,可能,AD,15,advmod,1.4116134843854898E-15
6,和,P,9,case,1.591811265979484E-14
7,很多,CD,9,dep,3.6152913719037716E-16
8,人,NN,15,nmod:prep,8.075616574839426E-15
9,共用,JJ,15,dep,4.0104941181604114E-18
10,，,PU,15,punct,
11,并且,AD,15,advmod,3.642283360667014E-16
12,还,AD,15,advmod,2.8420918174349612E-15
13,很,AD,15,advmod,2.0648311228989252E-15
14,贵,VA,0,root,2.8479457729415766E-17
15,！,PU,15,punct,

CMU,83
0,附近,NN,2,compound:nn,9.393263247132661E-17
1,街区,NN,4,nsubj,3.811075693715561E-18
2,非常,AD,4,advmod,4.303792994401794E-16
3,安静,VA,0,root,1.5639174915618042E-17
4,也,AD,7,advmod,5.4476054718648106E-15
5,非常,AD,7,advmod,4.303792994401794E-16
6,安全,VA,4,dep,4.749614832023531E-16
7,，,PU,4,punct,
8,临近,VV,4,conj,6.569521377879516E-18
9,富人,NN,11,compound:nn,5.6912745793143164E-21
10,区,NN,9,dobj,7.471972719602202E-16
11,。,PU,4,punct,

CMU,84
0,房子,NN,3,nsubj,5.697592533566408E-17
1,目前,NT,3,nmod:tmod,5.97288907700365E-16
2,装修,VV,0,root,4.619972073390128E-18
3,了,AS,3,aux:asp,1.797542369056733E-14
4,一半,CD,3,dep,6.698003500180172E-17
5,，,PU,3,punct,

CMU,85
0,房子,NN,6,nsubj,5.697592533566408E-17
1,目前,NT,6,nmod:tmod,5.97288907700365E-16
2,几乎,AD,6,advmod,2.3433215584725536E-16
3,是,VC,6,cop,1.9796253661710535E-14
4,完整,JJ,6,amod,1.6237558082763364E-16
5,装修,NN,0,root,4.619972073390128E-18
6,，,PU,6,punct,
7,含,VV,6,conj,3.6473588265474654E-17
8,电视,NN,8,dobj,2.252771461508501E-16
9,，,PU,6,punct,
10,床,NN,13,nsubj,1.3271221009190973E-17
11,，,PU,13,punct,
12,书桌,VV,6,conj,9.782917320408995E-19
13,，,PU,6,punct,
14,餐厅,NN,17,compound:nn,6.782848254245725E-18
15,大,JJ,17,amod,4.037706755720687E-15
16,桌子,NN,24,nmod:topic,1.2475465718573138E-17
17,，,PU,24,punct,
18,椅子,NN,24,nmod:topic,1.1183546389068788E-17
19,，,PU,24,punct,
20,生活,NN,22,compound:nn,1.7391325878403708E-15
21,用品,NN,24,nsubj,2.9975495580910804E-17
22,基本,AD,24,advmod,1.2640805558199918E-15
23,齐全,VA,6,conj,2.5371766021488605E-17
24,。,PU,6,punct,

CMU,87
0,想,VV,0,root,6.309533723591577E-16
1,找,VV,1,ccomp,1.5710514083266166E-16
2,1-2,CD,12,nummod,
3,间,M,3,mark:clf,1.7419233586852072E-15
4,带,VV,12,acl,5.490937877308129E-16
5,家具,NN,5,dobj,1.1562112068951269E-17
6,的,DEC,5,mark,1.122713139757776E-13
7,住宅,NN,12,compound:nn,8.084302067343061E-17
8,房间,NN,12,conj,3.803945613765072E-17
9,或者,CC,12,cc,6.810390825864337E-16
10,公寓,NN,12,compound:nn,1.0986334132859738E-17
11,房间,NN,2,dobj,3.803945613765072E-17
12,，,PU,1,punct,

CMU,89
0,房间,NN,7,nsubj,3.803945613765072E-17
1,是,VC,7,cop,1.9796253661710535E-14
2,一,CD,5,nummod,1.3474564558635294E-14
3,套,M,3,mark:clf,1.1791067568993706E-16
4,房子,NN,7,nmod:assmod,5.697592533566408E-17
5,的,DEG,5,case,1.122713139757776E-13
6,顶层,NN,0,root,1.1129319413301837E-18
7,，,PU,7,punct,
8,非常,AD,10,advmod,4.303792994401794E-16
9,宽敞,VA,7,conj,1.4901227627468747E-18
10,。,PU,7,punct,

CMU,92
0,资金,NN,2,nsubj,7.624088978664305E-16
1,灵活,VA,0,root,8.674698266005727E-17
2,。,PU,2,punct,

CMU,93
0,客厅,NN,9,dep,6.200291946183327E-18
1,超大,JJ,9,dep,1.2806007272511067E-18
2,，,PU,9,punct,
3,步入,VV,9,dep,1.0807027010158645E-20
4,式,NN,6,compound:nn,3.5506244243635766E-16
5,衣柜,NN,4,dobj,4.723438166303955E-19
6,也,AD,9,advmod,5.4476054718648106E-15
7,很,AD,9,advmod,2.0648311228989252E-15
8,大,VA,0,root,4.037706755720687E-15
9,。,PU,9,punct,

CMU,95
0,如果,CS,2,advmod,1.1944875223703255E-15
