"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-worker","UPDATE-worker","CURRENT-set_9","UPDATE-set_9","CURRENT-set_8","UPDATE-set_8","CURRENT-set_7","UPDATE-set_7","CURRENT-set_6","UPDATE-set_6","CURRENT-set_5","UPDATE-set_5","CURRENT-set_4","UPDATE-set_4","CURRENT-set_3","UPDATE-set_3","CURRENT-set_24","UPDATE-set_24","CURRENT-set_23","UPDATE-set_23","CURRENT-set_22","UPDATE-set_22","CURRENT-set_21","UPDATE-set_21","CURRENT-set_20","UPDATE-set_20","CURRENT-set_2","UPDATE-set_2","CURRENT-set_19","UPDATE-set_19","CURRENT-set_18","UPDATE-set_18","CURRENT-set_17","UPDATE-set_17","CURRENT-set_16","UPDATE-set_16","CURRENT-set_15","UPDATE-set_15","CURRENT-set_14","UPDATE-set_14","CURRENT-set_13","UPDATE-set_13","CURRENT-set_12","UPDATE-set_12","CURRENT-set_11","UPDATE-set_11","CURRENT-set_10","UPDATE-set_10","CURRENT-set_1","UPDATE-set_1","CURRENT-set_0","UPDATE-set_0","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A2V5XDYKKJVE4C","https://requester.mturk.com/workers/A2V5XDYKKJVE4C","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","",1,"","","","","","","","","","","","","",1,"",1,"",1,"","","","","","","1",1,"1",1,"1","","1","","","","","","","","",1,"","","","","",1,"",1,"Never Blocked","",""
"A1M2QISNG1O7K8","https://requester.mturk.com/workers/A1M2QISNG1O7K8","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","",1,"","","","","","","","","","","1","","",1,"",1,"",1,"","","","","1","","",1,"",1,"","","","","","","","","","","",1,"","","","","1",1,"1",1,"Never Blocked","",""
"A1OUX27FOYXKZ9","https://requester.mturk.com/workers/A1OUX27FOYXKZ9","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","",1,"","","","","","","","","","","","","1",1,"1",1,"",1,"","","","","","","",1,"",1,"","","","","","","","","","","",1,"","","","","1",1,"1",1,"Never Blocked","",""
"A3PEDSLDKU79RH","https://requester.mturk.com/workers/A3PEDSLDKU79RH","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","",1,"","","","","","","","","","","","","1",1,"",1,"",1,"","","","","1","","",1,"",1,"","","","","","","","","","","",1,"","","","","1",1,"1",1,"Never Blocked","",""
"A182N7RLXGSCZG","https://requester.mturk.com/workers/A182N7RLXGSCZG","3","2","66.67%","3","2","66.67%","1","0","0.00%","","","",1,"","","","","","","","","","","","","",1,"",1,"",1,"","","","","","","",1,"1",1,"1","","1","","1","","","","","","",1,"","","","","",1,"",1,"Never Blocked","",""
"A2NI2HSU84PHJW","https://requester.mturk.com/workers/A2NI2HSU84PHJW","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","",1,"","","","","","","","","","","","","",1,"",1,"",1,"","","","","","","",1,"",1,"","","","","1","","1","","1","","1",1,"","","","","",1,"",1,"Never Blocked","",""
"A1EK8YNHZHTW1J","https://requester.mturk.com/workers/A1EK8YNHZHTW1J","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","1",1,"","","","","","","","","","","","","",1,"",1,"1",1,"","","","","","","",1,"",1,"1","","","","1","","1","","","","",1,"","","","","",1,"",1,"Unblocked","",""
"A2MQQ8MU5BYFU3","https://requester.mturk.com/workers/A2MQQ8MU5BYFU3","2","1","50.00%","2","1","50.00%","1","0","0.00%","","","",1,"","","","","","","","","","","","","",1,"",1,"1",1,"1","","1","","","","1",1,"",1,"","","","","","","","","","","",1,"","","","","",1,"",1,"Never Blocked","",""
"AFUUPNBIKHRFZ","https://requester.mturk.com/workers/AFUUPNBIKHRFZ","2","1","50.00%","2","1","50.00%","1","0","0.00%","","","",1,"","","","","","","","","","","","","",1,"",1,"",1,"","","","","","","",1,"",1,"","","","","","","","","1","","1",1,"1","","1","","",1,"",1,"Never Blocked","",""
"A1PNDILZWOX425","https://requester.mturk.com/workers/A1PNDILZWOX425","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","",1,"","","","","","","","","","","","","",1,"",1,"",1,"","","","","","","",1,"",1,"","","","","","","1","","1","","1",1,"1","","","","",1,"",1,"Never Blocked","",""
"A2BF2FUO6F63N7","https://requester.mturk.com/workers/A2BF2FUO6F63N7","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","",1,"","","","","1","","1","","1","","1","","",1,"",1,"",1,"","","","","","","",1,"",1,"","","","","","","","","","","",1,"","","","","",1,"",1,"Never Blocked","",""
"ACBK30I7R42NI","https://requester.mturk.com/workers/ACBK30I7R42NI","2","1","50.00%","2","1","50.00%","1","0","0.00%","","","",1,"","","","","","","1","","1","","1","","",1,"",1,"",1,"","","","","1","","",1,"",1,"","","","","","","","","","","",1,"","","","","",1,"",1,"Never Blocked","",""
"A2FJ8YQ6VHGD2L","https://requester.mturk.com/workers/A2FJ8YQ6VHGD2L","2","1","50.00%","2","1","50.00%","1","0","0.00%","","","1",1,"1","","1","","","","","","","","","","",1,"",1,"",1,"","","","","","","",1,"",1,"","","","","","","","","","","",1,"","","1","","",1,"",1,"Never Blocked","",""
"A3O9WZNVQSQC1S","https://requester.mturk.com/workers/A3O9WZNVQSQC1S","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","",1,"","","","","","","","","","","","","",1,"",1,"",1,"1","","1","","","","1",1,"1",1,"","","","","","","","","","","",1,"","","","","",1,"",1,"Never Blocked","",""
"AZE7YSINS9UNZ","https://requester.mturk.com/workers/AZE7YSINS9UNZ","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","",1,"","","1","","","","","","","","","","",1,"",1,"",1,"","","","","1","","",1,"",1,"","","1","","","","","","","","1",1,"","","1","","",1,"",1,"Never Blocked","",""
"A3RZXYMT4ZCAS","https://requester.mturk.com/workers/A3RZXYMT4ZCAS","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","",1,"","","","","","","","","1","","1","","",1,"",1,"",1,"","","","","1","","",1,"",1,"","","","","","","","","","","",1,"","","","","1",1,"",1,"Never Blocked","",""
"A2BN750WLJYOV0","https://requester.mturk.com/workers/A2BN750WLJYOV0","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","",1,"","","","","","","","","","","","","1",1,"1",1,"1",1,"","","","","","","",1,"",1,"","","","","","","","","","","",1,"","","","","",1,"1",1,"Never Blocked","",""
