SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Word9,Word10,Word11,Word12,Word13,Word14,Word15,Word16,Word17,Word18,Word19,Word20,Word21,Word22,Word23,Word24,Word25,Word26,Word27,Word28,Word29,Word30,Word31,Word32,Word33,Word34,Word35,Word36,Word37,Word38,Word39,Word40,Word41,Word42,Word43,Word44,Word45,Word46,Word47,Word48,Word49,Word50,Word51,Word52,Word53,Word54,Word55,Word56,Word57,Word58,Word59,Word60,CorpusName
10,0,11,-4.792746,-4.929224,-4.308136,-2.666337,-3.823725,-3.57779,-5.398735,-2.768823,-1.64599,-2.931186,-5.915932,-2.125053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,求,问,到底,怎么,发,图,真的,完全,不,会,啊,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
11,0,3,-5.023885,-4.053084,-2.50903,-0.872935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,改进,一下,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
12,0,7,-4.366777,-2.253146,-6.607756,-3.354812,-3.082039,-3.364025,-3.828614,-0.9184051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,请,大家,务必,不,要,相信,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
13,0,6,-4.097932,-4.051793,-5.106316,-1.523517,-5.118951,-1.532987,-0.5272878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,能,省,一点,是,一点,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
14,0,6,-5.230359,-2.912004,-2.014429,-0.6700291,-6.845426,-4.44423,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,遇到,他们,都,是,福气,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
15,0,14,-4.159117,-4.513152,-3.176175,-2.923688,-4.363957,-0.4196835,-0.3311085,-4.627934,-2.391886,-3.191864,-2.99957,-1.839298,-1.613553,-2.479623,-0.4288007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,而且,房子,离,车站,很,近,，,走,出去,一,分钟,就,到,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
16,0,4,-4.495176,-1.357491,-2.845402,-5.824117,-2.342187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,顶,，,可,议价,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
17,0,9,-3.923701,-3.511935,-2.566047,-2.37843,-5.00898,-3.067972,-3.476106,-7.20193,-4.206168,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,没有,我,没有,的,只,有,你,想不到,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
18,0,3,-5.269867,-4.740093,-3.701708,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,欢迎,咨询,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
19,0,18,-3.991114,-3.577481,-5.144744,-4.17128,-2.167679,-5.823347,-5.371623,-4.253816,-3.955735,-3.796606,-5.85904,-4.972647,-4.34596,-3.205427,-0.9511624,-5.733994,-2.585962,-5.378041,-2.41492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你,好,请,问,你,租,吗,有,个人,要,暑假,住,然后,你,可以,八月,开始,租,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
20,0,9,-2.62365,-3.199972,-1.811133,-4.499548,-2.554234,-3.200003,-2.839725,-3.812309,-6.699129,-2.136785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,目前,只,提供,短途,、,不,提供,长途,接送,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
21,0,6,-5.269867,-6.246782,-2.977891,-5.181122,-5.04176,-5.218893,-2.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,村里,接送,机,欢迎,联系,~,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
22,0,16,-5.886802,-1.227373,-6.110901,-4.033655,-6.230383,-4.09844,-3.542942,-0.8073871,-5.052742,-4.116394,-4.250709,-0.3886348,-1.419683,-3.226393,-3.994991,-0.9248334,-0.4893557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浴室,的,浴盆,还有,洗手,台,都,是,秋季,新,换,的,，,很,干净,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
23,0,13,-2.677585,-1.828142,-1.034599,-5.503237,-6.960937,-0.8406437,-2.044607,-0.5860675,-3.368177,-3.966947,-5.227342,-0.7286339,-1.805991,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,另外,有,一,个,书桌,，,也,是,会,免费,留下,的,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
24,0,11,-2.896868,-5.658256,-3.445896,-2.780048,-1.478476,-5.620074,-1.072246,-4.508354,-3.517969,-3.595524,-1.655329,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这个,小区,也,非常,的,安静,，,环境,很,好,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
25,0,18,-2.225141,-3.136497,-4.409427,-6.976446,-2.432533,-1.8501,-1.351723,-3.126473,-5.616953,-5.875138,-2.290925,-3.255826,-4.38361,-1.059009,-3.164851,-4.04712,-7.420434,-0.8239087,-0.2684461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,由于,之前,想,租房,的,一,位,同学,手续,有点,问题,无法,入住,，,现在,继续,招租,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
26,0,10,-2.541127,-3.282496,-4.235393,-2.083647,-1.663864,-4.436532,-1.06923,-4.562958,-4.801835,-4.600833,-2.861908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,从,现在,起,就,可以,入住,，,随时,看,房,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
27,0,3,-4.495176,-4.625318,-0.6175672,-0.5576725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,顶,起来,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
28,0,8,-5.637844,-5.687654,-3.815936,-3.177355,-2.855302,-4.637726,-Infinity,-5.243498,-3.558488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,长短,租,均,可,，,随时,<unk>,入住,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
29,0,7,-4.495176,-5.045713,-5.844398,-2.634718,-5.717352,-1.330245,-4.36758,-3.783293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标题,改,不了,现在,随时,可以,入住,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
30,0,10,-3.529129,-5.85149,-1.737328,-4.054943,-6.233901,-Infinity,-5.243498,-5.777745,-2.889871,-3.865618,-3.10514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,现,随时,可,短,租,<unk>,入住,价钱,可,议,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
31,0,3,-7.042348,-5.377638,-3.844888,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,降价,啦,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
32,0,8,-3.222314,-1.591621,-3.958781,-0.629897,-1.307129,-2.209068,-3.379827,-0.8193536,-0.6297314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,二,楼,一共,有,三,间,卧室,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
33,0,4,-5.177113,-2.604747,-4.254447,-0.3776642,-0.4637573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,价格,可以,谈,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
34,0,3,-6.527233,-4.815444,-1.323739,-0.509306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,贼,快,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
35,0,16,-2.791026,-2.89797,-4.135512,-3.623975,-0.9248334,-3.171721,-6.396934,-2.144395,-2.332879,-3.26468,-2.684893,-1.222897,-2.655835,-5.729619,-5.57337,-0.8957908,-0.7086574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一,层,独立,空间,，,面积,超大,，,有,独立,卫生间,和,一,个,壁炉,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
36,0,10,-2.927257,-2.66483,-3.51589,-4.803493,-3.314769,-0.7121437,-5.118758,-3.946114,-2.495279,-2.286283,-0.4263434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三,层,温度,独立,控制,，,互,不,影响,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
37,0,4,-6.258925,-5.256549,-5.802201,-1.201446,-0.350248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,客厅,餐厅,家具,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
38,0,5,-3.991114,-2.010462,-3.329865,-3.859911,-3.663987,-1.035246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,你,要,怎么,卖,？,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
39,0,5,-4.512905,-3.880569,-2.432956,-5.22387,-0.9764539,-0.4330394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,车辆,年份,和,型号,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
40,0,5,-4.512905,-3.880569,-2.432956,-5.22387,-0.9764539,-0.4330394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,车辆,年份,和,型号,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
41,0,3,-5.001022,-4.731617,-3.530439,-1.082441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,没,问题,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
42,0,4,-6.527233,-4.018155,-1.782907,-2.268026,-1.266821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,楼主,非常,好,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
43,0,3,-5.001022,-4.731617,-3.530439,-1.082441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,没,问题,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
44,0,4,-6.527233,-4.018155,-1.782907,-2.268026,-1.266821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,楼主,非常,好,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
45,0,5,-5.177113,-2.604747,-5.067413,-1.956649,-2.06917,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,价格,可以,商量,的,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
46,0,17,-3.531389,-6.309214,-3.815936,-2.286637,-3.720104,-0.8302773,-2.77455,-1.467843,-0.5964561,-5.635262,-1.941651,-1.042933,-2.77951,-3.605005,-2.920441,-4.61603,-0.7031823,-0.4625835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,短,租,两,周,也,是,可以,的,，,租,一,间,房,也,没,问题,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
47,0,5,-5.177113,-1.743855,-1.835793,-5.179534,-1.119376,-0.6264194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,价格,也,可以,商量,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
48,0,8,-3.222314,-1.591621,-1.601642,-6.021773,-3.223316,-1.306866,-5.342692,-0.7988875,-0.2431286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,二,楼,是,客厅,厨房,和,出入口,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
49,0,4,-2.62365,-2.190285,-2.786067,-6.163753,-2.41492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,目前,还,可,租,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
50,0,9,-3.699992,-5.007668,-5.874921,-4.559146,-5.854287,-5.386142,-4.038721,-3.119061,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,【,求,暑期,短,租,】,时间,:,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
51,0,6,-4.813935,-4.503881,-6.662841,-0.9265711,-5.018247,-1.246533,-0.6419315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,要求,租户,整洁,、,安静,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
52,0,7,-5.804013,-3.821517,-2.04961,-2.972203,-7.434418,-4.648609,-2.377849,-0.6173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,全,，,生活,用品,全,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
53,0,9,-5.177113,-3.702949,-3.979058,-2.369346,-1.424882,-0.4931093,-Infinity,-3.530939,-1.12199,-0.3295804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,价格,视,时间,而,定,，,<unk>,天,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
54,0,3,-4.366777,-3.99397,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,请,联系,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
55,0,4,-4.512905,-2.121626,-1.78842,-2.82258,-3.381335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,更新,了,一,波,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
56,0,4,-3.527254,-2.296368,-4.523378,-1.658169,-3.699578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,我,有,更新,了,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
57,0,6,-3.897481,-5.605994,-6.43881,-3.079671,-5.120573,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,近,全新,洗衣,篮,$,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
58,0,8,-2.949325,-2.601368,-2.465566,-3.758068,-4.573656,-3.53085,-4.016349,-5.190809,-2.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,如果,想,看,照片,请,联系,我,~,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
59,0,13,-3.923701,-2.389099,-1.984527,-4.507514,-1.007836,-3.16376,-2.494294,-5.159612,-4.160378,-4.883551,-3.81986,-2.71876,-0.7341495,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,没有,什么,特殊,要求,，,只是,希望,房间,比较,整洁,就,好,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
60,0,5,-6.100998,-3.956084,-2.630363,-4.276493,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,包子,每,半,斤,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
61,0,6,-5.688997,-2.670369,-4.009162,-2.630363,-4.276493,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,韭菜,鸡蛋,每,半,斤,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
62,0,5,-3.602192,-5.198499,-5.045175,-5.215227,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,加,黄瓜,丝,$,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
63,0,5,-6.317226,-2.441487,-1.948262,-5.563182,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西红柿,鸡蛋,面,$,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
64,0,5,-3.602192,-5.198499,-5.045175,-5.215227,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,加,黄瓜,丝,$,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
65,0,5,-5.336814,-4.091387,-4.080336,-6.309322,-Infinity,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,馒头,每,个,$,<unk>,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psucssa
