SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Word9,Word10,Word11,Word12,Word13,Word14,Word15,Word16,Word17,Word18,Word19,Word20,Word21,Word22,Word23,Word24,Word25,Word26,Word27,Word28,Word29,Word30,Word31,Word32,Word33,Word34,Word35,Word36,Word37,Word38,Word39,Word40,Word41,Word42,Word43,Word44,Word45,Word46,Word47,Word48,Word49,Word50,Word51,Word52,Word53,Word54,Word55,Word56,Word57,Word58,Word59,Word60,CorpusName
10,0,4,-4.291057,-3.066126,-5.565017,-1.480813,-0.6833649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已经,找到,啦,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
11,0,4,-5.637844,-1.90027,-3.749229,-2.599973,-2.897534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,谢谢,各位,提供,信息,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
12,0,11,-4.322574,-1.123385,-0.4842433,-4.010109,-7.480666,-2.432533,-1.104502,-2.895719,-0.03799532,-3.448905,-0.8367215,-0.5881106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,很,可能,是,大学,租房,市场,上,最好,的,房子,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
13,0,7,-4.495176,-3.504291,-4.70753,-0.9534473,-3.434547,-6.529276,-1.08715,-0.446087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非常,安静,安全,的,大学,小区,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
14,0,9,-3.535944,-3.356479,-4.413974,-5.666257,-1.45719,-5.083141,-5.23945,-4.224194,-1.742426,-0.6232493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,可以,单独,卧室,租,，,优先,整,租,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
15,0,8,-3.804626,-5.523921,-5.3416,-2.955578,-1.635233,-5.354517,-5.017547,-4.601522,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,*,优先,一,年,长,租,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
16,0,4,-5.415995,-5.326251,-4.224194,-1.742426,-0.6232493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,优先,整,租,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
17,0,7,-2.791026,-5.695485,-4.807052,-5.114741,-5.802201,-6.166569,-0.8237057,-0.4979049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一,楼,客厅,餐厅,家具,齐全,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
18,0,4,-5.269867,-4.740093,-3.675351,-0.6328061,-0.5019448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,欢迎,同学,联系,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
19,0,8,-3.535944,-1.384044,-2.38483,-5.770715,-4.507313,-2.133995,-4.045401,-2.181886,-0.4704907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,可以,在,这个,下午,时间,来,最好,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
20,0,15,-2.62365,-1.570496,-6.681036,-2.409362,-3.425497,-2.078275,-2.159149,-4.567282,-4.942033,-8.002356,-4.685576,-4.985581,-0.7127583,-5.140861,-1.263594,-0.4902949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,目前,有,房客,在,，,所以,我,尽量,少,打搅,住,里面,的,房客,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
21,0,13,-2.949325,-1.943791,-4.07065,-4.497956,-0.8985423,-4.07748,-1.988802,-1.638043,-3.929289,-6.439031,-5.109189,-5.541397,-1.131529,-0.4811801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,如果,不,在,匹兹堡,的,同学,也,可以,委托,熟人,来看,房,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
22,0,13,-5.886802,-1.31969,-3.945773,-2.030857,-4.505722,-0.9945371,-3.202995,-1.495947,-3.747647,-2.169723,-1.001675,-4.419144,-1.234083,-0.5042735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,出租,的,房子,在,一楼,，,我,是,二,楼,的,邻居,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
23,0,22,-2.791026,-5.695485,-2.909632,-0.243038,-1.601642,-3.17252,-2.725951,-0.4771213,-1.447158,-4.365974,-0.8260748,-2.888488,-2.843259,-0.1031397,-4.443671,-0.5195702,-3.11446,-1.211324,-Infinity,-1.397776,-3.810622,-0.6779443,-0.3548599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一,楼,二,楼,是,完全,分开,的,两,户,，,有,自己,的,大门,，,没有,任何,<unk>,的,设施,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
24,0,6,-5.144928,-2.686222,-1.471537,-5.503237,-4.93294,-1.728974,-0.4670209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,餐厅,有,一,个,空调,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
25,0,6,-5.415995,-4.050811,-3.984745,-2.980443,-5.51918,-1.409219,-0.350248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房间,内,木,有,家具,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
26,0,10,-5.415995,-4.050811,-2.289129,-1.462744,-5.503237,-5.57337,-1.29127,-3.168851,-7.375365,-1.365808,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房间,内,有,一,个,开门,的,小,壁橱,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
27,0,24,-4.159117,-6.450111,-3.20202,-1.455138,-2.878793,-2.3444,-4.969377,-3.916257,-2.628867,-6.57007,-1.142574,-2.98466,-3.720149,-0.622718,-2.519077,-2.085806,-4.185326,-6.137751,-3.888329,-5.410761,-1.329496,-1.820229,-2.544174,-0.5179153,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,而且,卫生间,有,一,扇,和,房间,内,一,样,的,大,窗户,，,所以,不,存在,潮湿,或者,通风,的,问题,）,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
28,0,5,-2.328403,-5.870677,-3.01144,-4.220482,-1.275931,-0.4670209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这,屋,有,空调,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
29,0,8,-5.387967,-3.846521,-5.685214,-1.455138,-6.658782,-3.980152,-6.716458,-1.085915,-0.7476568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,窗,下,有,一,大,片,暖气,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
30,0,15,-2.949325,-1.734276,-3.070292,-0.7152783,-1.862088,-1.931603,-2.717601,-0.6127838,-6.086453,-4.379893,-6.000622,-3.553723,-3.09705,-4.957789,-1.296039,-0.4149733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,如果,是,三,个,人,一起,住,，,房租,你,萌,可以,自己,分配,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
31,0,3,-3.249861,-6.105929,-1.169046,-0.4516741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,同时,出租,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
32,0,13,-6.258925,-5.487165,-2.454219,-0.5658115,-3.876888,-5.5373,-0.8785416,-2.519604,-4.096268,-5.090438,-3.042606,-3.471375,-0.7086574,-0.5642715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,后院,挺,大,的,还有,车库,，,所以,生活,空间,非常,富裕,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
33,0,11,-4.302052,-2.974333,-2.500334,-1.687232,-5.503237,-3.332873,-2.830521,-0.5185139,-3.569764,-4.821809,-1.092914,-0.3672734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,附近,还,有,一,个,特别,大,的,森林,公园,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
34,0,8,-5.637844,-0.9667723,-4.929999,-0.8645111,-5.965428,-5.097526,-5.598162,-1.77797,-0.3233064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,厨房,，,餐厅,，,客厅,配置,豪华,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
35,0,10,-4.159117,-0.4373341,-1.871361,-1.503383,-1.848585,-3.51681,-3.23614,-4.766381,-6.846604,-4.363343,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,而且,，,这,两,家,均,可,点,外卖,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
36,0,10,-2.949325,-1.943791,-3.511342,-4.863565,-0.8424779,-5.409266,-2.720807,-1.555099,-3.879228,-3.545947,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,如果,不,想,走路,，,公交,也,可以,直达,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
37,0,14,-2.896868,-4.094051,-1.902466,-5.35546,-1.027837,-5.050814,-1.272043,-1.937016,-1.788091,-5.206382,-4.273657,-Infinity,-4.71947,-2.632255,-0.9487033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,这个,房子,是,匹,大,拥有,的,，,所以,房子,管理,<unk>,棒,！,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
38,0,17,-4.239904,-7.440647,-3.957648,-2.574076,-0.1944826,-0.4733116,-0.532717,-2.43188,-3.906589,-3.532386,-Infinity,-2.104872,-3.487185,-3.568229,-3.764796,-2.858636,-3.74633,-0.3261143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,并且,壁橱,分,上下,两,层,，,高度,比例,大概,<unk>,（,上,：,下,）,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
39,0,5,-6.258925,-3.265959,-3.078321,-6.394945,-3.626795,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,客厅,：,有,壁橱,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
40,0,15,-4.813935,-2.389885,-6.416388,-5.238295,-3.896798,-1.609239,-2.543796,-2.861583,-3.40672,-4.393926,-1.871929,-3.814842,-5.160771,-3.452109,-3.154961,-1.575353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,要求,：,男士,女士,均可,，,但是,必须,要求,身份,是,学生,~,~,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
41,0,17,-3.98786,-3.91412,-3.386841,-0.8059883,-4.033514,-5.438033,-1.330245,-4.153699,-4.145011,-1.692693,-0.7850661,-2.506113,-2.500205,-1.674956,-1.126363,-3.526362,-5.08787,-2.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,需要,找,房子,的,同学,随时,可以,联系,我,，,我,看到,后,就,会,回复,~,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
42,0,8,-3.59865,-2.539451,-4.281279,-4.366132,-6.035374,-0.7819946,-4.72555,-0.8750613,-0.6268836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不,是,那,种,密封,的,地下室,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
43,0,6,-5.269867,-5.499402,-4.874042,-4.223194,-3.011727,-0.3203351,-0.4191293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,欢迎,联系,～,继续,有效,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
44,0,29,-4.076213,-3.058937,-4.764591,-5.807478,-2.675778,-5.728323,-3.018248,-3.679737,-0.544068,-4.143966,-5.331597,-4.056154,-1.447474,-3.005185,-1.770077,-5.667714,-5.57337,-1.25625,-3.836735,-4.27653,-5.319258,-1.500031,-2.539254,-3.645386,-1.998903,-3.472953,-6.121415,-7.065207,-0.8091855,-0.3637311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,先,说,缺点,吧,：,房子,没有,空调,，,之前,夏天,我,是,用,一,个,落地,的,移动,小,空调,，,所以,温度,也,还,算,凉快,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
45,0,11,-6.258925,-4.135893,-1.681356,-2.382293,-5.089802,-2.922044,-3.717938,-3.113927,-2.890225,-5.16351,-1.852045,-0.4984406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,隔音,一般,，,不过,房间,之间,隔,得,比较,开,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
46,0,16,-5.415995,-5.907206,-2.909131,-1.301735,-1.747718,-2.867961,-2.699567,-1.470186,-3.270126,-3.611173,-3.658033,-4.076482,-2.527742,-1.408048,-4.097976,-0.726807,-0.5629079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房间,挺,小,的,，,要,好好,利用,空间,才,能,住,得,比较,舒服,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
47,0,13,-4.455366,-1.680257,-4.090818,-0.629897,-5.553919,-3.154587,-1.591452,-0.534119,-5.971601,-3.211471,-3.753779,-3.453571,-0.5049582,-0.6532125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共,空间,充足,，,厨房,非常,大,，,客厅,可以,放,东西,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
48,0,15,-3.535944,-2.465631,-5.689569,-1.958433,-2.679791,-2.038394,-5.667714,-4.93294,-2.53533,-5.898289,-3.720179,-3.866924,-4.52629,-3.285568,-0.863662,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,可以,一,个,人,用,一,个,卫生间,（,卫生间,不,在,屋内,）,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
49,0,16,-3.222314,-1.591621,-3.958781,-3.864539,-1.455138,-5.503237,-2.596043,-4.04623,-1.190326,-2.766175,-4.597183,-2.343791,-3.142366,-6.454475,-3.521939,-1.034865,-0.347692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,二,楼,另,有,一,个,小,办公室,、,和,厕所,（,有,浴缸,),。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
50,0,28,-4.410243,-5.855847,-1.073926,-4.572483,-2.742167,-5.980248,-0.9153855,-6.296344,-6.376999,-4.343062,-3.559633,-1.364868,-4.731287,-6.327209,-0.9949205,-5.175585,-5.504587,-2.371557,-0.3553877,-5.005437,-1.251517,-5.221436,-1.628136,-5.184949,-1.39466,-5.219282,-3.29167,-0.8213959,-0.4149733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地点,安全,，,环境,安静,优雅,，,卧室,采光,很,好,，,空气,清新,，,楼,前后,均,有,草坪,、,后院,有,花坛,和,宽敞,露台,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
51,0,5,-3.501123,-4.428232,-4.016349,-4.803008,-1.131529,-0.4811801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,可,联系,看,房,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
52,0,3,-Infinity,-5.243498,-0.9292497,-0.4977357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<unk>,入住,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
53,0,4,-6.100998,-1.990388,-5.7235,-1.258286,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新装,的,窗子,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
54,0,7,-2.791026,-5.695485,-2.838277,-1.239227,-5.779892,-1.730221,-0.4196835,-0.7433891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一,楼,都,是,硬木,地板,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
55,0,3,-5.637844,-4.788049,-1.596259,-0.5414085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地下室,巨大,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
56,0,5,-3.501123,-2.908404,-6.847403,-2.381168,-3.859633,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,可,免费,储藏,物品,.,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
57,0,4,-5.177113,-2.831991,-4.021317,-0.9994671,-0.4901549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,价格,可,议,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
58,0,5,-5.886802,-3.447584,-2.286637,-2.529841,-0.8193536,-0.6297314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,出租,两,间,卧室,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
59,0,7,-6.258925,-4.417907,-4.163125,-Infinity,-3.159547,-3.459783,-0.96393,-0.3707161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房租,每,间,<unk>,/,月,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
60,0,7,-4.141838,-2.462813,-2.742624,-4.297067,-1.156321,-4.048797,-0.8426741,-0.5209864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,比较,适合,有,车,的,同学,。,</s>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmucssa
