SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence
211,full size 超 舒服 床 ！,1,full size,,,,,,,,,,
212,如果 恰好 你 能 提供 ride ， 请 联系 微 信 ： sinchy-tan,1,ride,,,,,,,,,,
213,full size 超 舒服 床 ！,1,full size,,,,,,,,,,
214,full size 超 舒服 床 ！,1,full size,,,,,,,,,,
215,开车 可以 shift 。,1,shift,,,,,,,,,,
216,alex 人 很 好 ， 很 有 耐心 ， 教 得 也 非常 细致 ～ 赞 一 个 ！,1,alex,,,,,,,,,,
217,alex 人 很好 ！,1,alex,,,,,,,,,,
218,请 问 一下 summer 还 在 村里 教 开车 吗 ？,1,summer,,,,,,,,,,
219,谢谢 alex 的 悉心 指导 ！,1,alex,,,,,,,,,,
220,耐心 ： 反正 我 是 很 happy 。,1,happy,,,,,,,,,,
221,alex 人 非常 准时 ， 今天 在 他 这里 一 次 过 ， 车况 也 不错 ， 所以 非常 感谢 他 ！,1,alex,,,,,,,,,,
222,开车 时 注意 的 细节 和 问题 都 说 的 很 详细 ， 对于 考试 的 准备 也 很 专业 ， 考试 时候 考官 说 的 话 和 alex 平时 说 的 一模一样 。,1,alex,,,,,,,,,,
223,而且 除了 考试 ， alex 也 会 说 汽车 保养 技巧 的 东西 ， 很 实用 。,1,alex,,,,,,,,,,
224,感谢 alex ， 人 很 nice ， 教 的 也 很 棒,2,alex,,nice,,,,,,,,
225,顶 ， alex 连 教官 要 说 什么 考 什么 都 讲 的 非常 清楚 ， 不 愁 考 不过,1,alex,,,,,,,,,,
226,alex 特别 耐心 而且 十分 周到 。,1,alex,,,,,,,,,,
227,人 很 nice 教 的 也 很 好 ！,1,nice,,,,,,,,,,
228,alex 教 的 非常 耐心 ， 不断 纠正 我 驾驶 中 的 问题 。,1,alex,,,,,,,,,,
229,师父 有 句 经典 名言 是 教 我们 how to drive ， 而 不 只是 how to take the test 。,2,how to drive,,how to take the test,,,,,,,,
230,alex 师父 非常 有 耐心 、 十分 负责任 。,1,alex,,,,,,,,,,
231,以上 各 点 ， alex 全部 满足 。,1,alex,,,,,,,,,,
232,alex 是 个 很 好 的 老师 ， 本人 练 了 六 次 去路 考 顺利 通过 。,1,alex,,,,,,,,,,
233,如果 想 更 顺利 地 拿 驾照 ， 更 安全 驾驶 ， 多 了解 些 汽车 的 知识 ， don't hesitate to contact alex !,1,hesitate to contact alex,,,,,,,,,,
234,另外 ， alex 对 考试 考点 ， 过程 及 考官 讲到 的 指令 都 很 熟悉 。,1,alex,,,,,,,,,,
235,我 和 我 妻子 来 美国 后 都 是 跟 alex 学习 开车 的 ， 并且 我们 都 通过 考试 ， 拿到 了 驾照 。,1,alex,,,,,,,,,,
236,真心 为 大家 推荐 alex ， 有 他 的 指导 和 帮助 ， 相信 会 顺利 地 通过 考试 。,1,alex,,,,,,,,,,
237,alex 教 的 很 好 ， 总结 出 了 很多 开车 技巧 ， 非常 受用 。,1,alex,,,,,,,,,,
238,车 是 美国 租车 公司 直接 租 出来 的 mini van ， 基本 全新 ， 内部 干净 整洁 坐 着 很 舒服 ！,1,mini van,,,,,,,,,,
239,有 需要 ride 的 同学 可以 联系 我 ！,1,ride,,,,,,,,,,
240,ride 大部分 时间 都 有 ！,1,ride,,,,,,,,,,
241,full size 超 舒服 床 ！,1,full size,,,,,,,,,,
242,full size 超 舒服 床 ！,1,full size,,,,,,,,,,
243,full size 超 舒服 床 ！,1,full size,,,,,,,,,,
244,full size 超 舒服 床 ！,1,full size,,,,,,,,,,
245,请 问 找到 ride 了 吗,1,ride,,,,,,,,,,
246,可以 和 office 签 下 学年 租约 。,1,office,,,,,,,,,,
247,full size 超 舒服 床 ！,1,full size,,,,,,,,,,
248,full size 超 舒服 床 ！,1,full size,,,,,,,,,,
249,求 ride 12.,1,ride,,,,,,,,,,
250,没有 security deposit 。,1,security deposit,,,,,,,,,,
251,一 个 check in 一 个 carry on 。,2,check in,,carry on,,,,,,,,
252,一 个 check in 一 个 carry on 。,2,check in,,carry on,,,,,,,,
253,寒假 来临 ， 各位 同学 是否 需要 ride 去 机场 ？,1,ride,,,,,,,,,,
254,the heights 后面 住宅 小区 的 single house.,2,the heights,,single,,,,,,,,
255,两 室 友 皆 为 phd ， 安静 无 party,2,phd,,party,,,,,,,,
256,地点 ： the heights at state,1,the heights at state,,,,,,,,,,
257,没有 security deposit 。,1,security deposit,,,,,,,,,,
258,小区 环境 非常 好 ， 安静 无 party ， 隔壁 邻居 是 老 先生 和 太太 。,1,party,,,,,,,,,,
259,本人 在 村里 期间 没有 和 anna yang 本人 有 过 业务 上 的 来往 ， 原 贴 不 是 我 发 的 。,1,anna yang,,,,,,,,,,
260,求 自己 换 bumper 的 教程 !,1,bumper,,,,,,,,,,
261,直接 在 网上 估 的 价格 ， 买 了 后 就 随机 给 了 个 agent 。,1,agent,,,,,,,,,,
262,后来 又 买 了 state farm 的 房屋 保险 ， 也 是 随机 给 了 个 agent 。,2,state farm,,agent,,,,,,,,
263,但是 车 的 保险 的 agent 基本上 属于 那 种 没有 音信 的 那 种 ， 发 邮件 不 回 ， 打 电话 请 留言 的 。,1,agent,,,,,,,,,,
264,所以 啊 ， 觉得 不 舒服 就 换 公司 换 agent 。,1,agent,,,,,,,,,,
265,ps ： 我 上面 提到 的 agents 都 是 外国人 ， 名字 就 不 透露 了 。,2,ps,,agents,,,,,,,,
266,limited tort 主要 是 精神 赔偿 吧 ？,1,limited tort,,,,,,,,,,
267,我 跟 anna 交流 过 几 回 ， 她 还 要 我 不 买 他们 保险 ， 比 其他 贵 一点 。,1,anna,,,,,,,,,,
268,至少 ， 本人 去 了 anna 的 办公室 保险 价格 比 在 网 上 quote 是 便宜 的 。,2,anna,,quote,,,,,,,,
269,state farm 招 agent 的 程序 和 许多 公司 不同 。,2,state farm,,agent,,,,,,,,
270,我 也 不 怀疑 state farm 在 业界 的 实力 和 对 客户 的 忠诚 。,1,state farm,,,,,,,,,,
271,楼主 原本 不 是 我 的 客户 ， 经 朋友 介绍 需要 帮忙 才 从 别的 state farm 代理 转到 我 的 办公室 。,1,state farm,,,,,,,,,,
272,ms yang ， 我 曾经 咨询 nationwide 的 agent 跟 我 说 不 需要 full tort .,4,ms yang,,nationwide,,agent,,full tort,,,,
273,感觉 我 的 agent 说 的 完全 不对 。,1,agent,,,,,,,,,,
274,anna 你 这 公关 水平 太 低 了 吧 。,1,anna,,,,,,,,,,
275,什么 叫 defamation ？,1,defamation,,,,,,,,,,
276,而 对于 评论 的 人 本身 而言 ， 确实 要 对 自己 的 review 负责 。,1,review,,,,,,,,,,
277,但是 评论 人 本身 的 评价 权利 是 他们 具有 的 first amendment rights 所 保护 的 。,1,first amendment rights,,,,,,,,,,
278,什么 情况 下 才 是 defamation ， 我 来 告诉 你 ， outright lying is considered defamation 。,2,defamation,,outright lying is considered defamation,,,,,,,,
279,关于 defamation 你 就 不要 混淆 视听 了 。,1,defamation,,,,,,,,,,
