SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence
43,这 附近 的 apartment 的 租金 至少 都 是 这个 房子 的 1.,1,apartment,,,,,,,,,,
44,from = feed&loc = avatar up up up ， 还有 两 个 房间 剩下 up up up,3,from,,avatar up up up,,up up up,,,,,,
45,- 你 会 有 queen size 的 床 ， 衣 ， 柜 ， 书桌 ， 椅子 在 你 的 房间 。,1,queen size,,,,,,,,,,
46,( 由于 可 接受 的 附件 大 小 太 小 放 不 下 我 的 照片 ， 请 点击 以下 google drive 的 link 观看 照片 ， 谢谢 ！,2,google drive,,link,,,,,,,,
47,公寓 位置 方便 ， 在 market district 超市 附近 。,1,market district,,,,,,,,,,
48,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
49,oakland 有 一 栋 三 层 楼 六 个 卧室 (,1,oakland,,,,,,,,,,
50,小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle 从 门前 经过 ， 而且 很 频繁 。,1,shuttle,,,,,,,,,,
51,联系 电话 : 412-498-9637 ， email : honglimo@yahoo.,1,email,,,,,,,,,,
52,squirrel hill 好 房 短 租 ， 租 的 时间 越 长 越好 。,1,squirrel hill,,,,,,,,,,
53,周边 ： 步行 五 分钟 到 giant eagle ， 十 分钟 到 熊猫 超市 和 rite aid 药店 。,2,giant eagle,,rite aid,,,,,,,,
54,所有 想 寄 想 return 的 东西 ， 直接 放在 公寓 一 楼 就 可以 。,1,return,,,,,,,,,,
55,免费 送 顶楼 view 和 顶楼 的 阳光 普照 !,1,view,,,,,,,,,,
56,地址 位 于 beacon st.,1,beacon,,,,,,,,,,
57,后院 有 私家 车库 ， beacon st .,1,beacon st,,,,,,,,,,
58,bathroom : 二 楼 和 地下室 各 有 一 个 卫生间,1,bathroom,,,,,,,,,,
59,周边 ： 步行 五 分钟 到 giant eagle ， 十 分钟 到 熊猫 超市 和 rite aid 药店 。,2,giant eagle,,rite aid,,,,,,,,
60,② 离 各 大 超市 近 （ giant eagle ；,1,giant eagle,,,,,,,,,,
61,走路 一 分钟 有 一 家 cvs ， 可以 买 日用品 和 药品 。,1,cvs,,,,,,,,,,
62,想 租 的 同学 可以 看看 论坛 里 其他 发 sherwood 的 照片 up up up !,2,sherwood,,up up up,,,,,,,,
63,最后 up 一次 ～ up,2,up,,up,,,,,,,,
64,适合 couple 或 单身 居住 。,1,couple,,,,,,,,,,
65,暑假 短 租 的 同学 看 过来 ～ 家具 全 齐 入住 即 可 用 ， full size 床 都 可以 用 。,1,full size,,,,,,,,,,
66,② 离 各 大 超市 近 （ giant eagle ；,1,giant eagle,,,,,,,,,,
67,坡度 大 ， 不 适合 自行车 骑 行 联系 方式 ： 房东 steve 邮箱 ： mhebe3et@gmail.,1,steve,,,,,,,,,,
68,有 车库 ， off street parking .,1,off street parking,,,,,,,,,,
69,要求 ： no smoking ， no pets ， no parties .,3,no smoking,,no pets,,no parties,,,,,,
70,html 继续 有效 。,1,html,,,,,,,,,,
71,② 离 各 大 超市 近 （ giant eagle ；,1,giant eagle,,,,,,,,,,
72,kitchen 副本 .,1,kitchen,,,,,,,,,,
73,up up still available update : 可 赠 家具,1,up up still available update,,,,,,,,,,
74,【 吃 货 福音 】 附近 有 sichuan gourmet ， 台湾 味 ， every day noodle ， 各 种 小吃 ， 以及 中 超 panda ， giant eagle 。,4,sichuan gourmet,,every day noodle,,panda,,giant eagle,,,,
75,有 车库 ， drive way parking 和 street parking 。,2,drive way parking,,street parking,,,,,,,,
76,距离 giant eagle 步行 十 分钟 .,1,giant eagle,,,,,,,,,,
77,# 家具 齐全 : 房间 有 double size 床 ， walk in closet ， 挂 衣架 ， 书桌 ， 台灯 ， 转椅 ， （ 还 可 低价 出 显示器 。,2,double size,,walk in closet,,,,,,,,
78,house 里面 有 一 个 shared kitchen 和 dining room ， 烤箱 微波炉 洗衣机 都 有 ， 餐具 也 可以 和 家 里 其他 人 share 。,4,house,,shared kitchen,,dining room,,share,,,,
79,【 其他 】 包 utility fee ， 价格 和 时间 可 议 。,1,utility fee,,,,,,,,,,
80,一 层 有 doorman 帮忙 开门 和 收发 快递 ， 不用 担心 快递 丢失 等 问题 ；,1,doorman,,,,,,,,,,
81,附 ： 公寓 平面图 ： ding !,1,ding,,,,,,,,,,
82,周围 走路 可 达 whole food ， target ， trade jose 。,3,whole food,,target,,trade jose,,,,,,
83,north oakland/shadyside 阳光 非常 好 。,1,north,,,,,,,,,,
84,有 pet 可以 商量 正规 物业 管理 ， pa 法律 规定 租房 合同 ， 保护 双方 权益 ， 安心 入住 。,2,pet,,pa,,,,,,,,
85,欢迎 email 联系 咨询 。,1,email,,,,,,,,,,
86,顶 ～ ～ up up up,1,up up up,,,,,,,,,,
87,房子 在 bloom field bridge 旁边 。,1,bloom field bridge,,,,,,,,,,
88,rich neighborhood ， 非常 安全 （ 这里 属于 富人 区 ） ， 旁边 就 是 公园 ， 附近 还有 配套 的 各 种 球场 和 社区 设施 ， 环境 很 好 很 安静 。,1,rich neighborhood,,,,,,,,,,
89,八月 开始 可 签 一 年 lease 。,1,lease,,,,,,,,,,
90,性格 非常 nice 好 相处 ， 绝对 不 会 打扰 你 。,1,nice,,,,,,,,,,
91,［ 治安 ］ 附近 治安 好 ， 公寓 有 doorman ， 收发 快递 也 方便 。,1,doorman,,,,,,,,,,
92,本人 八月 中旬 毕业 ， 想 从 八月 一号 开始 租 到 至少 八月 二十 号 ， 希望 是 studio 。,1,studio,,,,,,,,,,
93,二 楼 是 三 间 卧室 和 一 个 full 的 卫生间 。,1,full,,,,,,,,,,
94,三 楼 是 一 卧 一 卫 的 studio 。,1,studio,,,,,,,,,,
95,up up up up up 房子 的 一 层 已经 出租 啦 ~ 现在 招 二 层 ， 布局 和 一 层 一模一样 的 ！,1,up up up up up,,,,,,,,,,
96,up up 请问 你 是 男生 还是 女生 ？,1,up up,,,,,,,,,,
97,步行 到 walnut street ， whole foods ， 公交 到 giant eagle ， target 也 很 方便 。,4,walnut street,,whole foods,,giant eagle,,target,,,,
98,公寓 由 物业 walnut capital 管理 ， 服务 管理 都 很 好 。,1,walnut capital,,,,,,,,,,
99,an open-air shopping 经历 。,2,an,,shopping,,,,,,,,
100,oakland ave pittsburgh 15213$700 煤气 水电 网 全 包 。,1,oakland ave pittsburgh,,,,,,,,,,
101,到 giant eagle ， lotus 可以 坐 门口 的 公交 ， 我 有时 也 会 开车 去 。,2,giant eagle,,lotus,,,,,,,,
102,（ 对比 其他 地方 ， 可能 和 很多 人 share ， 并且 还 很 贵 ！,1,share,,,,,,,,,,
103,） 房东 非常 无敌 nice 还 会 帮忙 丢 垃圾 ！,1,nice,,,,,,,,,,
104,有意 向 者 可以 联系 我 来看 房 ， 联系 方式 如下 ： email : flymrfan@gmail.,1,email,,,,,,,,,,
105,公寓 位 在 murray ave .,1,murray ave,,,,,,,,,,
106,家 对面 就是 cvs ！,1,cvs,,,,,,,,,,
107,附近 neighborhood 非常 安静 也 非常 安全 ， 临近 富人 区 。,1,neighborhood,,,,,,,,,,
108,房子 目前 half furnished ，,1,half furnished,,,,,,,,,,
109,附近 neighborhood 非常 安静 也 非常 安全 ， 临近 富人 区 。,1,neighborhood,,,,,,,,,,
110,房子 目前 几乎 是 fully furnished ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 ， 生活 用品 基本 齐全 。,1,fully furnished,,,,,,,,,,
111,附近 neighborhood 非常 安静 也 非常 安全 ， 临近 富人 区 。,1,neighborhood,,,,,,,,,,
112,房子 目前 几乎 是 fully furnished ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 ， 生活 用品 基本 齐全 。,1,fully furnished,,,,,,,,,,
113,附近 neighborhood 非常 安静 也 非常 安全 ， 临近 富人 区 。,1,neighborhood,,,,,,,,,,
114,房子 目前 几乎 是 fully furnished ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 ， 生活 用品 基本 齐全 。,1,fully furnished,,,,,,,,,,
115,附近 neighborhood 非常 安静 也 非常 安全 ， 临近 富人 区 。,1,neighborhood,,,,,,,,,,
116,房子 目前 几乎 是 fully furnished ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 ， 生活 用品 基本 齐全 。,1,fully furnished,,,,,,,,,,
117,附近 neighborhood 非常 安静 也 非常 安全 ， 临近 富人 区 。,1,neighborhood,,,,,,,,,,
118,房子 目前 几乎 是 fully furnished ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 ， 生活 用品 基本 齐全 。,1,fully furnished,,,,,,,,,,
119,附近 有 cvs ， 餐厅 也 比较 多 。,1,cvs,,,,,,,,,,
120,usp = sharing 邮箱 ： jinliangwei1@gmail.,2,usp,,sharing,,,,,,,,
121,想 找 1-2 间 带 家具 的 house room 或者 apartment room ， 2018.,2,house room,,apartment room,,,,,,,,
122,有 pet 可以 商量 正规 物业 管理 ， pa 法律 规定 租房 合同 ， 保护 双方 权益 ， 安心 入住 。,2,pet,,pa,,,,,,,,
123,步行 / 公交 去 giant eagle/aldi/target 超市 10-15 min .,2,giant,,min,,,,,,,,
124,房间 是 一 栋 house 的 顶层 ， 非常 宽敞 。,1,house,,,,,,,,,,
125,一 层 有 doorman 帮忙 开门 和 收发 快递 ， 不用 担心 快递 丢失 等 问题 ；,1,doorman,,,,,,,,,,
126,地址 ： king edward apartment,1,king edward apartment,,,,,,,,,,
127,公交 直达 giant eagle ， whole foods ， target 等 ；,3,giant eagle,,whole foods,,target,,,,,,
128,giant eagle 和 whole foods 都 可以 坐 公交 直达 ；,2,giant eagle,,whole foods,,,,,,,,
129,budget 灵活 。,1,budget,,,,,,,,,,
130,客厅 超大 ， walk-in closet 也 很 大 。,1,closet,,,,,,,,,,
131,户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,2,living room,,dining room,,,,,,,,
132,和 一 个 full 卫生间 。,1,full,,,,,,,,,,
133,二 楼 是 三 间 卧室 和 一 个 full 卫生间 ；,1,full,,,,,,,,,,
134,距离 giant eagle 步行 十 分钟 .,1,giant eagle,,,,,,,,,,
135,如果 感 兴趣 ， 请 通过 email 联系 azhou66@yahoo.,1,email,,,,,,,,,,
136,出门 走 一 分钟 不到 就 有 81-83 bus 。,1,bus,,,,,,,,,,
137,leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,2,leasing office,,lobby,,,,,,,,
138,房东 人 很 nice 。,1,nice,,,,,,,,,,
139,房东 人 很 nice 。,1,nice,,,,,,,,,,
140,由 正规 公司 管理 ， 欢迎 email 联系 咨询 详细 。,1,email,,,,,,,,,,
141,半夜 两 点 走 block 都 不 怕 。,1,block,,,,,,,,,,
142,由于 是 在 terrace 的 最 里面 所以 非常 安静 。,1,terrace,,,,,,,,,,
143,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
144,步行 3-5min 到 giant eagle/target 。,1,giant,,,,,,,,,,
145,卧室 内 家具 齐全 ， queen size 床 ， 拎包 入住 。,1,queen size,,,,,,,,,,
146,有 车库 ， drive way parking 和 street parking 。,2,drive way parking,,street parking,,,,,,,,
147,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
148,户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,2,living room,,dining room,,,,,,,,
149,和 一 个 full 卫生间 。,1,full,,,,,,,,,,
150,二 楼 是 三 间 卧室 和 一 个 full 卫生间 ；,1,full,,,,,,,,,,
151,一楼 有 doorman ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,1,doorman,,,,,,,,,,
152,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街 pa 。,3,indoor,,outdoor,,pa,,,,,,
153,tim 图片 20180227134517.,1,tim,,,,,,,,,,
154,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
155,rich neighborhood ， 非常 安全 ， 旁边 就 是 公园 ， 环境 很 好 很 安静 。,1,rich neighborhood,,,,,,,,,,
156,trader joe's 和 target 更 是 在 步行 范围 内 。,2,trader,,target,,,,,,,,
157,户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,2,living room,,dining room,,,,,,,,
158,和 一 个 full 卫生间 。,1,full,,,,,,,,,,
159,二 楼 是 三 间 卧室 和 一 个 full 卫生间 ；,1,full,,,,,,,,,,
160,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
161,apt 隶属 franklin west 旗下 ， 物业 管理 良好 ， 有 任何 问题 能 快速 免费 解决 。,2,apt,,franklin west,,,,,,,,
162,附近 超市 有 whole foods ， target ， giant eagle ， trader joe ， 都 是 走路 十 分钟 左右 。,4,whole foods,,target,,giant eagle,,trader joe,,,,
163,还有 很多 知名 餐厅 ， 例如 noodle head ， spoon 等等 ， 吃喝 不 愁 。,2,noodle head,,spoon,,,,,,,,
164,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
165,家 对面 就是 cvs ！,1,cvs,,,,,,,,,,
166,附近 有 giant eagle ， trader joe ' s 以及 target ， 步行 十 分钟 便 可 到达 ， 生活 上 也 十分 方便 。,4,giant eagle,,trader joe,,s,,target,,,,
167,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
168,户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,2,living room,,dining room,,,,,,,,
169,和 一 个 full 卫生间 。,1,full,,,,,,,,,,
170,二 楼 是 三 间 卧室 和 一 个 full 卫生间 ；,1,full,,,,,,,,,,
171,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况 。,1,email,,,,,,,,,,
172,房间 是 一 栋 house 的 顶层 ， 非常 宽敞 。,1,house,,,,,,,,,,
173,房东 人 很 nice 。,1,nice,,,,,,,,,,
174,大家 一起 share 厨房 。,1,share,,,,,,,,,,
175,我 是 刚 毕业 没 多久 的 young professional ， 安静 好 相处 ， 会 居家 也 爱 出去 浪 。,1,young professional,,,,,,,,,,
176,整个 公寓 总共 两 人 share ， 两 人 比较 好 协调 。,1,share,,,,,,,,,,
177,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
178,如果 感 兴趣 ， 请 通过 email 联系 azhou66@yahoo.,1,email,,,,,,,,,,
179,- 离 walnut 和 giant eagle 很 近 ， 走路 可 到 。,2,walnut,,giant eagle,,,,,,,,
180,如 感 兴趣 ， 请 email rwan@andrew.,1,email,,,,,,,,,,
181,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
182,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
183,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
184,已 出租 up ~ up ~ up ~,3,up,,up,,up,,,,,,
185,晚上 回来 有 学校 的 黄 线 escort 送 回来 ， 治安 非常 好 。,1,escort,,,,,,,,,,
186,户型 ： 一 楼 是 超大 living room ， dining room ， sun room 及 厨房 。,3,living room,,dining room,,sun room,,,,,,
187,二 楼 是 二 间 卧室 和 一 个 full 卫生间 ， 三 楼 一 间 及其 宽敞 的 大 卧室 。,1,full,,,,,,,,,,
188,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况 。,1,email,,,,,,,,,,
189,户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,2,living room,,dining room,,,,,,,,
190,和 一 个 full 卫生间 。,1,full,,,,,,,,,,
191,二 楼 是 三 间 卧室 和 一 个 full 卫生间 ；,1,full,,,,,,,,,,
192,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况 。,1,email,,,,,,,,,,
193,邮箱 ： [ url ] tthappyyeah@163.,1,url,,,,,,,,,,
194,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
195,晚上 ， 有 学校 escort 直达 门口 。,1,escort,,,,,,,,,,
196,户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,2,living room,,dining room,,,,,,,,
197,guaizhu_person up 一下 up 一下,2,up,,up,,,,,,,,
198,html 带 家具 。,1,html,,,,,,,,,,
199,北边 南 边 都 有 giant eagle ， 左右 邻居 都 是 young couple ， 非常 安静 ， neighborhood 相当 安全 ， 晚上 有 路灯 。,3,giant eagle,,young couple,,neighborhood,,,,,,
200,有 车库 ， drive way parking 和 street parking 。,2,drive way parking,,street parking,,,,,,,,
201,有 车库 ， drive way parking 和 street parking 。,2,drive way parking,,street parking,,,,,,,,
202,三 楼 front room 600，12 ft x 10.,2,front room,,ft x,,,,,,,,
203,户型 ： 12'0'' * 10'8' ， 有 足够 挂 衣服 的 地方 价格 ： $480 / 间 ( 包含 : 水 ， garbage ， 不 包含 ： 网 ， 电 ， 气 ),1,garbage,,,,,,,,,,
204,还 有 其他 utility 吗 ？,1,utility,,,,,,,,,,
205,） 还有 green pepper ！,1,green pepper,,,,,,,,,,
206,直达 waterfront （ 匹兹堡 逛街 好 去处 ， macy ’ s 和 amc 电影院 都 在 那里 ） 。,4,waterfront,,macy,,s,,amc,,,,
207,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
208,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
209,房屋 出租 ， 独 栋 房子 ， 其中 一 大 间 带 独立 卫生间 ， 随时 入住 ， 位 于 greenfield ave 紧邻 giant eagle and murry ave.,2,greenfield ave,,giant eagle and murry,,,,,,,,
210,大家 住 过 house 就 知道 房东 有 多 重要 了 ！,1,house,,,,,,,,,,
211,有 车库 ， drive way parking 和 street parking 。,2,drive way parking,,street parking,,,,,,,,
212,由 meyers management 公司 统一 管理 ， 非常 规范 。,1,meyers management,,,,,,,,,,
213,也 有 parking 。,1,parking,,,,,,,,,,
214,步行 五 分钟 有 whole food 。,1,whole food,,,,,,,,,,
215,房子 干净 ， 家具 全 ， 网络 全 ， 有 免费 试用 的 washer dryer ， 可 包 utility ， queen 床 ， 厨具 和 床上 用品 都 可以 提供 。,3,washer dryer,,utility,,queen,,,,,,
216,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
217,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
218,house 出租 2018.,1,house,,,,,,,,,,
219,有 车库 ， drive way parking 和 street parking 。,2,drive way parking,,street parking,,,,,,,,
220,房型 ： house 一 层 ， 与 二 层 完全 独立 。,1,house,,,,,,,,,,
221,距离 giant eagle （ 10-15 min ） ， cvs （ 10-15 mins ） 可以 步行 可达 ， 周围 还有 很多 的 饭店 。,4,giant eagle,,min,,cvs,,mins,,,,
222,周边 有 一 个 pizza 店 ， 一 个 墨西哥 菜 。,1,pizza,,,,,,,,,,
223,租户 将 与 mozart management 物业 直接 签约 。,1,mozart management,,,,,,,,,,
224,晚上 还有 escort 直达 公寓 门口 。,1,escort,,,,,,,,,,
225,附近 有 giant eagle 和 府 河 人家 。,1,giant eagle,,,,,,,,,,
226,有 车库 ， drive way parking 和 street parking 。,2,drive way parking,,street parking,,,,,,,,
227,两 个 超大 walk in closet ， 还 可以 免费 申请 地下室 storage space 。,2,walk in closet,,storage space,,,,,,,,
228,walnut street 上 餐厅 众多 ， 附近 还有 giant eagle ， whole foods 等 大型 超市 。,3,walnut street,,giant eagle,,whole foods,,,,,,
229,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
230,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,
231,女生 在 ibm 做 设计师 ， 男生 即将 完成 cs phd 。,2,ibm,,cs phd,,,,,,,,
232,餐厅 和 deck 之前 是 全 景 玻璃 门 。,1,deck,,,,,,,,,,
233,生活 不 只是 便利 ， 是 非常 丰富 ~ 关于 租约 和 价格 bedroom 1$600 ， bedroom 2$540 ， bedroom 3$520 ；,3,bedroom,,bedroom,,bedroom,,,,,,
234,非常 宽敞 ， 可以 放 两 张 full-size 床 ， 还有 walk-in closet ！,1,closet,,,,,,,,,,
235,royal garden 公寓 卧室 诚意 招租 因 本人 年底 毕业 ， 现 诚意 招租 。,1,royal garden,,,,,,,,,,
236,周边 ： 步行 五 分钟 到 giant eagle ， 十 分钟 到 熊猫 超市 和 rite aid 药店 。,2,giant eagle,,rite aid,,,,,,,,
237,帮 顶 ding ding ding ding,1,ding ding ding ding,,,,,,,,,,
238,位于 escort yellow line 上 ， 熬夜 赶 due 回家 也 不用 担心 哦 ！,2,escort yellow line,,due,,,,,,,,
239,风水 宝地 ， 楼 主 正是 在 这里 面试 并 拿到 玄学 公司 的 offer ！,1,offer,,,,,,,,,,
240,我 在 greenfield 的 房子 的 一 个 大 卧室 出租 。,1,greenfield,,,,,,,,,,
241,yellow escort 站 走 半 分钟 ， 距离 61c，61d 3-5 分钟 。,1,yellow escort,,,,,,,,,,
242,需要 房子 的 朋友 请 联系 我 呀 ， 这个 房子 依然 available 。,1,available,,,,,,,,,,
243,步行 五 分钟 有 whole food 。,1,whole food,,,,,,,,,,
244,生活 方便 giant eagle ， whole foods ， 日本 超市 等 也 都 步行 可达 。,2,giant eagle,,whole foods,,,,,,,,
245,周边 ： 步行 五 分钟 到 giant eagle ， 十 分钟 到 熊猫 超市 和 rite aid 药店 。,2,giant eagle,,rite aid,,,,,,,,
246,一 个 匹 大 的 phd 学长 ( 有 车 周末 可以 出去 买 买 买 ！,1,phd,,,,,,,,,,
247,且 在 寒冷 的 匹兹堡 cover 所有 暖气 费 ！,1,cover,,,,,,,,,,
248,租 新房 还 得 大 冬天 往返 宜家 搬家 具 组装 家具 ， 折腾 一 遍 签 合同 接 电网 的 手续 ， 来 这 直接 拎包 入住 ， so easy ！,1,so easy,,,,,,,,,,
249,在 shady ave.,1,shady,,,,,,,,,,
250,和 walnut st .,1,walnut st,,,,,,,,,,
251,和 wilkins st .,1,wilkins st,,,,,,,,,,
252,家 对面 就是 一 个 cvs ， 食物 ， 药品 ， 和 一些 生活 用品 采购 很 方便 。,1,cvs,,,,,,,,,,
253,房间 宽敞 ， 客厅 更大 ， 可 开 party ， 卧室 里 各 式 家具 齐全 ， 拎包 入住 。,1,party,,,,,,,,,,
254,欢迎 text ， 不 能 时时 接 电话 。,1,text,,,,,,,,,,
255,走路 去 giant eagle,1,giant eagle,,,,,,,,,,
256,， pittsburgh ， pa 房间 图 ：,2,pittsburgh,,pa,,,,,,,,
257,up 依然 有效 ， up,2,up,,up,,,,,,,,
258,步行 五 分钟 有 whole food 。,1,whole food,,,,,,,,,,
259,北面 五 分钟 是 shady 最 繁华 的 walnut street ， 再 过去 就是 giant eagle 等 超市 。,3,shady,,walnut street,,giant eagle,,,,,,
260,晚上 有 学校 shuttle 能 送到 家 。,1,shuttle,,,,,,,,,,
261,utility 不 包 。,1,utility,,,,,,,,,,
