word index,word form,pos-tag,head,dep rel,frequency
1,内,LC,1,case,1.17E-15
2,有,VE,0,root,1.01E-14
3,一,CD,9,nummod,1.35E-14
4,个,M,4,mark:clf,4.57E-15
5,开门,VV,9,acl,2.40E-18
6,的,DEC,6,mark,1.12E-13
7,小,JJ,9,amod,7.75E-16
8,壁橱,NN,3,dobj,1.77E-19
9,。,PU,3,punct,
,,,,,
CMU,27,,,,
0,而且,AD,3,advmod,1.05E-15
1,卫生间,NN,3,dep,4.05E-18
2,有,VE,0,root,1.01E-14
3,一,CD,7,conj,1.35E-14
4,扇,M,4,mark:clf,1.53E-18
5,和,CC,7,cc,1.59E-14
6,房间,NN,17,advmod:loc,3.80E-17
7,内,LC,7,case,1.17E-15
8,一,CD,13,nummod,1.35E-14
9,样,M,9,mark:clf,3.79E-16
10,的,DEG,9,case,1.12E-13
11,大,JJ,13,amod,4.04E-15
12,窗户,NN,17,dep,4.82E-18
13,，,PU,17,punct,
14,所以,AD,17,advmod,8.57E-16
15,不,AD,17,neg,8.49E-15
16,存在,VV,3,ccomp,1.07E-15
17,潮湿,VA,22,acl,3.31E-18
18,或者,CC,18,cc,6.81E-16
19,通风,VV,18,conj,1.86E-18
20,的,DEC,18,mark,1.12E-13
21,问题,NN,17,dobj,3.24E-15
22,）,PU,3,punct,
23,。,PU,3,punct,
,,,,,
CMU,28,,,,
0,这,DT,2,det,9.99E-15
1,屋,NN,3,dep,1.80E-17
2,有,VE,0,root,1.01E-14
3,空调,NN,3,dobj,1.23E-17
4,。,PU,3,punct,
,,,,,
CMU,29,,,,
0,窗,NN,3,advmod:loc,1.02E-17
1,下,LC,1,case,2.55E-15
2,有,VE,0,root,1.01E-14
3,一,CD,7,nummod,1.35E-14
4,大,JJ,6,amod,4.04E-15
5,片,M,4,mark:clf,1.13E-16
6,暖气,NN,3,dobj,2.19E-18
7,。,PU,3,punct,
,,,,,
CMU,30,,,,
0,如果,CS,7,advmod,1.19E-15
1,是,VC,7,cop,1.98E-14
2,三,CD,5,nummod,3.17E-15
3,个,M,3,mark:clf,4.57E-15
4,人,NN,7,nsubj,8.08E-15
5,一起,AD,7,advmod,3.33E-16
6,住,VV,11,dep,3.88E-16
7,，,PU,11,punct,
8,房租,NN,11,nmod:topic,5.06E-18
9,你,PN,11,nsubj,1.63E-15
10,萌,VV,0,root,1.03E-19
11,可以,VV,11,ccomp,2.86E-15
12,自己,PN,14,nsubj,2.44E-15
13,分配,VV,11,conj,3.73E-16
14,。,PU,11,punct,
,,,,,
CMU,31,,,,
0,同时,AD,2,advmod,1.30E-15
1,出租,VV,0,root,4.50E-17
2,。,PU,2,punct,
,,,,,
CMU,32,,,,
0,后院,NN,3,nsubj,1.51E-18
1,挺,AD,3,advmod,5.17E-18
2,大,VA,6,conj,4.04E-15
3,的,DEC,3,mark,1.12E-13
4,还有,CC,6,cc,2.17E-19
5,车库,NN,12,nsubj,9.99E-19
6,，,PU,12,punct,
7,所以,AD,12,advmod,8.57E-16
8,生活,NN,10,compound:nn,1.74E-15
9,空间,NN,12,nsubj,2.30E-16
10,非常,AD,12,advmod,4.30E-16
11,富裕,VA,0,root,3.82E-17
12,。,PU,12,punct,
,,,,,
CMU,33,,,,
0,附近,NN,3,nsubj,9.39E-17
1,还,AD,3,advmod,2.84E-15
2,有,VE,0,root,1.01E-14
3,一,CD,10,nummod,1.35E-14
4,个,M,4,mark:clf,4.57E-15
5,特别,AD,7,advmod,8.88E-16
6,大,VA,10,amod,4.04E-15
7,的,DEC,7,mark,1.12E-13
8,森林,NN,10,compound:nn,9.71E-17
9,公园,NN,3,dobj,3.69E-17
10,。,PU,3,punct,
,,,,,
CMU,34,,,,
0,厨房,NN,7,nmod:topic,1.60E-17
1,，,PU,7,punct,
2,餐厅,NN,7,nmod:topic,6.78E-18
3,，,PU,7,punct,
4,客厅,NN,6,compound:nn,6.20E-18
5,配置,NN,7,nsubj,1.03E-16
6,豪华,VA,0,root,5.05E-18
7,。,PU,7,punct,
,,,,,
CMU,35,,,,
0,而且,AD,8,advmod,1.05E-15
1,，,PU,8,punct,
2,这,DT,8,dep,9.99E-15
3,两,CD,3,dep,2.28E-15
4,家,M,4,mark:clf,1.29E-15
5,均,AD,8,advmod,2.50E-16
6,可,VV,8,aux:modal,1.43E-15
7,点,VV,0,root,6.26E-16
8,外卖,NN,8,dobj,4.61E-20
9,！,PU,8,punct,
,,,,,
CMU,36,,,,
0,如果,CS,3,advmod,1.19E-15
1,不,AD,3,neg,8.49E-15
2,想,VV,0,root,6.31E-16
3,走路,VV,3,ccomp,7.40E-18
4,，,PU,3,punct,
5,公交,NN,9,nsubj,5.53E-18
6,也,AD,9,advmod,5.45E-15
7,可以,VV,9,aux:modal,2.86E-15
8,直达,VV,3,dep,2.78E-18
9,.,PU,3,punct,
,,,,,
CMU,37,,,,
0,这个,DT,2,det,1.69E-15
1,房子,NN,6,nsubj,5.70E-17
2,是,VC,6,cop,1.98E-14
3,匹,M,6,dep,5.48E-18
4,大,AD,6,advmod,4.04E-15
5,拥有,VV,0,root,2.21E-16
6,的,DEC,6,mark,1.12E-13
7,，,PU,6,punct,
8,所以,AD,13,advmod,8.57E-16
9,房子,NN,11,compound:nn,5.70E-17
10,管理,NN,13,nsubj,2.55E-15
11,得很,AD,13,advmod,1.87E-20
12,棒,VA,6,conj,4.25E-18
13,！,PU,6,punct,
,,,,,
CMU,38,,,,
0,并且,AD,3,advmod,3.64E-16
1,壁橱,NN,3,nsubj,1.77E-19
2,分,VV,0,root,1.14E-15
3,上下,NN,5,dep,4.82E-17
4,两,CD,3,nmod:range,2.28E-15
5,层,M,5,mark:clf,1.86E-16
6,，,PU,3,punct,
7,高度,JJ,9,amod,1.93E-16
8,比例,NN,11,dep,2.46E-16
9,大概,AD,11,advmod,6.00E-17
10,4：6,CD,15,nsubj,
11,（,PU,15,punct,
12,上,AD,15,advmod,6.90E-15
13,：,PU,15,punct,
14,下,M,3,conj,2.55E-15
15,）,PU,15,punct,
16,.,PU,3,punct,
,,,,,
CMU,39,,,,
0,客厅,NN,3,dep,6.20E-18
1,：,PU,3,punct,
2,有,VE,0,root,1.01E-14
3,壁橱,NN,3,dobj,1.77E-19
4,.,PU,3,punct,
,,,,,
CMU,40,,,,
0,要求,VV,0,root,1.36E-15
1,：,PU,1,punct,
2,男士,NN,4,compound:nn,1.46E-18
3,女士,NN,5,nsubj,1.66E-17
4,均可,VV,1,ccomp,7.74E-21
5,，,PU,1,punct,
6,但是,AD,9,advmod,1.15E-15
7,必须,VV,9,aux:modal,1.37E-15
8,要求,VV,1,dep,1.36E-15
9,身份,NN,9,dep,1.31E-16
10,是,VC,12,cop,1.98E-14
11,学生,NN,9,conj,6.66E-16
12,~,PU,9,punct,
13,~,PU,9,punct,
14,.,PU,1,punct,
,,,,,
CMU,41,,,,
0,需要,VV,2,xcomp,1.30E-15
1,找,VV,5,acl,1.57E-16
2,房子,NN,2,dobj,5.70E-17
3,的,DEC,2,mark,1.12E-13
4,同学,NN,8,nsubj,3.67E-17
5,随时,AD,8,advmod,6.36E-17
6,可以,VV,8,aux:modal,2.86E-15
7,联系,VV,0,root,6.05E-16
8,我,PN,8,dobj,5.51E-15
9,，,PU,8,punct,
10,我,PN,12,nsubj,5.51E-15
11,看到,VV,16,advcl:loc,1.66E-19
12,后,LC,12,case,2.28E-15
13,就,AD,16,advmod,3.73E-15
14,会,VV,16,aux:modal,3.45E-15
15,回复,VV,8,conj,5.28E-18
16,~,PU,8,punct,
,,,,,
CMU,42,,,,
0,不,AD,7,neg,8.49E-15
1,是,VC,7,cop,1.98E-14
2,那,DT,7,det,1.05E-15
3,种,M,3,mark:clf,6.55E-15
4,密封,VV,7,acl,2.72E-18
5,的,DEC,5,mark,1.12E-13
6,地下室,NN,0,root,2.70E-18
7,。,PU,7,punct,
,,,,,
CMU,43,,,,
0,欢迎,VV,0,root,1.39E-16
1,联系,NN,1,dobj,6.05E-16
2,～,PU,1,punct,
3,继续,VV,5,xcomp,5.14E-16
4,有效,VA,1,dep,4.49E-16
5,。,PU,1,punct,
,,,,,
CMU,44,,,,
0,先,AD,2,advmod,1.76E-16
1,说,VV,0,root,4.27E-15
2,缺点,NN,2,dobj,5.96E-17
3,吧,SP,2,dep,7.06E-17
4,：,PU,2,punct,
5,房子,NN,7,dep,5.70E-17
6,没有,VE,2,conj,2.81E-15
7,空调,NN,7,dobj,1.23E-17
8,，,PU,2,punct,
9,之前,NT,11,compound:nn,2.17E-16
10,夏天,NT,13,nmod:tmod,2.79E-17
11,我,PN,13,nsubj,5.51E-15
12,是,VC,2,conj,1.98E-14
13,用,P,21,case,1.48E-15
14,一,CD,21,nummod,1.35E-14
15,个,M,15,mark:clf,4.57E-15
16,落地,JJ,19,amod,3.85E-18
17,的,DEG,17,case,1.12E-13
18,移动,NN,21,compound:nn,5.74E-17
19,小,JJ,21,amod,7.75E-16
20,空调,NN,13,nmod:prep,1.23E-17
21,，,PU,2,punct,
22,所以,AD,27,advmod,8.57E-16
23,温度,NN,27,nsubj,3.94E-17
24,也,AD,27,advmod,5.45E-15
25,还,AD,27,advmod,2.84E-15
26,算,VV,2,conj,1.28E-16
27,凉快,VA,27,ccomp,4.72E-19
28,。,PU,2,punct,
,,,,,
CMU,45,,,,
0,隔音,NN,2,nsubj,9.86E-20
1,一般,VA,0,root,8.26E-16
2,，,PU,2,punct,
3,不过,AD,10,advmod,3.11E-16
4,房间,NN,10,advmod:loc,3.80E-17
5,之间,LC,5,case,7.20E-19
6,隔,VV,10,dep,1.40E-17
7,得,DER,10,dep,1.01E-15
8,比较,AD,10,advmod,8.65E-16
9,开,VV,2,conj,4.85E-16
10,。,PU,2,punct,
,,,,,
CMU,46,,,,
0,房间,NN,3,nsubj,3.80E-17
1,挺,AD,3,advmod,5.17E-18
2,小,VA,8,dep,7.75E-16
3,的,SP,3,discourse,1.12E-13
4,，,PU,8,punct,
5,要,VV,8,xcomp,3.65E-15
6,好好,AD,8,advmod,2.22E-17
7,利用,VV,0,root,6.63E-16
8,空间,NN,8,dobj,2.30E-16
9,才,AD,15,advmod,5.58E-16
10,能,VV,15,aux:modal,1.81E-15
11,住,VV,15,dep,3.88E-16
12,得,DER,15,dep,1.01E-15
13,比较,AD,15,advmod,8.65E-16
14,舒服,VA,8,conj,1.60E-17
15,。,PU,8,punct,
,,,,,
CMU,47,,,,
0,公共,JJ,2,amod,2.73E-16
1,空间,NN,3,nsubj,2.30E-16
2,充足,VA,0,root,2.61E-17
3,，,PU,3,punct,
4,厨房,NN,7,nsubj,1.60E-17
5,非常,AD,7,advmod,4.30E-16
6,大,VA,3,conj,4.04E-15
7,，,PU,3,punct,
8,客厅,NN,11,nsubj,6.20E-18
9,可以,VV,11,aux:modal,2.86E-15
10,放,VV,3,conj,2.30E-16
11,东西,NN,11,dobj,4.28E-16
12,。,PU,3,punct,
,,,,,
CMU,48,,,,
0,可以,VV,5,dep,2.86E-15
1,一,CD,4,nummod,1.35E-14
2,个,M,2,mark:clf,4.57E-15
3,人,NN,5,nsubj,8.08E-15
4,用,VV,0,root,1.48E-15
5,一,CD,8,nummod,1.35E-14
6,个,M,6,mark:clf,4.57E-15
7,卫生间,NN,5,dobj,4.05E-18
8,（,PU,12,punct,
9,卫生间,NN,12,nsubj,4.05E-18
10,不,AD,12,neg,8.49E-15
11,在,VV,5,dep,1.88E-14
12,屋内,NN,12,dobj,7.05E-19
13,）,PU,12,punct,
14,。,PU,5,punct,
,,,,,
CMU,49,,,,
0,二,OD,2,amod:ordmod,3.43E-15
1,楼,NN,4,nsubj,1.04E-16
2,另,AD,4,advmod,6.60E-16
3,有,VE,0,root,1.01E-14
4,一,CD,11,nummod,1.35E-14
5,个,M,5,mark:clf,4.57E-15
6,小,JJ,11,amod,7.75E-16
7,办公室,NN,11,dep,1.54E-16
8,、,PU,11,punct,
9,和,CC,11,cc,1.59E-14
10,厕所,NN,4,dobj,2.65E-18
11,（,PU,4,punct,
12,有,VE,4,conj,1.01E-14
13,浴缸,NN,15,compound:nn,6.82E-19
14,),NN,13,dobj,
15,。,PU,4,punct,
,,,,,
CMU,50,,,,
0,地点,NN,2,compound:nn,8.03E-17
1,安全,NN,5,nmod:topic,4.75E-16
2,，,PU,5,punct,
3,环境,NN,5,nsubj,9.76E-16
4,安静,VA,0,root,1.56E-17
5,优雅,VA,5,compound:vc,3.47E-18
6,，,PU,5,punct,
7,卧室,NN,9,compound:nn,3.33E-18
8,采光,NN,11,nsubj,1.78E-19
9,很,AD,11,advmod,2.06E-15
10,好,VA,5,conj,1.73E-15
11,，,PU,5,punct,
12,空气,NN,14,nsubj,4.58E-17
13,清新,VA,5,conj,4.31E-18
14,，,PU,5,punct,
15,楼,NN,19,advmod:loc,1.04E-16
16,前后,LC,16,case,6.73E-17
17,均,AD,19,advmod,2.50E-16
18,有,VE,5,conj,1.01E-14
19,草坪,NN,19,dobj,4.78E-18
20,、,PU,5,punct,
21,后院,NN,23,dep,1.51E-18
22,有,VE,5,conj,1.01E-14
23,花坛,JJ,27,amod,1.71E-19
24,和,CC,24,cc,1.59E-14
25,宽敞,JJ,24,dep,1.49E-18
26,露台,NN,23,dobj,1.13E-19
27,。,PU,5,punct,
,,,,,
CMU,51,,,,
0,可,AD,3,advmod,1.43E-15
1,联系,NN,3,nsubj,6.05E-16
2,看,VV,0,root,2.07E-15
3,房,NN,3,dobj,1.54E-16
4,。,PU,3,punct,
,,,,,
CMU,52,,,,
0,拎包,VV,0,root,5.06E-20
1,入住,VV,1,ccomp,7.82E-19
2,。,PU,1,punct,
,,,,,
CMU,53,,,,
0,新装,NN,3,nmod:assmod,1.92E-19
1,的,DEG,1,case,1.12E-13
2,窗子,NN,0,root,8.24E-19
3,。,PU,3,punct,
,,,,,
CMU,54,,,,
0,一,CD,2,dep,1.35E-14
1,楼,NN,6,nsubj,1.04E-16
2,都,AD,6,advmod,3.54E-15
3,是,VC,6,cop,1.98E-14
4,硬木,NN,6,compound:nn,2.38E-19
5,地板,NN,0,root,3.03E-18
6,。,PU,6,punct,
,,,,,
CMU,55,,,,
0,地下室,NN,2,nsubj,2.70E-18
1,巨大,VA,0,root,2.83E-16
2,。,PU,2,punct,
,,,,,
CMU,56,,,,
0,可,VV,3,aux:modal,1.43E-15
1,免费,AD,3,advmod,2.69E-17
2,储藏,VV,0,root,3.23E-18
3,物品,NN,3,dobj,5.96E-17
4,.,PU,3,punct,
,,,,,
CMU,57,,,,
0,价格,NN,3,nsubj,6.70E-16
1,可,VV,3,aux:modal,1.43E-15
2,议,VV,0,root,1.26E-16
3,。,PU,3,punct,
,,,,,
CMU,58,,,,
0,出租,VV,0,root,4.50E-17
1,两,CD,4,nummod,2.28E-15
2,间,M,2,mark:clf,1.74E-15
3,卧室,NN,1,dobj,3.33E-18
4,。,PU,1,punct,
,,,,,
CMU,59,,,,
0,房租,NN,4,nsubj,5.06E-18
1,每,DT,4,dep,9.51E-16
2,间,M,2,mark:clf,1.74E-15
3,$600 ,CD,0,root,
4,/,PU,4,punct,
5,月,M,4,mark:clf,5.24E-15
6,。,PU,4,punct,
,,,,,
CMU,60,,,,
0,比较,AD,2,advmod,8.65E-16
1,适合,VV,0,root,8.67E-17
2,有,VE,6,dep,1.01E-14
3,车,NN,3,dobj,1.90E-16
4,的,DEC,3,mark,1.12E-13
5,同学,NN,2,dobj,3.67E-17
6,。,PU,2,punct,
,,,,,
CMU,61,,,,
0,房子,NN,7,dep,5.70E-17
1,在,P,3,case,1.88E-14
2,半山,NN,7,nmod:prep,4.67E-19
3,上,LC,3,case,6.90E-15
4,所以,AD,7,advmod,8.57E-16
5,很,AD,7,advmod,2.06E-15
6,安静,VA,0,root,1.56E-17
7,。,PU,7,punct,
,,,,,
CMU,62,,,,
0,生态,NN,2,nsubj,1.97E-16
1,好,VA,0,root,1.73E-15
2,，,PU,2,punct,
3,不时,AD,5,advmod,7.98E-18
4,有,VE,2,conj,1.01E-14
5,鹿,NN,7,nsubj,1.34E-18
6,出没,VV,5,ccomp,3.61E-19
7,。,PU,2,punct,
,,,,,
CMU,63,,,,
0,我,PN,2,nsubj,5.51E-15
1,住,VV,0,root,3.88E-16
2,一,CD,2,nmod:range,1.35E-14
3,间,M,3,mark:clf,1.74E-15
4,，,PU,2,punct,
5,出租,VV,2,conj,4.50E-17
6,两,CD,6,nmod:range,2.28E-15
7,间,M,7,mark:clf,1.74E-15
8,。,PU,2,punct,
,,,,,
CMU,64,,,,
0,出租,NN,5,nmod:assmod,4.50E-17
1,的,DEG,1,case,1.12E-13
2,两,CD,5,nummod,2.28E-15
3,间,M,3,mark:clf,1.74E-15
4,卧室,NN,9,dep,3.33E-18
5,共用,JJ,9,amod,4.01E-18
6,一,CD,9,nummod,1.35E-14
7,个,M,7,mark:clf,4.57E-15
8,卫生间,NN,0,root,4.05E-18
9,。,PU,9,punct,
,,,,,
CMU,65,,,,
0,每,DT,3,det,9.51E-16
1,个,M,1,mark:clf,4.57E-15
2,卧室,NN,5,nsubj,3.33E-18
3,都,AD,5,advmod,3.54E-15
4,有,VE,0,root,1.01E-14
5,两,CD,9,nummod,2.28E-15
6,个,M,6,mark:clf,4.57E-15
7,不同,JJ,9,amod,1.59E-15
8,方向,NN,11,nmod:assmod,2.90E-16
9,的,DEG,9,case,1.12E-13
10,窗户,NN,5,dobj,4.82E-18
11,，,PU,5,punct,
12,视野,NN,15,conj,3.13E-17
13,和,CC,15,cc,1.59E-14
14,采光,NN,16,nsubj,1.78E-19
15,良好,VA,5,conj,2.23E-16
16,。,PU,5,punct,
,,,,,
CMU,66,,,,
0,公寓,NN,5,nsubj,1.10E-17
1,也,AD,5,advmod,5.45E-15
2,是,VC,5,cop,1.98E-14
3,学生,NN,5,nsubj,6.66E-16
4,居多,VV,0,root,4.25E-18
5,，,PU,5,punct,
6,安全,NN,8,dep,4.75E-16
7,有,VE,5,conj,1.01E-14
8,保障,NN,8,dobj,2.94E-16
9,。,PU,5,punct,
,,,,,
CMU,67,,,,
0,[,VV,0,root,
1,kenmawr]$450/month,CD,1,nmod:range,
2,包,M,2,mark:clf,7.36E-17
3,所有,DT,1,dep,6.50E-16
4,，,PU,1,punct,
,,,,,
CMU,68,,,,
0,但是,AD,14,advmod,1.15E-15
1,大,JJ,3,amod,4.04E-15
2,一,CD,11,dep,1.35E-14
