SentenceID,NonCodeSwitchedSentence,ChineseWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfPunctuation
49,目前 还 可 租,4,0,[0_1_2_3],
50,【 求 暑期 短 租 】 时间 : 7.,5,4,[1_2_3_4_6],[0_5_7_8]
51,要求 租户 整洁 、 安静 。,4,2,[0_1_2_4],[3_5]
52,家具 全 ， 生活 用品 全 。,5,2,[0_1_3_4_5],[2_6]
53,价格 视 时间 而 定 ， 30-50一 天 。,6,3,[0_1_2_3_4_7],[5_6_8]
54,请 联系 y.,2,1,[0_1],[2]
55,更新 了 一 波,4,0,[0_1_2_3],
56,我 有 更新 了,4,0,[0_1_2_3],
57,近 全新 洗衣 篮 $ 115.,4,2,[0_1_2_3],[4_5]
58,如果 想 看 照片 请 联系 我 ~,7,1,[0_1_2_3_4_5_6],[7]
59,没有 什么 特殊 要求 ， 只是 希望 房间 比较 整洁 就 好 。,11,2,[0_1_2_3_5_6_7_8_9_10_11],[4_12]
60,包子 每 半 斤 $2.,4,1,[0_1_2_3],[4]
61,韭菜 鸡蛋 每 半 斤 $2.,5,1,[0_1_2_3_4],[5]
62,加 黄瓜 丝 $ 0.,3,2,[0_1_2],[3_4]
63,西红柿 鸡蛋 面 $ 2.,3,2,[0_1_2],[3_4]
64,加 黄瓜 丝 $ 0.,3,2,[0_1_2],[3_4]
65,馒头 每 个 $ 0.,3,2,[0_1_2],[3_4]
66,松软 香甜 ， 美味 可口 。,4,2,[0_1_3_4],[2_5]
67,加 麦片 $ 0.,2,2,[0_1],[2_3]
68,酸奶 每 盒 $1（5.,3,1,[0_1_2],[3]
69,另外 教育部 认证 所有 渠道 现 已 关闭 ， 有 跟 你们 说 能 办理 教育部 认证 的 都 是 骗子 ， 请 大家 注意 ！,23,3,[0_1_2_3_4_5_6_7_9_10_11_12_13_14_15_16_17_18_19_20_22_23_24],[8_21_25]
70,您 好 ， 我 现在 不 在 美国 ， 可以 留下 其他 的 联系 方式 吗 ？,14,3,[0_1_3_4_5_6_7_9_10_11_12_13_14_15],[2_8_16]
71,可以 拎包 入住 。,3,1,[0_1_2],[3]
72,价格 可 议,3,0,[0_1_2],
73,有 空调 、 电视 、 冰箱 、 洗衣机 、 厨房 用品 等 ， 生活 比较 方便 。,11,6,[0_1_3_5_7_9_10_11_13_14_15],[2_4_6_8_12_16]
74,房子 后面 是 公园 ， 环境 舒适 、 十分 安静 。,8,3,[0_1_2_3_5_6_8_9],[4_7_10]
75,可 联系 看 房 .,4,1,[0_1_2_3],[4]
76,有缘 价格 可 议 哦,5,0,[0_1_2_3_4],
77,） 有 兴趣 的 可以 联系 我 要 照片 ！,8,2,[1_2_3_4_5_6_7_8],[0_9]
78,什么 排队 ？,2,1,[0_1],[2]
79,什么 排队 ？,2,1,[0_1],[2]
80,什么 排队 ？,2,1,[0_1],[2]
81,我 的 房间 采光 很 好 ， 而且 有 一 个 很 大 的 卫生间 ， 家具 都 有 拎包 入住 。,19,3,[0_1_2_3_4_5_7_8_9_10_11_12_13_14_16_17_18_19_20],[6_15_21]
82,这个 是 小区 的 网站 上边 有 小区 的 图片 。,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
83,唯一 要求 ： 爱 干净 ， 爱 干净 ， 爱 干净 。,8,4,[0_1_3_4_6_7_9_10],[2_5_8_11]
84,欢迎 随时 看 车 咨询 ！,5,1,[0_1_2_3_4],[5]
85,小区 风景 优美 ， 无 吵闹 家庭 ， 可以 安心 休息 。,9,3,[0_1_2_4_5_6_8_9_10],[3_7_11]
86,注意 ： 目前 只 接受 男性 ， phd/ms 学生 的 咨询 。,8,4,[0_2_3_4_5_8_9_10],[1_6_7_11]
87,欢迎 各位 加入 我们 的 大 家庭 ！,7,1,[0_1_2_3_4_5_6],[7]
88,状态 更新 ： 04/19/2018,2,2,[0_1],[2_3]
89,状态 更新 以及 说明 更新 ： 04/20/2018,5,2,[0_1_2_3_4],[5_6]
90,状态 更新 以及 暂时 关闭 咨询 ： 04/21/2018,6,2,[0_1_2_3_4_5],[6_7]
91,状态 更新 ： 04/23/2018,2,2,[0_1],[2_3]
92,最好 同行 的 人 有 驾照 ， 可以 轮流 开 。,9,2,[0_1_2_3_4_5_7_8_9],[6_10]
93,买 菜 小 拖车 56.,4,1,[0_1_2_3],[4]
94,卧室 温馨 ， 家具 齐全 ， 拎包 入住 。,6,3,[0_1_3_4_6_7],[2_5_8]
95,照片 在 这里 ：,3,1,[0_1_2],[3]
96,一 楼 客厅 ， 餐厅 和 厨房 。,6,2,[0_1_2_4_5_6],[3_7]
97,由于 暑假 不 在 这儿 ， 在 这 期间 ， 我 的 家具 可以 免费 给 你 使用 。,16,3,[0_1_2_3_4_6_7_8_10_11_12_13_14_15_16_17],[5_9_18]
98,厨具 、 自行车 、 打印机 ， 如果 你 不 介意 ， 你 都 可以 使用 。,11,5,[0_2_4_6_7_8_9_11_12_13_14],[1_3_5_10_15]
99,发车 时间 如下 询问 时务 必 注明 日期 时间 方向 人数,11,0,[0_1_2_3_4_5_6_7_8_9_10],
100,没有 事故 。,2,1,[0_1],[2]
101,［ 房屋 概况 ］,2,2,[1_2],[0_3]
102,［ 住户 概况 ］,2,2,[1_2],[0_3]
103,［ 小区 概况 ］,2,2,[1_2],[0_3]
104,去 哪 的 ？,3,1,[0_1_2],[3]
105,去 哪 的 ？,3,1,[0_1_2],[3]
106,发 邮件 时 请 备注 租房,6,0,[0_1_2_3_4_5],
107,家具 齐全 ， 可 拎包 入住 。,5,2,[0_1_3_4_5],[2_6]
108,请 问 房屋 是 几 卧 的 ， 是 独立 卫生间 吗 ？,11,2,[0_1_2_3_4_5_6_8_9_10_11],[7_12]
109,请 问 房屋 是 几 卧 的 ， 是 独立 卫生间 吗 ？,11,2,[0_1_2_3_4_5_6_8_9_10_11],[7_12]
110,楼 主 招 男生 还是 招 女生 啊,8,0,[0_1_2_3_4_5_6_7],
111,楼 主 招 男生 还是 招 女生 啊,8,0,[0_1_2_3_4_5_6_7],
112,您 好 ， 请 问 还 可以 租 吗 ？,8,2,[0_1_3_4_5_6_7_8],[2_9]
113,照片 在 哪里 ？,3,1,[0_1_2],[3]
114,上 一 波 大 甩卖 ： 各 种 厨房 用品 以及 电器 全部 清洗 、 消毒 过 请 放心 。,17,3,[0_1_2_3_4_6_7_8_9_10_11_12_13_15_16_17_18],[5_14_19]
115,如果 想 看 照片 请 联系 我 ~,7,1,[0_1_2_3_4_5_6],[7]
116,提供 家具 。,2,1,[0_1],[2]
117,经济 实惠 ， 每 月 $375 ， 不 包 水电 。,7,4,[0_1_3_4_7_8_9],[2_5_6_10]
118,拎包 入住 ！,2,1,[0_1],[2]
119,房间 宽敞 明亮 ， 有 家具 ， 可 拎包 入住 。,8,3,[0_1_2_4_5_7_8_9],[3_6_10]
120,房间 宽敞 明亮 ， 13'*14'-7 " ， 两 人 共用 一 间 卫生间 。,9,5,[0_1_2_7_8_9_10_11_12],[3_4_5_6_13]
121,即日 即 可 入住 ！,4,1,[0_1_2_3],[4]
122,我 有 车 ， 周末 可以 一起 去 超市 采购 。,9,2,[0_1_2_4_5_6_7_8_9],[3_10]
123,卧室 为 两 室 一 厅 中 的 一 间 ， 面积 很 宽敞 ， 拎包 入住 ；,15,3,[0_1_2_3_4_5_6_7_8_9_11_12_13_15_16],[10_14_17]
124,具体 租 多 长 时间 和 价格 可 议 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
125,具体 租 多 长 时间 好 商量,7,0,[0_1_2_3_4_5_6],
126,您 好 ， 请 问 还 可以 租 吗 ？,8,2,[0_1_3_4_5_6_7_8],[2_9]
127,邮箱 无效 ？,2,1,[0_1],[2]
128,暑假 来 也 可 提前 入住 。,6,1,[0_1_2_3_4_5],[6]
129,家具 齐全 ， 带 独立 卫浴 ， 带 阳台 ， 社区 环境 好 。,10,4,[0_1_3_4_5_7_8_10_11_12],[2_6_9_13]
130,正式 签约 小区 物业 所有 服务 都 可 享受 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
131,买 菜 吃饭 非常 方便 。,5,1,[0_1_2_3_4],[5]
132,欢迎 随时 看 房 。,4,1,[0_1_2_3],[4]
133,价格 可 议 。,3,1,[0_1_2],[3]
134,您 好 ， 请 问 还 可以 租 吗 ？,8,2,[0_1_3_4_5_6_7_8],[2_9]
135,您 好 ， 请 问 还 可以 租 吗 ？,8,2,[0_1_3_4_5_6_7_8],[2_9]
136,你 心中 价位 大概 多少 ？,5,1,[0_1_2_3_4],[5]
137,有 没 有 体重 秤,5,0,[0_1_2_3_4],
138,还 可以 出 ！,3,1,[0_1_2],[3]
139,公寓 附近 餐厅 很多 也 有 大型 的 超市 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
140,本人 由于 暑假 不 在 学校 ， 房租 原价$999 一 个 月 不 包 电网 ， 现在 只要 $721 ( 时间 价格 还 可以 商量 ) ， 家具 还 可以 都 送给 你 。,26,8,[0_1_2_3_4_5_7_9_10_11_12_13_14_16_17_20_21_22_23_24_27_28_29_30_31_32],[6_8_15_18_19_25_26_33]
141,可以 拎包 入住 。,3,1,[0_1_2],[3]
142,水电 和 上网 不 包括 在 房租 里 ，,8,1,[0_1_2_3_4_5_6_7],[8]
143,大概 每 月 每人 $20-30 。,4,2,[0_1_2_3],[4_5]
144,有 中心 空调 暖气 。,4,1,[0_1_2_3],[4]
145,家具 齐全 ， 每个 卧室 有 床 ， 写字台 ， 椅子 ， 衣柜 ， 灯具 。,10,6,[0_1_3_4_5_6_8_10_12_14],[2_7_9_11_13_15]
146,有 阳台 ， 院子 ， 阳台 家具 。,5,3,[0_1_3_5_6],[2_4_7]
147,欢迎 爱 整洁 ， 爱 安静 ， 生活 有 规律 的 研究生 ，,10,3,[0_1_2_4_5_7_8_9_10_11],[3_6_12]
148,博士后 和 在职 人员 入住 。,5,1,[0_1_2_3_4],[5]
149,谢绝 宠物 。,2,1,[0_1],[2]
150,五月 中旬 至 七月 底 如 有 可 出租 的 车位 或者 车库 请 与 我 联系 ， 万分 感谢 ！,19,2,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_18_19],[17_20]
151,小区 位 于 学校 北边 ， 十分 安静 ， 环境 好 ， 房间 大 。,11,4,[0_1_2_3_4_6_7_9_10_12_13],[5_8_11_14]
152,地下室 空间 很大 还 有 一 个 单独 的 小 客厅 。,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
153,户型 为 三 间 卧室 和 1.,6,1,[0_1_2_3_4_5],[6]
154,有 兴趣 请 联系 陈 女士 。,6,1,[0_1_2_3_4_5],[6]
155,顶 一下 ~,2,1,[0_1],[2]
156,您 好 ， 我 现在 还 没 到 美国 ， 您 可以 留下 您 的 邮箱 吗 ？,15,3,[0_1_3_4_5_6_7_8_10_11_12_13_14_15_16],[2_9_17]
157,最大 的 中国 超市 ， 韩国 超市 ，,6,2,[0_1_2_3_5_6],[4_7]
158,就算 不 买 车 也 可 独立 生活 。,8,1,[0_1_2_3_4_5_6_7],[8]
159,降 一千 。,2,1,[0_1],[2]
160,5-8月 房租 可 议 ！,3,2,[1_2_3],[0_4]
161,最好 能 有 独 卫 。,5,1,[0_1_2_3_4],[5]
162,生活 便利 。,2,1,[0_1],[2]
163,生活 便利 。,2,1,[0_1],[2]
164,生活 便利 。,2,1,[0_1],[2]
165,有 需要 的 欢迎 联系 我 。,6,1,[0_1_2_3_4_5],[6]
166,生活 便利 。,2,1,[0_1],[2]
167,有 需要 的 欢迎 联系 我 。,6,1,[0_1_2_3_4_5],[6]
168,三 室 3.,2,1,[0_1],[2]
169,三 室 3.,2,1,[0_1],[2]
170,卧室 和 客厅 都 非常 大 ， 所以 性价比 很 高 。,10,2,[0_1_2_3_4_5_7_8_9_10],[6_11]
171,欢迎 联系 微 信 tc_jiangyu ， 添加 时 备注 租房 。,8,3,[0_1_2_3_6_7_8_9],[4_5_10]
172,请 添加 微 信 tc_jiangyu ， 备注 买 床 ， 谢谢 ！,8,4,[0_1_2_3_6_7_8_10],[4_5_9_11]
173,房型 及 小区 环境 ： 卧室 大 ， 采光 好 ， 卧室 内 均 有 1-2 个 橱柜 ， 储藏 空间 非常 大 。,18,6,[0_1_2_3_5_6_8_9_11_12_13_14_16_17_19_20_21_22],[4_7_10_15_18_23]
174,二 楼 有 实木 平台 ， 可以 直接 走到 外面 的 草坪 上 ， 平台 可 烧烤 。,15,3,[0_1_2_3_4_6_7_8_9_10_11_12_14_15_16],[5_13_17]
175,小区 周边 环境 幽静 ， 宜 生活 和 学习 。,8,2,[0_1_2_3_5_6_7_8],[4_9]
176,如果 想 看 照片 请 联系 我 ~,7,1,[0_1_2_3_4_5_6],[7]
177,顶 一下 ！,2,1,[0_1],[2]
178,还有 两 个 位置 ， 尽快 联系 我们 吧,8,1,[0_1_2_3_5_6_7_8],[4]
179,在 哪里 啊,3,0,[0_1_2],
180,可 送 可爱 小 玩偶 ~ 都 是 洗衣机 清洗 过 的 ~,11,2,[0_1_2_3_4_6_7_8_9_10_11],[5_12]
181,31，35 刀 / 月 。,2,3,[1_3],[0_2_4]
182,更新 ， 2018.,1,2,[0],[1_2]
183,门口 即 有 到 学校 的 公交 ， 也 可 提供 小区 停车 证 。,13,2,[0_1_2_3_4_5_6_8_9_10_11_12_13],[7_14]
184,带 家具 ， 拎包 入住 。,4,2,[0_1_3_4],[2_5]
185,给 你 发 邮件 了,5,0,[0_1_2_3_4],
186,房屋 位置 好 交通 方便,5,0,[0_1_2_3_4],
187,就算 不 买 车 也 可 独立 生活 。,8,1,[0_1_2_3_4_5_6_7],[8]
188,另外 有 不少 餐厅 快餐 也 在 附近 。,8,1,[0_1_2_3_4_5_6_7],[8]
189,家具 ： 大部分 房间 和 客厅 厨房 家具 用品 都 可以 商量 便宜 卖 。,13,2,[0_2_3_4_5_6_7_8_9_10_11_12_13],[1_14]
190,另外 有 不少 餐厅 快餐 也 在 附近 。,8,1,[0_1_2_3_4_5_6_7],[8]
191,不过 暑假 将近 ， 无人 在家 ， 所以 这个 东西 可 用于 观察 家里 情况 。,13,3,[0_1_2_4_5_7_8_9_10_11_12_13_14],[3_6_15]
192,房子 位于 二 楼 。,4,1,[0_1_2_3],[4]
193,通风 明亮 。,2,1,[0_1],[2]
194,二 间 卧房 和 二 间 卫生间 。,7,1,[0_1_2_3_4_5_6],[7]
195,独 用 卧房 和 卫生间 。,5,1,[0_1_2_3_4],[5]
196,二 分钟 到 车站 。,4,1,[0_1_2_3],[4]
197,租金 可 商议 。,3,1,[0_1_2],[3]
198,本人 要 毕业 了 ！,4,1,[0_1_2_3],[4]
199,还 在 出租 哦 ！,4,1,[0_1_2_3],[4]
200,等 你 的 回复 ！,4,1,[0_1_2_3],[4]
201,家具 齐全 ， 拎包 入住 。,4,2,[0_1_3_4],[2_5]
202,一 层 独立 空间 ， 面积 超大 ， 有 独立 卫生间 和 一 个 壁炉 。,13,3,[0_1_2_3_5_6_8_9_10_11_12_13_14],[4_7_15]
203,三 层 温度 独立 控制 ， 互 不 影响 。,8,2,[0_1_2_3_4_6_7_8],[5_9]
204,求 短 租 三 天 。,5,1,[0_1_2_3_4],[5]
205,求 一 张 大 床 。,5,1,[0_1_2_3_4],[5]
206,本人 马上 要 毕业 啦 ~ 当时 给 主子 买 了 一 个 $200+ 的 猫 架子 .,15,3,[0_1_2_3_4_6_7_8_9_10_11_12_14_15_16],[5_13_17]
207,还 送 猫 梳子 和 一 大 袋子 猫 粮 ~~~ （ 感觉 自己 像是 电视 购物 .,15,3,[0_1_2_3_4_5_6_7_8_9_12_13_14_15_16],[10_11_17]
208,可以 留下 别的 联系 方式 吗 ？,6,1,[0_1_2_3_4_5],[6]
209,现在 已经 涨价 到 130+ 了 ， 确实 也 很 舒服 。,9,3,[0_1_2_3_5_7_8_9_10],[4_6_11]
210,感兴趣 的 请 邮件 syhuang.,4,1,[0_1_2_3],[4]
211,位置 优势 明显 。,3,1,[0_1_2],[3]
212,环境 舒适 。,2,1,[0_1],[2]
213,房间 极为 舒适 干净 。,4,1,[0_1_2_3],[4]
214,八月 一日 哦,3,0,[0_1_2],
215,已 租 .,2,1,[0_1],[2]
216,越 重 越 便宜 ！,4,1,[0_1_2_3],[4]
217,欢迎 联系 我们 ！,3,1,[0_1_2],[3]
218,你 好 ， 是否 有 中国 到 美国 的 空运 呢,10,1,[0_1_3_4_5_6_7_8_9_10],[2]
219,价格 可 议 。,3,1,[0_1_2],[3]
220,整 套 房子 有 2.,4,1,[0_1_2_3],[4]
221,特惠 条件 ： 一切 家具 齐全 ， 家具 、 厨具 免费 提供 使用 或 赠送 ， 随时 可以 拎包 入住 。,16,5,[0_1_3_4_5_7_9_10_11_12_13_14_16_17_18_19],[2_6_8_15_20]
222,入住 时间 可 提前 一 周 ， 可 协商 。,8,2,[0_1_2_3_4_5_7_8],[6_9]
223,不分 性别 和 专业 。,4,1,[0_1_2_3],[4]
224,谢谢 大家 。,2,1,[0_1],[2]
225,顶 ~ 衣服 还在,3,1,[0_2_3],[1]
226,一般 如果 正常 排队 签 房间 得 排 一 年 的 。,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
227,补充 下 ， 买 了 房屋 保险 ， 保险 。,7,3,[0_1_3_4_5_6_8],[2_7_9]
228,位置 优势 明显 。,3,1,[0_1_2],[3]
229,环境 舒适 。,2,1,[0_1],[2]
230,房间 极为 舒适 干净 。,4,1,[0_1_2_3],[4]
231,是 从 八月 一日 开始,5,0,[0_1_2_3_4],
232,八成 新 ， 使用 一 年 ， 外观 良好 。,7,3,[0_1_3_4_5_7_8],[2_6_9]
233,除了 风扇 有点 响 ， 没有 其他 问题 。,7,2,[0_1_2_3_5_6_7],[4_8]
234,特别 适合 情侣 或者 一 家 人 出行 。,8,1,[0_1_2_3_4_5_6_7],[8]
235,应该 是 这个 价位 附近 最 省心 最 舒服 的 车 了 。,12,1,[0_1_2_3_4_5_6_7_8_9_10_11],[12]
236,有 自己 独立 卫浴 ， 房间 朝阳 。,6,2,[0_1_2_3_5_6],[4_7]
237,540$ 全 包 。,2,2,[1_2],[0_3]
238,限 女生 。,2,1,[0_1],[2]
239,有 自己 独立 卫浴 ， 房间 朝阳 。,6,2,[0_1_2_3_5_6],[4_7]
240,540$ 全 包 。,2,2,[1_2],[0_3]
241,限 女生 。,2,1,[0_1],[2]
242,开始 日期 ： 2018.,2,2,[0_1],[2_3]
243,新装 的 中央 空调 和 热水器 。,6,1,[0_1_2_3_4_5],[6]
244,物业 易 沟通 ， 维修 、 维护 及时 周到 。,7,3,[0_1_2_4_6_7_8],[3_5_9]
245,欢迎 留学 或 访 学 男生 入住 。,7,1,[0_1_2_3_4_5_6],[7]
246,诚心 出售 两 台 车 。,5,1,[0_1_2_3_4],[5]
247,性价比 非常 高 的 代步 工具 。,6,1,[0_1_2_3_4_5],[6]
248,基本 信息 ：,2,1,[0_1],[2]
249,一 室 一 厅 + 阳台 ， 客厅 和 卧室 都 很 大 ， 可 参照 图片 。,14,4,[0_1_2_3_5_7_8_9_10_11_12_14_15_16],[4_6_13_17]
250,地理 位置 ：,2,1,[0_1],[2]
251,小区 比较 安静 ， 有 健身房 、 露天 泳池 ，,7,3,[0_1_2_4_5_7_8],[3_6_9]
252,家具 设施 ：,2,1,[0_1],[2]
253,【 家具 】,1,2,[1],[0_2]
254,【 厨具 】,1,2,[1],[0_2]
255,【 附带 】,1,2,[1],[0_2]
256,基本 信息 ： 一 室 一 厅 + 阳台 ， 客厅 和 卧室 都 很 大 ， 可 参照 图片 。,16,5,[0_1_3_4_5_6_8_10_11_12_13_14_15_17_18_19],[2_7_9_16_20]
257,我 最近 正在 找 一 室 一 厅 的 房子 。,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
258,有意 者 微信m__cheung 或者 邮件 runjie.,4,2,[0_1_3_4],[2_5]
259,周三 ( 4.,1,2,[0],[1_2]
260,还有 若干 中国 传统 礼物 ， 如 脸谱 等 ， 适合 送给 老外 的 见面 礼物 。,14,3,[0_1_2_3_4_6_7_8_10_11_12_13_14_15],[5_9_16]
261,卧室 的 家具 需要 自己 买 。,6,1,[0_1_2_3_4_5],[6]
262,联系 信息 ：,2,1,[0_1],[2]
263,家里 孩子 学 钢琴 用 了 半 年 时间 ， 琴键 和 音色 都 很 好 。,15,2,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_15],[9_16]
264,日本 车 相对 保养 比较 简单 ， 维护 费用 也 较 低 。,11,2,[0_1_2_3_4_5_7_8_9_10_11],[6_12]
265,最近 去 过 纽约 、 费城 、 波士顿 等 城市 ， 没 出现 任何 问题 ， 高速 驾驶 安全 舒适 。,16,5,[0_1_2_3_5_7_8_9_11_12_13_14_16_17_18_19],[4_6_10_15_20]
266,欢迎 大家 来 试车 。,4,1,[0_1_2_3],[4]
267,车 还 在 ， 欢迎 试车 。,5,2,[0_1_2_4_5],[3_6]
268,（ 已经 出售 ）,2,2,[1_2],[0_3]
269,- 拎包 入住 ， 非常 方便,4,2,[1_2_4_5],[0_3]
270,小区 绿化 很 好 ， 免费 停车 从不 拖车 ， 车位 也 很多 。,11,3,[0_1_2_3_5_6_7_8_10_11_12],[4_9_13]
271,有 游泳池 。,2,1,[0_1],[2]
272,已 出 ， 谢谢 ！,3,2,[0_1_3],[2_4]
273,可以 接受 任何 付款 方式 包括 支付 宝 转账 （ 实时 汇率 ）,11,2,[0_1_2_3_4_5_6_7_8_10_11],[9_12]
274,可 议价 ～,2,1,[0_1],[2]
275,房屋 位置 好 交通 方便,5,0,[0_1_2_3_4],
276,③ 特惠 条件 ： 家具 、 厨具 免费 提供 使用 或 赠送 ， 拎包 入住 ！,12,4,[0_1_2_4_6_7_8_9_10_11_13_14],[3_5_12_15]
277,包子 每 半 斤 $2.,4,1,[0_1_2_3],[4]
278,韭菜 鸡蛋 每 半 斤 $2.,5,1,[0_1_2_3_4],[5]
279,加 黄瓜 丝 $ 0.,3,2,[0_1_2],[3_4]
280,西红柿 鸡蛋 面 $ 2.,3,2,[0_1_2],[3_4]
281,加 黄瓜 丝 $ 0.,3,2,[0_1_2],[3_4]
282,馒头 每 个 $ 0.,3,2,[0_1_2],[3_4]
283,松软 香甜 ， 美味 可口 。,4,2,[0_1_3_4],[2_5]
284,加 麦片 $ 0.,2,2,[0_1],[2_3]
285,酸奶 每 盒 $1（5.,3,1,[0_1_2],[3]
286,请 电话 或 短信 联系 以便 告知 地址 谢谢 ！,9,1,[0_1_2_3_4_5_6_7_8],[9]
287,房间 基本 的 家具 都 有 了 ， 可以 拎包 入住 哦 ！,11,2,[0_1_2_3_4_5_6_8_9_10_11],[7_12]
288,啊 ， 还有 衣物 间 。,4,2,[0_2_3_4],[1_5]
289,本人 为 访 学 老师 ， 求 短 租 。,8,2,[0_1_2_3_4_6_7_8],[5_9]
290,平时 白天 在 实验室 时间 多 。,6,1,[0_1_2_3_4_5],[6]
291,过来 交换 ， 1.,2,2,[0_1],[2_3]
292,还有 其余 一些 物件 询问,5,0,[0_1_2_3_4],
293,还 有 一 个 台灯 ， 一 个 椅子 其余 想 起来 的 会 再 发 上来 。,16,2,[0_1_2_3_4_6_7_8_9_10_11_12_13_14_15_16],[5_17]
294,跑 高速 车况 非常 稳 ！,5,1,[0_1_2_3_4],[5]
