SentenceID,NonCodeSwitchedSentence,ChineseWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfPunctuation
41,只 带 出去 用 过 一 次 ， 非常 新 。,9,2,[0_1_2_3_4_5_6_8_9],[7_10]
42,顶 一下 。,2,1,[0_1],[2]
43,有 更新 。,2,1,[0_1],[2]
44,顶 一 顶 。,3,1,[0_1_2],[3]
45,宜家 高度 可 调节 超大 书桌 ， 心头 好 ， 强烈 推荐,10,2,[0_1_2_3_4_5_7_8_10_11],[6_9]
46,地址 ： 松鼠 山川 霸王 附近,5,1,[0_2_3_4_5],[1]
47,更新 价格 ！,2,1,[0_1],[2]
48,毕业 卖 车 ， 有效期 至 五月 底 :,7,2,[0_1_2_4_5_6_7],[3_8]
49,底价 甩卖 ， 有效期 至 4/28 .,4,3,[0_1_3_4],[2_5_6]
50,细节 价格 如图,3,0,[0_1_2],
51,如果 有 餐桌 和 沙发 提供 的 ， 成色 好的 ， 也 会 考虑 。,12,3,[0_1_2_3_4_5_6_8_9_11_12_13],[7_10_14]
52,继续 求 ， 欢迎 短信 。,4,2,[0_1_3_4],[2_5]
53,可以 装 一 加仑 水 ， 适合 成年 宠物 或者 多个 宠物 。,11,2,[0_1_2_3_4_6_7_8_9_10_11],[5_12]
54,卖 车 了 ， 车况 良好 ， 可 用作 代步 。,8,3,[0_1_2_4_5_7_8_9],[3_6_10]
55,转让 两 台 打印机 ：,4,1,[0_1_2_3],[4]
56,两 台 基本 都 没 怎么 用 过 ， 之前 打印 一些 作业 和 扫描 一些 证件 啥 的 。,18,2,[0_1_2_3_4_5_6_7_9_10_11_12_13_14_15_16_17_18],[8_19]
57,主要 参数 如下 ：,3,1,[0_1_2],[3]
58,租房 送 家具 太 值 了 吧 ！,7,1,[0_1_2_3_4_5_6],[7]
59,联系 方式 ：,2,1,[0_1],[2]
60,请 备注 ： 租房 质询,4,1,[0_1_3_4],[2]
61,发车 时间 如下 询问 时务 必 注明 日期 时间 方向 人数,11,0,[0_1_2_3_4_5_6_7_8_9_10],
62,本人 在 使用 期间 保养 良好 ， 各 部件 运转 正常 。,10,2,[0_1_2_3_4_5_7_8_9_10],[6_11]
63,谢谢 ~ ！,1,2,[0],[1_2]
64,主板 ， 机箱 和 电源 的 配件 齐全 。,7,2,[0_2_3_4_5_6_7],[1_8]
65,可 方便 日后 升级 。,4,1,[0_1_2_3],[4]
66,主板 盒子 还在 。,3,1,[0_1_2],[3]
67,如果 玩 游戏 需要 自己 再 买 个 显卡 ， 内存 和 硬盘 。,12,2,[0_1_2_3_4_5_6_7_8_10_11_12],[9_13]
68,不 玩 游戏 就 只要 买 内存 和 硬盘 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
69,中 机箱 方便 更换 配置 。,5,1,[0_1_2_3_4],[5]
70,非常 新 的 海尔 洗衣机 出售 .,6,1,[0_1_2_3_4_5],[6]
71,非常 方便 ， 非常 实用 。,4,2,[0_1_3_4],[2_5]
72,还有 厨具 等,3,0,[0_1_2],
73,自己 顶 一下 。,3,1,[0_1_2],[3]
74,已 卖 。,2,1,[0_1],[2]
75,列表 下面 会 有 图片 和 详细 解说 。,8,1,[0_1_2_3_4_5_6_7],[8]
76,图片 与 详细 解说 ：,4,1,[0_1_2_3],[4]
77,如果 想 看 我 这里 的 实物 的 照片 ， 请 直接 联系 我 吧 ， 谢谢 ！,15,3,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_16],[9_15_17]
78,整 套 全 在 ， 有 本 菜谱 和 说明书 。,9,2,[0_1_2_3_5_6_7_8_9],[4_10]
79,买 了 半 年 多 ， 不到 一 年 ， 保持 的 很 好 ， 使用 次数 不 多 .,16,4,[0_1_2_3_4_6_7_8_10_11_12_13_15_16_17_18],[5_9_14_19]
80,图片 压缩 后 画面 一言难尽 .,5,1,[0_1_2_3_4],[5]
81,有 兴趣 可以 联系 我 发 清晰 的 图 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
82,最后 两 样 东西 。,4,1,[0_1_2_3],[4]
83,很 抱歉 ， 如 有 兴趣 请 联系 ， 可以 发 清晰 的 图片 。,12,3,[0_1_3_4_5_6_7_9_10_11_12_13],[2_8_14]
84,联系 方式 ：,2,1,[0_1],[2]
85,因为 一般 不 接 陌生 电话 .,6,1,[0_1_2_3_4_5],[6]
86,如果 有 人 看到 了 这 条 ： 在 这里 回复 也 是 可以 的 ~ 最近 应该 会 时不时 查看 下 论坛,21,2,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_16_17_18_19_20_21_22],[7_15]
87,以及 ， 首 次 联系 时 的 短信 ， 可以 中文 可以 英文 ， 可以 普通 话 可以 粤语 ， 请 随意 ~,18,5,[0_2_3_4_5_6_7_9_10_11_12_14_15_16_17_18_20_21],[1_8_13_19_22]
88,蓝色 瑜伽 球 已 出 ！,5,1,[0_1_2_3_4],[5]
89,一 个 超 厚 红色 盘子 已 卖 ！,8,1,[0_1_2_3_4_5_6_7],[8]
90,联系 微 信 ： sherry_cross 。,3,3,[0_1_2],[3_4_5]
91,注明 ： 刀 。,2,2,[0_2],[1_3]
92,车次 如下 询问 时务 必 注明 日期 时间 方向,9,0,[0_1_2_3_4_5_6_7_8],
93,联系 方式 : 412-327-6386/wechat,2,3,[1_2],[0_3_4]
94,更新 了 一下 ， 自己 顶 ！,5,2,[0_1_2_4_5],[3_6]
95,我 是 买 的 新车 。,5,1,[0_1_2_3_4],[5]
96,有意 向 的 联系 我,5,0,[0_1_2_3_4],
97,现在 为 $20000 ， 可以 议价,4,2,[0_1_4_5],[2_3]
98,图片 请 点击 ：,3,1,[0_1_2],[3]
99,自己 顶 一下 ！,3,1,[0_1_2],[3]
100,木质 衣架 已 出,4,0,[0_1_2_3],
101,毕业 甩卖 ， 电扇 和 电视 都 工作 得 非常 好 。,10,2,[0_1_3_4_5_6_7_8_9_10],[2_11]
102,求购 电脑 显示器 。,3,1,[0_1_2],[3]
103,价格 可以 商量 ， 时间 不 是 很 急 。,8,2,[0_1_2_4_5_6_7_8],[3_9]
104,价格 商量 。,2,1,[0_1],[2]
105,时间 不 是 很 急 。,5,1,[0_1_2_3_4],[5]
106,大量 购买 有 优惠 。,4,1,[0_1_2_3],[4]
107,床上 用品 ， 也 可 送 。,5,2,[0_1_3_4_5],[2_6]
108,回国 处理 不需要 的 家具 以及 厨房 用品 。,8,1,[0_1_2_3_4_5_6_7],[8]
109,住 在 三 楼 ， 要 家具 的 最好 带 帮手 帮忙 搬 。,12,2,[0_1_2_3_5_6_7_8_9_10_11_12],[4_13]
110,列表 下面 会 有 图片 和 详细 解说 。,8,1,[0_1_2_3_4_5_6_7],[8]
111,图片 与 详细 解说 ：,4,1,[0_1_2_3],[4]
112,整 套 全 在 ， 有 本 菜谱 和 说明书 。,9,2,[0_1_2_3_5_6_7_8_9],[4_10]
113,买 了 半 年 多 ， 不到 一 年 ， 保持 的 很 好 ， 使用 次数 不 多 .,16,4,[0_1_2_3_4_6_7_8_10_11_12_13_15_16_17_18],[5_9_14_19]
114,图片 压缩 后 画面 一言难尽 .,5,1,[0_1_2_3_4],[5]
115,有 兴趣 可以 联系 我 发 清晰 的 图 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
116,最后 两 样 东西 。,4,1,[0_1_2_3],[4]
117,很 抱歉 ， 如 有 兴趣 请 联系 ， 可以 发 清晰 的 图片 。,12,3,[0_1_3_4_5_6_7_9_10_11_12_13],[2_8_14]
118,联系 方式 ：,2,1,[0_1],[2]
119,因为 一般 不 接 陌生 电话 .,6,1,[0_1_2_3_4_5],[6]
120,毕业 了 ， 家里 有 一 堆 小 家电 家具 要 卖 ~ ~ 都 便宜 处理 了,15,3,[0_1_3_4_5_6_7_8_9_10_11_14_15_16_17],[2_12_13]
121,具体 家 具有 ：,3,1,[0_1_2],[3]
122,车胎 一 年 新 ， 电池 状态 好 。,7,2,[0_1_2_3_5_6_7],[4_8]
123,定价 $6200 。,1,2,[0],[1_2]
124,车胎 一 年 新 ， 电池 状态 好 。,7,2,[0_1_2_3_5_6_7],[4_8]
125,价格 可 议 ， 多 买 打折,6,1,[0_1_2_4_5_6],[3]
126,详情 见 以下 链接 ， 有意 购买 请 加 yyw_511_ ， 谢谢 ！,9,4,[0_1_2_3_5_6_7_8_11],[4_9_10_12]
127,价格 可 议 ， 多 买 打折,6,1,[0_1_2_4_5_6],[3]
128,毕业 卖 车,3,0,[0_1_2],
129,欢迎 来电 咨询,3,0,[0_1_2],
130,增加 点 图片,3,0,[0_1_2],
131,求购 一 个 火锅 ， 可以 供 6-8 人 聚会 使用 的 。,10,3,[0_1_2_3_5_6_8_9_10_11],[4_7_12]
132,非常 感激 ！,2,1,[0_1],[2]
133,这个 月 底 回国 ， 现在 剩余 的 物品 甩卖,9,1,[0_1_2_3_5_6_7_8_9],[4]
134,车胎 一 年 新 ， 电池 状态 好 。,7,2,[0_1_2_3_5_6_7],[4_8]
135,睡袋 和 帐篷 $15一个,3,1,[0_1_2],[3]
136,顶 一下 。,2,1,[0_1],[2]
137,） ， 还 可以 自己 再 配 别的 配件 。,7,3,[2_3_4_5_6_7_8],[0_1_9]
138,全新 洗衣 液 2.,3,1,[0_1_2],[3]
139,主要 是 比较 小 ， 方便 随身 携带 。,7,2,[0_1_2_3_5_6_7],[4_8]
140,物品 本身 没有 任何 问题 。,5,1,[0_1_2_3_4],[5]
141,我们 可以 在 学校 见 ；,5,1,[0_1_2_3_4],[5]
142,欢迎 小刀 。,2,1,[0_1],[2]
143,毕业 卖 车,3,0,[0_1_2],
144,平时 基本 没有 怎么 坐 过 。,6,1,[0_1_2_3_4_5],[6]
145,整体 状态 很 好 。,4,1,[0_1_2_3],[4]
146,一 黑 一 白 两 个 立 灯$5/each,7,1,[0_1_2_3_4_5_6],[7]
147,顶 一下 ， 欢迎 联系 ！,4,2,[0_1_3_4],[2_5]
148,车次 如下 询问 时务 必 注明 日期 时间 方向,9,0,[0_1_2_3_4_5_6_7_8],
149,大家 好 ， 有 朋友 搬家 出让 附件 物品 ， 如有 任何 购买 意向 ， 可以 直接 联系 他 本人,17,3,[0_1_3_4_5_6_7_8_10_11_12_13_15_16_17_18_19],[2_9_14]
150,价格 （ 美元 ）,2,2,[0_2],[1_3]
151,没有 破损 ， 非常 舒适,4,1,[0_1_3_4],[2]
152,一 对 哑铃 ；,3,1,[0_1_2],[3]
153,一 个 杠铃 。,3,1,[0_1_2],[3]
154,海尔 小 洗,3,0,[0_1_2],
155,头 找 不 到 了 。,5,1,[0_1_2_3_4],[5]
156,椅子 （ 已,2,1,[0_2],[1]
157,一 张 餐桌 四 张 椅子,6,0,[0_1_2_3_4_5],
158,它 没有 任何 问题,4,0,[0_1_2_3],
159,三 张 小 方桌,4,0,[0_1_2_3],
160,其中 9，10，11，12，13，15，16 17，22 已经 转让 出去 。,4,3,[0_3_4_5],[1_2_6]
161,谢谢 大家 的 关注 和 转告,6,0,[0_1_2_3_4_5],
162,电子 体重 秤 --5 刀 ， 附送 电池 。,6,3,[0_1_2_4_6_7],[3_5_8]
163,全部 已经 预定 了 。,4,1,[0_1_2_3],[4]
164,扫描 功能 正常 ， 打印 因为 墨盒 缺 墨 没有 测试 。,10,2,[0_1_2_4_5_6_7_8_9_10],[3_11]
165,以上 价格 可 小刀 。,4,1,[0_1_2_3],[4]
166,依然 有效 。,2,1,[0_1],[2]
167,一 黑 一 白 两 个 立 灯$5/each,7,1,[0_1_2_3_4_5_6],[7]
168,轮胎 大概 一 年 多 前 更换 的 。,8,1,[0_1_2_3_4_5_6_7],[8]
169,因 搬家 ， 部分 物品 便宜 处理 ， 桌子 和 椅子 需要 10.,10,3,[0_1_3_4_5_6_8_9_10_11],[2_7_12]
170,包装 都 还 在 。,4,1,[0_1_2_3],[4]
171,家庭 影音 设备 $300,3,1,[0_1_2],[3]
172,所以 不 用 了 .,4,1,[0_1_2_3],[4]
173,大家 好 ，,2,1,[0_1],[2]
174,大家 好 ，,2,1,[0_1],[2]
175,转让 一点 小 物品 ， 下面 有 图片 和 价格 ：,9,2,[0_1_2_3_5_6_7_8_9],[4_10]
176,联系 方式 ：,2,1,[0_1],[2]
177,所见 即 所得 。,3,1,[0_1_2],[3]
178,现在 已 出·~~~~,2,1,[0_1],[2]
179,枕头 已 出,3,0,[0_1_2],
180,大 垃圾 桶 超级 适合 厨房 用 。,7,1,[0_1_2_3_4_5_6],[7]
181,也 可以 用来 当做 显示器 。,5,1,[0_1_2_3_4],[5]
182,基本 没 用 过 。,4,1,[0_1_2_3],[4]
183,请 放心 在 以下 链接 中 查看 实物 图 :,9,1,[0_1_2_3_4_5_6_7_8],[9]
184,大 降价 ！,2,1,[0_1],[2]
185,以上 价格 可 小刀 。,4,1,[0_1_2_3],[4]
186,请 发 短信 ， 谢谢,4,1,[0_1_2_4],[3]
187,书柜 会 晃 ， 但 不 影响 使用 ， 贴 墙 放 就 可以 。,12,3,[0_1_2_4_5_6_7_9_10_11_12_13],[3_8_14]
188,请 发 短信 ， 谢谢,4,1,[0_1_2_4],[3]
189,白色 书桌 已 出,4,0,[0_1_2_3],
190,餐桌 已 出,3,0,[0_1_2],
191,物品 图片 在 以下 链接 内 。,6,1,[0_1_2_3_4_5],[6]
192,改装 天窗 。,2,1,[0_1],[2]
193,已 更新 谢谢 啦,4,0,[0_1_2_3],
194,电扇 有 三 挡 ： 弱 ， 中 ， 强,7,3,[0_1_2_3_5_7_9],[4_6_8]
195,可以 定时 ： 1-8 小时,3,2,[0_1_4],[2_3]
196,这 款 躺椅 还是 很 舒服 的 可惜 我 买 新 的 了,13,0,[0_1_2_3_4_5_6_7_8_9_10_11_12],
197,请教 一下 ， 帖子 不 能 编辑 吗 ？,7,2,[0_1_3_4_5_6_7],[2_8]
198,已 出 谢谢 各位 啦,5,0,[0_1_2_3_4],
199,这 就 很 尴尬 了 学长 。,6,1,[0_1_2_3_4_5],[6]
200,我们 想要 退货 你 不 回 我 短信 和 电话 。,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
201,平时 主要 开车 去 实验室 以及 周末 买 菜 ， 家里 有 车库 ， 实验室 是 室内 停车场 ， 所以 保养 得 很 好 。,21,4,[0_1_2_3_4_5_6_7_8_10_11_12_14_15_16_17_19_20_21_22_23],[9_13_18_24]
202,求购 二手 自行车,3,0,[0_1_2],
203,微 信 qhs-ms,2,1,[0_1],[2]
204,求购 二手 自行车,3,0,[0_1_2],
205,访 学 结束 回国 卖 车 。,6,1,[0_1_2_3_4_5],[6]
206,如 有 兴趣 ， 请 直接 联系 车主 于 先生,9,1,[0_1_2_4_5_6_7_8_9],[3]
207,本 帖 最后 由 i.,4,1,[0_1_2_3],[4]
208,车 按时 保养 ， 因此 车况 良好 ， 动力 充足 ， 油耗 较低 ， 驾驶 体验 舒适 。,13,5,[0_1_2_4_5_6_8_9_11_12_14_15_16],[3_7_10_13_17]
209,价格 $4，300 。,1,2,[0],[1_2]
210,本 帖 最后 由 i.,4,1,[0_1_2_3],[4]
211,顶 一 个 ~~~~~~~~~,3,1,[0_1_2],[3]
212,顶 一 个 ~~~~~~~~~~~~~,3,1,[0_1_2],[3]
213,已 出 ~~~~~~~~,2,1,[0_1],[2]
214,咱 不 欺生 ， 也 不 杀 熟 哦 ~,8,2,[0_1_2_4_5_6_7_8],[3_9]
215,还 有 两 本 小说 ！,5,1,[0_1_2_3_4],[5]
216,还有 其他 物品 ， 欢迎 咨询,5,1,[0_1_2_4_5],[3]
217,联系 方式 请 加 rainbowend-14 ， 备注 吉他,6,2,[0_1_2_3_6_7],[4_5]
218,欢迎 询问 。,2,1,[0_1],[2]
219,更多 图片 。,2,1,[0_1],[2]
220,如果 有 书桌 等 其他 家具 也 可 考虑 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
221,已 出 谢谢 ！,3,1,[0_1_2],[3]
222,如果 不 是 工作 调动 绝对 不 会 卖 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
223,价钱 面议 。,2,1,[0_1],[2]
224,来电 请 拨 412.,3,1,[0_1_2],[3]
225,相应 图片 见 附件,4,0,[0_1_2_3],
226,谢谢 关注 ！,2,1,[0_1],[2]
227,风扇 ： $8 ( 已 出 ),3,4,[0_4_5],[1_2_3_6]
228,本 帖 最后 由 i.,4,1,[0_1_2_3],[4]
229,化妆品 收纳 盒 已 出,5,0,[0_1_2_3_4],
230,三星 显示器 已 出,4,0,[0_1_2_3],
231,搬家 甩卖 啦 ！,3,1,[0_1_2],[3]
232,这里 有 ：,2,1,[0_1],[2]
233,详细 信息 见图 ~,3,1,[0_1_2],[3]
234,联系 方式 ：,2,1,[0_1],[2]
235,大家 好 ， 请 问 有 没 有 人 出 二手 空调 ？,11,2,[0_1_3_4_5_6_7_8_9_10_11],[2_12]
236,不过 一切 可 商量 。,4,1,[0_1_2_3],[4]
237,联系 方式 ：,2,1,[0_1],[2]
238,哎 也 是 .,3,1,[0_1_2],[3]
239,谢谢 提醒 ！,2,1,[0_1],[2]
240,毕业 卖 车 。,3,1,[0_1_2],[3]
241,需要 跑 程序 ， 打 游戏 ， 出 图纸 ， 用 它 没错,10,3,[0_1_2_4_5_7_8_10_11_12],[3_6_9]
242,顶 一下 ， 谢谢 关注 。,4,2,[0_1_3_4],[2_5]
243,六 个 抽屉 的 大 衣柜,6,0,[0_1_2_3_4_5],
244,已 预订 ~~~,2,1,[0_1],[2]
245,椅子 已 出,3,0,[0_1_2],
246,风扇 已 出,3,0,[0_1_2],
247,还有 人 有 需要 吗 ？,5,1,[0_1_2_3_4],[5]
248,你 好 ， 我 需要 空调 和 风扇 以及 床 。,9,2,[0_1_3_4_5_6_7_8_9],[2_10]
249,如果 还 在 可以 联系 一下 我 吗 ？,8,1,[0_1_2_3_4_5_6_7],[8]
250,请 问 电视 出 了 吗 ， 是 多少 寸 的 ， 什么 型号 呢,13,2,[0_1_2_3_4_5_7_8_9_10_12_13_14],[6_11]
251,七月 底 要 离开 匹兹堡 ， 现在 甩卖 家具 。,8,2,[0_1_2_3_4_6_7_8],[5_9]
252,具体 信息 和 联系 方式 请 查看 图片 。,8,1,[0_1_2_3_4_5_6_7],[8]
253,新 窗帘 ， 价值 超过 一千 刀 。,6,2,[0_1_3_4_5_6],[2_7]
254,新 空调 ， 价值 三千 刀 。,5,2,[0_1_3_4_5],[2_6]
255,包 水 暖气 。,3,1,[0_1_2],[3]
256,联系 电话 ：,2,1,[0_1],[2]
257,空调 和 沙发 已 出,5,0,[0_1_2_3_4],
258,整体 状态 很 好 。,4,1,[0_1_2_3],[4]
259,顶 一下 谢谢 ！,3,1,[0_1_2],[3]
260,顶 一下 。,2,1,[0_1],[2]
261,可以 小刀 。,2,1,[0_1],[2]
262,时间 ： 9:00 a.,1,3,[0],[1_2_3]
263,( 匹兹堡 当地 时间 ),3,2,[1_2_3],[0_4]
264,时间 ： 9:00 a.,1,3,[0],[1_2_3]
265,( 匹兹堡 当地 时间 ),3,2,[1_2_3],[0_4]
266,其他 图 中 小 件 （ 小 电风扇 已 订 ）,9,2,[0_1_2_3_4_6_7_8_9],[5_10]
267,降价 降价 ！,2,1,[0_1],[2]
268,可以 提供 安装 说明 。,4,1,[0_1_2_3],[4]
269,无 任何 事故 故障 记录,5,0,[0_1_2_3_4],
270,价格 ： 17，500 美金,2,2,[0_3],[1_2]
271,已经 卖 完了,3,0,[0_1_2],
272,部分 图片 ：,2,1,[0_1],[2]
273,顶 一 顶 。,3,1,[0_1_2],[3]
274,谢谢 大家 。,2,1,[0_1],[2]
275,由于 忽然 发现 买 错 了 型号 。,7,1,[0_1_2_3_4_5_6],[7]
276,大概 多少 钱 啊,4,0,[0_1_2_3],
277,希望 最好 7.,2,1,[0_1],[2]
278,小心 骗子 ， 顶,3,1,[0_1_3],[2]
279,持续 出售 ~,2,1,[0_1],[2]
280,请 问 显示器 还 在 么,6,0,[0_1_2_3_4_5],
281,这个 车 很 好 ， 我 每天 开 它 去 上班 ( 开 了 快 两 年 了 ) 。,16,4,[0_1_2_3_5_6_7_8_9_10_12_13_14_15_16_17],[4_11_18_19]
282,回国 低价 售 ：,3,1,[0_1_2],[3]
283,实木 大 桌 ， 可 学习 ， 吃饭 ， 非常 实用 （ 1.,8,5,[0_1_2_4_5_7_9_10],[3_6_8_11_12]
284,联络 方式 ：,2,1,[0_1],[2]
285,短信 ： 412-218－4656,1,2,[0],[1_2]
286,非常 干净 和 新 。,4,1,[0_1_2_3],[4]
287,原价 $299 。,1,2,[0],[1_2]
288,感兴趣 的 可 私下 了解 看 实物 ～,7,1,[0_1_2_3_4_5_6],[7]
289,联络 方式 ：,2,1,[0_1],[2]
290,短信 ： 412-218－4656,1,2,[0],[1_2]
291,回国 便宜 转让 物品 。,4,1,[0_1_2_3],[4]
292,很 新 ！,2,1,[0_1],[2]
293,具体 介绍 可见 ：,3,1,[0_1_2],[3]
294,微 信 qhs-ms,2,1,[0_1],[2]
295,已 卖 谢谢 ！,3,1,[0_1_2],[3]
296,顶 一下 ~~~~~~~~~~,2,1,[0_1],[2]
297,现$6 出 。,1,2,[1],[0_2]
298,无 事故 。,2,1,[0_1],[2]
299,毕业 卖 家具 ！,3,1,[0_1_2],[3]
300,椅子 坐垫 上 有 些许 污渍 ， 想要 可 送 。,9,2,[0_1_2_3_4_5_7_8_9],[6_10]
301,今年 暑假 搬家 不再 需要 了 ， 故 转让 。,8,2,[0_1_2_3_4_5_7_8],[6_9]
302,冰箱 有 冷冻 、 保险 两 个 独立 的 柜 。,9,2,[0_1_2_4_5_6_7_8_9],[3_10]
303,体积 大致 够 我 储存 两 三 天 食物 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
304,保险 门 的 地方 有 可以 放 大型 饮料 的 架子 。,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
305,现在 看 amazon.,2,1,[0_1],[2]
306,即将 离开 匹兹堡 ， 现 甩卖 如下 物品 ， 当时 都 是 买 的 新 的 ， 用 得 十分 爱惜 ， 有些 物品 八九 成 新,23,4,[0_1_2_4_5_6_7_9_10_11_12_13_14_15_17_18_19_20_22_23_24_25_26],[3_8_16_21]
307,本 帖 最后 由 i.,4,1,[0_1_2_3],[4]
308,可以 提供 她 的 所有 文件 ， 疫苗 证明 ， 以及 她 的 用品 。,12,3,[0_1_2_3_4_5_7_8_10_11_12_13],[6_9_14]
309,本 帖 最后 由 i.,4,1,[0_1_2_3],[4]
310,已 出 ~~~~~,2,1,[0_1],[2]
311,有 兴趣 请 短信 联系,5,0,[0_1_2_3_4],
312,联络 方式 ：,2,1,[0_1],[2]
313,短信 ： 412-218－4656,1,2,[0],[1_2]
314,我 使用 的 时候 也 没有 造成 任何 损坏,9,0,[0_1_2_3_4_5_6_7_8],
315,有 几 样 家具 在 拆 之前 忘 了 拍 照片 ， 所以 只有 拆 好 的 照片 ， 麻烦 大家 脑 补 一下 完整 的 样子 ， 我 会 尽量 描述 ， 安装 的 时候 如果 遇到 问题 随时 可以 问 我 > <,39,6,[0_1_2_3_4_5_6_7_8_9_10_12_13_14_15_16_17_19_20_21_22_23_24_25_26_28_29_30_31_33_34_35_36_37_38_39_40_41_42],[11_18_27_32_43_44]
316,【 已 预定 】 电脑 椅$30,3,3,[1_2_4],[0_3_5]
317,有 兴趣 的 朋友 请 短信 联系 我,8,0,[0_1_2_3_4_5_6_7],
318,床 ， 书架 ， 书桌 ， 台灯 已 出 ， 另外 出 一 套 9.,10,5,[0_2_4_6_7_8_10_11_12_13],[1_3_5_9_14]
319,三 楼 还 有 一些 小 家电 等 。,8,1,[0_1_2_3_4_5_6_7],[8]
320,哦 知道 啦,3,0,[0_1_2],
321,怎么 联系 你 ？,3,1,[0_1_2],[3]
322,刚刚 想起 忘 了 留 联系 方式,7,0,[0_1_2_3_4_5_6],
323,免费 送 ：,2,1,[0_1],[2]
324,宜家 三 层 衣柜,4,0,[0_1_2_3],
325,以下 是 甩卖 的 家具,5,0,[0_1_2_3_4],
326,（ 可以 议价 ！,2,2,[1_2],[0_3]
327,您 好 ， 您 得 电话 没 接,7,1,[0_1_3_4_5_6_7],[2]
328,价格 可 议 。,3,1,[0_1_2],[3]
329,毕业 甩卖 ：,2,1,[0_1],[2]
330,买 家具 就 送 各 种 全新 文具 ！,8,1,[0_1_2_3_4_5_6_7],[8]
331,其余 物品 已 更新 ！,4,1,[0_1_2_3],[4]
332,多 买 多 送 ！,4,1,[0_1_2_3],[4]
333,我 有 哪个 配件 不对 ？,5,1,[0_1_2_3_4],[5]
334,本 帖 最后 由 i.,4,1,[0_1_2_3],[4]
