SentenceID,NumberOfWords,AverageSurprisalWithPunct,SurprisalOfTranslationOfFirstCodeSwitchedWord,AverageSurprisalOfTranslationOfSwitchPointWords,AverageSurprisalOfTranslationOfCodeSwitchedWordsWithPunct,AverageSurprisalOfNonCodeSwitchedWordsWithPunct,CorpusName
0,8,3.497768,1.383471,1.383471,3.8431265,2.536986375,cmucssa
1,33,3.400268036,3.493073,3.493073,5.7838315,3.049732794,cmucssa
3,16,3.773797363,6.873652,6.873652,2.864256967,3.236749181,cmucssa
4,10,3.15546361,6.527233,6.527233,6.527233,2.50274031,cmucssa
5,8,3.268832212,5.512905,5.512905,5.512905,2.579719088,cmucssa
6,9,2.642274289,5.210801,5.210801,2.986579,1.978590067,cmucssa
7,3,5.057794667,7.081013,7.081013,5.749664,1.224685333,cmucssa
9,4,5.03711075,4.488641,4.488641,4.488641,3.9149505,cmucssa
10,4,4.458316,5.749864,5.749864,4.329799,2.2934165,cmucssa
13,8,3.183914313,5.82538,5.82538,2.8397215,2.11901875,cmucssa
14,7,3.685340829,5.42058,5.42058,3.0664399,2.809215143,cmucssa
15,21,3.127264348,5.679813,5.679813,3.360556333,2.647184871,cmucssa
16,14,2.873639836,4.276497,4.276497,3.032032,2.223918693,cmucssa
17,12,3.005617208,5.355831,5.355831,5.355831,2.559297958,cmucssa
18,12,3.458725083,3.668677,3.668677,2.937876333,2.724256,cmucssa
19,5,3.74002464,7.164215,7.164215,4.0331686,2.1267572,cmucssa
20,4,3.593498925,4.204697,4.204697,4.576421,1.305288425,cmucssa
22,8,4.173623363,5.015528,5.015528,5.015528,3.546682362,cmucssa
23,11,4.003653455,4.637844,4.637844,4.637844,3.582031273,cmucssa
26,11,4.226369364,4.562703,4.5878495,4.5878495,3.392214909,cmucssa
27,14,2.873639836,4.276497,4.276497,3.032032,2.223918693,cmucssa
28,12,2.699726442,3.18896,3.18896,3.18896,2.433979775,cmucssa
29,11,3.315867809,4.874503,4.7648905,4.249652333,2.156871718,cmucssa
30,12,3.664319425,6.825455,6.825455,4.221952367,2.608831333,cmucssa
32,10,3.8524936,4.502182,4.8301885,3.36330275,2.5071725,cmucssa
33,7,3.950675571,4.170056,4.170056,2.8386235,2.328605,cmucssa
35,22,3.6047526,5.679086,5.601335,5.601335,3.095540327,cmucssa
36,6,4.359872167,5.297529,5.297529,5.4838845,2.531910667,cmucssa
38,30,3.419851783,3.238747,4.702353,4.3318432,2.697877917,cmucssa
39,10,3.4291091,3.546927,3.546927,3.903558,2.6483975,cmucssa
41,19,2.829652053,5.291054,5.291054,5.291054,2.551175526,cmucssa
44,20,3.933204701,6.990497,5.672972,4.848009,2.9636029,cmucssa
45,16,3.414463256,5.691077,5.691077,5.691077,3.058770944,cmucssa
46,10,4.28103015,5.143289,5.143289,5.143289,3.76670125,cmucssa
48,8,3.70708245,5.34306,5.34306,3.229784667,2.4959132,cmucssa
49,11,3.5824677,5.886802,5.886802,4.9387045,2.684521427,cmucssa
51,17,3.947796182,6.412414,5.6584625,5.536222,2.645155712,cmucssa
52,7,4.050039429,5.395483,5.395483,4.186211,0.461858571,cmucssa
53,6,3.618625833,5.668503,5.668503,5.668503,2.673875333,cmucssa
54,22,3.910733364,5.540986,5.540986,5.540986,3.658870364,cmucssa
56,6,3.742110067,4.854201,4.854201,4.573964333,1.4551279,cmucssa
58,4,3.082687275,4.678273,4.678273,4.678273,1.913119025,cmucssa
59,2,5.780773,5.637844,5.637844,5.637844,2.961851,cmucssa
60,30,3.654756367,3.699992,4.4260142,3.839809846,1.990838767,cmucssa
61,28,4.299764639,4.929329,6.2241925,4.328558286,3.217625068,cmucssa
63,12,3.815554508,3.699992,6.1019555,4.527545667,2.683668092,cmucssa
64,17,3.826004647,5.924223,5.924223,5.924223,3.477520941,cmucssa
65,14,4.012004,6.137547,6.137547,3.8274678,1.278098429,cmucssa
66,5,4.3940076,6.338496,6.338496,5.451996,2.2132092,cmucssa
67,8,3.23190795,5.26434,5.26434,3.2451015,2.420632575,cmucssa
69,16,4.062571438,5.194147,5.531997,4.047725,3.303623,cmucssa
71,10,2.89260503,4.186791,4.186791,2.54739415,2.3831262,cmucssa
72,22,3.546618791,4.495176,4.495176,4.6528685,3.123630745,cmucssa
73,10,2.9461055,4.495176,4.495176,4.170635,1.2778515,cmucssa
74,19,3.609164479,6.800278,6.715033,4.162490545,1.199301532,cmucssa
75,13,3.502220938,7.250482,7.250482,5.8505545,2.602135631,cmucssa
76,6,3.507557333,2.791026,2.791026,3.731817,1.019679333,cmucssa
78,19,3.341112084,7.377945,7.377945,4.5875262,2.133868347,cmucssa
81,5,4.714463,2.474347,2.474347,4.674058,0.9752166,cmucssa
82,4,4.0008895,2.1269,2.1269,3.685284,2.1582475,cmucssa
83,12,3.196917458,4.005742,4.005742,4.005742,2.863105625,cmucssa
84,6,3.636393783,5.853029,5.853029,3.057549925,1.598027167,cmucssa
85,24,3.737075942,6.42939,6.42939,3.0859937,3.351326729,cmucssa
89,11,2.713227127,2.08277,2.08277,2.3066985,2.2938274,cmucssa
90,17,3.826004647,5.924223,5.924223,5.924223,3.477520941,cmucssa
91,6,3.040595067,5.125787,5.125787,3.508375275,0.701678217,cmucssa
92,2,5.04728,5.637844,5.637844,5.637844,2.228358,cmucssa
93,10,4.0771709,5.390434,5.390434,5.028918,2.5684955,cmucssa
94,12,3.664319425,6.825455,6.825455,4.221952367,2.608831333,cmucssa
97,21,2.989651219,6.527233,5.5760035,4.2618623,2.177867924,cmucssa
99,12,3.8479141,4.866854,4.866854,5.268547,2.969822933,cmucssa
101,11,2.908152909,5.391098,5.391098,5.391098,2.418053091,cmucssa
103,16,2.264758563,4.671109,2.532598867,2.3147754,1.686064713,cmucssa
104,12,3.839954,4.90189,5.8744265,5.72626125,1.93120025,cmucssa
105,18,3.52659985,4.876083,3.9046585,4.108398667,2.841866739,cmucssa
106,18,3.712253733,5.475408,6.606658,6.222795667,2.675121122,cmucssa
107,21,3.682801243,3.864295,3.864295,3.030822633,3.249826581,cmucssa
109,16,3.382911188,6.160876,6.160876,4.670026,2.799157938,cmucssa
110,15,3.668826733,6.825455,6.825455,3.967231867,2.081933987,cmucssa
114,26,3.265221269,6.521395,5.194510333,3.737249529,2.259038704,cmucssa
117,8,2.927003875,2.961687,2.961687,2.911508,1.835188375,cmucssa
118,30,3.683836717,6.414781,6.402504,4.389675667,2.366934017,cmucssa
119,13,3.753065462,6.517437,6.517437,5.83248,2.855760846,cmucssa
120,9,3.172788578,6.275914,6.275914,6.275914,2.4754648,cmucssa
121,5,2.70090548,5.480387,5.480387,3.208082667,0.77605588,cmucssa
122,7,2.857876373,6.215111,6.215111,2.8924312,1.618263001,cmucssa
123,32,3.590068109,5.573737,5.073145333,3.910666937,2.612401375,cmucssa
125,11,3.309686191,8.976678,8.976678,8.976678,2.493624555,cmucssa
128,10,3.68214481,4.901804,4.6102865,3.69389,2.57397781,cmucssa
130,9,3.951162256,6.446772,6.446772,5.99805,2.618262256,cmucssa
132,17,3.647545929,5.012303,3.677024,4.458167667,2.074074988,cmucssa
133,16,3.030842619,5.301993,5.375016,2.495682775,1.783001231,cmucssa
134,10,3.7074928,5.55037,5.55037,5.55037,3.1524558,cmucssa
136,14,3.296626821,2.674542,4.115611,3.957113833,1.600720893,cmucssa
137,15,4.11987888,3.803918,3.803918,3.0678115,3.710837347,cmucssa
138,20,3.933204701,6.990497,5.672972,4.848009,2.9636029,cmucssa
139,16,4.031356625,3.014365,4.246406,4.452030333,2.36184525,cmucssa
140,16,3.922285463,5.249349,5.249349,4.982249,3.299504338,cmucssa
141,12,3.426478,5.598381,5.598381,5.598381,2.95994625,cmucssa
143,15,3.532980333,2.768356,2.768356,3.512216333,2.830537067,cmucssa
144,18,4.105969833,5.209788,5.209788,4.6517215,3.072253944,cmucssa
145,10,3.89023856,4.39348,4.39348,4.39348,3.45089056,cmucssa
147,3,3.755862,4.760427,4.760427,4.901697,0.488064,cmucssa
148,3,4.951484333,6.747982,6.747982,5.838837,1.058926333,cmucssa
151,10,3.67685269,3.011078,3.011078,3.436450633,2.6459175,cmucssa
152,4,5.1980815,6.812887,6.812887,6.1811075,2.10752775,cmucssa
153,7,2.857876373,6.215111,6.215111,2.8924312,1.618263001,cmucssa
155,9,3.771841111,6.382928,5.3199425,4.388436,2.309029111,cmucssa
156,4,4.843425,7.405363,7.405363,6.135826,1.775512,cmucssa
161,21,3.955427857,7.036843,5.782315,5.129388286,2.245631762,cmucssa
162,8,3.219499038,4.538711,4.538711,4.538711,2.652160163,cmucssa
163,22,2.957505755,5.886802,5.886802,5.886802,2.689923845,cmucssa
166,21,3.197996629,2.704796,2.704796,4.4867445,2.343378629,cmucssa
168,10,3.7547981,6.446772,6.446772,5.99805,2.5551881,cmucssa
169,7,3.932839871,2.636784,2.636784,5.126373,1.735822871,cmucssa
170,12,3.076715192,3.760217,3.760217,3.791492,2.444799858,cmucssa
171,13,3.524006538,1.578519,1.578519,2.742976,2.891012077,cmucssa
172,18,3.568227694,4.481497,5.686098,5.277498833,1.809061417,cmucssa
173,10,3.85771589,5.297529,5.297529,4.039327967,2.6459175,cmucssa
175,10,2.96240261,6.141135,6.141135,6.141135,2.34828911,cmucssa
176,8,3.268832212,5.512905,5.512905,5.512905,2.579719088,cmucssa
177,18,3.906338283,3.264341,4.875634,4.74440525,2.852026006,cmucssa
179,9,2.898283744,3.80455,3.80455,2.37852715,2.369722156,cmucssa
180,22,3.725656414,3.864295,3.864295,3.086456433,3.304775991,cmucssa
181,18,2.874190556,5.291054,5.291054,5.291054,2.580243111,cmucssa
183,12,3.005617208,5.355831,5.355831,5.355831,2.559297958,cmucssa
184,21,4.262571143,5.118445,5.118445,5.118445,4.018835667,cmucssa
186,28,2.983273361,6.145897,4.317140333,2.474478262,1.834408454,cmucssa
187,8,3.98632325,6.827687,6.827687,5.344183667,1.982254375,cmucssa
188,12,3.005617208,5.355831,5.355831,5.355831,2.559297958,cmucssa
189,13,3.729470823,5.537184,5.537184,5.7231695,2.848983208,cmucssa
191,6,4.302438367,5.495594,5.495594,6.1354765,2.257279533,cmucssa
192,13,4.349928992,7.405363,7.405363,4.67836,3.270307454,cmucssa
194,14,3.834476,7.653296,7.653296,4.4094455,3.204555214,cmucssa
195,11,3.919632018,6.926291,6.926291,4.990985,2.558454291,cmucssa
198,23,3.102606091,4.638225,4.638225,4.638225,2.900944135,cmucssa
200,6,4.074184,4.958618,4.958618,5.172381,2.350057,cmucssa
201,15,3.811356267,3.223251,5.470255,4.3209524,2.3710388,cmucssa
202,5,4.6473184,6.690396,6.690396,5.197572,1.5287752,cmucssa
203,16,3.152240144,3.227555,3.227555,3.227555,2.950517956,cmucssa
204,25,2.595026284,3.119623,3.119623,3.667618333,2.154912084,cmucssa
206,10,3.53299918,6.527233,6.242555667,3.983252225,0.3463974,cmucssa
207,10,3.3247729,5.415995,5.415995,5.415995,2.7831734,cmucssa
208,11,4.080569673,6.695312,6.695312,6.695312,3.471904945,cmucssa
210,5,2.80679226,3.934701,3.934701,2.1357751,1.5253272,cmucssa
211,11,3.393209909,6.100998,4.8303155,3.675166333,2.390891818,cmucssa
212,5,4.1164862,4.405628,4.405628,3.728564,2.6250606,cmucssa
213,26,3.602249692,7.35421,7.260847,4.497844367,2.045303565,cmucssa
214,5,4.5291666,4.992622,4.992622,3.9742375,2.9394716,cmucssa
215,21,3.753420619,4.919989,4.919989,4.356256667,1.886453476,cmucssa
216,11,3.750297464,5.415995,5.415995,4.8452895,2.869335736,cmucssa
217,16,3.355844837,4.004318,4.004318,4.004318,3.105574962,cmucssa
218,11,2.886996936,5.359092,5.359092,5.359092,2.399806755,cmucssa
219,14,4.688346786,4.337596,4.337596,4.609285667,3.700642714,cmucssa
220,23,3.451528574,5.414762,5.9367605,4.5380885,2.662295791,cmucssa
222,9,4.095553189,4.358755,4.358755,3.817560233,2.823033111,cmucssa
223,8,4.774872125,7.767039,7.767039,5.462686333,2.72636475,cmucssa
225,6,4.1941125,6.89819,6.89819,6.89819,3.044414167,cmucssa
227,9,3.756525867,6.780682,6.780682,4.271866,2.332570533,cmucssa
228,6,3.025114852,6.147059,6.147059,3.49720365,1.859380302,cmucssa
229,8,4.200549413,5.424733,5.424733,5.051692333,2.306164787,cmucssa
230,13,3.347750692,7.735134,7.735134,7.735134,2.752740385,cmucssa
231,30,3.37529176,5.512905,5.512905,5.512905,3.19152826,cmucssa
232,12,3.196917458,4.005742,4.005742,4.005742,2.863105625,cmucssa
233,21,3.578375024,5.272995,5.272995,3.995858667,3.007538071,cmucssa
234,17,3.030930124,3.291835,3.291835,3.3443106,2.440757665,cmucssa
236,17,3.169085924,5.556919,5.556919,4.278074,2.6657831,cmucssa
237,10,3.15359879,5.899913,4.9501615,3.74401446,1.28159156,cmucssa
238,21,3.400362143,2.874258,3.199958,2.588261333,3.030610524,cmucssa
239,14,3.248391564,4.937533,3.2008235,3.625346067,1.694671821,cmucssa
240,6,4.427386333,7.674901,7.674901,5.27959,0.907659667,cmucssa
241,7,5.175086,7.767039,7.767039,5.3026245,2.145014857,cmucssa
242,22,2.957505755,5.886802,5.886802,5.886802,2.689923845,cmucssa
244,11,2.914419773,3.065036,3.065036,3.065036,2.635780136,cmucssa
247,10,3.9187195,5.578571,5.578571,5.578571,3.3608624,cmucssa
248,14,3.555291779,3.606416,3.6696725,2.30532005,2.896628907,cmucssa
249,13,3.549111723,4.876083,4.876083,4.876083,3.174028415,cmucssa
250,8,3.264516238,5.688997,5.688997,4.945128333,1.410093113,cmucssa
251,13,3.549111723,4.876083,4.876083,4.876083,3.174028415,cmucssa
254,16,3.75131285,4.911917,4.911917,4.20837,2.962243475,cmucssa
255,10,4.550759,3.014365,4.706983,4.547472444,0.4580338,cmucssa
256,5,3.396908,4.436532,4.436532,4.494162,1.5992432,cmucssa
258,15,3.27688036,6.258925,5.740346,3.618054933,1.1060474,cmucssa
259,5,4.1756614,4.404717,4.404717,4.021969667,1.7624796,cmucssa
260,17,3.345753247,7.151992,7.151992,6.040842,2.635065953,cmucssa
261,9,3.919080489,5.336814,4.888859,5.0291855,1.683886933,cmucssa
263,12,3.196917458,4.005742,4.005742,4.005742,2.863105625,cmucssa
264,9,4.810227889,7.39522,7.39522,4.524533333,3.302050111,cmucssa
265,4,3.146284,6.380635,6.380635,3.67738855,1.307589725,cmucssa
266,7,2.728300257,2.530956,2.530956,2.92901675,1.0545764,cmucssa
267,24,2.894688292,4.281219,4.281219,3.3701685,2.613840917,cmucssa
270,8,3.3339858,5.305063,5.305063,3.1033212,2.5581555,cmucssa
272,15,3.40151508,5.415995,5.415995,4.8964775,2.748651413,cmucssa
273,6,4.159521833,6.768113,6.768113,6.768113,3.031503,cmucssa
274,16,3.691254137,3.802955,3.802955,1.9567898,3.079757325,cmucssa
276,8,3.370410125,3.224112,3.224112,2.327134,2.788626625,cmucssa
277,5,3.09650852,3.810331,3.810331,3.246288333,1.14873552,cmucssa
278,19,3.444571968,4.450145,4.450145,4.699505,2.949887232,cmucssa
279,13,3.455687577,5.326414,5.326414,4.896143667,2.325808269,cmucssa
280,19,3.257622121,5.496131,5.496131,5.496131,2.968352068,cmucssa
281,12,2.602659608,4.263064,4.263064,2.350822,2.014954108,cmucssa
282,7,3.175105129,6.180649,6.180649,3.807765,0.455272986,cmucssa
283,22,2.964334218,6.773949,6.773949,4.350927333,2.371025945,cmucssa
284,21,4.021806948,5.553929,5.678964,4.860691909,1.475730233,cmucssa
285,33,3.524788821,5.804271,6.18975,4.250077,2.2368867,cmucssa
286,17,3.320994382,6.288294,5.7994735,2.99218832,2.440938994,cmucssa
287,17,3.764593159,4.488641,4.563433,3.389662,3.166417512,cmucssa
290,17,3.244493882,3.960935,3.960935,3.555774143,1.780351588,cmucssa
291,17,3.952789488,4.131502,4.131502,3.95322825,3.022618135,cmucssa
292,11,3.577079227,7.037779,7.037779,6.058745,2.475489227,cmucssa
294,34,3.387942868,5.783296,5.535958,4.750364,2.968793103,cmucssa
295,15,3.934550553,6.29251,5.156949,3.804766667,3.17359722,cmucssa
296,11,4.519148991,8.456452,8.456452,8.456452,3.750380627,cmucssa
298,6,3.802302383,8.349092,8.349092,8.349092,2.41078705,cmucssa
301,24,4.059888042,7.042348,6.8511275,4.676457667,2.890773625,cmucssa
302,8,3.593278875,4.488641,4.6181945,4.3063632,0.901801875,cmucssa
303,18,3.464519339,4.638225,4.638225,2.5908809,3.176643683,cmucssa
306,11,3.830791455,7.069843,7.069843,7.069843,3.188078455,cmucssa
308,14,3.110599793,6.100204,6.100204,4.964985,2.401316221,cmucssa
309,7,3.869557714,6.2687,6.2687,3.191860333,2.501617571,cmucssa
311,28,2.839928561,5.178407,4.821711,4.821711,2.495520632,cmucssa
312,7,4.657345571,3.274441,3.274441,4.232968,2.238506714,cmucssa
313,11,3.464778827,7.021648,7.021648,4.169953333,2.327518827,cmucssa
314,14,4.041420643,5.961693,5.961693,5.961693,3.615585429,cmucssa
315,5,3.814287,3.803304,3.803304,4.446103,2.0358458,cmucssa
316,8,3.840094225,3.772462,2.8169225,3.523094,2.518933975,cmucssa
318,20,2.63552677,3.418881,4.033012,2.137098357,1.887542345,cmucssa
319,12,3.375175033,6.020651,6.020651,6.020651,2.873454117,cmucssa
320,14,3.466526743,5.512905,5.512905,5.512905,3.072747814,cmucssa
321,6,4.676515833,6.527233,6.527233,5.489407,2.8467135,cmucssa
322,10,3.13724375,2.986791,2.986791,1.996363,2.73797115,cmucssa
324,13,2.820275138,4.996511,4.996511,4.996511,2.435928138,cmucssa
325,28,3.12561155,4.659988,4.659988,4.659988,2.959183407,cmucssa
326,15,3.100373653,5.15765,5.15765,5.15765,2.75653032,cmucssa
330,7,4.846361571,6.265564,6.265564,5.4487415,1.732795,cmucssa
331,5,4.7688966,3.866277,3.866277,5.979397667,1.181258,cmucssa
333,6,3.541140333,5.512905,6.183258,6.183258,1.480054333,cmucssa
334,13,3.236829078,6.73218,6.73218,4.273130333,2.250722078,cmucssa
335,4,2.6972576,3.133021,3.133021,1.870639133,1.29427825,cmucssa
336,9,2.636281178,5.075267,5.075267,5.075267,2.072362622,cmucssa
337,15,2.625260827,4.221861,4.221861,3.860336,2.11054936,cmucssa
338,10,4.2075364,6.767467,6.767467,4.326522333,2.9095797,cmucssa
341,8,2.669325487,3.845299,3.845299,3.452615667,1.374594613,cmucssa
342,8,3.590489375,5.280836,5.280836,4.5374655,2.456123,cmucssa
344,9,4.1732158,6.896275,6.896275,4.327828667,2.730606244,cmucssa
345,7,3.567356143,4.683982,4.683982,2.917268,2.733851,cmucssa
346,19,3.699544563,5.70031,5.4555875,4.010133175,2.855306,cmucssa
348,13,3.766094338,6.224573,6.224573,4.233659,2.789096108,cmucssa
349,9,2.636281178,5.075267,5.075267,5.075267,2.072362622,cmucssa
352,20,4.0895998,2.768356,2.4973245,4.4220382,2.98409025,cmucssa
353,23,2.487875309,4.028136,4.028136,4.028136,2.312738961,cmucssa
354,9,4.145247667,4.422511,4.422511,4.09107225,2.326993333,cmucssa
356,10,3.15546361,6.527233,6.527233,6.527233,2.50274031,cmucssa
357,8,3.268832212,5.512905,5.512905,5.512905,2.579719088,cmucssa
358,9,2.642274289,5.210801,5.210801,2.986579,1.978590067,cmucssa
362,6,4.302438367,5.495594,5.495594,6.1354765,2.257279533,cmucssa
363,4,4.8440335,7.793564,7.793564,7.793564,2.8956425,cmucssa
364,6,4.159452833,5.199507,5.199507,4.40517,2.691062833,cmucssa
365,12,3.977899275,7.586109,7.586109,4.231375333,2.920055442,cmucssa
366,13,3.744116238,6.088486,6.088486,3.84615562,2.264825615,cmucssa
367,11,2.999273673,5.607612,5.607612,3.2891369,2.401248782,cmucssa
370,12,3.536778083,6.460328,5.5492765,5.5492765,2.611898667,cmucssa
371,5,2.4677217,5.155732,5.155732,3.8193275,0.9399907,cmucssa
372,10,3.5551382,5.174943,5.174943,5.174943,3.0376439,cmucssa
376,6,3.946983,3.431472,3.431472,4.558985,0.907659667,cmucssa
380,16,3.265889344,4.638225,4.638225,2.5908809,2.942029231,cmucssa
381,13,2.484942846,5.081351,5.081351,3.248138,1.985229308,cmucssa
382,8,3.391366438,4.088296,3.8179335,3.248506125,1.767113375,cmucssa
384,12,4.404186083,6.43995,6.43995,4.476724571,1.792763417,cmucssa
385,18,3.340477717,5.326414,5.859436,5.859436,2.36390505,cmucssa
386,8,2.938785538,3.590099,3.590099,4.445511333,1.271718788,cmucssa
387,7,3.706052414,7.839056,7.839056,5.999538,1.9918987,cmucssa
390,19,3.212593721,4.266159,4.266159,4.172873,2.773343932,cmucssa
392,26,3.038757038,4.488641,4.488641,4.488641,2.866117,cmucssa
394,10,3.60173375,6.768603,6.768603,4.349145333,2.29699015,cmucssa
395,9,3.927402889,7.377945,7.377945,7.377945,3.107631222,cmucssa
397,13,2.820275138,4.996511,4.996511,4.996511,2.435928138,cmucssa
400,12,3.8555615,6.358877,6.358877,6.358877,3.325655083,cmucssa
403,6,3.940667,4.917965,4.917965,4.277612,2.514796333,cmucssa
405,22,3.301190314,5.914914,5.914914,3.4970475,2.983276905,cmucssa
406,17,2.652982912,4.671109,3.9132372,3.62473482,1.586884435,cmucssa
409,13,3.976519692,6.088486,6.088486,3.700901,2.837780923,cmucssa
410,25,2.889314828,5.5814,5.5814,5.5814,2.666058828,cmucssa
411,8,3.132527237,6.527233,6.527233,6.527233,2.316623112,cmucssa
412,8,3.434290875,4.876083,4.663114,4.229324,1.319628875,cmucssa
415,35,2.7099227,4.259009,4.259009,4.259009,2.588236729,cmucssa
416,12,3.292214583,4.940124,4.940124,4.940124,2.880537583,cmucssa
417,6,4.113251967,7.564055,7.564055,4.107795267,2.059354333,cmucssa
419,9,3.593222444,5.080124,5.080124,5.188773,1.863631444,cmucssa
420,26,3.445405085,3.510288,5.2050675,4.3713928,2.604752623,cmucssa
421,21,3.2676867,4.181838,4.181838,3.632595,2.748744557,cmucssa
423,6,3.571577717,4.084231,4.084231,3.708084533,1.71753545,cmucssa
425,3,4.665784,7.403087,7.403087,4.8397115,1.439309667,cmucssa
426,10,2.96240261,6.141135,6.141135,6.141135,2.34828911,cmucssa
427,8,3.268832212,5.512905,5.512905,5.512905,2.579719088,cmucssa
429,25,2.595026284,3.119623,3.119623,3.667618333,2.154912084,cmucssa
430,18,3.4202405,5.313333,5.313333,4.159469,2.264832444,cmucssa
432,13,3.605788231,5.512905,4.6330825,4.200633333,2.636411308,cmucssa
433,20,3.84835817,7.54338,7.54338,7.54338,3.47118917,cmucssa
434,22,3.586202118,5.761738,5.761738,4.470457,3.179796936,cmucssa
437,6,3.836995267,5.144928,5.144928,5.144928,2.979507267,cmucssa
439,20,3.440863655,4.482365,4.0200965,3.7578965,2.689284355,cmucssa
440,23,3.4311019,5.77,5.77,5.77,3.180232335,cmucssa
441,9,3.768464967,3.404197,3.404197,2.327866567,2.992509444,cmucssa
442,14,2.833432979,7.267911,7.267911,6.186658,1.949624693,cmucssa
443,14,3.119951329,2.328403,2.328403,2.824509267,1.909447357,cmucssa
444,17,3.601962424,5.538621,5.538621,5.538621,3.276161188,cmucssa
446,10,3.6743401,3.864064,3.864064,3.864064,3.2879337,cmucssa
447,22,3.236838677,7.306283,7.306283,7.306283,2.904734905,cmucssa
448,18,3.547750222,3.857881,3.813698,4.012649,2.210200556,cmucssa
449,15,2.91972878,4.769996,4.769996,4.769996,2.601729047,cmucssa
455,24,3.495985288,6.890976,6.890976,6.890976,3.208861288,cmucssa
456,6,4.320868333,7.301135,7.301135,7.301135,3.1040125,cmucssa
457,5,4.19442974,4.488641,4.488641,4.488641,3.29670154,cmucssa
459,17,3.092188129,7.215129,7.215129,7.215129,2.667768776,cmucssa
460,21,3.286014067,6.700087,6.700087,4.346649,2.872047495,cmucssa
461,7,3.353631714,5.888831,5.888831,3.484006,2.358201429,cmucssa
463,17,3.405681271,5.787484,5.787484,3.5097205,2.992772976,cmucssa
464,9,4.130825944,6.178854,6.178854,6.178854,3.444286611,cmucssa
467,17,3.463619429,6.387628,6.387628,6.387628,3.087876606,cmucssa
468,4,3.87552375,5.649648,5.649648,5.649648,2.46311175,cmucssa
470,8,3.56764175,6.094264,6.094264,3.5643895,2.676544375,cmucssa
471,4,3.08502175,5.10938,5.10938,5.10938,1.80767675,cmucssa
472,14,3.380766029,4.956506,4.956506,3.37512925,2.416443386,cmucssa
475,21,2.972429695,5.804013,5.2143935,4.1714493,2.177867924,cmucssa
476,4,3.08502175,5.10938,5.10938,5.10938,1.80767675,cmucssa
477,8,2.926999025,5.637234,5.637234,3.603833,2.026040775,cmucssa
480,17,3.401254176,5.787484,5.787484,3.5097205,2.988345882,cmucssa
481,31,3.204740161,6.780391,4.747281,4.228385333,2.386343,cmucssa
482,12,3.971078833,7.006614,7.006614,6.277971,2.924750333,cmucssa
485,22,3.341967655,4.091555,4.091555,4.091555,3.155987882,cmucssa
488,27,3.805654752,3.420506,3.420506,4.2219095,3.492920715,cmucssa
490,19,3.442780347,7.377945,7.377945,4.9738656,2.133868347,cmucssa
493,12,4.01389425,3.343758,3.343758,3.343758,3.73524775,cmucssa
494,15,3.628335733,3.343758,5.226419,3.72975575,2.6337342,cmucssa
496,5,4.278013,2.62365,2.62365,3.915852,1.9285018,cmucssa
498,9,3.373057889,7.078728,7.078728,4.452520333,1.888884444,cmucssa
499,26,3.690908331,6.279124,4.866535,4.47287075,3.002774369,cmucssa
500,14,3.318763929,5.423412,5.423412,4.517054,2.6734705,cmucssa
501,10,3.68409505,4.161664,5.5882735,5.09609625,1.64565655,cmucssa
504,19,4.091729968,5.252316,5.252316,6.443134,3.074393021,cmucssa
506,21,3.459992129,6.978872,6.978872,6.4420685,2.846461795,cmucssa
508,5,4.8477368,6.464419,6.464419,6.0068735,2.4449874,cmucssa
509,16,3.552656937,3.946664,3.946664,3.792531111,1.419358188,cmucssa
511,22,3.236838677,7.306283,7.306283,7.306283,2.904734905,cmucssa
512,11,3.331075227,5.99289,5.99289,3.7239185,2.653999136,cmucssa
513,8,4.273402363,8.103563,8.103563,4.326241817,1.028721,cmucssa
515,28,3.252028964,5.495746,5.495746,5.237379,2.877930464,cmucssa
516,10,3.22891527,4.587765,4.587765,2.414583,2.50454037,cmucssa
517,9,3.618597211,5.976814,4.6021845,3.291862,2.521309878,cmucssa
518,21,3.578739938,7.055059,6.815144,4.40691025,1.899916986,cmucssa
519,6,4.965814167,6.115328,6.115328,6.115328,3.946592833,cmucssa
520,6,3.872783167,3.914751,3.914751,3.9443675,2.557994,cmucssa
523,15,3.01797554,4.228421,4.228421,4.228421,2.736080807,cmucssa
524,9,4.027491322,6.25781,6.411788,6.124301333,1.986057544,cmucssa
526,19,3.548020258,5.57337,5.57337,5.055837,2.749730205,cmucssa
528,5,3.7340354,3.563777,3.563777,3.773581333,1.4698866,cmucssa
530,9,3.699936,5.254815,5.254815,4.995053,2.034918333,cmucssa
531,8,3.525793163,4.724356,4.724356,4.3721835,2.432747288,cmucssa
532,8,3.930226,3.626885,3.626885,5.002766,2.05418875,cmucssa
533,11,3.400491282,6.527233,6.527233,5.489407,2.402417282,cmucssa
536,21,3.045183129,6.231567,6.231567,6.231567,2.748441843,cmucssa
538,10,4.1874241,4.802082,4.802082,2.97039,3.5933461,cmucssa
539,4,4.70540325,5.313333,5.313333,4.70540325,0,cmucssa
540,7,3.411411571,5.033697,5.033697,3.172207,2.505066714,cmucssa
541,12,2.780804167,4.641076,4.641076,4.641076,2.394047833,cmucssa
542,26,3.037545885,4.641076,4.641076,4.641076,2.859042962,cmucssa
544,3,4.613005933,7.100443,7.100443,3.9311019,1.992271333,cmucssa
545,6,3.992781167,8.5863,8.5863,5.946833,2.0105035,cmucssa
546,16,3.549286113,4.139124,4.139124,2.52356065,3.233841031,cmucssa
