SentenceID,NumberOfWords,AverageSurprisalWithPunct,SurprisalOfFirstCodeSwitchedWord,AverageSurprisalOfSwitchPointWords,AaverageSurprisalOfCodeSwitchedWordsWithPunct,AverageSurprisalOfNonCodeSwitchedWordsWithPunct,CorpusName
46,12,4.52105975,4.231919,4.231919,4.65363825,2.969847,pittcssa
47,12,4.52105975,4.231919,4.231919,4.65363825,2.969847,pittcssa
50,14,3.2007903000000004,3.577481,3.577481,3.577481,2.9452559428571425,pittcssa
51,4,3.7438285000000002,3.319186,3.319186,3.859085,1.814286,pittcssa
56,4,3.868070825,7.067801,7.067801,5.631107,1.052517325,pittcssa
58,7,4.288516828571429,7.168925,7.168925,4.366947933333333,2.416967714285714,pittcssa
61,7,4.741525,7.229271,7.229271,5.7023915,3.1122702857142857,pittcssa
62,15,3.6492583533333334,6.462592,6.462592,4.2173691333333325,2.8057845266666663,pittcssa
63,19,4.482397263157895,6.150895,5.6045695,5.242371,3.378740210526316,pittcssa
64,7,4.331377285714285,4.735093,4.735093,4.735093,3.654935428571428,pittcssa
67,8,4.229650125,4.227761,4.6959365,3.880088666666667,1.319583625,pittcssa
68,6,4.0074388333333335,5.987721,5.987721,3.4380323333333336,2.288422666666667,pittcssa
69,10,2.89909706,4.673008,5.3396435,3.1729946375,0.36070135,pittcssa
70,7,4.150407485714285,6.439807,6.439807,4.0356548,2.420841142857143,pittcssa
73,13,3.0495367846153845,5.565155,5.565155,5.565155,2.6214479384615386,pittcssa
74,13,2.9785382307692307,6.571217,6.571217,6.571217,2.4730599999999994,pittcssa
75,5,2.65806498,4.662374,4.4193165,4.4193165,0.89033838,pittcssa
76,6,4.5065805,5.336814,5.336814,3.902387,3.205784833333334,pittcssa
77,23,2.9445192173913046,5.222569,5.222569,5.222569,2.7174510000000005,pittcssa
78,21,3.0448099380952374,3.717324,4.9710245,2.92708065,2.4872707666666662,pittcssa
80,16,2.6509363,5.236643,5.236643,5.236643,2.3236461125000005,pittcssa
83,15,3.075974133333333,4.556144,4.556144,4.608502,2.4615072000000002,pittcssa
85,11,4.291001818181818,3.699992,5.8220715,5.8220715,3.2324433636363636,pittcssa
86,23,2.663299395652174,4.528366,4.528366,4.528366,2.4664139173913044,pittcssa
89,21,2.896369666666667,6.100998,6.100998,4.237737999999999,2.2909785238095237,pittcssa
90,11,3.3388488272727272,4.908605,4.908605,5.3877489999999995,2.3592581,pittcssa
91,5,4.363771000000001,5.230359,5.230359,4.821840333333334,1.4706668,pittcssa
92,7,4.111056071428572,5.445959,4.823825,4.856376750000001,1.335983642857143,pittcssa
94,15,3.6326735266666663,6.193977,6.193977,3.48861745,3.167524533333334,pittcssa
97,14,3.621749742857143,5.57337,5.57337,4.009607,3.0489487428571427,pittcssa
98,11,3.8693133909090913,8.219329,8.219329,4.7817575,2.9999029363636365,pittcssa
100,27,3.0813368407407404,4.498831,4.498831,3.6440013666666666,2.6764478,pittcssa
101,5,4.05351226,4.576115,4.576115,5.352497333333333,0.84201386,pittcssa
102,3,4.308255666666667,5.637844,5.637844,5.637844,2.428974333333333,pittcssa
103,8,4.33671225,6.602297,6.602297,6.602297,3.5114251250000006,pittcssa
104,6,3.5247579166666667,6.898095,6.898095,5.546253999999999,1.6760065833333335,pittcssa
105,6,4.300200666666666,3.092003,3.092003,3.092003,3.7848668333333335,pittcssa
107,14,4.283900621428572,3.604869,3.604869,3.9842926,2.8609389785714288,pittcssa
108,10,4.516468099999999,6.995143,7.0300934999999996,7.0300934999999996,3.1104494,pittcssa
110,14,4.135213485714286,5.034184,5.034184,4.61993868,0.8352572857142856,pittcssa
111,18,3.2711109000000005,5.326414,5.326414,5.326414,2.9751990111111106,pittcssa
112,8,4.33671225,6.602297,6.602297,6.602297,3.5114251250000006,pittcssa
113,11,2.9724535363636364,3.380764,3.380764,3.6991140000000002,1.291038081818182,pittcssa
116,4,3.7059135000000003,3.406722,3.406722,3.9028529999999995,1.7544870000000001,pittcssa
117,11,3.907132272727273,3.554587,4.545536,4.628024,1.3827555454545455,pittcssa
118,10,2.97369457,3.196169,3.196169,3.196169,2.6540776700000004,pittcssa
119,10,3.66711163,5.804013,5.804013,4.2200500000000005,2.82310163,pittcssa
121,7,3.728770857142858,3.111027,3.111027,3.7842749999999996,2.1069387142857146,pittcssa
122,3,5.503667,5.0802,5.0802,4.955059,2.2002943333333334,pittcssa
124,7,3.3266631428571425,4.431534,4.431534,4.431534,2.693586857142857,pittcssa
129,16,3.2858706937500006,4.881539,5.8920665,4.2440976,2.4901023937500004,pittcssa
131,9,3.894710999999999,3.413973,4.0552915,4.643621166666667,0.7989635555555554,pittcssa
132,7,3.377596,4.287075,4.287075,2.943119,2.5367048571428574,pittcssa
133,8,4.547437625,7.80227,7.80227,4.5743367500000005,2.26026925,pittcssa
135,16,2.8422246687499992,5.052323,5.052323,5.052323,2.5264544812499996,pittcssa
136,8,3.9508086000000002,6.8207,6.8207,3.2720279333333337,2.723798125,pittcssa
138,16,3.4462287875,7.469025,7.469025,4.235848666666667,2.6520071625,pittcssa
139,13,3.3149948769230764,4.324915,4.7426065,4.15198375,2.0374614153846156,pittcssa
141,4,4.83481125,5.109433,5.109433,4.934589,2.36751675,pittcssa
142,5,4.0712256,5.642044,5.642044,5.642044,2.9428168,pittcssa
143,12,4.191434591666667,5.478792,5.478792,5.478792,3.734868591666667,pittcssa
145,11,4.6939898181818185,5.589065,5.589065,4.378179333333333,3.4999409090909093,pittcssa
151,10,3.32591485,6.527233,6.527233,4.219946,2.48192565,pittcssa
153,24,3.448652275,4.074891,5.4907605,5.529461749999999,2.527075316666667,pittcssa
154,7,4.029971142857143,7.042348,7.042348,4.334350499999999,2.791585285714286,pittcssa
156,5,3.9975236,7.308454,7.308454,4.8195395,2.0697077999999998,pittcssa
158,18,3.4057046888888896,4.379555,4.7630925,4.132508499999999,2.0282018555555554,pittcssa
160,5,5.410181399999999,5.589065,5.589065,5.5534485,3.188802,pittcssa
161,8,3.3860525000000004,3.533542,3.533542,3.4729245000000004,2.517821375,pittcssa
163,9,3.2484835666666667,3.967804,3.967804,2.62030282,1.7927597777777775,pittcssa
165,22,2.993510222727273,4.505727,4.505727,4.505727,2.78870445,pittcssa
167,10,3.1912114000000003,4.964939,4.262286,3.393300333333333,2.1732213,pittcssa
169,4,3.4291945000000004,5.804013,5.804013,3.338474,1.7599575,pittcssa
170,7,4.540287714285713,4.794477,4.794477,5.753601666666666,2.0744584285714285,pittcssa
171,6,4.172874833333333,5.729537,5.729537,4.299335333333333,2.023207166666667,pittcssa
172,8,3.213958025,3.553629,3.553629,3.6622893333333333,1.840599525,pittcssa
173,3,4.235781666666667,2.390614,2.390614,3.697006,1.771111,pittcssa
175,8,3.8383303499999997,3.136307,3.136307,4.3181125,2.7588022249999997,pittcssa
176,18,3.3018928499999998,3.033369,3.033369,3.635459075,2.494013055555555,pittcssa
177,8,4.3322444,5.440048,5.440048,5.6240875,2.926222525,pittcssa
178,11,3.5144081909090903,5.127452,5.127452,4.620126,2.6743852818181817,pittcssa
180,9,3.772005888888889,5.462672,5.462672,3.139529,3.074332777777778,pittcssa
182,10,3.7700875099999998,3.736986,3.736986,3.736986,3.3963889099999998,pittcssa
183,3,3.236072666666667,4.417162,4.417162,4.417162,1.7636853333333333,pittcssa
184,10,3.3314440299999992,3.356558,3.356558,3.8683175,2.55778053,pittcssa
185,24,3.241693858333333,8.419351,8.419351,8.419351,2.8908875666666662,pittcssa
187,10,3.5977809899999995,4.491409,4.491409,4.491409,3.14864009,pittcssa
188,11,4.0036534545454545,4.637844,4.637844,4.637844,3.5820312727272725,pittcssa
189,8,4.1736233625,5.015528,5.015528,5.015528,3.5466823624999995,pittcssa
190,4,3.5738413075,3.73961,3.73961,4.9086110000000005,1.1195358075000001,pittcssa
191,9,3.2311911777777773,3.395068,3.395068,3.05112,1.8751378444444444,pittcssa
192,6,3.510481333333333,3.281963,3.281963,3.0232895,1.494955,pittcssa
193,4,4.918768999999999,5.242048,5.242048,4.623721,2.6069085,pittcssa
194,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
195,10,3.343176820000001,6.275625,6.275625,3.3090342999999995,2.0195631,pittcssa
196,18,3.3095693055555557,4.717025,4.6242365,4.325266666666667,2.588691527777778,pittcssa
199,6,3.8535302,2.315639,2.315639,4.46787925,0.8749440333333333,pittcssa
200,4,3.9359029999999997,5.679086,5.679086,5.679086,2.5161315,pittcssa
201,6,4.073150999999999,5.242048,5.242048,4.623721,2.5319106666666666,pittcssa
202,30,3.4198517833333337,3.238747,4.702353,4.3318432,2.697877916666667,pittcssa
203,4,3.9359029999999997,5.679086,5.679086,5.679086,2.5161315,pittcssa
204,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
206,10,2.9361615100000003,4.717025,4.717025,4.717025,2.46445901,pittcssa
207,10,3.6584689,6.088486,5.323764499999999,3.9181823333333328,2.4830142,pittcssa
208,7,4.178603328571429,4.717025,4.717025,4.717025,3.504742614285714,pittcssa
210,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
211,6,3.5962115666666663,6.416388,6.416388,3.5790792000000002,2.4031851666666664,pittcssa
212,12,3.0448996666666663,6.136152,6.136152,5.322817000000001,2.1577635,pittcssa
214,10,3.2633975399999997,6.098844,6.098844,6.098844,2.6535131400000003,pittcssa
215,10,2.9361615100000003,4.717025,4.717025,4.717025,2.46445901,pittcssa
216,7,4.178603328571429,4.717025,4.717025,4.717025,3.504742614285714,pittcssa
217,12,3.664319424999999,6.825455,6.825455,4.221952366666667,2.6088313333333333,pittcssa
218,13,2.9235189230769234,3.482888,3.482888,2.5908805,2.5249219230769233,pittcssa
219,6,3.945603333333334,4.564699,4.564699,3.89527225,1.3487551666666668,pittcssa
222,6,4.0969425,4.512905,4.512905,4.0147829999999995,2.7586815,pittcssa
223,8,4.1736233625,5.015528,5.015528,5.015528,3.5466823624999995,pittcssa
224,10,3.5977809899999995,4.491409,4.491409,4.491409,3.14864009,pittcssa
225,11,4.0036534545454545,4.637844,4.637844,4.637844,3.5820312727272725,pittcssa
227,15,3.381244406666667,5.506878,5.506878,3.0598836,2.9732599266666666,pittcssa
229,17,3.492158747058823,5.629957,5.629957,5.629957,3.160984805882353,pittcssa
233,23,2.8589224521739127,4.0924,3.881958,3.4180206666666657,1.9672648869565217,pittcssa
234,10,3.6780763,5.143139,5.143139,4.3463395,2.8088084,pittcssa
235,10,3.6780763,5.143139,5.143139,4.3463395,2.8088084,pittcssa
236,12,3.664319424999999,6.825455,6.825455,4.221952366666667,2.6088313333333333,pittcssa
237,13,2.819696807692308,3.453533,3.453533,1.9028577500000001,2.526949461538462,pittcssa
239,24,3.4813801041666657,4.562703,5.19544775,5.19544775,2.615472145833334,pittcssa
242,12,3.7914197333333335,6.205146,6.205146,6.205146,3.2743242333333336,pittcssa
243,16,4.0625714375,5.194147,5.5319970000000005,4.047725000000001,3.3036229999999995,pittcssa
244,6,3.755855533333333,6.338496,6.338496,5.451996,1.9385235333333333,pittcssa
246,13,4.183163684615385,6.264979,6.264979,5.650214500000001,3.3138999153846154,pittcssa
249,6,4.146965666666667,6.444796,6.444796,4.962332,1.6657996666666666,pittcssa
250,8,4.322251075,6.060255,6.060255,4.870234333333333,2.4959132,pittcssa
251,13,2.689764246153847,3.453533,3.453533,3.453533,2.4241078615384617,pittcssa
252,10,2.8995471100000003,4.335979,4.335979,2.58210455,2.3831262000000004,pittcssa
253,5,4.5063851999999995,6.527233,6.527233,6.527233,3.2009385999999997,pittcssa
254,8,2.85408295,2.988035,2.988035,1.7338015,2.420632575,pittcssa
256,4,3.9359029999999997,5.679086,5.679086,5.679086,2.5161315,pittcssa
258,17,2.900058976470588,5.249664,5.249664,2.973649333333334,2.3752973294117643,pittcssa
259,12,2.960726941666666,1.782907,1.782907,1.1680464,2.766052541666667,pittcssa
261,12,4.093427575000001,6.264979,6.264979,6.264979,3.5713459916666666,pittcssa
263,6,3.624921,4.789209,4.789209,4.789209,2.8267195,pittcssa
264,14,3.9775394642857136,6.242901,6.242901,3.56305975,3.468530928571428,pittcssa
265,8,3.7916238750000004,3.699992,4.9694994999999995,3.721163666666666,2.3961875,pittcssa
266,15,4.159632553333333,3.699992,4.570679666666667,4.573801285714285,2.025191953333333,pittcssa
267,5,4.083060400000001,4.234934,4.234934,4.565241,2.2569640000000004,pittcssa
269,9,3.762005011111111,3.699992,4.129144999999999,3.45331122,1.843498777777778,pittcssa
270,15,4.159632553333333,3.699992,4.570679666666667,4.573801285714285,2.025191953333333,pittcssa
273,4,4.1376875,8.129298,8.129298,4.8712325000000005,1.70207125,pittcssa
275,13,2.784983553846154,6.968053,6.8603345000000004,4.5324996749999995,1.3903682692307693,pittcssa
276,11,4.013001118181818,4.690859,5.0060234999999995,4.6994983333333336,2.7313197545454546,pittcssa
279,19,2.95714847368421,6.136152,6.136152,5.322817000000001,2.3968519473684213,pittcssa
281,23,2.8589224521739127,4.0924,3.881958,3.4180206666666657,1.9672648869565217,pittcssa
282,4,3.6733425575,5.347054,5.347054,5.107613499999999,1.1195358075000001,pittcssa
284,24,3.241693858333333,8.419351,8.419351,8.419351,2.8908875666666662,pittcssa
285,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
286,6,3.4311111666666663,6.349603,6.349603,3.080432666666667,1.8908948333333335,pittcssa
288,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
291,12,3.6069460333333336,7.274445,7.274445,4.3570755,2.8807667833333332,pittcssa
292,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
294,17,3.173590611764706,6.100998,6.100998,2.7281347,2.6921550764705877,pittcssa
295,12,3.6971677499999998,4.919989,5.8744295,4.791695750000001,2.0999358333333333,pittcssa
296,7,3.270237457142857,5.7816,5.7816,5.7816,2.4442945999999997,pittcssa
298,10,3.8321497,4.578514,4.578514,3.1772695,3.1966957999999996,pittcssa
300,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
303,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
304,7,3.5726514285714286,5.807992,5.807992,4.083044,1.2394834285714287,pittcssa
305,18,3.5265998499999993,4.876083,3.9046585,4.108398666666667,2.8418667388888887,pittcssa
307,15,3.6916863266666664,8.37097,8.37097,5.787705333333334,2.53414526,pittcssa
308,6,3.9622108333333332,5.086936,5.086936,4.375747,2.5036285,pittcssa
309,5,3.57566,3.650633,3.650633,3.650633,2.8455334,pittcssa
311,4,3.9359029999999997,5.679086,5.679086,5.679086,2.5161315,pittcssa
312,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
313,6,3.4570934999999996,3.092391,3.092391,3.50955,2.2872434999999998,pittcssa
314,21,3.617878280952381,3.864295,3.864295,2.4951322333333334,3.2614308190476193,pittcssa
315,7,4.666970728571428,6.803147,6.803147,6.337005,1.9511114428571428,pittcssa
316,6,5.497341166666668,2.717953,4.491427,5.3523276,1.0370681666666666,pittcssa
317,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
318,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
320,7,3.8238930000000004,5.799016,5.799016,3.541063,2.812160714285714,pittcssa
321,4,3.9359029999999997,5.679086,5.679086,5.679086,2.5161315,pittcssa
323,12,3.6069460333333336,7.274445,7.274445,4.3570755,2.8807667833333332,pittcssa
325,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
326,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
327,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
328,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
330,5,3.6198433999999997,5.026644,5.026644,3.0431623333333335,1.793946,pittcssa
331,4,3.9359029999999997,5.679086,5.679086,5.679086,2.5161315,pittcssa
332,5,3.3546008,3.652972,3.652972,2.6541505,2.2929406,pittcssa
333,21,2.3800417809523813,4.823924,4.823924,2.77815885,2.115455223809524,pittcssa
336,16,3.2497212749999997,6.846841,5.037198,3.562540333333333,2.5817449624999993,pittcssa
337,7,3.5726514285714286,5.807992,5.807992,4.083044,1.2394834285714287,pittcssa
338,12,3.6069460333333336,7.274445,7.274445,4.3570755,2.8807667833333332,pittcssa
340,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
342,10,3.6903846299999996,6.066782,6.066782,4.67445225,1.8206037300000002,pittcssa
343,12,3.664319424999999,6.825455,6.825455,4.221952366666667,2.6088313333333333,pittcssa
344,4,6.38304575,4.495176,6.0139285000000005,6.537747333333333,1.47973525,pittcssa
345,4,6.38304575,4.495176,6.0139285000000005,6.537747333333333,1.47973525,pittcssa
347,6,3.6765973333333335,3.212503,3.212503,2.8608613333333337,2.246166666666667,pittcssa
348,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
349,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
350,18,3.2018829833333338,4.876083,4.876083,3.2018829833333338,0.0,pittcssa
352,16,3.4754297750000003,5.806124,5.806124,5.806124,3.1125470249999996,pittcssa
353,10,4.28097705,5.29259,5.29259,5.29259,3.7517180499999996,pittcssa
355,6,3.0866831683333333,6.215111,6.215111,3.5961290000000004,1.8879735016666668,pittcssa
356,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
357,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
358,8,3.2139831999999995,4.64023,4.64023,2.9452083333333334,2.109530075,pittcssa
359,10,3.968402,5.026644,5.026644,3.0431623333333335,3.0554533000000004,pittcssa
360,11,3.7882401090909097,6.211772,6.211772,4.210898733333333,2.639813181818182,pittcssa
362,18,3.754023250000001,5.40662,6.100690500000001,4.64028325,2.7228491944444446,pittcssa
365,17,3.528030135294118,5.144928,5.144928,5.144928,3.2253873117647056,pittcssa
366,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
367,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
368,14,4.77033835,7.948301,7.948301,6.808783999999999,3.3113132071428573,pittcssa
372,14,2.940385842857143,5.222569,5.222569,3.112621,2.4957257,pittcssa
373,11,3.4070005363636366,4.538711,4.4487065,4.306146,2.2325970818181813,pittcssa
374,7,4.135258604285714,3.73961,3.73961,4.9086110000000005,2.7327983185714286,pittcssa
375,8,3.175987325,5.638106,5.638106,2.843886,2.109530075,pittcssa
376,5,3.6198433999999997,5.026644,5.026644,3.0431623333333335,1.793946,pittcssa
377,4,3.9359029999999997,5.679086,5.679086,5.679086,2.5161315,pittcssa
380,9,4.584813111111112,7.041281,7.041281,4.8368649999999995,3.509954222222223,pittcssa
382,3,3.2456906666666665,5.297721,5.297721,3.2801465,1.0589263333333332,pittcssa
383,9,4.439020666666666,6.53482,6.53482,6.53482,3.7129295555555553,pittcssa
384,7,3.4571549999999998,5.230359,4.684535,4.606379333333334,1.4829924285714287,pittcssa
385,6,4.855756166666667,5.617539,5.617539,5.973296666666666,1.8691078333333333,pittcssa
386,17,3.103486735294118,5.026644,5.026644,3.0431623333333335,2.5664580882352945,pittcssa
387,17,3.103486735294118,5.026644,5.026644,3.0431623333333335,2.5664580882352945,pittcssa
388,9,3.7673602111111117,6.534501,6.534501,3.7235334499999997,2.9399083333333333,pittcssa
389,13,2.5034338046153843,5.249664,5.249664,2.973649333333334,1.8172070353846155,pittcssa
390,15,3.970573466666667,5.012303,5.012303,5.1834385,3.2794483333333333,pittcssa
392,4,3.5738413075,3.73961,3.73961,4.9086110000000005,1.1195358075000001,pittcssa
393,8,3.175987325,5.638106,5.638106,2.843886,2.109530075,pittcssa
394,5,3.6198433999999997,5.026644,5.026644,3.0431623333333335,1.793946,pittcssa
395,4,4.918768999999999,5.242048,5.242048,4.623721,2.6069085,pittcssa
396,34,3.402466911764706,6.782705,6.782705,6.782705,3.2029755882352937,pittcssa
398,23,3.688363347826086,6.676227,5.698537333333333,4.8949045,2.8370756086956526,pittcssa
399,12,3.6069460333333336,7.274445,7.274445,4.3570755,2.8807667833333332,pittcssa
400,34,3.402466911764706,6.782705,6.782705,6.782705,3.2029755882352937,pittcssa
401,8,3.2194990375000003,4.538711,4.538711,4.538711,2.6521601625,pittcssa
402,9,3.366656822222222,6.416388,6.416388,3.5790792000000002,2.5713058888888884,pittcssa
404,8,3.2194990375000003,4.538711,4.538711,4.538711,2.6521601625,pittcssa
405,9,3.366656822222222,6.416388,6.416388,3.5790792000000002,2.5713058888888884,pittcssa
406,4,3.6733425575,5.347054,5.347054,5.107613499999999,1.1195358075000001,pittcssa
408,11,3.8928811090909083,5.901935,5.901935,5.757982999999999,2.845975109090909,pittcssa
409,17,3.7911687705882353,5.442093,6.1184270000000005,4.574496333333333,2.9839047117647057,pittcssa
410,20,3.6313749399999997,6.754584,6.754584,3.9168825000000003,3.23968669,pittcssa
411,21,3.129579442857142,5.886802,5.886802,5.886802,2.849255538095238,pittcssa
412,14,4.489027585714286,6.59303,6.59303,6.59303,4.018096871428572,pittcssa
413,22,3.1622689136363635,4.925744,4.925744,4.925744,2.9383714590909094,pittcssa
414,7,3.668090714285714,7.496588,7.496588,7.496588,2.597149571428571,pittcssa
415,9,3.7673602111111117,6.534501,6.534501,3.7235334499999997,2.9399083333333333,pittcssa
418,6,3.981523038333334,3.855117,3.855117,4.85274875,0.7463572050000001,pittcssa
419,7,3.997238,5.026644,5.026644,3.0431623333333335,2.6930255714285716,pittcssa
420,4,4.918768999999999,5.242048,5.242048,4.623721,2.6069085,pittcssa
422,5,4.058377,4.320126,4.320126,4.5982015,2.2190964,pittcssa
423,9,3.634401,4.572973,4.572973,5.095283500000001,2.502115777777778,pittcssa
424,21,3.205299761904762,6.136152,6.136152,5.322817000000001,2.698364809523809,pittcssa
425,12,3.664319424999999,6.825455,6.825455,4.221952366666667,2.6088313333333333,pittcssa
426,13,2.689764246153847,3.453533,3.453533,3.453533,2.4241078615384617,pittcssa
427,10,2.8995471100000003,4.335979,4.335979,2.58210455,2.3831262000000004,pittcssa
428,23,4.112346978260871,5.109433,4.6623315000000005,6.22598275,3.029567369565217,pittcssa
430,41,3.093085658536585,6.323794,6.323794,3.54208655,2.9203009487804876,pittcssa
433,12,3.599163133333334,3.900547,3.900547,3.900547,3.274117550000001,pittcssa
434,5,4.3134964,6.406551,6.406551,4.907214333333333,1.3691678,pittcssa
435,22,4.347385954545454,6.257711,6.257711,5.622668,3.836234318181818,pittcssa
437,24,3.7888906875,3.896816,3.896816,3.896816,3.6265233541666664,pittcssa
438,9,4.964961666666667,7.405363,7.4191925,6.3466216666666675,2.849421111111111,pittcssa
439,4,3.9356964999999997,5.43889,5.43889,4.144793,1.8633,pittcssa
440,12,4.7486185,4.231919,5.8324705,5.209515000000001,2.57798725,pittcssa
441,12,4.7486185,4.231919,5.8324705,5.209515000000001,2.57798725,pittcssa
442,12,3.6069460333333336,7.274445,7.274445,4.3570755,2.8807667833333332,pittcssa
443,12,3.664319424999999,6.825455,6.825455,4.221952366666667,2.6088313333333333,pittcssa
444,8,3.04656825,2.988035,2.988035,3.2920735,2.223549875,pittcssa
445,9,3.5568126666666666,4.637844,4.637844,4.637844,3.0414966666666667,pittcssa
447,22,2.8359438363636364,4.637844,4.637844,4.637844,2.6251327454545454,pittcssa
448,19,2.95714847368421,6.136152,6.136152,5.322817000000001,2.3968519473684213,pittcssa
449,8,3.04656825,2.988035,2.988035,3.2920735,2.223549875,pittcssa
453,13,2.784983553846154,6.968053,6.8603345000000004,4.5324996749999995,1.3903682692307693,pittcssa
454,9,3.5568126666666666,4.637844,4.637844,4.637844,3.0414966666666667,pittcssa
455,11,4.0036534545454545,4.637844,4.637844,4.637844,3.5820312727272725,pittcssa
456,6,3.981523038333334,3.855117,3.855117,4.85274875,0.7463572050000001,pittcssa
457,5,3.6198433999999997,5.026644,5.026644,3.0431623333333335,1.793946,pittcssa
458,4,4.918768999999999,5.242048,5.242048,4.623721,2.6069085,pittcssa
459,3,4.385329666666666,5.804013,5.804013,5.804013,2.4506586666666665,pittcssa
462,6,3.6026547166666667,4.036094,4.036094,4.328885,2.15969305,pittcssa
463,4,3.3829073250000006,4.876083,4.876083,4.876083,2.1638865750000003,pittcssa
464,12,2.8758282499999996,6.095413,6.095413,3.3626549999999997,2.3153857500000004,pittcssa
465,38,3.1355419894736842,6.633372,6.633372,5.731821,2.8338672000000003,pittcssa
466,5,3.79242822,4.575308,4.575308,4.331205499999999,2.05994602,pittcssa
467,27,3.0828528555555548,0.328867,0.328867,0.328867,3.0706725962962955,pittcssa
468,18,2.867191066666666,4.554286,4.554286,4.554286,2.6141751777777773,pittcssa
469,17,3.7567879999999994,6.538589,6.538589,4.354509333333334,2.988345176470588,pittcssa
470,11,3.9164456363636373,5.910181,5.910181,3.4503804999999996,3.2891037272727277,pittcssa
471,4,4.714454,7.275246,7.275246,7.275246,2.8956425,pittcssa
