SentenceID,NumberOfWords,AverageSurprisalWithPunct,CorpusName
103,7,2.9276873571428577,cmucssa
104,3,4.007384,cmucssa
105,5,3.8995462000000005,cmucssa
106,6,4.2545771666666665,cmucssa
107,4,4.506748525,cmucssa
108,9,3.279526011111111,cmucssa
109,8,3.69146885,cmucssa
111,3,4.463151666666666,cmucssa
112,3,4.659487333333334,cmucssa
114,4,4.9410335000000005,cmucssa
115,15,3.6783042333333333,cmucssa
116,12,3.39481995,cmucssa
117,3,3.8006917,cmucssa
118,23,2.6744160217391304,cmucssa
120,16,3.6728537125,cmucssa
121,13,2.7313395307692305,cmucssa
123,5,4.6382204,cmucssa
124,9,2.7674877777777778,cmucssa
125,10,2.92454824,cmucssa
126,24,3.0969296041666663,cmucssa
129,11,3.830207,cmucssa
130,12,3.325399675,cmucssa
132,11,3.1165717272727265,cmucssa
133,4,3.768293,cmucssa
134,7,2.9276873571428577,cmucssa
135,3,4.007384,cmucssa
136,5,3.8995462000000005,cmucssa
137,6,4.2545771666666665,cmucssa
138,10,3.6314685600000005,cmucssa
140,37,3.315703378378378,cmucssa
142,11,3.3033111909090906,cmucssa
143,4,4.3036065,cmucssa
145,3,4.145495,cmucssa
146,3,4.223831566666667,cmucssa
147,6,3.2193651666666674,cmucssa
148,16,3.6728537125,cmucssa
149,13,2.7313395307692305,cmucssa
150,16,3.6728537125,cmucssa
151,13,2.7313395307692305,cmucssa
152,16,3.6728537125,cmucssa
153,13,2.7313395307692305,cmucssa
154,16,3.6728537125,cmucssa
155,13,2.7313395307692305,cmucssa
156,12,4.102571416666666,cmucssa
158,8,3.69146885,cmucssa
161,21,3.520009642857142,cmucssa
162,12,2.5256010749999995,cmucssa
163,13,3.3766433153846154,cmucssa
164,6,2.8746388166666663,cmucssa
165,4,3.216775325,cmucssa
166,20,3.6447138000000003,cmucssa
168,3,3.8781813333333335,cmucssa
169,6,4.756863,cmucssa
170,15,3.565103553333333,cmucssa
171,7,4.402461142857143,cmucssa
172,3,3.5629073333333334,cmucssa
174,3,2.5509622333333333,cmucssa
175,7,3.689168657142858,cmucssa
176,3,4.742261,cmucssa
177,8,5.535569125,cmucssa
179,7,3.5422745714285715,cmucssa
180,9,3.261389533333334,cmucssa
181,8,3.4069610000000004,cmucssa
182,15,4.38599266,cmucssa
183,16,5.2547739374999995,cmucssa
184,18,2.87306725,cmucssa
186,16,3.1053113062500004,cmucssa
187,9,2.3750732333333335,cmucssa
188,9,3.7387480111111113,cmucssa
189,7,4.402461142857143,cmucssa
190,3,3.8975516666666667,cmucssa
191,8,3.0360088125,cmucssa
192,21,3.4323636619047626,cmucssa
193,10,3.2070429000000003,cmucssa
194,9,3.899065111111111,cmucssa
195,11,3.679810081818182,cmucssa
197,5,3.9947044,cmucssa
198,7,3.421106185714286,cmucssa
199,12,3.3832106000000004,cmucssa
200,4,4.333203750000001,cmucssa
201,8,3.3194364249999997,cmucssa
202,11,3.4392843636363635,cmucssa
203,16,3.24391458125,cmucssa
204,4,3.9005034999999997,cmucssa
205,8,2.9830311500000004,cmucssa
206,9,4.5971575555555555,cmucssa
208,11,3.6756566363636365,cmucssa
209,8,3.605002375,cmucssa
210,3,3.9931870000000003,cmucssa
211,6,4.4416625,cmucssa
212,8,4.016273375,cmucssa
213,3,2.8511970000000004,cmucssa
214,12,3.1164492750000004,cmucssa
215,3,3.0419506666666667,cmucssa
216,3,3.9999846666666667,cmucssa
219,16,3.62644570625,cmucssa
221,9,3.2226032555555557,cmucssa
222,3,5.357924999999999,cmucssa
223,20,3.6447138000000003,cmucssa
225,8,3.0360088125,cmucssa
226,21,3.4323636619047626,cmucssa
227,4,4.813740425,cmucssa
228,3,3.3757413333333335,cmucssa
229,4,4.813740425,cmucssa
230,3,3.3757413333333335,cmucssa
231,10,3.8626139699999995,cmucssa
232,13,2.766704638461538,cmucssa
233,3,4.504695,cmucssa
234,9,3.603717155555555,cmucssa
235,3,3.621859666666667,cmucssa
236,4,3.14050375,cmucssa
237,3,2.3888418,cmucssa
238,9,3.5531483333333336,cmucssa
239,5,3.3629716600000004,cmucssa
240,5,2.56866046,cmucssa
241,9,2.8438794444444446,cmucssa
242,7,3.093318157142857,cmucssa
243,3,4.631515666666666,cmucssa
244,3,2.5956449333333333,cmucssa
245,12,3.188392608333333,cmucssa
246,4,4.38867175,cmucssa
248,8,3.0360088125,cmucssa
249,21,3.4323636619047626,cmucssa
250,4,3.6076430000000004,cmucssa
251,7,3.8005558571428577,cmucssa
252,14,3.1789374857142856,cmucssa
253,16,3.4660296875000003,cmucssa
254,11,4.6399325454545455,cmucssa
255,3,3.2301422,cmucssa
256,3,4.606267333333333,cmucssa
257,6,3.4844069833333333,cmucssa
258,6,2.97594005,cmucssa
261,13,3.1416018384615376,cmucssa
262,5,2.7976426400000003,cmucssa
263,7,3.8405861428571435,cmucssa
264,3,4.007384,cmucssa
265,5,3.8995462000000005,cmucssa
266,7,3.156150742857143,cmucssa
267,13,3.1813801538461535,cmucssa
268,16,3.62644570625,cmucssa
269,12,2.74215145,cmucssa
270,9,2.361332522222222,cmucssa
271,4,4.015384000000001,cmucssa
272,4,3.719703,cmucssa
273,8,3.6425177500000006,cmucssa
274,8,3.2583704375,cmucssa
275,8,3.605002375,cmucssa
276,3,3.9931870000000003,cmucssa
277,6,4.4416625,cmucssa
278,8,4.016273375,cmucssa
279,3,2.8511970000000004,cmucssa
280,12,3.1164492750000004,cmucssa
281,3,3.0419506666666667,cmucssa
282,3,3.9999846666666667,cmucssa
284,9,3.7890052222222215,cmucssa
285,5,3.968036,cmucssa
286,3,4.681715333333333,cmucssa
287,8,3.931674,cmucssa
288,11,3.928894090909091,cmucssa
289,8,4.1578133625,cmucssa
290,7,3.4110414285714286,cmucssa
291,9,3.9095204444444445,cmucssa
292,11,3.8836080909090906,cmucssa
293,3,4.727289,cmucssa
294,3,4.567696000000001,cmucssa
295,7,3.0554269999999994,cmucssa
296,26,3.4559181884615384,cmucssa
297,12,3.0667688416666663,cmucssa
298,5,4.5873354,cmucssa
299,3,4.133151666666667,cmucssa
300,11,3.1500107272727274,cmucssa
302,8,3.0943630125,cmucssa
303,6,3.6002733166666663,cmucssa
304,3,4.843144,cmucssa
305,7,3.437428928571429,cmucssa
306,3,4.539112666666667,cmucssa
307,5,4.0944574,cmucssa
308,10,2.93164081,cmucssa
309,13,3.2702620692307685,cmucssa
311,13,3.1416018384615376,cmucssa
312,5,2.7976426400000003,cmucssa
313,7,3.8405861428571435,cmucssa
314,3,4.007384,cmucssa
315,5,3.8995462000000005,cmucssa
316,7,3.156150742857143,cmucssa
317,10,3.9913163,cmucssa
319,11,3.4392843636363635,cmucssa
320,3,3.144496,cmucssa
321,6,2.7674916666666665,cmucssa
322,10,4.356732399999999,cmucssa
323,3,5.076153666666667,cmucssa
325,12,2.9791307083333334,cmucssa
326,16,3.62644570625,cmucssa
327,7,3.8005558571428577,cmucssa
328,9,2.952372277777778,cmucssa
329,10,3.7628863600000004,cmucssa
331,6,3.61442555,cmucssa
332,3,4.863320000000001,cmucssa
333,10,3.65192071,cmucssa
336,13,3.1416018384615376,cmucssa
337,5,2.7976426400000003,cmucssa
338,7,3.8405861428571435,cmucssa
339,3,4.007384,cmucssa
340,5,3.8995462000000005,cmucssa
341,7,3.156150742857143,cmucssa
342,3,3.6640910000000004,cmucssa
344,9,2.7674877777777778,cmucssa
345,10,2.92454824,cmucssa
347,9,2.9653375555555557,cmucssa
348,7,2.7236578142857146,cmucssa
349,7,3.7126404714285717,cmucssa
350,6,3.183275383333333,cmucssa
351,4,4.009237000000001,cmucssa
352,17,3.2411741764705884,cmucssa
353,9,3.6782150555555555,cmucssa
354,8,3.4562821125,cmucssa
355,4,3.6399243500000003,cmucssa
357,13,2.917770230769231,cmucssa
358,9,4.238566788888889,cmucssa
359,6,3.025080716666666,cmucssa
360,15,2.8788951133333334,cmucssa
361,10,3.2863467,cmucssa
362,24,3.4897092583333347,cmucssa
363,9,3.1442154444444443,cmucssa
364,16,3.62644570625,cmucssa
365,7,4.042820857142857,cmucssa
367,4,3.8130854999999997,cmucssa
368,5,3.99820766,cmucssa
369,14,3.0476997007142863,cmucssa
370,3,2.314988833333333,cmucssa
371,3,3.502823,cmucssa
372,5,4.271019140000001,cmucssa
373,8,3.2746896249999997,cmucssa
374,3,4.639107,cmucssa
375,9,4.525199377777778,cmucssa
376,8,3.784014875,cmucssa
377,5,2.86231796,cmucssa
378,5,3.8819551999999993,cmucssa
380,3,3.6913780000000003,cmucssa
381,6,3.183275383333333,cmucssa
382,13,3.673489207692307,cmucssa
383,4,3.2971269999999997,cmucssa
384,5,3.11639002,cmucssa
385,13,3.1416018384615376,cmucssa
386,5,2.7976426400000003,cmucssa
387,7,3.8405861428571435,cmucssa
388,3,4.007384,cmucssa
389,5,3.8995462000000005,cmucssa
390,7,3.156150742857143,cmucssa
391,6,4.326371166666667,cmucssa
393,4,4.941129,cmucssa
394,3,2.8511970000000004,cmucssa
395,10,3.789384019999999,cmucssa
396,8,4.349922375,cmucssa
398,13,3.1416018384615376,cmucssa
399,5,2.7976426400000003,cmucssa
400,7,3.8405861428571435,cmucssa
401,3,4.007384,cmucssa
402,5,3.8995462000000005,cmucssa
403,7,3.156150742857143,cmucssa
404,11,3.510312727272727,cmucssa
406,14,2.6673860785714285,cmucssa
407,12,3.285465166666667,cmucssa
408,7,3.8002734285714284,cmucssa
409,5,3.11639002,cmucssa
410,13,3.1416018384615376,cmucssa
411,5,2.7976426400000003,cmucssa
412,7,3.8405861428571435,cmucssa
413,3,4.007384,cmucssa
414,5,3.8995462000000005,cmucssa
415,7,3.156150742857143,cmucssa
417,3,3.0419506666666667,cmucssa
418,3,2.9171860666666665,cmucssa
419,13,3.3888876153846152,cmucssa
420,9,3.424199777777778,cmucssa
421,33,3.1288960212121215,cmucssa
422,7,3.1675268857142855,cmucssa
423,12,3.722894925,cmucssa
424,6,4.002684166666667,cmucssa
425,10,3.51558074,cmucssa
427,16,3.6154481,cmucssa
428,6,3.0991511833333334,cmucssa
429,3,4.606267333333333,cmucssa
430,6,3.4844069833333333,cmucssa
431,6,2.97594005,cmucssa
432,7,3.1854845714285713,cmucssa
433,4,4.10262175,cmucssa
434,8,2.651779725,cmucssa
435,7,3.1854845714285713,cmucssa
436,3,4.606267333333333,cmucssa
437,6,3.4844069833333333,cmucssa
438,6,2.97594005,cmucssa
439,8,3.919636625,cmucssa
440,6,2.3914488166666668,cmucssa
441,13,3.4584701923076917,cmucssa
442,8,2.939836875,cmucssa
443,5,3.11639002,cmucssa
444,13,3.1416018384615376,cmucssa
445,5,2.7976426400000003,cmucssa
446,7,3.8405861428571435,cmucssa
447,3,4.007384,cmucssa
448,5,3.8995462000000005,cmucssa
450,10,3.4760505000000004,cmucssa
451,8,2.6253255875,cmucssa
452,10,2.92454824,cmucssa
455,14,2.7868390142857145,cmucssa
457,13,3.1416018384615376,cmucssa
458,5,2.7976426400000003,cmucssa
459,7,3.8405861428571435,cmucssa
460,3,4.007384,cmucssa
461,5,3.8995462000000005,cmucssa
462,7,3.156150742857143,cmucssa
463,16,3.62644570625,cmucssa
464,3,4.307715666666667,cmucssa
466,6,3.183275383333333,cmucssa
468,6,3.183275383333333,cmucssa
469,6,3.01014545,cmucssa
471,16,2.9511843687500003,cmucssa
472,14,2.4397424071428566,cmucssa
473,16,2.9511843687500003,cmucssa
474,14,2.4397424071428566,cmucssa
475,16,3.62644570625,cmucssa
476,6,4.786538999999999,cmucssa
477,10,3.3678729000000005,cmucssa
478,7,3.1346808285714287,cmucssa
479,12,2.9791307083333334,cmucssa
480,9,3.7970894444444445,cmucssa
481,11,3.6466483,cmucssa
482,6,4.786538999999999,cmucssa
483,12,3.186701258333333,cmucssa
485,10,4.047605599999999,cmucssa
486,8,2.4163439375,cmucssa
487,3,4.007384,cmucssa
488,5,3.29551564,cmucssa
489,5,5.079077799999999,cmucssa
491,13,3.1416018384615376,cmucssa
492,5,2.7976426400000003,cmucssa
493,7,3.8405861428571435,cmucssa
494,3,4.007384,cmucssa
495,5,3.8995462000000005,cmucssa
496,16,2.9511843687500003,cmucssa
497,14,2.4397424071428566,cmucssa
498,7,3.8005558571428577,cmucssa
499,9,2.952372277777778,cmucssa
501,6,3.183275383333333,cmucssa
502,20,3.4446439450000006,cmucssa
503,5,4.0944574,cmucssa
504,6,3.988515,cmucssa
505,13,3.2702620692307685,cmucssa
506,10,4.2169045999999994,cmucssa
507,4,4.765398425000001,cmucssa
508,23,3.224861343478261,cmucssa
509,15,3.0507724333333335,cmucssa
510,13,3.1416018384615376,cmucssa
511,5,2.7976426400000003,cmucssa
512,15,3.0507724333333335,cmucssa
514,7,2.873897614285714,cmucssa
515,6,4.786538999999999,cmucssa
516,9,3.7100775555555554,cmucssa
517,12,2.8910614166666666,cmucssa
519,23,3.224861343478261,cmucssa
520,15,3.0507724333333335,cmucssa
521,13,3.1416018384615376,cmucssa
522,5,2.7976426400000003,cmucssa
523,15,3.0507724333333335,cmucssa
525,13,3.5951504923076922,cmucssa
526,17,3.5684871529411764,cmucssa
527,7,3.823028457142857,cmucssa
528,6,3.4871796333333336,cmucssa
530,18,2.644750277777778,cmucssa
532,16,3.31593424375,cmucssa
534,8,2.6253255875,cmucssa
535,10,2.92454824,cmucssa
536,4,5.10913325,cmucssa
538,8,3.69146885,cmucssa
541,4,3.764455,cmucssa
543,11,3.928894090909091,cmucssa
545,6,3.0842221833333334,cmucssa
546,23,3.7613887304347826,cmucssa
547,11,2.703703845454545,cmucssa
548,4,4.41132575,cmucssa
549,8,3.69146885,cmucssa
551,15,2.8686301866666666,cmucssa
553,5,3.11639002,cmucssa
554,13,3.1416018384615376,cmucssa
555,5,2.7976426400000003,cmucssa
556,7,3.8405861428571435,cmucssa
557,3,4.007384,cmucssa
558,5,3.8995462000000005,cmucssa
559,8,2.4163439375,cmucssa
560,3,4.007384,cmucssa
561,5,3.29551564,cmucssa
562,5,5.079077799999999,cmucssa
564,13,3.1416018384615376,cmucssa
565,5,2.7976426400000003,cmucssa
566,7,3.8405861428571435,cmucssa
567,3,4.007384,cmucssa
568,5,3.8995462000000005,cmucssa
569,18,2.579345288888889,cmucssa
570,9,4.342942666666667,cmucssa
571,16,3.373558875,cmucssa
572,12,3.5751818750000006,cmucssa
573,5,3.8033997999999998,cmucssa
574,7,3.257570071428572,cmucssa
575,4,4.41132575,cmucssa
576,8,3.69146885,cmucssa
579,10,3.5267844000000004,cmucssa
581,3,5.175292,cmucssa
582,7,3.131398914285714,cmucssa
583,11,3.0121439,cmucssa
584,8,3.261759625,cmucssa
585,7,4.365467428571429,cmucssa
586,7,3.8005558571428577,cmucssa
587,9,2.952372277777778,cmucssa
588,4,4.765398425000001,cmucssa
589,5,3.1648711999999994,cmucssa
590,5,3.8819551999999993,cmucssa
591,22,3.5612860636363624,cmucssa
592,6,4.117182666666667,cmucssa
594,13,3.1416018384615376,cmucssa
595,5,2.7976426400000003,cmucssa
596,7,3.8405861428571435,cmucssa
597,3,4.007384,cmucssa
598,5,3.8995462000000005,cmucssa
599,8,2.4163439375,cmucssa
600,3,4.007384,cmucssa
601,5,3.29551564,cmucssa
602,5,5.079077799999999,cmucssa
603,5,3.11639002,cmucssa
604,13,3.1416018384615376,cmucssa
605,5,2.7976426400000003,cmucssa
606,7,3.8405861428571435,cmucssa
607,3,4.007384,cmucssa
608,5,3.8995462000000005,cmucssa
609,4,4.41132575,cmucssa
610,8,3.69146885,cmucssa
613,5,4.579650600000001,cmucssa
614,9,3.4388340000000004,cmucssa
616,14,3.489563128571429,cmucssa
617,10,3.6314685600000005,cmucssa
618,4,4.41132575,cmucssa
619,8,3.69146885,cmucssa
621,6,2.3914488166666668,cmucssa
622,16,3.18491766875,cmucssa
623,7,3.0074392,cmucssa
624,11,3.2435680363636363,cmucssa
627,10,3.6509100800000005,cmucssa
628,4,4.41132575,cmucssa
629,4,4.460895,cmucssa
630,8,3.69146885,cmucssa
632,8,2.4163439375,cmucssa
633,3,4.007384,cmucssa
634,5,3.29551564,cmucssa
635,5,5.079077799999999,cmucssa
637,13,3.1416018384615376,cmucssa
638,5,2.7976426400000003,cmucssa
639,7,3.8405861428571435,cmucssa
640,3,4.007384,cmucssa
641,5,3.8995462000000005,cmucssa
642,5,3.11639002,cmucssa
643,13,3.1416018384615376,cmucssa
644,5,2.7976426400000003,cmucssa
645,7,3.8405861428571435,cmucssa
646,3,4.007384,cmucssa
647,5,3.8995462000000005,cmucssa
648,7,3.1346808285714287,cmucssa
649,7,2.9290936857142857,cmucssa
650,5,2.9213256000000003,cmucssa
652,4,3.93403275,cmucssa
653,4,2.658835475,cmucssa
654,7,3.901855285714286,cmucssa
655,6,3.5426634999999997,cmucssa
656,16,4.12051675625,cmucssa
657,19,3.323023121052632,cmucssa
658,11,3.9169526909090915,cmucssa
659,18,2.644750277777778,cmucssa
661,6,3.2751219999999996,cmucssa
662,3,4.870367000000001,cmucssa
663,13,2.8952713538461534,cmucssa
664,13,3.6068353384615386,cmucssa
665,5,3.4119492,cmucssa
666,4,4.41132575,cmucssa
667,8,3.69146885,cmucssa
670,8,3.3783942499999995,cmucssa
671,7,4.050121857142857,cmucssa
672,10,3.67517906,cmucssa
673,9,2.617880511111111,cmucssa
674,8,3.69146885,cmucssa
676,8,3.69146885,cmucssa
678,8,3.69146885,cmucssa
680,10,3.6314685600000005,cmucssa
681,8,3.69146885,cmucssa
683,20,3.1483033899999997,cmucssa
684,3,3.825934,cmucssa
686,13,3.1416018384615376,cmucssa
687,5,2.7976426400000003,cmucssa
688,7,3.8405861428571435,cmucssa
689,3,4.007384,cmucssa
690,5,3.8995462000000005,cmucssa
691,8,2.4163439375,cmucssa
692,3,4.007384,cmucssa
693,5,3.29551564,cmucssa
694,5,5.079077799999999,cmucssa
695,8,2.4163439375,cmucssa
696,3,4.007384,cmucssa
697,5,3.29551564,cmucssa
698,5,5.079077799999999,cmucssa
699,5,3.11639002,cmucssa
700,13,3.1416018384615376,cmucssa
701,5,2.7976426400000003,cmucssa
702,7,3.8405861428571435,cmucssa
703,3,4.007384,cmucssa
704,5,3.8995462000000005,cmucssa
708,7,2.6378112142857146,cmucssa
709,3,2.4942530333333335,cmucssa
710,18,2.929838666666667,cmucssa
711,14,3.069405621428572,cmucssa
712,9,4.170431777777778,cmucssa
713,12,3.2726701666666664,cmucssa
714,7,4.307313285714286,cmucssa
716,8,3.69146885,cmucssa
718,5,3.11639002,cmucssa
719,13,3.1416018384615376,cmucssa
720,5,2.7976426400000003,cmucssa
721,7,3.8405861428571435,cmucssa
722,3,4.007384,cmucssa
723,5,3.8995462000000005,cmucssa
724,10,2.9883282,cmucssa
725,10,3.6314685600000005,cmucssa
727,10,3.6314685600000005,cmucssa
729,6,3.584968833333333,cmucssa
732,11,3.928894090909091,cmucssa
733,9,3.7491258666666667,cmucssa
734,15,3.1003111466666664,cmucssa
735,11,4.124331000000001,cmucssa
736,11,3.928894090909091,cmucssa
738,10,2.4435731000000005,cmucssa
739,7,4.328822714285714,cmucssa
741,6,4.296179666666666,cmucssa
742,3,4.0728773333333335,cmucssa
743,9,2.994607,cmucssa
744,10,3.2549058099999995,cmucssa
745,8,3.69146885,cmucssa
747,8,3.69146885,cmucssa
750,10,3.5267844000000004,cmucssa
751,18,3.445494666666667,cmucssa
752,19,3.1578374526315787,cmucssa
753,11,3.928894090909091,cmucssa
754,3,3.502823,cmucssa
756,7,3.8874956714285713,cmucssa
758,7,3.8874956714285713,cmucssa
761,7,2.6378112142857146,cmucssa
762,3,2.4942530333333335,cmucssa
763,12,3.8913341416666665,cmucssa
765,9,3.7383397777777776,cmucssa
767,25,3.21561748,cmucssa
768,4,3.74446575,cmucssa
769,14,2.925753785714285,cmucssa
770,3,3.8006917,cmucssa
771,8,3.85477655,cmucssa
772,8,3.69146885,cmucssa
774,8,3.69146885,cmucssa
776,20,3.1483033899999997,cmucssa
777,11,3.928894090909091,cmucssa
778,19,3.852790242105263,cmucssa
779,6,4.3001375,cmucssa
780,3,5.958011333333334,cmucssa
783,16,3.45389838125,cmucssa
784,4,1.849786975,cmucssa
785,16,3.1086572187499995,cmucssa
786,16,3.2678880625,cmucssa
787,13,3.3694937230769235,cmucssa
788,4,3.994161,cmucssa
789,12,3.363115891666667,cmucssa
790,10,3.7008905899999993,cmucssa
791,4,1.849786975,cmucssa
792,16,3.1086572187499995,cmucssa
793,13,3.197241276923077,cmucssa
794,13,3.3694937230769235,cmucssa
795,4,3.994161,cmucssa
796,12,3.363115891666667,cmucssa
797,11,3.920237809090909,cmucssa
798,3,2.8365853666666667,cmucssa
799,11,3.928894090909091,cmucssa
800,7,3.1758397142857144,cmucssa
801,4,4.442335,cmucssa
802,3,3.7915010000000002,cmucssa
803,11,2.7225604090909097,cmucssa
804,11,3.0418917363636364,cmucssa
806,7,3.8874956714285713,cmucssa
807,11,3.4205871090909086,cmucssa
809,10,3.480570599999999,cmucssa
810,5,4.0612070000000005,cmucssa
811,8,3.69146885,cmucssa
813,8,3.69146885,cmucssa
815,13,2.8952713538461534,cmucssa
817,4,4.5530045,cmucssa
818,13,3.5951504923076922,cmucssa
819,17,3.5684871529411764,cmucssa
820,7,3.823028457142857,cmucssa
821,10,3.1831784,cmucssa
822,13,3.1990433307692308,cmucssa
823,9,3.231771777777778,cmucssa
825,7,2.8066455714285716,cmucssa
826,3,4.983293,cmucssa
827,5,4.209461,cmucssa
828,4,4.675417749999999,cmucssa
829,4,3.2118564999999997,cmucssa
831,11,3.1421571818181815,cmucssa
832,17,2.7239137882352935,cmucssa
833,3,2.865098666666667,cmucssa
834,11,3.7481330090909095,cmucssa
835,15,3.0010454466666663,cmucssa
836,28,2.978674360714286,cmucssa
837,8,3.160496,cmucssa
839,3,4.137010666666666,cmucssa
840,7,4.402461142857143,cmucssa
842,9,3.9294663333333335,cmucssa
843,14,2.5745103428571428,cmucssa
844,11,4.458484454545455,cmucssa
845,3,4.7842313333333335,cmucssa
846,19,2.8455881263157896,cmucssa
847,17,2.949462741176471,cmucssa
848,13,2.8107996153846155,cmucssa
849,3,4.304959566666667,cmucssa
850,10,3.2999460399999996,cmucssa
851,4,3.6019620000000003,cmucssa
852,6,4.073374833333333,cmucssa
853,7,4.084345714285715,cmucssa
854,7,3.6299477142857137,cmucssa
855,5,4.3758892,cmucssa
856,25,3.21561748,cmucssa
857,4,2.78496925,cmucssa
859,16,4.12051675625,cmucssa
860,16,3.6728537125,cmucssa
861,8,3.0218087875,cmucssa
862,3,4.0728773333333335,cmucssa
863,9,2.994607,cmucssa
864,10,3.3406390299999997,cmucssa
865,5,3.3614089999999996,cmucssa
866,8,3.6660362499999994,cmucssa
867,4,5.167960249999999,cmucssa
868,15,3.0493441466666673,cmucssa
869,17,3.007008276470589,cmucssa
870,5,4.373658000000001,cmucssa
871,7,4.402461142857143,cmucssa
873,8,3.9885195999999996,cmucssa
874,9,3.331437933333333,cmucssa
876,4,5.5344105,cmucssa
877,7,3.8405861428571435,cmucssa
878,3,4.007384,cmucssa
879,5,3.8995462000000005,cmucssa
880,3,5.505014666666667,cmucssa
881,14,3.623209835714286,cmucssa
882,4,3.369082775,cmucssa
883,4,3.97795475,cmucssa
884,4,4.50845,cmucssa
885,4,4.067983,cmucssa
886,15,2.9987608066666662,cmucssa
887,4,4.39043375,cmucssa
889,19,3.4902673789473675,cmucssa
890,6,3.6140885,cmucssa
891,5,4.3994118,cmucssa
892,3,2.5126191666666666,cmucssa
893,4,3.257472025,cmucssa
894,6,3.2264322833333328,cmucssa
895,7,3.550704028571428,cmucssa
896,7,4.982420142857142,cmucssa
897,7,2.517036214285714,cmucssa
898,12,3.9276947499999992,cmucssa
899,5,4.373658000000001,cmucssa
900,3,4.236785666666667,cmucssa
901,4,3.034722625,cmucssa
902,16,4.12051675625,cmucssa
903,7,3.4877010285714287,cmucssa
904,17,3.844326352941176,cmucssa
905,8,3.603153,cmucssa
906,8,3.6357397000000002,cmucssa
907,10,2.90980698,cmucssa
908,3,3.154701666666666,cmucssa
909,15,3.067844166666667,cmucssa
910,7,4.146637857142857,cmucssa
911,7,3.8405861428571435,cmucssa
912,3,4.007384,cmucssa
913,5,3.8995462000000005,cmucssa
915,9,3.448697222222222,cmucssa
916,15,3.2174637533333326,cmucssa
917,28,3.1777845357142858,cmucssa
918,5,3.3183022,cmucssa
919,7,3.9863651428571427,cmucssa
920,10,4.5897634,cmucssa
921,3,3.7609176666666673,cmucssa
922,6,3.177062,cmucssa
923,8,3.3995653124999996,cmucssa
