"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-My workers","UPDATE-My workers","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A1A1ZXUVSV4YR8","https://requester.mturk.com/workers/A1A1ZXUVSV4YR8","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1BDH3O29OKARK","https://requester.mturk.com/workers/A1BDH3O29OKARK","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1BF1W2XN5BWFQ","https://requester.mturk.com/workers/A1BF1W2XN5BWFQ","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1BQKP971LFCYL","https://requester.mturk.com/workers/A1BQKP971LFCYL","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1CJQ1MCXPRR2L","https://requester.mturk.com/workers/A1CJQ1MCXPRR2L","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1DXYZ9EW2R6DT","https://requester.mturk.com/workers/A1DXYZ9EW2R6DT","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1EK8YNHZHTW1J","https://requester.mturk.com/workers/A1EK8YNHZHTW1J","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1GPGAMK4T49TW","https://requester.mturk.com/workers/A1GPGAMK4T49TW","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1IAMFWEE5O3RG","https://requester.mturk.com/workers/A1IAMFWEE5O3RG","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1KVE1E8ZON2F7","https://requester.mturk.com/workers/A1KVE1E8ZON2F7","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1L1S0IAPZB4MO","https://requester.mturk.com/workers/A1L1S0IAPZB4MO","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1M2QISNG1O7K8","https://requester.mturk.com/workers/A1M2QISNG1O7K8","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1M52J1BIO1O2V","https://requester.mturk.com/workers/A1M52J1BIO1O2V","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1MWYS9YMR5MGQ","https://requester.mturk.com/workers/A1MWYS9YMR5MGQ","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1NZ4BJK085UI7","https://requester.mturk.com/workers/A1NZ4BJK085UI7","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1O6NAOVMJ1XVC","https://requester.mturk.com/workers/A1O6NAOVMJ1XVC","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1PFJ5ACN1S55A","https://requester.mturk.com/workers/A1PFJ5ACN1S55A","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1R2GKP9RVX5SA","https://requester.mturk.com/workers/A1R2GKP9RVX5SA","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1RGKDDAQN68NO","https://requester.mturk.com/workers/A1RGKDDAQN68NO","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1RK4PGIIJGBQN","https://requester.mturk.com/workers/A1RK4PGIIJGBQN","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1RV1XCSULL4DK","https://requester.mturk.com/workers/A1RV1XCSULL4DK","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1SX9GLTEPQ25T","https://requester.mturk.com/workers/A1SX9GLTEPQ25T","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1TB704LFMMB4R","https://requester.mturk.com/workers/A1TB704LFMMB4R","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1TW60NCALLP12","https://requester.mturk.com/workers/A1TW60NCALLP12","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1WAWEY2810TFN","https://requester.mturk.com/workers/A1WAWEY2810TFN","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A1XE81PDQ4YPE","https://requester.mturk.com/workers/A1XE81PDQ4YPE","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A20MHE48O1SO56","https://requester.mturk.com/workers/A20MHE48O1SO56","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A20QXCW2IQ1JTI","https://requester.mturk.com/workers/A20QXCW2IQ1JTI","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A22KNHLEDEI42N","https://requester.mturk.com/workers/A22KNHLEDEI42N","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A23NESSAWIXYA5","https://requester.mturk.com/workers/A23NESSAWIXYA5","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A24JKHC4HTY6CD","https://requester.mturk.com/workers/A24JKHC4HTY6CD","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A24NA8ASZY358P","https://requester.mturk.com/workers/A24NA8ASZY358P","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A275STSZHFODG6","https://requester.mturk.com/workers/A275STSZHFODG6","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2880Y23V0UITQ","https://requester.mturk.com/workers/A2880Y23V0UITQ","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A28MBKG5QQ0F8H","https://requester.mturk.com/workers/A28MBKG5QQ0F8H","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A28QUR0QYD2WI7","https://requester.mturk.com/workers/A28QUR0QYD2WI7","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A29BLVQALSAGAP","https://requester.mturk.com/workers/A29BLVQALSAGAP","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A29IGBZ9R3C59H","https://requester.mturk.com/workers/A29IGBZ9R3C59H","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2BVY78YSPZ0C3","https://requester.mturk.com/workers/A2BVY78YSPZ0C3","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2C33799VENPIP","https://requester.mturk.com/workers/A2C33799VENPIP","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2CSDDEF3W5XJ1","https://requester.mturk.com/workers/A2CSDDEF3W5XJ1","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2DIYZKRJME8Z2","https://requester.mturk.com/workers/A2DIYZKRJME8Z2","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2EP7C9FJU1Y6X","https://requester.mturk.com/workers/A2EP7C9FJU1Y6X","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2FAKTUX48XA8L","https://requester.mturk.com/workers/A2FAKTUX48XA8L","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2FJ8YQ6VHGD2L","https://requester.mturk.com/workers/A2FJ8YQ6VHGD2L","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2GRDXKQMO9AKR","https://requester.mturk.com/workers/A2GRDXKQMO9AKR","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2GYHE0G2PMHF7","https://requester.mturk.com/workers/A2GYHE0G2PMHF7","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2HG1N3BVQO6I","https://requester.mturk.com/workers/A2HG1N3BVQO6I","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2HITRHQ441VHA","https://requester.mturk.com/workers/A2HITRHQ441VHA","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2IICH6KZZB6XF","https://requester.mturk.com/workers/A2IICH6KZZB6XF","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2LBH2X1DIWOD","https://requester.mturk.com/workers/A2LBH2X1DIWOD","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2MQQ8MU5BYFU3","https://requester.mturk.com/workers/A2MQQ8MU5BYFU3","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2NI2HSU84PHJW","https://requester.mturk.com/workers/A2NI2HSU84PHJW","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2TZ7IH313CFE1","https://requester.mturk.com/workers/A2TZ7IH313CFE1","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2V5XDYKKJVE4C","https://requester.mturk.com/workers/A2V5XDYKKJVE4C","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2Z5Z53HZL34C3","https://requester.mturk.com/workers/A2Z5Z53HZL34C3","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A2ZPIWKNHLR8KC","https://requester.mturk.com/workers/A2ZPIWKNHLR8KC","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A302512CBCH9X2","https://requester.mturk.com/workers/A302512CBCH9X2","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A30US88GBGBG0V","https://requester.mturk.com/workers/A30US88GBGBG0V","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A32Q6TNSAG4U3I","https://requester.mturk.com/workers/A32Q6TNSAG4U3I","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A33E4766E3QD","https://requester.mturk.com/workers/A33E4766E3QD","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A344SGRYVTUV41","https://requester.mturk.com/workers/A344SGRYVTUV41","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A36SU2WSQH4JQH","https://requester.mturk.com/workers/A36SU2WSQH4JQH","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A37MPHPHMGWFQB","https://requester.mturk.com/workers/A37MPHPHMGWFQB","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A37O5SYY9VWSPY","https://requester.mturk.com/workers/A37O5SYY9VWSPY","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A37XGTIC952YW4","https://requester.mturk.com/workers/A37XGTIC952YW4","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3C5EDRV80P0CO","https://requester.mturk.com/workers/A3C5EDRV80P0CO","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3CFADK3905MM0","https://requester.mturk.com/workers/A3CFADK3905MM0","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3CRRFF9J9ZTRO","https://requester.mturk.com/workers/A3CRRFF9J9ZTRO","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3DDWZOH9DPSP9","https://requester.mturk.com/workers/A3DDWZOH9DPSP9","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3DTTYTY970GGC","https://requester.mturk.com/workers/A3DTTYTY970GGC","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3F19XZ6NM6AR7","https://requester.mturk.com/workers/A3F19XZ6NM6AR7","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3FHVHURR4H6V1","https://requester.mturk.com/workers/A3FHVHURR4H6V1","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3FZLNLVMRPO5Y","https://requester.mturk.com/workers/A3FZLNLVMRPO5Y","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3GPHENAT5DWHG","https://requester.mturk.com/workers/A3GPHENAT5DWHG","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3HMJTA2S4Q3NQ","https://requester.mturk.com/workers/A3HMJTA2S4Q3NQ","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3JC5R5HMP1XSA","https://requester.mturk.com/workers/A3JC5R5HMP1XSA","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3K72W67MBZ0AF","https://requester.mturk.com/workers/A3K72W67MBZ0AF","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3K7CO1BSDRQ84","https://requester.mturk.com/workers/A3K7CO1BSDRQ84","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3LDQA6YZGV6NK","https://requester.mturk.com/workers/A3LDQA6YZGV6NK","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3N5462QAZ9V6T","https://requester.mturk.com/workers/A3N5462QAZ9V6T","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3N5TCHRPQF6P","https://requester.mturk.com/workers/A3N5TCHRPQF6P","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3OMRMNTOU7QXI","https://requester.mturk.com/workers/A3OMRMNTOU7QXI","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3PEDSLDKU79RH","https://requester.mturk.com/workers/A3PEDSLDKU79RH","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3PSIT0A7OU2FL","https://requester.mturk.com/workers/A3PSIT0A7OU2FL","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3Q2SVJQJIC8CE","https://requester.mturk.com/workers/A3Q2SVJQJIC8CE","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3QJ8GCXBF3QH7","https://requester.mturk.com/workers/A3QJ8GCXBF3QH7","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3RWDYQD1331VH","https://requester.mturk.com/workers/A3RWDYQD1331VH","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3T00CY2PTYDAW","https://requester.mturk.com/workers/A3T00CY2PTYDAW","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3TKUXUTDX6FBF","https://requester.mturk.com/workers/A3TKUXUTDX6FBF","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3VMNOYU4TNDNS","https://requester.mturk.com/workers/A3VMNOYU4TNDNS","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A3VOMP0WOJTB4I","https://requester.mturk.com/workers/A3VOMP0WOJTB4I","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A41VIGPOYTFUH","https://requester.mturk.com/workers/A41VIGPOYTFUH","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A4PFF3LK637YM","https://requester.mturk.com/workers/A4PFF3LK637YM","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A4V8G43TEWKER","https://requester.mturk.com/workers/A4V8G43TEWKER","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A4X9Z8DZIW3","https://requester.mturk.com/workers/A4X9Z8DZIW3","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A5WAWW70PYRP","https://requester.mturk.com/workers/A5WAWW70PYRP","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A654E8ZVRD6GM","https://requester.mturk.com/workers/A654E8ZVRD6GM","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A746183X8258H","https://requester.mturk.com/workers/A746183X8258H","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A7J4Y6FOPZ8YV","https://requester.mturk.com/workers/A7J4Y6FOPZ8YV","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"A9E9Y0LEAYO4V","https://requester.mturk.com/workers/A9E9Y0LEAYO4V","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AACQ1P1IWRQXL","https://requester.mturk.com/workers/AACQ1P1IWRQXL","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AAJ121M08S5KD","https://requester.mturk.com/workers/AAJ121M08S5KD","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"ABRU6XODRFXB5","https://requester.mturk.com/workers/ABRU6XODRFXB5","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"ACJ8NDBQ6PHHR","https://requester.mturk.com/workers/ACJ8NDBQ6PHHR","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"ACKF1WBCKVLY3","https://requester.mturk.com/workers/ACKF1WBCKVLY3","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"ACZY7EMNLRDUX","https://requester.mturk.com/workers/ACZY7EMNLRDUX","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"ADVCIFLB5A9B","https://requester.mturk.com/workers/ADVCIFLB5A9B","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AE7V5Q6DX17T","https://requester.mturk.com/workers/AE7V5Q6DX17T","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AGJTTK50503VZ","https://requester.mturk.com/workers/AGJTTK50503VZ","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AH3W6E7W1EU0D","https://requester.mturk.com/workers/AH3W6E7W1EU0D","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AH9NHR1PJODG1","https://requester.mturk.com/workers/AH9NHR1PJODG1","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AHFEDGGIOG8DK","https://requester.mturk.com/workers/AHFEDGGIOG8DK","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AHLS6AZ1VTNH7","https://requester.mturk.com/workers/AHLS6AZ1VTNH7","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AI6FQANOH41ZM","https://requester.mturk.com/workers/AI6FQANOH41ZM","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AIIHUC6DCPZAR","https://requester.mturk.com/workers/AIIHUC6DCPZAR","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AJTHGXBMZJ3HE","https://requester.mturk.com/workers/AJTHGXBMZJ3HE","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AK6QFFFGHAWE6","https://requester.mturk.com/workers/AK6QFFFGHAWE6","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AKH3FBPEXXT51","https://requester.mturk.com/workers/AKH3FBPEXXT51","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AMEO4HBYM9LDY","https://requester.mturk.com/workers/AMEO4HBYM9LDY","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AN738HXJ1TH8N","https://requester.mturk.com/workers/AN738HXJ1TH8N","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AOBO2UBJ4M7ET","https://requester.mturk.com/workers/AOBO2UBJ4M7ET","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AOK5QT1QFHEOK","https://requester.mturk.com/workers/AOK5QT1QFHEOK","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AOYQ6FLVQO6JJ","https://requester.mturk.com/workers/AOYQ6FLVQO6JJ","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"APF1EAZT104LQ","https://requester.mturk.com/workers/APF1EAZT104LQ","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"APKO12PP5J5LW","https://requester.mturk.com/workers/APKO12PP5J5LW","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AQ4PB1PVI9U7V","https://requester.mturk.com/workers/AQ4PB1PVI9U7V","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AQ8J14431IR7Z","https://requester.mturk.com/workers/AQ8J14431IR7Z","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AQFFLBXV8P2TC","https://requester.mturk.com/workers/AQFFLBXV8P2TC","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AREN4CBY7BHUF","https://requester.mturk.com/workers/AREN4CBY7BHUF","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"ASC0F4W1UMR3R","https://requester.mturk.com/workers/ASC0F4W1UMR3R","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AUFIJSWMX9MZI","https://requester.mturk.com/workers/AUFIJSWMX9MZI","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AWIVX59AEP746","https://requester.mturk.com/workers/AWIVX59AEP746","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AWP3NEK6KILGW","https://requester.mturk.com/workers/AWP3NEK6KILGW","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AX4U4ZJJQKKMS","https://requester.mturk.com/workers/AX4U4ZJJQKKMS","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AXAXLC0TXQ0QW","https://requester.mturk.com/workers/AXAXLC0TXQ0QW","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
"AZPJUBGJZ3BT4","https://requester.mturk.com/workers/AZPJUBGJZ3BT4","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","Never Blocked","",""
